Time,T_top,T_bottom
465.6,444.2,452.9
466.0,444.3,453.0
466.4,444.3,453.1
466.8,444.2,453.2
467.2,444.2,453.2
467.6,444.2,453.3
468.0,444.2,453.4
468.4,444.2,453.5
468.8,444.2,453.4
469.2,444.2,453.4
469.6,444.2,453.5
470.0,444.1,453.6
470.4,444.1,453.6
470.8,444.0,453.7
471.2,444.0,453.8
471.6,444.0,453.8
472.0,444.0,453.9
472.4,444.0,453.9
472.8,444.0,454.0
473.2,444.0,453.9
473.6,444.0,453.8
474.0,444.0,453.9
474.4,444.0,453.8
474.8,443.9,453.8
475.2,443.9,453.8
475.6,444.0,453.8
476.0,443.9,453.8
476.4,443.9,453.8
476.8,443.9,453.9
477.2,443.9,453.8
477.6,444.0,453.8
478.0,444.0,453.7
478.4,444.0,453.6
478.8,444.0,453.5
479.2,444.0,453.5
479.6,444.0,453.4
480.0,444.0,453.3
480.4,444.0,453.3
480.8,444.1,453.4
481.2,444.0,453.3
481.6,444.0,453.3
482.0,444.0,453.3
482.4,443.9,453.3
482.8,443.9,453.3
483.2,443.9,453.3
483.6,443.9,453.2
484.0,443.9,453.0
484.4,443.9,453.0
484.8,443.8,453.0
485.2,443.8,453.0
485.6,443.8,453.0
486.0,443.8,453.1
486.4,443.7,453.0
486.8,443.8,453.1
487.2,443.7,453.0
487.6,443.7,452.9
488.0,443.7,452.8
488.4,443.6,452.9
488.8,443.6,452.8
489.2,443.6,452.7
489.6,443.5,452.8
490.0,443.5,452.8
490.4,443.5,452.7
490.8,443.5,452.7
491.2,443.5,452.6
491.6,443.5,452.6
492.0,443.5,452.7
492.4,443.5,452.7
492.8,443.4,452.8
493.2,443.4,452.7
493.6,443.4,452.8
494.0,443.4,452.9
494.4,443.4,452.9
494.8,443.4,452.8
495.2,443.3,452.7
495.6,443.3,452.8
496.0,443.3,452.7
496.4,443.3,452.8
496.8,443.2,453.0
497.2,443.2,453.0
497.6,443.2,453.1
498.0,443.2,453.2
498.4,443.2,453.3
498.8,443.2,453.2
499.2,443.2,453.1
499.6,443.1,453.0
500.0,443.2,452.9
500.4,443.2,452.9
500.8,443.1,452.8
501.2,443.1,452.8
501.6,443.2,452.7
502.0,443.2,452.7
502.4,443.2,452.8
502.8,443.2,452.8
503.2,443.2,452.8
503.6,443.3,452.9
504.0,443.3,453.0
504.4,443.3,452.8
504.8,443.2,452.9
505.2,443.3,452.8
505.6,443.2,452.9
506.0,443.3,452.9
506.4,443.2,452.8
506.8,443.3,452.8
507.2,443.2,452.8
507.6,443.2,452.9
508.0,443.2,452.8
508.4,443.1,452.9
508.8,443.1,452.8
509.2,443.1,452.8
509.6,443.1,452.6
510.0,443.0,452.6
510.4,443.0,452.7
510.8,443.0,452.8
511.2,443.0,452.9
511.6,443.0,452.9
512.0,443.0,453.1
512.4,443.0,453.1
512.8,443.0,453.1
513.2,442.9,453.1
513.6,442.9,453.1
514.0,442.9,453.0
514.4,442.9,453.0
514.8,442.9,453.0
515.2,442.8,452.9
515.6,442.9,453.0
516.0,442.8,452.9
516.4,442.8,452.8
516.8,442.8,452.8
517.2,442.7,452.9
517.6,442.7,453.0
518.0,442.7,453.1
518.4,442.6,453.1
518.8,442.6,453.0
519.2,442.6,453.0
519.6,442.6,453.0
520.0,442.5,453.1
520.4,442.5,453.1
520.8,442.4,453.0
521.2,442.3,453.1
521.6,442.2,453.1
522.0,442.1,453.1
522.4,442.1,453.0
522.8,442.1,452.9
523.2,442.0,452.8
523.6,442.0,452.7
524.0,441.9,452.6
524.4,441.8,452.5
524.8,441.8,452.4
525.2,441.8,452.2
525.6,441.8,452.2
526.0,441.8,452.2
526.4,441.8,452.1
526.8,441.7,452.1
527.2,441.7,451.9
527.6,441.6,451.8
528.0,441.5,451.6
528.4,441.4,451.6
528.8,441.3,451.5
529.2,441.2,451.4
529.6,441.1,451.3
530.0,441.0,451.1
530.4,441.1,451.1
530.8,441.0,451.1
531.2,441.0,451.0
531.6,440.9,450.9
532.0,440.8,450.9
532.4,440.7,450.8
532.8,440.6,450.8
533.2,440.5,450.7
533.6,440.5,450.6
534.0,440.5,450.7
534.4,440.4,450.9
534.8,440.4,450.9
535.2,440.4,451.0
535.6,440.4,450.9
536.0,440.4,451.0
536.4,440.4,450.9
536.8,440.4,451.0
537.2,440.4,451.1
537.6,440.4,451.0
538.0,440.4,451.1
538.4,440.4,451.2
538.8,440.3,451.3
539.2,440.2,451.5
539.6,440.2,451.5
540.0,440.2,451.6
540.4,440.2,451.7
540.8,440.1,451.7
541.2,440.1,451.7
541.6,440.1,451.8
542.0,440.1,451.9
542.4,440.0,451.9
542.8,440.0,451.9
543.2,440.0,451.8
543.6,440.0,451.9
544.0,439.9,451.9
544.4,439.8,451.8
544.8,439.8,451.8
545.2,439.7,451.8
545.6,439.7,451.9
546.0,439.6,452.0
546.4,439.6,451.9
546.8,439.6,451.9
547.2,439.6,451.9
547.6,439.5,451.9
548.0,439.5,452.0
548.4,439.5,452.0
548.8,439.5,452.1
549.2,439.5,452.1
549.6,439.5,452.1
550.0,439.5,452.2
550.4,439.5,452.1
550.8,439.6,452.1
551.2,439.5,452.2
551.6,439.5,452.2
552.0,439.5,452.2
552.4,439.5,452.2
552.8,439.5,452.2
553.2,439.5,452.2
553.6,439.4,452.3
554.0,439.5,452.3
554.4,439.5,452.3
554.8,439.5,452.1
555.2,439.6,452.2
555.6,439.6,452.2
556.0,439.6,452.2
556.4,439.7,452.3
556.8,439.7,452.4
557.2,439.7,452.4
557.6,439.7,452.5
558.0,439.7,452.5
558.4,439.7,452.5
558.8,439.8,452.5
559.2,439.8,452.5
559.6,439.9,452.5
560.0,439.9,452.4
560.4,439.9,452.5
560.8,439.9,452.6
561.2,439.9,452.5
561.6,439.9,452.4
562.0,439.8,452.5
562.4,439.8,452.4
562.8,439.8,452.4
563.2,439.9,452.3
563.6,439.9,452.0
564.0,439.8,452.0
564.4,439.9,452.0
564.8,439.9,451.9
565.2,439.9,451.7
565.6,439.9,451.6
566.0,439.9,451.6
566.4,439.9,451.7
566.8,439.9,451.7
567.2,439.9,451.7
567.6,439.9,451.9
568.0,439.9,452.0
568.4,439.9,452.1
568.8,440.0,452.2
569.2,440.0,452.3
569.6,440.0,452.3
570.0,440.0,452.4
570.4,440.0,452.5
570.8,440.0,452.6
571.2,440.0,452.6
571.6,440.0,452.7
572.0,440.1,452.7
572.4,440.1,452.8
572.8,440.0,452.9
573.2,440.0,452.9
573.6,440.1,453.0
574.0,440.1,453.0
574.4,440.2,453.0
574.8,440.2,453.0
575.2,440.2,453.1
575.6,440.2,453.1
576.0,440.2,453.2
576.4,440.2,453.2
576.8,440.2,453.3
577.2,440.2,453.3
577.6,440.2,453.3
578.0,440.3,453.3
578.4,440.3,453.4
578.8,440.3,453.4
579.2,440.3,453.4
579.6,440.3,453.4
580.0,440.3,453.5
580.4,440.3,453.5
580.8,440.4,453.4
581.2,440.4,453.5
581.6,440.4,453.5
582.0,440.4,453.5
582.4,440.4,453.4
582.8,440.4,453.4
583.2,440.4,453.5
583.6,440.4,453.5
584.0,440.4,453.6
584.4,440.4,453.4
584.8,440.4,453.5
585.2,440.5,453.5
585.6,440.5,453.6
586.0,440.5,453.5
586.4,440.6,453.6
586.8,440.5,453.6
587.2,440.5,453.6
587.6,440.6,453.6
588.0,440.5,453.6
588.4,440.6,453.5
588.8,440.6,453.5
589.2,440.6,453.5
589.6,440.6,453.5
590.0,440.6,453.6
590.4,440.6,453.5
590.8,440.5,453.6
591.2,440.5,453.6
591.6,440.4,453.6
592.0,440.4,453.6
592.4,440.5,453.6
592.8,440.5,453.7
593.2,440.5,453.7
593.6,440.5,453.8
594.0,440.6,453.8
594.4,440.5,453.8
594.8,440.6,453.7
595.2,440.6,453.7
595.6,440.6,453.7
596.0,440.6,453.8
596.4,440.5,453.7
596.8,440.5,453.7
597.2,440.4,453.7
597.6,440.4,453.7
598.0,440.4,453.7
598.4,440.4,453.6
598.8,440.4,453.6
599.2,440.3,453.5
599.6,440.3,453.7
600.0,440.3,453.5
600.4,440.2,453.6
600.8,440.2,453.6
601.2,440.1,453.5
601.6,440.1,453.4
602.0,440.1,453.5
602.4,440.1,453.4
602.8,440.0,453.2
603.2,440.0,453.3
603.6,440.0,453.2
604.0,440.0,453.2
604.4,440.0,453.2
604.8,439.9,453.2
605.2,439.9,453.2
605.6,439.9,453.2
606.0,439.9,453.2
606.4,440.0,453.3
606.8,440.0,453.1
607.2,440.1,453.1
607.6,440.0,453.0
608.0,440.1,453.0
608.4,440.1,453.0
608.8,440.1,452.8
609.2,440.2,452.7
609.6,440.2,452.9
610.0,440.2,452.9
610.4,440.2,452.7
610.8,440.2,452.7
611.2,440.1,452.7
611.6,440.1,452.8
612.0,440.1,452.9
612.4,440.2,453.0
612.8,440.2,453.1
613.2,440.2,453.1
613.6,440.2,453.1
614.0,440.1,453.1
614.4,440.0,453.2
614.8,440.0,453.1
615.2,440.0,453.1
615.6,440.0,453.1
616.0,440.0,453.1
616.4,440.0,453.1
616.8,440.0,453.2
617.2,440.0,453.3
617.6,439.9,453.3
618.0,439.9,453.4
618.4,439.9,453.4
618.8,439.9,453.3
619.2,440.0,453.4
619.6,440.0,453.3
620.0,440.0,453.4
620.4,440.1,453.5
620.8,440.0,453.6
621.2,440.1,453.6
621.6,440.2,453.6
622.0,440.2,453.7
622.4,440.3,453.9
622.8,440.4,454.0
623.2,440.4,454.0
623.6,440.5,454.1
624.0,440.6,454.2
624.4,440.7,454.2
624.8,440.8,454.3
625.2,440.9,454.4
625.6,441.0,454.5
626.0,441.1,454.5
626.4,441.2,454.5
626.8,441.4,454.5
627.2,441.5,454.5
627.6,441.6,454.6
628.0,441.7,454.6
628.4,441.9,454.6
628.8,441.9,454.7
629.2,442.1,454.7
629.6,442.2,454.7
630.0,442.3,454.8
630.4,442.4,454.9
630.8,442.5,454.9
631.2,442.6,455.0
631.6,442.7,455.0
632.0,442.8,455.1
632.4,442.9,455.2
632.8,443.1,455.2
633.2,443.2,455.3
633.6,443.3,455.5
634.0,443.4,455.6
634.4,443.5,455.7
634.8,443.6,455.7
635.2,443.7,455.9
635.6,443.8,456.0
636.0,443.9,456.0
636.4,444.0,456.1
636.8,444.1,456.2
637.2,444.2,456.2
637.6,444.3,456.3
638.0,444.4,456.3
638.4,444.5,456.3
638.8,444.5,456.6
639.2,444.6,456.7
639.6,444.7,456.8
640.0,444.8,457.0
640.4,444.9,457.2
640.8,444.9,457.2
641.2,445.1,457.3
641.6,445.2,457.4
642.0,445.3,457.5
642.4,445.3,457.5
642.8,445.4,457.6
643.2,445.4,457.6
643.6,445.5,457.6
644.0,445.6,457.6
644.4,445.6,457.7
644.8,445.7,457.7
645.2,445.8,457.9
645.6,445.8,458.0
646.0,445.9,458.1
646.4,446.0,458.1
646.8,446.1,458.2
647.2,446.1,458.2
647.6,446.2,458.2
648.0,446.3,458.3
648.4,446.3,458.3
648.8,446.4,458.3
649.2,446.5,458.3
649.6,446.6,458.5
650.0,446.7,458.5
650.4,446.8,458.5
650.8,446.8,458.6
651.2,446.9,458.7
651.6,447.0,458.8
652.0,447.1,458.9
652.4,447.1,458.9
652.8,447.2,459.0
653.2,447.3,459.1
653.6,447.4,459.3
654.0,447.5,459.3
654.4,447.5,459.4
654.8,447.6,459.5
655.2,447.6,459.3
655.6,447.7,459.5
656.0,447.8,459.6
656.4,447.8,459.6
656.8,447.9,459.6
657.2,448.0,459.6
657.6,448.0,459.5
658.0,448.1,459.7
658.4,448.2,459.7
658.8,448.3,459.7
659.2,448.4,459.8
659.6,448.5,459.8
660.0,448.5,459.9
660.4,448.6,459.8
660.8,448.6,459.9
661.2,448.7,459.9
661.6,448.8,459.9
662.0,448.9,459.9
662.4,448.9,459.9
662.8,449.0,460.0
663.2,449.1,460.1
663.6,449.1,460.1
664.0,449.2,460.1
664.4,449.3,460.3
664.8,449.4,460.4
665.2,449.5,460.4
665.6,449.5,460.5
666.0,449.6,460.5
666.4,449.6,460.6
666.8,449.7,460.7
667.2,449.8,460.9
667.6,449.9,460.8
668.0,450.0,460.9
668.4,450.1,460.9
668.8,450.1,460.9
669.2,450.1,461.0
669.6,450.2,461.0
670.0,450.3,461.0
670.4,450.3,461.1
670.8,450.4,461.0
671.2,450.4,461.1
671.6,450.5,461.1
672.0,450.6,461.2
672.4,450.6,461.1
672.8,450.6,461.2
673.2,450.7,461.3
673.6,450.7,461.3
674.0,450.8,461.4
674.4,450.8,461.4
674.8,450.9,461.4
675.2,450.9,461.6
675.6,450.9,461.7
676.0,451.0,461.8
676.4,451.0,461.8
676.8,451.0,461.8
677.2,451.1,461.9
677.6,451.1,462.0
678.0,451.2,462.0
678.4,451.3,462.1
678.8,451.3,462.0
679.2,451.3,462.1
679.6,451.4,462.1
680.0,451.4,462.2
680.4,451.4,462.2
680.8,451.4,462.2
681.2,451.4,462.2
681.6,451.5,462.2
682.0,451.5,462.2
682.4,451.5,462.2
682.8,451.6,462.2
683.2,451.6,462.3
683.6,451.7,462.3
684.0,451.7,462.4
684.4,451.8,462.3
684.8,451.8,462.4
685.2,451.8,462.3
685.6,451.8,462.4
686.0,451.8,462.3
686.4,451.8,462.4
686.8,451.8,462.4
687.2,451.7,462.4
687.6,451.8,462.5
688.0,451.8,462.6
688.4,451.8,462.6
688.8,451.7,462.5
689.2,451.8,462.5
689.6,451.8,462.7
690.0,451.8,462.8
690.4,451.8,462.8
690.8,451.9,463.0
691.2,451.9,462.9
691.6,451.8,463.0
692.0,451.9,463.2
692.4,451.9,463.1
692.8,451.9,463.2
693.2,451.9,463.2
693.6,451.9,463.3
694.0,452.0,463.3
694.4,452.0,463.4
694.8,452.0,463.4
695.2,452.0,463.4
695.6,452.0,463.5
696.0,452.0,463.5
696.4,452.0,463.6
696.8,452.0,463.6
697.2,452.1,463.6
697.6,452.1,463.8
698.0,452.1,463.9
698.4,452.1,464.1
698.8,452.1,464.1
699.2,452.1,464.0
699.6,452.1,463.9
700.0,452.1,463.8
700.4,452.1,463.8
700.8,452.2,463.9
701.2,452.2,463.8
701.6,452.2,463.7
702.0,452.2,463.6
702.4,452.1,463.5
702.8,452.1,463.4
703.2,452.1,463.6
703.6,452.1,463.6
704.0,452.1,463.5
704.4,452.1,463.4
704.8,452.1,463.2
705.2,452.1,463.1
705.6,452.0,463.0
706.0,452.0,462.8
706.4,452.0,462.8
706.8,451.9,462.6
707.2,452.0,462.7
707.6,452.0,462.5
708.0,452.0,462.6
708.4,451.9,462.7
708.8,451.9,462.6
709.2,451.9,462.6
709.6,451.9,462.6
710.0,451.9,462.7
710.4,451.9,462.8
710.8,451.9,462.9
711.2,451.8,462.9
711.6,451.8,462.9
712.0,451.8,462.9
712.4,451.8,463.0
712.8,451.8,463.0
713.2,451.8,463.1
713.6,451.7,463.0
714.0,451.7,463.0
714.4,451.7,463.0
714.8,451.7,462.9
715.2,451.7,463.0
715.6,451.6,463.0
716.0,451.6,463.0
716.4,451.6,463.0
716.8,451.6,462.8
717.2,451.6,462.7
717.6,451.6,462.5
718.0,451.5,462.4
718.4,451.5,462.3
718.8,451.5,462.3
719.2,451.4,462.3
719.6,451.4,462.3
720.0,451.3,462.4
720.4,451.3,462.3
720.8,451.3,462.3
721.2,451.3,462.3
721.6,451.2,462.2
722.0,451.2,462.2
722.4,451.2,462.3
722.8,451.2,462.3
723.2,451.2,462.4
723.6,451.2,462.3
724.0,451.1,462.3
724.4,451.1,462.2
724.8,451.1,462.2
725.2,451.0,462.2
725.6,451.0,462.2
726.0,451.0,462.2
726.4,451.0,462.0
726.8,450.9,461.9
727.2,450.9,461.9
727.6,450.8,461.9
728.0,450.8,461.8
728.4,450.8,461.7
728.8,450.7,461.6
729.2,450.7,461.5
729.6,450.6,461.4
730.0,450.6,461.4
730.4,450.5,461.4
730.8,450.5,461.3
731.2,450.5,461.2
731.6,450.4,461.0
732.0,450.4,460.9
732.4,450.4,460.9
732.8,450.4,460.7
733.2,450.3,460.6
733.6,450.3,460.6
734.0,450.3,460.5
734.4,450.2,460.4
734.8,450.2,460.3
735.2,450.1,460.3
735.6,450.1,460.3
736.0,450.1,460.1
736.4,450.0,460.1
736.8,450.0,459.9
737.2,450.0,459.9
737.6,450.0,459.9
738.0,449.9,459.9
738.4,449.9,460.0
738.8,450.0,460.0
739.2,449.9,460.1
739.6,449.9,459.9
740.0,449.8,460.0
740.4,449.8,459.9
740.8,449.8,459.9
741.2,449.7,459.8
741.6,449.7,459.7
742.0,449.6,459.5
742.4,449.6,459.5
742.8,449.6,459.5
743.2,449.6,459.5
743.6,449.5,459.3
744.0,449.5,459.4
744.4,449.4,459.3
744.8,449.4,459.4
745.2,449.3,459.3
745.6,449.3,459.5
746.0,449.2,459.5
746.4,449.1,459.4
746.8,449.1,459.3
747.2,449.1,459.2
747.6,449.1,459.2
748.0,449.1,459.1
748.4,449.0,459.2
748.8,449.0,459.3
749.2,449.0,459.3
749.6,448.9,459.3
750.0,448.9,459.2
750.4,448.8,459.2
750.8,448.6,459.0
751.2,448.6,459.0
751.6,448.6,459.0
752.0,448.6,458.8
752.4,448.5,458.7
752.8,448.5,458.8
753.2,448.5,458.7
753.6,448.4,458.8
754.0,448.4,458.8
754.4,448.4,458.8
754.8,448.3,458.8
755.2,448.2,458.8
755.6,448.2,458.6
756.0,448.1,458.5
756.4,448.0,458.6
756.8,448.0,458.5
757.2,448.0,458.3
757.6,447.9,458.2
758.0,447.9,458.1
758.4,447.8,458.0
758.8,447.8,458.0
759.2,447.8,457.8
759.6,447.7,457.8
760.0,447.6,457.7
760.4,447.6,457.6
760.8,447.5,457.6
761.2,447.5,457.5
761.6,447.4,457.6
762.0,447.4,457.5
762.4,447.4,457.4
762.8,447.4,457.4
763.2,447.4,457.3
763.6,447.4,457.3
764.0,447.4,457.2
764.4,447.4,457.3
764.8,447.4,457.2
765.2,447.4,457.2
765.6,447.3,457.2
766.0,447.3,457.0
766.4,447.2,456.9
766.8,447.2,456.9
767.2,447.1,456.7
767.6,447.1,456.7
768.0,447.0,456.6
768.4,447.0,456.5
768.8,446.9,456.5
769.2,446.9,456.4
769.6,446.9,456.4
770.0,446.9,456.3
770.4,446.8,456.4
770.8,446.8,456.4
771.2,446.8,456.4
771.6,446.8,456.4
772.0,446.7,456.5
772.4,446.6,456.5
772.8,446.6,456.4
773.2,446.5,456.5
773.6,446.5,456.5
774.0,446.4,456.5
774.4,446.3,456.5
774.8,446.3,456.4
775.2,446.2,456.4
775.6,446.1,456.4
776.0,446.1,456.3
776.4,446.0,456.3
776.8,446.0,456.3
777.2,446.0,456.3
777.6,446.0,456.4
778.0,445.9,456.4
778.4,445.8,456.4
778.8,445.8,456.3
779.2,445.7,456.4
779.6,445.6,456.5
780.0,445.6,456.4
780.4,445.5,456.4
780.8,445.5,456.3
781.2,445.5,456.3
781.6,445.4,456.2
782.0,445.4,456.1
782.4,445.4,456.1
782.8,445.3,456.1
783.2,445.3,455.9
783.6,445.2,455.8
784.0,445.2,455.8
784.4,445.2,455.6
784.8,445.2,455.4
785.2,445.2,455.5
785.6,445.1,455.5
786.0,445.1,455.4
786.4,445.0,455.4
786.8,445.0,455.2
787.2,445.0,455.2
787.6,445.0,455.1
788.0,445.0,455.2
788.4,445.0,455.1
788.8,445.0,455.1
789.2,445.1,454.9
789.6,445.0,454.8
790.0,445.0,454.7
790.4,444.9,454.6
790.8,444.9,454.5
791.2,444.8,454.5
791.6,444.8,454.5
792.0,444.7,454.5
792.4,444.7,454.5
792.8,444.7,454.6
793.2,444.7,454.6
793.6,444.7,454.6
794.0,444.7,454.6
794.4,444.7,454.7
794.8,444.6,454.7
795.2,444.6,454.7
795.6,444.6,454.8
796.0,444.6,454.7
796.4,444.6,454.8
796.8,444.6,454.8
797.2,444.5,454.7
797.6,444.5,454.6
798.0,444.5,454.6
798.4,444.5,454.6
798.8,444.4,454.6
799.2,444.3,454.7
799.6,444.3,454.5
800.0,444.3,454.4
800.4,444.2,454.3
800.8,444.2,454.4
801.2,444.2,454.4
801.6,444.2,454.5
802.0,444.1,454.4
802.4,444.1,454.4
802.8,444.1,454.4
803.2,444.1,454.3
803.6,444.0,454.3
804.0,444.0,454.3
804.4,443.9,454.3
804.8,443.8,454.3
805.2,443.8,454.3
805.6,443.7,454.4
806.0,443.7,454.4
806.4,443.7,454.6
806.8,443.6,454.6
807.2,443.5,454.5
807.6,443.5,454.4
808.0,443.4,454.4
808.4,443.4,454.4
808.8,443.3,454.3
809.2,443.2,454.2
809.6,443.2,454.2
810.0,443.2,454.0
810.4,443.2,453.9
810.8,443.1,453.9
811.2,443.1,453.7
811.6,443.0,453.6
812.0,443.0,453.5
812.4,442.8,453.4
812.8,442.8,453.2
813.2,442.6,453.1
813.6,442.5,453.2
814.0,442.5,453.2
814.4,442.3,453.2
814.8,442.3,453.1
815.2,442.2,453.0
815.6,442.1,452.6
816.0,433.1,451.7
816.4,431.0,450.5
816.8,430.1,449.4
817.2,420.4,448.1
817.6,413.1,446.9
818.0,418.3,445.5
818.4,419.3,444.2
818.8,418.9,442.9
819.2,416.7,441.7
819.6,410.7,440.3
820.0,408.3,439.0
820.4,407.1,437.6
820.8,404.7,436.4
821.2,405.3,435.1
821.6,404.0,433.9
822.0,400.6,431.8
822.4,399.3,430.6
822.8,397.0,428.9
823.2,335.1,427.7
823.6,278.8,426.2
824.0,265.1,425.0
824.4,263.7,423.6
824.8,256.7,421.9
825.2,255.2,420.3
825.6,256.4,418.7
826.0,250.6,416.2
826.4,258.6,414.0
826.8,264.0,412.2
827.2,250.5,410.6
827.6,244.3,408.7
828.0,226.2,407.4
828.4,219.4,405.8
828.8,207.4,403.9
829.2,192.3,401.4
829.6,182.5,399.3
830.0,178.7,396.9
830.4,176.0,394.8
830.8,169.5,392.7
831.2,156.0,390.5
831.6,146.4,388.7
832.0,140.6,385.5
832.4,137.3,384.1
832.8,137.0,381.5
833.2,131.5,379.9
833.6,133.0,378.3
834.0,138.0,376.8
834.4,141.3,375.2
834.8,140.2,373.4
835.2,119.3,371.1
835.6,113.5,363.8
836.0,111.3,347.9
836.4,110.5,328.5
836.8,110.1,310.1
837.2,109.7,294.5
837.6,109.3,278.7
838.0,108.8,260.7
838.4,108.6,246.4
838.8,108.4,234.8
839.2,107.9,224.5
839.6,107.3,216.6
840.0,106.6,210.8
840.4,105.7,205.5
840.8,104.7,198.4
841.2,102.4,193.0
841.6,97.0,188.9
842.0,96.3,185.2
842.4,90.7,182.0
842.8,86.5,178.9
843.2,83.3,174.5
843.6,76.2,169.9
844.0,73.6,164.7
844.4,74.2,155.5
844.8,73.4,153.7
845.2,71.1,150.5
845.6,65.7,147.7
846.0,59.9,145.9
846.4,57.4,144.4
846.8,55.6,143.2
847.2,54.8,140.6
847.6,53.8,135.7
848.0,51.8,127.8
848.4,52.5,119.0
848.8,50.2,112.7
849.2,50.6,107.7
849.6,51.0,103.6
850.0,49.4,100.3
850.4,47.3,97.4
850.8,48.7,94.7
851.2,48.5,92.1
851.6,48.0,89.7
852.0,47.8,86.2
852.4,46.8,83.5
852.8,46.1,81.2
853.2,45.0,78.8
853.6,44.0,76.5
854.0,41.1,74.6
854.4,39.9,72.2
854.8,38.3,69.7
855.2,37.8,67.4
855.6,36.8,64.7
856.0,36.1,62.4
856.4,35.4,60.3
856.8,34.7,58.0
857.2,34.1,55.8
857.6,33.7,53.5
858.0,33.0,51.8
858.4,31.9,50.3
858.8,31.1,48.8
859.2,30.5,47.0
859.6,29.9,45.7
860.0,29.5,44.4
860.4,28.9,42.8
860.8,28.6,41.4
861.2,27.2,40.4
861.6,26.8,39.2
862.0,26.3,38.2
862.4,26.1,36.8
862.8,25.8,35.4
863.2,25.5,34.1
863.6,25.3,33.0
864.0,24.9,31.9
864.4,24.7,31.0
864.8,24.4,30.2
865.2,24.2,29.3
865.6,24.0,28.6
866.0,23.7,28.2
866.4,23.4,27.6
866.8,23.1,27.0
867.2,22.9,26.6
867.6,22.7,26.1
868.0,22.5,25.7
868.4,22.0,25.5
868.8,21.7,25.1
869.2,21.6,24.8
869.6,21.4,24.4
870.0,21.2,24.0
870.4,20.9,23.7
870.8,20.9,23.4
871.2,20.8,23.1
871.6,20.5,22.9
872.0,20.4,22.7
872.4,20.3,22.4
872.8,20.1,22.2
873.2,19.9,22.0
873.6,19.9,21.7
874.0,19.8,21.5
874.4,19.7,21.3
874.8,19.6,21.1
875.2,19.4,20.9
875.6,19.4,20.7
876.0,19.4,20.5
876.4,19.3,20.3
876.8,19.3,20.1
877.2,19.2,19.8
877.6,19.0,19.7
878.0,18.9,19.6
878.4,18.8,19.4
878.8,18.8,19.2
879.2,18.8,19.0
879.6,18.8,18.9
880.0,18.7,18.8
880.4,18.7,18.6
880.8,18.5,18.5
881.2,18.5,18.4
881.6,18.4,18.3
882.0,18.3,18.2
882.4,18.3,18.2
882.8,18.2,18.0
883.2,18.2,18.0
883.6,18.1,17.9
884.0,18.1,17.8
884.4,18.0,17.7
884.8,18.0,17.7
885.2,17.9,17.7
885.6,17.9,17.6
886.0,17.8,17.5
886.4,17.8,17.5
886.8,17.7,17.4
887.2,17.7,17.3
887.6,17.7,17.3
888.0,17.6,17.2
888.4,17.6,17.1
888.8,17.6,17.0
889.2,17.5,17.0
889.6,17.4,16.9
890.0,17.4,16.8
890.4,17.4,16.8
890.8,17.3,16.7
891.2,17.3,16.7
891.6,17.2,16.6
892.0,17.2,16.6
892.4,17.1,16.5
892.8,17.1,16.5
893.2,17.1,16.4
893.6,17.0,16.4
894.0,17.0,16.3
894.4,17.0,16.3
894.8,16.9,16.3
895.2,16.9,16.2
895.6,16.9,16.2
896.0,16.8,16.1
896.4,16.8,16.1
896.8,16.8,16.0
897.2,16.7,16.0
897.6,16.7,16.0
898.0,16.7,15.9
898.4,16.6,15.8
898.8,16.6,15.8
899.2,16.6,15.8
899.6,16.6,15.7
900.0,16.5,15.7
900.4,16.5,15.7
900.8,16.5,15.6
901.2,16.5,15.6
901.6,16.4,15.5
902.0,16.4,15.5
902.4,16.4,15.5
902.8,16.3,15.5
903.2,16.3,15.5
903.6,16.3,15.4
904.0,16.2,15.4
904.4,16.2,15.4
904.8,16.2,15.4
905.2,16.2,15.3
905.6,16.1,15.3
906.0,16.1,15.3
906.4,16.0,15.3
906.8,16.0,15.3
907.2,16.0,15.2
907.6,16.0,15.2
908.0,15.9,15.2
908.4,15.9,15.2
908.8,15.9,15.2
909.2,15.9,15.1
909.6,15.9,15.2
910.0,15.8,15.1
910.4,15.8,15.1
910.8,15.8,15.1
911.2,15.8,15.1
911.6,15.7,15.1
912.0,15.8,15.1
912.4,15.7,15.1
912.8,15.7,15.1
913.2,15.7,15.1
913.6,15.7,15.1
914.0,15.6,15.1
914.4,15.6,15.1
914.8,15.6,15.1
915.2,15.7,15.1
915.6,15.7,15.2
916.0,15.8,15.2
916.4,15.8,15.2
916.8,15.8,15.3
917.2,15.8,15.3
917.6,15.9,15.3
918.0,15.9,15.4
918.4,15.9,15.4
918.8,16.0,15.4
919.2,16.0,15.4
919.6,16.0,15.5
920.0,16.1,15.5
920.4,16.1,15.5
920.8,16.1,15.6
921.2,16.1,15.6
921.6,16.2,15.6
922.0,16.2,15.6
922.4,16.2,15.7
922.8,16.3,15.7
923.2,16.3,15.7
923.6,16.3,15.8
924.0,16.4,15.8
924.4,16.4,15.8
924.8,16.4,15.9
925.2,16.5,15.9
925.6,16.5,15.9
926.0,16.5,15.9
926.4,16.6,16.0
926.8,16.6,16.0
927.2,16.6,16.0
927.6,16.6,16.0
928.0,16.7,16.1
928.4,16.7,16.1
928.8,16.7,16.1
929.2,16.8,16.1
929.6,16.8,16.2
930.0,16.8,16.2
930.4,16.8,16.2
930.8,16.9,16.2
931.2,16.9,16.3
