Time,T_top,T_bottom
s,C,C
0.0,10.6,10.5
0.4,10.6,10.5
0.8,10.6,10.5
1.2,10.6,10.5
1.6,10.6,10.5
2.0,10.6,10.5
2.4,10.6,10.5
2.8,10.6,10.5
3.2,10.6,10.5
3.6,10.6,10.5
4.0,10.6,10.5
4.4,10.6,10.5
4.8,10.6,10.5
5.2,10.6,10.5
5.6,10.6,10.5
6.0,10.6,10.5
6.4,10.6,10.5
6.8,10.6,10.5
7.2,10.6,10.5
7.6,10.6,10.5
8.0,10.6,10.5
8.4,10.6,10.5
8.8,10.6,10.5
9.2,10.6,10.5
9.6,10.6,10.5
10.0,10.6,10.5
10.4,10.6,10.5
10.8,10.6,10.5
11.2,10.6,10.5
11.6,10.6,10.5
12.0,10.6,10.5
12.4,10.6,10.5
12.8,10.6,10.5
13.2,10.6,10.5
13.6,10.6,10.5
14.0,10.6,10.5
14.4,10.6,10.5
14.8,10.6,10.5
15.2,10.6,10.5
15.6,10.6,10.5
16.0,10.6,10.5
16.4,10.6,10.5
16.8,10.6,10.5
17.2,10.6,10.5
17.6,10.6,10.5
18.0,10.6,10.5
18.4,10.6,10.5
18.8,10.6,10.5
19.2,10.6,10.5
19.6,10.6,10.5
20.0,10.6,10.5
20.4,10.6,10.5
20.8,10.6,10.5
21.2,10.6,10.5
21.6,10.6,10.5
22.0,10.6,10.5
22.4,10.6,10.5
22.8,10.6,10.5
23.2,10.6,10.5
23.6,10.6,10.5
24.0,10.6,10.5
24.4,10.6,10.5
24.8,10.6,10.5
25.2,10.6,10.5
25.6,10.6,10.5
26.0,10.6,10.5
26.4,10.6,10.5
26.8,10.6,10.5
27.2,10.6,10.5
27.6,10.6,10.5
28.0,10.6,10.5
28.4,10.6,10.5
28.8,10.6,10.5
29.2,10.6,10.5
29.6,10.6,10.5
30.0,10.6,10.5
30.4,10.6,11.2
30.8,11.1,11.9
31.2,11.7,12.7
31.6,12.6,14.3
32.0,13.8,15.6
32.4,15.0,18.1
32.8,16.3,20.0
33.2,17.7,22.6
33.6,19.3,24.4
34.0,20.7,27.2
34.4,22.1,28.9
34.8,23.8,30.6
35.2,25.3,31.8
35.6,27.0,33.3
36.0,28.4,35.2
36.4,30.2,36.8
36.8,31.9,38.4
37.2,33.5,40.1
37.6,35.2,41.8
38.0,36.9,43.9
38.4,38.6,45.4
38.8,40.3,47.0
39.2,41.8,49.3
39.6,43.6,51.0
40.0,45.2,52.5
40.4,46.9,54.5
40.8,48.6,56.6
41.2,50.4,58.6
41.6,52.1,60.9
42.0,53.9,63.0
42.4,55.8,64.8
42.8,57.7,67.2
43.2,59.6,68.8
43.6,61.5,70.8
44.0,63.2,72.7
44.4,65.1,74.5
44.8,67.0,76.2
45.2,68.6,78.1
45.6,70.3,80.3
46.0,72.0,81.9
46.4,73.6,84.2
46.8,75.1,86.7
47.2,76.6,89.4
47.6,78.4,91.3
48.0,80.2,93.8
48.4,81.8,95.6
48.8,83.6,97.6
49.2,85.2,100.2
49.6,86.6,102.8
50.0,88.3,104.5
50.4,89.8,107.4
50.8,91.5,109.3
51.2,93.3,112.0
51.6,94.9,114.8
52.0,96.8,116.8
52.4,98.4,119.5
52.8,99.8,121.5
53.2,101.1,123.7
53.6,102.1,126.3
54.0,103.1,129.0
54.4,104.0,131.7
54.8,104.5,133.7
55.2,104.8,136.2
55.6,104.9,138.5
56.0,105.0,140.6
56.4,105.1,143.0
56.8,105.2,145.8
57.2,105.5,148.3
57.6,106.1,150.4
58.0,106.6,153.1
58.4,107.0,155.6
58.8,107.2,157.8
59.2,107.4,160.1
59.6,107.7,162.8
60.0,107.9,165.4
60.4,108.3,167.8
60.8,108.7,169.9
61.2,109.3,172.3
61.6,109.8,174.5
62.0,110.3,177.2
62.4,111.4,179.8
62.8,114.4,181.8
63.2,117.7,183.6
63.6,120.5,185.3
64.0,123.7,188.1
64.4,126.6,190.1
64.8,128.7,192.4
65.2,134.6,194.6
65.6,140.4,196.7
66.0,144.4,198.6
66.4,147.8,200.2
66.8,151.0,202.4
67.2,154.1,204.5
67.6,157.2,206.9
68.0,160.5,208.8
68.4,163.7,210.9
68.8,166.8,213.2
69.2,169.8,214.8
69.6,172.7,216.8
70.0,175.4,219.2
70.4,178.2,220.7
70.8,180.8,222.5
71.2,183.2,224.8
71.6,185.8,227.4
72.0,188.5,229.4
72.4,191.1,231.5
72.8,193.7,233.2
73.2,196.0,234.8
73.6,198.6,236.8
74.0,200.8,239.3
74.4,203.3,241.3
74.8,205.7,243.2
75.2,208.0,245.7
75.6,210.4,247.9
76.0,212.7,249.9
76.4,215.1,251.7
76.8,217.9,253.4
77.2,220.3,255.4
77.6,222.7,257.4
78.0,225.0,259.1
78.4,227.3,261.2
78.8,229.3,263.0
79.2,231.5,264.9
79.6,233.7,266.6
80.0,236.0,269.0
80.4,238.2,271.0
80.8,240.5,272.7
81.2,242.8,274.8
81.6,244.8,276.9
82.0,247.0,278.8
82.4,249.3,280.9
82.8,251.4,282.9
83.2,253.3,284.6
83.6,255.5,286.8
84.0,257.8,288.6
