Time,T_top,T_bottom
48.0,69.4,85.2
48.4,68.6,88.1
48.8,71.1,89.8
49.2,73.1,91.6
49.6,74.9,93.4
50.0,76.5,94.7
50.4,78.1,96.3
50.8,79.8,98.6
51.2,81.5,100.5
51.6,83.1,102.5
52.0,85.0,105.0
52.4,86.7,107.6
52.8,85.2,109.6
53.2,87.8,112.3
53.6,89.6,114.2
54.0,91.0,116.6
54.4,92.2,118.6
54.8,93.6,120.4
55.2,95.0,122.6
55.6,96.0,125.9
56.0,97.3,128.5
56.4,98.3,130.9
56.8,99.0,133.4
57.2,96.2,135.5
57.6,98.8,136.4
58.0,100.6,138.3
58.4,101.6,140.1
58.8,102.0,142.3
59.2,102.5,143.9
59.6,103.0,146.0
60.0,103.9,148.7
60.4,104.6,151.7
60.8,105.3,154.0
61.2,105.3,156.7
61.6,105.8,159.0
62.0,104.6,154.8
62.4,104.9,155.9
62.8,104.6,157.6
63.2,104.5,160.3
63.6,104.4,162.6
64.0,104.3,164.0
64.4,104.8,165.7
64.8,105.0,167.7
65.2,105.4,169.7
65.6,105.7,171.4
66.0,105.7,174.0
66.4,106.3,176.2
66.8,104.9,156.8
67.2,106.5,154.5
67.6,105.5,160.0
68.0,105.4,163.8
68.4,105.2,167.2
68.8,105.5,170.1
69.2,105.8,172.5
69.6,106.1,175.4
70.0,106.4,178.1
70.4,106.6,180.7
70.8,106.8,183.4
71.2,107.2,185.2
71.6,107.4,187.5
72.0,106.2,189.7
72.4,104.8,191.5
72.8,104.4,192.9
73.2,104.9,194.4
73.6,105.6,195.8
74.0,106.1,198.1
74.4,106.7,199.6
74.8,107.3,202.4
75.2,108.0,204.4
75.6,108.2,206.0
76.0,108.5,207.7
76.4,109.5,209.4
76.8,110.3,211.6
77.2,106.2,213.0
77.6,107.9,214.3
78.0,110.0,216.4
78.4,114.0,218.2
78.8,118.9,219.4
79.2,122.8,221.0
79.6,127.0,223.0
80.0,131.4,224.9
80.4,136.3,226.7
80.8,144.5,228.9
81.2,149.0,230.5
81.6,153.6,232.4
82.0,127.1,232.3
82.4,137.5,232.0
82.8,143.7,233.0
83.2,148.5,234.3
83.6,152.9,235.8
84.0,159.3,237.7
84.4,163.6,240.1
84.8,167.4,241.7
85.2,171.2,244.1
85.6,174.8,246.7
86.0,178.4,249.1
86.4,181.8,250.9
86.8,185.2,253.8
87.2,178.1,253.0
87.6,181.6,253.6
88.0,184.9,255.0
88.4,188.2,256.5
88.8,191.1,258.0
89.2,194.4,260.5
89.6,197.3,262.4
90.0,200.1,264.6
90.4,202.8,266.9
90.8,205.7,269.8
91.2,208.6,271.7
91.6,211.8,274.0
92.0,214.7,276.1
92.4,187.7,278.0
92.8,200.0,279.8
93.2,206.0,281.3
93.6,209.8,282.9
94.0,213.3,284.8
94.4,216.6,286.5
94.8,219.7,288.0
95.2,222.9,289.7
95.6,227.7,292.1
96.0,231.0,294.3
96.4,234.3,296.4
96.8,237.5,298.7
97.2,240.7,300.8
97.6,243.5,303.0
98.0,212.2,304.8
98.4,227.5,307.2
98.8,232.0,309.1
99.2,237.3,311.1
99.6,241.0,312.9
100.0,244.2,315.0
100.4,247.4,317.1
100.8,250.7,319.5
101.2,253.8,321.7
101.6,257.1,324.0
102.0,260.3,326.2
102.4,263.4,328.2
102.8,266.2,330.4
103.2,269.2,332.3
103.6,233.8,334.1
104.0,252.8,335.9
104.4,257.7,337.8
104.8,261.7,340.0
105.2,265.3,341.8
105.6,269.5,343.7
106.0,275.8,345.1
106.4,279.1,347.2
106.8,282.2,349.1
107.2,285.2,350.4
107.6,288.2,352.6
108.0,291.0,354.8
108.4,293.7,356.6
108.8,296.4,358.9
109.2,298.9,360.9
109.6,257.7,362.0
110.0,286.3,363.0
110.4,291.1,365.1
110.8,294.0,366.7
111.2,297.0,368.5
111.6,299.9,370.3
112.0,303.3,372.1
112.4,305.9,374.2
112.8,308.4,376.1
113.2,315.5,377.9
113.6,318.1,379.4
114.0,320.7,381.4
114.4,323.2,383.0
114.8,325.8,385.1
115.2,328.1,386.7
115.6,308.3,388.8
116.0,315.8,390.1
116.4,320.9,391.7
116.8,323.7,393.2
117.2,326.2,394.6
117.6,329.3,396.8
118.0,331.8,398.4
118.4,339.5,399.8
118.8,342.1,401.3
119.2,344.6,402.7
119.6,346.5,404.2
120.0,348.6,405.9
120.4,350.5,407.2
120.8,352.5,408.8
121.2,354.6,410.6
121.6,320.7,411.9
122.0,335.8,413.1
122.4,336.1,414.5
122.8,341.4,416.1
123.2,354.8,417.7
123.6,359.2,419.8
124.0,362.0,421.0
124.4,363.9,422.7
124.8,366.1,424.4
125.2,368.2,425.8
125.6,370.1,427.2
126.0,372.0,428.8
126.4,374.2,430.4
126.8,376.0,431.7
127.2,378.0,433.4
127.6,348.7,434.3
128.0,360.8,435.3
128.4,368.6,436.9
128.8,378.2,438.8
129.2,381.4,439.8
129.6,384.0,441.4
130.0,386.0,442.6
130.4,387.9,443.9
130.8,389.9,445.1
131.2,391.7,446.3
131.6,393.5,447.7
132.0,395.3,449.2
132.4,398.1,450.3
132.8,400.0,451.6
133.2,401.7,453.1
133.6,403.6,454.5
134.0,360.7,454.8
134.4,383.5,456.0
134.8,391.7,457.5
135.2,401.2,458.9
135.6,403.1,460.0
136.0,404.9,461.3
136.4,406.9,462.6
136.8,408.5,463.5
137.2,411.1,464.8
137.6,413.1,465.6
138.0,414.9,467.0
138.4,416.5,468.0
138.8,418.1,469.3
139.2,420.2,470.3
139.6,421.9,471.5
140.0,384.6,472.5
140.4,401.9,473.4
140.8,413.5,474.7
141.2,420.2,475.8
141.6,421.9,476.6
142.0,423.9,477.7
142.4,425.6,478.7
142.8,428.4,479.9
143.2,429.7,480.7
143.6,431.5,481.6
144.0,433.1,482.5
144.4,434.6,483.6
144.8,436.2,484.7
145.2,437.8,485.7
145.6,439.1,486.8
146.0,438.0,487.7
146.4,430.4,488.5
146.8,435.0,489.1
147.2,437.8,489.8
147.6,440.5,490.9
148.0,442.1,491.8
148.4,443.8,492.7
148.8,445.4,494.1
149.2,446.8,494.5
149.6,448.3,495.5
150.0,450.0,496.5
150.4,451.3,497.3
150.8,453.4,498.3
151.2,456.0,499.1
151.6,458.1,499.8
152.0,456.2,500.6
152.4,454.5,501.3
152.8,455.3,502.2
153.2,456.8,503.0
153.6,458.1,504.1
154.0,459.5,504.9
154.4,461.1,505.7
154.8,464.1,506.5
155.2,466.4,507.2
155.6,468.3,507.8
156.0,469.8,508.7
156.4,471.2,509.5
156.8,472.3,510.6
157.2,473.5,511.8
157.6,474.8,512.5
158.0,465.6,513.4
158.4,466.5,513.5
158.8,468.2,514.3
159.2,470.0,515.5
159.6,471.5,516.6
160.0,473.6,517.5
160.4,476.2,518.0
160.8,478.5,519.1
161.2,480.2,519.8
161.6,481.8,520.2
162.0,483.1,520.8
162.4,484.6,521.6
162.8,485.9,522.5
163.2,487.1,523.0
163.6,488.2,523.4
164.0,484.3,524.1
164.4,482.4,525.1
164.8,483.2,525.9
165.2,484.4,526.9
165.6,486.5,527.5
166.0,488.7,527.8
166.4,490.1,528.7
166.8,491.7,529.1
167.2,493.1,529.9
167.6,494.3,530.6
168.0,495.2,531.1
168.4,496.3,531.9
168.8,497.4,532.5
169.2,498.5,532.8
169.6,499.5,533.1
170.0,500.5,533.9
170.4,496.4,534.6
170.8,497.5,535.2
171.2,499.5,535.7
171.6,500.8,536.6
172.0,502.1,537.0
172.4,503.1,537.3
172.8,504.1,537.7
173.2,505.2,539.0
173.6,506.6,539.7
174.0,507.8,540.4
174.4,508.7,540.7
174.8,509.8,540.9
175.2,511.0,541.9
175.6,512.0,542.4
176.0,513.1,543.0
176.4,514.1,543.7
176.8,506.4,543.9
177.2,508.6,544.5
177.6,510.2,545.3
178.0,511.8,546.0
178.4,513.0,546.4
178.8,514.3,547.4
179.2,515.1,548.0
179.6,516.5,548.3
180.0,517.6,548.9
180.4,518.6,549.2
180.8,519.7,549.6
181.2,520.9,550.1
181.6,522.0,551.0
182.0,523.0,551.3
182.4,524.0,551.7
182.8,525.0,552.5
183.2,523.2,552.8
183.6,516.6,553.1
184.0,519.5,553.4
184.4,521.6,553.8
184.8,522.9,554.8
185.2,524.1,555.5
185.6,525.2,555.6
186.0,525.9,556.0
186.4,527.2,556.6
186.8,528.3,557.1
187.2,529.4,557.3
187.6,530.5,557.7
188.0,531.4,558.0
188.4,532.4,558.7
188.8,533.2,559.3
189.2,534.1,560.0
189.6,535.0,560.5
190.0,530.9,560.3
190.4,529.9,561.0
190.8,530.0,561.4
191.2,530.9,561.8
191.6,531.7,562.3
192.0,533.0,562.7
192.4,533.8,563.1
192.8,534.8,563.5
193.2,535.7,563.6
193.6,536.8,564.0
194.0,537.3,564.5
194.4,538.1,565.4
194.8,539.3,565.8
195.2,539.7,566.3
195.6,540.4,566.8
196.0,541.2,567.4
196.4,535.5,567.5
196.8,533.7,567.5
197.2,535.0,567.6
197.6,536.4,568.2
198.0,537.5,568.7
198.4,538.3,569.3
198.8,539.3,569.6
199.2,540.3,570.2
199.6,541.2,570.7
200.0,542.0,570.9
200.4,543.0,571.6
200.8,543.9,571.8
201.2,544.9,572.2
201.6,545.6,572.4
202.0,546.3,572.6
202.4,547.3,573.6
202.8,544.2,574.1
203.2,522.3,573.8
203.6,538.6,573.8
204.0,541.1,573.9
204.4,543.1,574.4
204.8,544.7,575.1
205.2,546.0,575.5
205.6,547.3,575.8
206.0,548.4,576.2
206.4,549.3,576.4
206.8,550.2,576.9
207.2,551.1,576.8
207.6,551.8,577.5
208.0,552.6,577.8
208.4,553.4,577.7
208.8,554.0,578.2
209.2,554.9,578.4
209.6,548.2,578.4
210.0,548.5,578.8
210.4,549.4,579.0
210.8,550.0,579.2
211.2,551.0,579.7
211.6,551.8,580.2
212.0,552.3,580.5
212.4,553.0,580.7
212.8,553.8,581.0
213.2,554.4,581.3
213.6,555.3,581.6
214.0,555.9,582.2
214.4,556.8,582.2
214.8,557.2,582.7
215.2,558.0,583.0
215.6,558.4,583.4
216.0,554.6,583.4
216.4,555.3,583.7
216.8,554.9,584.3
217.2,554.9,584.8
217.6,555.4,585.0
218.0,556.0,585.1
218.4,556.5,585.8
218.8,557.1,586.1
219.2,557.9,586.1
219.6,558.6,586.6
220.0,559.2,586.6
220.4,559.8,586.9
220.8,560.4,587.2
221.2,561.2,587.4
221.6,561.6,588.0
222.0,562.2,588.4
222.4,562.9,588.9
222.8,557.9,588.9
223.2,558.0,588.6
223.6,558.7,588.7
224.0,559.7,588.8
224.4,560.1,589.1
224.8,561.2,589.3
225.2,561.8,589.9
225.6,562.7,590.2
226.0,563.5,590.9
226.4,564.0,591.0
226.8,564.6,591.1
227.2,565.4,591.6
227.6,565.7,591.6
228.0,566.6,591.9
228.4,567.0,592.1
228.8,567.5,592.6
229.2,568.3,592.9
229.6,557.7,593.0
230.0,558.6,593.1
230.4,560.8,593.4
230.8,562.6,594.0
231.2,563.9,594.2
231.6,564.8,594.2
232.0,566.0,594.2
232.4,566.9,594.7
232.8,567.6,594.9
233.2,568.2,595.0
233.6,568.8,595.3
234.0,569.5,595.6
234.4,570.1,595.6
234.8,570.5,595.8
235.2,570.9,596.1
235.6,571.6,596.5
236.0,572.2,596.4
236.4,562.6,595.8
236.8,566.2,596.3
237.2,567.6,596.5
237.6,568.4,596.6
238.0,568.8,596.8
238.4,569.6,597.3
238.8,570.0,597.7
239.2,570.5,597.6
239.6,571.3,598.1
240.0,571.8,598.4
240.4,572.5,598.3
240.8,573.2,598.5
241.2,573.5,598.5
241.6,574.0,598.6
242.0,574.3,598.9
242.4,574.9,599.1
242.8,575.5,599.2
243.2,566.6,599.1
243.6,567.4,599.7
244.0,568.2,599.8
244.4,568.9,599.9
244.8,569.6,600.3
245.2,570.5,600.8
245.6,571.5,600.8
246.0,572.1,600.9
246.4,572.9,601.4
246.8,573.3,602.0
247.2,573.8,601.9
247.6,574.5,602.1
248.0,575.1,602.1
248.4,575.4,602.2
248.8,576.0,602.7
249.2,576.6,602.9
249.6,577.0,602.9
250.0,568.8,602.8
250.4,573.2,602.8
250.8,573.9,603.1
251.2,574.1,603.1
251.6,574.5,603.8
252.0,574.7,603.6
252.4,575.1,604.0
252.8,575.3,604.1
253.2,575.7,604.4
253.6,576.7,604.5
254.0,577.0,604.5
254.4,577.4,604.4
254.8,577.9,604.7
255.2,578.3,604.9
255.6,579.0,604.9
256.0,579.3,605.4
256.4,579.9,605.4
256.8,580.0,605.5
257.2,575.3,605.2
257.6,575.8,605.7
258.0,576.2,605.8
258.4,576.4,605.9
258.8,576.9,606.1
259.2,577.3,606.3
259.6,577.8,606.8
260.0,578.2,606.6
260.4,578.8,606.8
260.8,579.5,607.1
261.2,580.3,607.0
261.6,580.5,607.5
262.0,581.1,607.4
262.4,581.6,607.4
262.8,582.1,607.7
263.2,582.4,607.8
263.6,582.8,607.9
264.0,578.2,607.9
264.4,577.3,607.9
264.8,577.9,607.9
265.2,578.5,608.1
265.6,578.6,608.2
266.0,579.2,608.4
266.4,579.7,608.2
266.8,580.0,608.4
267.2,580.6,608.5
267.6,581.1,608.7
268.0,581.6,609.1
268.4,582.2,609.3
268.8,582.5,609.1
269.2,583.0,609.8
269.6,583.3,609.5
270.0,583.9,609.8
270.4,584.4,609.8
270.8,584.7,609.8
271.2,576.7,609.8
271.6,579.7,609.7
272.0,580.7,609.9
272.4,581.1,609.7
272.8,581.9,610.0
273.2,582.1,609.9
273.6,582.5,609.9
274.0,583.1,610.3
274.4,583.5,610.2
274.8,584.0,610.5
275.2,584.5,610.5
275.6,584.8,610.6
276.0,585.3,610.6
276.4,585.8,610.9
276.8,586.4,611.1
277.2,586.8,611.4
277.6,586.9,611.4
278.0,587.5,611.5
278.4,580.3,611.4
278.8,583.2,611.4
279.2,583.5,611.7
279.6,583.4,611.7
280.0,584.2,611.7
280.4,584.4,611.9
280.8,585.1,611.9
281.2,585.6,611.8
281.6,586.1,612.0
282.0,586.4,612.1
282.4,586.7,612.2
282.8,587.0,612.5
283.2,587.6,612.2
283.6,587.8,612.2
284.0,588.3,612.5
284.4,588.6,612.6
284.8,588.9,612.8
285.2,589.3,612.7
285.6,583.3,612.5
286.0,582.5,612.5
286.4,583.3,612.9
286.8,583.8,613.0
287.2,584.5,612.9
287.6,585.4,612.9
288.0,585.5,613.0
288.4,586.0,613.1
288.8,586.4,613.1
289.2,587.0,613.2
289.6,587.5,613.3
290.0,588.1,613.3
290.4,588.5,613.3
290.8,588.9,613.4
291.2,589.5,613.3
291.6,589.7,613.6
292.0,590.1,613.9
292.4,583.7,613.7
292.8,587.3,613.8
293.2,587.8,613.7
293.6,587.8,613.9
294.0,588.0,613.9
294.4,588.4,614.0
294.8,588.5,614.1
295.2,588.8,614.1
295.6,589.2,613.9
296.0,589.6,614.1
296.4,590.0,614.2
296.8,590.6,614.2
297.2,591.0,614.2
297.6,591.2,614.3
298.0,591.8,614.3
298.4,591.9,614.4
298.8,592.2,614.6
299.2,587.8,614.6
299.6,587.3,614.7
300.0,587.7,614.7
300.4,588.1,614.9
300.8,588.6,614.8
301.2,589.2,614.8
301.6,589.4,614.9
302.0,589.9,615.3
302.4,590.7,615.2
302.8,591.1,615.5
303.2,591.3,615.8
303.6,591.6,616.1
304.0,591.9,616.5
304.4,592.6,616.6
304.8,593.0,616.5
305.2,593.1,616.7
305.6,593.6,616.5
306.0,593.6,617.0
306.4,581.7,616.5
306.8,588.8,616.2
307.2,590.2,616.3
307.6,590.2,616.5
308.0,590.8,616.6
308.4,590.9,616.9
308.8,591.0,617.0
309.2,591.1,617.0
309.6,591.5,617.1
310.0,592.0,616.9
310.4,592.3,617.3
310.8,592.7,617.3
311.2,593.2,617.2
311.6,593.7,617.4
312.0,594.3,617.4
312.4,594.5,617.5
312.8,594.8,617.7
313.2,595.1,617.6
313.6,593.0,617.9
314.0,591.1,617.7
314.4,591.8,617.5
314.8,591.7,617.5
315.2,591.3,618.0
315.6,591.4,617.6
316.0,591.6,617.5
316.4,592.1,617.6
316.8,592.6,617.8
317.2,592.9,617.9
317.6,593.1,618.1
318.0,593.6,618.1
318.4,594.0,618.0
318.8,594.4,617.9
319.2,594.9,618.1
319.6,595.4,618.1
320.0,595.7,618.3
320.4,596.1,618.5
320.8,596.2,618.6
321.2,583.2,618.4
321.6,587.9,618.6
322.0,589.3,618.5
322.4,589.5,618.4
322.8,590.2,619.1
323.2,590.6,619.4
323.6,591.2,619.1
324.0,591.7,619.0
324.4,592.1,619.2
324.8,592.5,619.2
325.2,593.0,619.1
325.6,593.4,619.2
326.0,593.7,619.2
326.4,594.1,619.2
326.8,594.7,619.3
327.2,595.2,619.4
327.6,595.4,619.4
328.0,589.0,619.5
328.4,592.3,619.5
328.8,592.8,619.7
329.2,593.0,619.8
329.6,593.1,619.8
330.0,593.2,619.9
330.4,593.1,619.7
330.8,593.5,619.6
331.2,593.3,620.0
331.6,593.5,619.8
332.0,594.2,619.7
332.4,594.7,619.5
332.8,594.6,619.4
333.2,595.0,619.6
333.6,595.4,619.5
334.0,596.0,619.5
334.4,596.3,619.7
334.8,596.3,619.6
335.2,587.5,619.5
335.6,583.3,619.5
336.0,588.1,619.7
336.4,590.1,620.0
336.8,591.1,620.0
337.2,591.6,620.2
337.6,592.2,620.3
338.0,592.7,620.3
338.4,593.2,620.2
338.8,593.8,620.2
339.2,594.5,620.4
339.6,594.9,620.3
340.0,595.4,620.4
340.4,595.9,620.3
340.8,595.7,620.3
341.2,596.3,620.2
341.6,596.7,620.1
342.0,597.2,620.3
342.4,597.6,620.3
342.8,591.5,620.0
343.2,593.3,619.8
343.6,593.4,619.6
344.0,593.5,619.8
344.4,593.7,619.8
344.8,593.6,619.8
345.2,593.8,620.2
345.6,594.1,620.2
346.0,594.5,620.5
346.4,594.9,620.3
346.8,595.2,620.3
347.2,595.5,620.3
347.6,595.4,620.1
348.0,596.0,620.1
348.4,596.2,620.0
348.8,596.5,620.0
349.2,596.9,620.4
349.6,597.0,620.5
350.0,597.3,620.6
350.4,592.3,620.4
350.8,592.6,620.4
351.2,593.0,620.1
351.6,592.9,620.1
352.0,593.4,620.0
352.4,593.5,620.0
352.8,594.1,619.9
353.2,594.2,620.1
353.6,594.8,620.2
354.0,595.5,620.2
354.4,596.1,620.2
354.8,596.6,620.1
355.2,596.4,620.1
355.6,597.2,620.2
356.0,597.6,620.5
356.4,598.1,620.4
356.8,598.3,620.4
357.2,591.1,620.4
357.6,593.4,620.3
358.0,593.7,620.7
358.4,593.9,620.8
358.8,594.2,620.7
359.2,594.7,620.8
359.6,595.2,621.4
360.0,595.7,621.1
360.4,596.5,621.1
360.8,597.0,621.1
361.2,597.5,621.3
361.6,598.1,621.2
362.0,598.4,621.6
362.4,598.6,621.6
362.8,599.1,621.8
363.2,599.4,621.8
363.6,599.9,621.8
364.0,600.0,621.5
364.4,597.1,621.3
364.8,597.5,621.4
365.2,597.2,621.4
365.6,597.3,621.6
366.0,597.1,621.7
366.4,588.9,621.9
366.8,590.5,622.0
367.2,591.4,622.1
367.6,592.2,622.4
368.0,592.8,622.3
368.4,593.4,622.6
368.8,593.9,622.6
369.2,594.6,622.5
369.6,583.4,622.0
370.0,588.5,621.5
370.4,589.7,621.5
370.8,590.2,621.4
371.2,590.5,621.4
371.6,591.2,621.9
372.0,591.8,621.8
372.4,592.3,621.9
372.8,593.0,622.3
373.2,593.4,622.0
373.6,593.9,621.9
374.0,594.3,622.0
374.4,585.4,622.0
374.8,588.3,621.8
375.2,589.9,621.5
375.6,590.5,621.6
376.0,590.8,621.5
376.4,591.4,621.4
376.8,592.1,621.4
377.2,592.6,621.2
377.6,593.3,621.1
378.0,593.7,621.2
378.4,594.4,621.0
378.8,594.5,621.4
379.2,595.0,621.3
379.6,595.5,621.5
380.0,596.0,621.6
380.4,596.7,621.5
380.8,591.7,621.5
381.2,593.3,621.7
381.6,593.5,621.6
382.0,593.7,621.9
382.4,594.1,621.7
382.8,594.8,622.1
383.2,595.0,622.2
383.6,595.6,622.1
384.0,596.2,622.1
384.4,596.8,622.3
384.8,310.8,589.7
385.2,166.4,552.7
385.6,109.4,518.0
386.0,72.4,477.9
386.4,48.5,423.8
386.8,39.3,351.4
387.2,29.7,236.8
387.6,24.1,165.9
388.0,21.2,127.5
388.4,19.3,104.9
388.8,18.3,87.1
389.2,18.2,77.1
389.6,17.9,66.7
390.0,18.2,58.6
390.4,18.3,54.5
390.8,18.3,50.8
391.2,18.3,46.7
391.6,17.9,43.3
392.0,17.9,40.9
392.4,18.4,39.8
392.8,18.2,38.4
393.2,18.3,37.1
393.6,17.7,35.5
394.0,18.1,34.5
394.4,17.9,33.8
394.8,17.6,32.9
395.2,16.9,31.7
395.6,16.5,30.3
396.0,16.8,29.4
396.4,16.8,29.0
396.8,16.4,28.2
397.2,16.0,27.4
397.6,15.8,26.6
398.0,15.7,26.1
398.4,15.8,25.6
398.8,16.1,25.4
399.2,16.0,25.2
399.6,15.8,24.7
400.0,16.3,24.7
400.4,16.1,24.5
400.8,16.0,24.2
401.2,16.1,24.0
401.6,15.9,23.9
402.0,15.9,23.5
402.4,15.9,23.4
402.8,15.9,23.3
403.2,15.8,23.1
403.6,15.9,23.0
404.0,15.9,23.0
404.4,15.7,22.7
404.8,15.6,22.4
405.2,15.7,22.2
405.6,15.7,22.1
406.0,15.8,22.0
406.4,15.7,21.7
406.8,15.8,21.7
407.2,15.8,21.6
407.6,15.9,21.5
408.0,16.0,21.5
408.4,16.1,21.5
408.8,16.3,21.5
409.2,16.4,21.5
409.6,16.4,21.4
410.0,16.4,21.3
410.4,16.3,21.2
410.8,16.4,21.1
411.2,16.4,21.1
411.6,16.4,21.0
412.0,16.3,20.9
412.4,16.4,20.9
412.8,16.5,20.9
413.2,16.5,20.9
413.6,16.6,20.9
414.0,16.7,20.9
414.4,16.7,20.9
414.8,16.6,20.8
415.2,16.5,20.7
415.6,16.5,20.5
416.0,16.5,20.4
416.4,16.6,20.4
416.8,16.8,20.5
417.2,16.9,20.6
417.6,16.9,20.6
418.0,16.7,20.5
418.4,16.7,20.5
418.8,16.8,20.5
419.2,16.7,20.4
419.6,16.6,20.3
420.0,16.7,20.2
420.4,16.6,20.2
420.8,16.6,20.1
421.2,16.6,20.0
421.6,16.6,19.9
422.0,16.6,19.8
422.4,16.7,19.8
422.8,16.6,19.7
423.2,16.5,19.7
423.6,16.5,19.6
424.0,16.5,19.6
424.4,16.6,19.5
424.8,16.5,19.4
425.2,16.5,19.3
425.6,16.4,19.2
426.0,16.4,19.1
426.4,16.3,19.0
426.8,16.4,18.9
427.2,16.4,18.9
427.6,16.4,18.9
428.0,16.4,18.8
428.4,16.4,18.7
428.8,16.3,18.7
429.2,16.3,18.7
429.6,16.3,18.6
430.0,16.3,18.6
430.4,16.3,18.6
430.8,16.3,18.6
431.2,16.3,18.5
431.6,16.3,18.5
432.0,16.3,18.5
432.4,16.3,18.4
432.8,16.3,18.4
433.2,16.3,18.3
433.6,16.3,18.3
434.0,16.2,18.3
434.4,16.3,18.3
434.8,16.2,18.2
435.2,16.2,18.2
435.6,16.3,18.2
436.0,16.3,18.2
436.4,16.3,18.2
436.8,16.2,18.1
437.2,16.2,18.1
437.6,16.2,18.0
438.0,16.2,18.0
438.4,16.2,18.0
438.8,16.3,18.0
439.2,16.2,17.9
439.6,16.2,17.8
440.0,16.2,17.9
440.4,16.2,17.8
440.8,16.2,17.8
441.2,16.2,17.8
441.6,16.2,17.7
442.0,16.2,17.7
442.4,16.2,17.7
442.8,16.2,17.6
443.2,16.2,17.6
443.6,16.2,17.6
444.0,16.2,17.6
444.4,16.2,17.6
444.8,16.2,17.6
445.2,16.2,17.6
445.6,16.2,17.5
446.0,16.2,17.5
446.4,16.2,17.5
446.8,16.2,17.5
447.2,16.2,17.4
447.6,16.2,17.4
448.0,16.2,17.3
448.4,16.2,17.4
448.8,16.2,17.3
449.2,16.2,17.3
449.6,16.2,17.3
450.0,16.2,17.3
450.4,16.1,17.2
450.8,16.1,17.2
451.2,16.2,17.2
451.6,16.2,17.2
452.0,16.2,17.2
452.4,16.2,17.3
452.8,16.2,17.2
453.2,16.2,17.1
453.6,16.2,17.1
454.0,16.1,17.0
454.4,16.1,17.1
454.8,16.1,17.0
455.2,16.2,17.0
455.6,16.1,17.0
456.0,16.1,17.0
456.4,16.1,17.0
456.8,16.1,17.0
457.2,16.1,16.9
457.6,16.2,17.0
458.0,16.1,16.9
458.4,16.2,17.0
458.8,16.1,17.0
459.2,16.2,16.9
459.6,16.1,16.9
460.0,16.1,16.9
460.4,16.1,16.9
460.8,16.1,16.9
461.2,16.1,16.9
461.6,16.1,16.9
462.0,16.1,16.9
462.4,16.1,16.9
462.8,16.1,16.9
463.2,16.2,16.9
463.6,16.2,16.8
464.0,16.1,16.8
464.4,16.1,16.8
464.8,16.1,16.8
465.2,16.1,16.8
