Time,T_top,T_bottom
465.6,102.4,289.3
466.0,100.0,272.5
466.4,97.6,253.4
466.8,93.3,241.2
467.2,91.5,228.8
467.6,86.7,212.9
468.0,85.2,175.6
468.4,82.7,152.7
468.8,74.7,130.6
469.2,70.2,113.7
469.6,68.7,107.3
470.0,69.1,104.1
470.4,69.1,98.5
470.8,67.9,95.6
471.2,66.9,92.8
471.6,65.9,89.9
472.0,60.1,85.5
472.4,60.5,82.8
472.8,59.1,81.5
473.2,57.2,80.9
473.6,56.5,77.8
474.0,55.8,77.5
474.4,54.5,76.4
474.8,52.5,72.3
475.2,50.3,70.8
475.6,51.1,70.0
476.0,50.9,68.9
476.4,48.9,67.6
476.8,48.9,65.2
477.2,47.7,65.3
477.6,46.4,65.5
478.0,46.3,64.8
478.4,46.8,64.4
478.8,45.2,63.6
479.2,42.3,63.0
479.6,41.0,60.6
480.0,37.9,58.1
480.4,38.2,56.9
480.8,37.2,55.1
481.2,36.7,53.6
481.6,34.5,52.3
482.0,33.5,50.2
482.4,32.7,47.7
482.8,32.2,45.6
483.2,31.0,45.5
483.6,30.7,45.5
484.0,31.1,45.8
484.4,31.2,46.0
484.8,30.9,46.1
485.2,30.2,45.2
485.6,30.5,44.6
486.0,30.2,44.5
486.4,30.5,43.4
486.8,29.8,42.5
487.2,29.3,41.6
487.6,28.7,42.2
488.0,28.1,42.3
488.4,27.9,41.4
488.8,27.7,40.2
489.2,27.9,40.3
489.6,27.6,40.6
490.0,27.5,40.0
490.4,27.0,39.9
490.8,26.7,39.0
491.2,26.1,38.8
491.6,25.5,38.4
492.0,25.5,37.5
492.4,25.6,36.1
492.8,25.0,35.7
493.2,25.1,35.3
493.6,24.9,34.7
494.0,24.4,34.1
494.4,24.1,33.8
494.8,23.5,33.6
495.2,23.5,33.3
495.6,23.2,32.9
496.0,23.2,32.8
496.4,23.2,32.2
496.8,22.9,31.7
497.2,22.4,31.1
497.6,22.3,30.8
498.0,22.4,30.6
498.4,22.4,30.4
498.8,22.6,29.9
499.2,22.6,29.6
499.6,22.7,29.1
500.0,22.6,28.8
500.4,22.2,28.1
500.8,21.8,27.9
501.2,21.5,27.5
501.6,21.4,27.2
502.0,21.4,27.0
502.4,21.2,26.5
502.8,21.1,26.2
503.2,21.0,26.0
503.6,20.6,25.7
504.0,20.6,25.2
504.4,20.2,24.8
504.8,20.1,24.5
505.2,20.1,24.4
505.6,20.1,24.4
506.0,19.9,24.0
506.4,19.9,23.8
506.8,19.8,23.7
507.2,19.9,23.6
507.6,19.8,23.1
508.0,19.7,23.0
508.4,19.7,22.9
508.8,19.6,22.7
509.2,19.6,22.6
509.6,19.5,22.4
510.0,19.1,22.2
510.4,19.1,22.0
510.8,19.1,21.9
511.2,19.0,21.8
511.6,18.9,21.6
512.0,18.7,21.4
512.4,18.8,21.3
512.8,18.8,21.2
513.2,18.8,21.1
513.6,18.8,20.9
514.0,18.7,20.8
514.4,18.6,20.8
514.8,18.6,20.7
515.2,18.5,20.6
515.6,18.5,20.5
516.0,18.5,20.6
516.4,18.5,20.5
516.8,18.4,20.4
517.2,18.4,20.4
517.6,18.4,20.2
518.0,18.4,20.2
518.4,18.4,20.2
518.8,18.4,20.0
519.2,18.2,19.9
519.6,18.2,19.8
520.0,18.2,19.7
520.4,18.0,19.6
520.8,18.0,19.5
521.2,18.0,19.4
521.6,18.0,19.3
522.0,17.9,19.3
522.4,17.9,19.2
522.8,17.9,19.1
523.2,17.9,19.0
523.6,17.8,19.0
524.0,17.9,18.9
524.4,17.8,18.9
524.8,17.8,18.8
525.2,17.8,18.8
525.6,17.8,18.8
526.0,17.8,18.8
526.4,17.7,18.7
526.8,17.7,18.7
527.2,17.7,18.6
527.6,17.7,18.6
528.0,17.7,18.7
528.4,17.7,18.7
528.8,17.8,18.6
529.2,17.7,18.6
529.6,17.7,18.6
530.0,17.8,18.6
530.4,17.7,18.5
530.8,17.7,18.5
531.2,17.7,18.4
531.6,17.7,18.4
532.0,17.7,18.4
532.4,17.7,18.4
532.8,17.7,18.4
533.2,17.7,18.3
533.6,17.6,18.3
534.0,17.7,18.3
534.4,17.7,18.3
534.8,17.6,18.3
535.2,17.6,18.3
535.6,17.6,18.2
536.0,17.6,18.2
536.4,17.6,18.2
536.8,17.6,18.1
537.2,17.6,18.1
537.6,17.6,18.1
538.0,17.6,18.1
538.4,17.6,18.1
538.8,17.6,18.1
539.2,17.6,18.0
539.6,17.5,18.0
540.0,17.5,18.0
540.4,17.5,17.9
540.8,17.5,17.9
541.2,17.5,17.9
541.6,17.6,17.9
542.0,17.6,17.8
542.4,17.6,17.8
542.8,17.6,17.8
543.2,17.6,17.8
543.6,17.6,17.8
544.0,17.6,17.8
544.4,17.6,17.8
544.8,17.7,17.8
545.2,17.7,17.8
545.6,17.7,17.8
546.0,17.7,17.8
546.4,17.7,17.8
546.8,17.8,17.8
547.2,17.8,17.8
547.6,17.8,17.9
548.0,17.8,17.9
548.4,17.9,17.9
548.8,18.0,18.0
549.2,18.0,18.1
549.6,18.1,18.1
550.0,18.1,18.2
550.4,18.2,18.3
550.8,18.2,18.3
551.2,18.3,18.4
551.6,18.3,18.5
552.0,18.4,18.5
552.4,18.4,18.5
552.8,18.4,18.5
553.2,18.5,18.6
553.6,18.5,18.6
554.0,18.6,18.6
554.4,18.6,18.6
554.8,18.6,18.6
555.2,18.6,18.7
555.6,18.6,18.7
556.0,18.7,18.7
556.4,18.7,18.7
556.8,18.7,18.8
557.2,18.8,18.8
557.6,18.8,18.8
558.0,18.8,18.8
558.4,18.8,18.9
558.8,18.9,18.9
559.2,18.8,19.0
559.6,18.8,19.0
560.0,18.9,19.0
560.4,18.9,19.0
560.8,18.9,19.0
561.2,19.0,19.1
561.6,19.0,19.1
562.0,19.0,19.1
562.4,19.1,19.2
562.8,19.1,19.2
563.2,19.2,19.3
563.6,19.2,19.3
564.0,19.3,19.3
564.4,19.3,19.3
564.8,19.4,19.4
565.2,19.4,19.4
565.6,19.5,19.4
566.0,19.5,19.4
566.4,19.5,19.4
566.8,19.6,19.5
567.2,19.6,19.5
567.6,19.6,19.6
568.0,19.7,19.6
568.4,19.7,19.6
568.8,19.8,19.7
569.2,19.8,19.7
569.6,19.8,19.7
570.0,19.9,19.8
570.4,19.9,19.8
570.8,19.9,19.9
571.2,19.9,19.9
571.6,20.0,20.0
572.0,20.0,20.0
572.4,20.1,20.0
572.8,20.1,20.1
573.2,20.1,20.1
573.6,20.2,20.2
574.0,20.2,20.2
574.4,20.3,20.3
574.8,20.3,20.3
575.2,20.3,20.3
575.6,20.3,20.4
576.0,20.4,20.4
576.4,20.4,20.4
576.8,20.5,20.5
577.2,20.5,20.5
577.6,20.5,20.6
578.0,20.6,20.6
578.4,20.6,20.6
578.8,20.6,20.7
579.2,20.7,20.7
579.6,20.7,20.8
580.0,20.7,20.8
580.4,20.8,20.8
580.8,20.8,20.8
581.2,20.8,20.9
581.6,20.8,20.9
582.0,20.9,20.9
582.4,20.9,20.9
582.8,20.9,21.0
583.2,21.0,21.0
583.6,21.0,21.1
584.0,21.0,21.1
584.4,21.1,21.1
584.8,21.1,21.1
585.2,21.1,21.2
585.6,21.2,21.2
586.0,21.2,21.3
586.4,21.2,21.3
586.8,21.3,21.3
587.2,21.3,21.4
587.6,21.3,21.4
588.0,21.4,21.4
588.4,21.4,21.5
588.8,21.4,21.6
589.2,21.5,21.6
589.6,21.5,21.6
590.0,21.6,21.6
590.4,21.6,21.6
590.8,21.6,21.6
591.2,21.7,21.7
591.6,21.7,21.7
592.0,21.7,21.8
592.4,21.8,21.8
592.8,21.8,21.8
593.2,21.8,21.9
593.6,21.8,21.9
594.0,21.9,21.9
594.4,21.9,21.9
594.8,21.9,21.9
595.2,22.0,22.0
595.6,22.0,22.1
596.0,22.0,22.0
596.4,22.1,22.1
596.8,22.1,22.2
597.2,22.1,22.2
597.6,22.1,22.2
598.0,22.2,22.3
598.4,22.2,22.3
598.8,22.3,22.4
599.2,22.3,22.4
599.6,22.3,22.4
600.0,22.4,22.4
600.4,22.4,22.4
600.8,22.4,22.5
601.2,22.5,22.5
601.6,22.5,22.5
602.0,22.5,22.6
602.4,22.6,22.6
602.8,22.6,22.6
603.2,22.6,22.6
603.6,22.7,22.7
604.0,22.7,22.7
604.4,22.7,22.7
604.8,22.8,22.7
605.2,22.8,22.8
605.6,22.8,22.7
606.0,22.9,22.8
606.4,22.9,22.9
606.8,22.9,22.9
607.2,23.0,22.9
607.6,23.0,22.9
608.0,23.0,22.9
608.4,23.0,23.0
608.8,23.1,23.0
609.2,23.1,23.0
609.6,23.1,23.0
610.0,23.1,23.1
610.4,23.2,23.1
610.8,23.2,23.1
611.2,23.2,23.2
611.6,23.3,23.2
612.0,23.3,23.3
612.4,23.3,23.3
612.8,23.3,23.3
613.2,23.4,23.3
613.6,23.4,23.3
614.0,23.4,23.4
614.4,23.4,23.3
614.8,23.5,23.4
615.2,23.5,23.4
615.6,23.5,23.5
616.0,23.6,23.5
616.4,23.6,23.5
616.8,23.6,23.5
617.2,23.6,23.5
617.6,23.6,23.6
618.0,23.7,23.6
618.4,23.7,23.6
618.8,23.7,23.6
619.2,23.7,23.6
619.6,23.7,23.7
620.0,23.8,23.7
620.4,23.8,23.8
620.8,23.8,23.7
621.2,23.8,23.7
621.6,23.9,23.8
622.0,23.9,23.8
622.4,23.9,23.8
622.8,23.9,23.9
623.2,24.0,23.8
623.6,24.0,23.9
624.0,24.0,23.9
624.4,24.0,23.9
624.8,24.1,24.0
625.2,24.1,24.0
625.6,24.1,24.0
626.0,24.1,24.0
626.4,24.1,24.0
626.8,24.2,24.1
627.2,24.2,24.1
627.6,24.2,24.1
628.0,24.2,24.1
628.4,24.3,24.2
628.8,24.3,24.2
629.2,24.3,24.3
629.6,24.3,24.3
630.0,24.3,24.3
630.4,24.4,24.3
630.8,24.4,24.3
631.2,24.4,24.3
631.6,24.4,24.4
632.0,24.5,24.4
632.4,24.5,24.4
632.8,24.5,24.4
633.2,24.5,24.5
633.6,24.6,24.4
634.0,24.6,24.4
634.4,24.6,24.5
634.8,24.6,24.5
635.2,24.6,24.5
635.6,24.7,24.6
636.0,24.7,24.6
636.4,24.7,24.5
636.8,24.7,24.6
637.2,24.7,24.6
637.6,24.8,24.6
638.0,24.8,24.7
638.4,24.8,24.7
638.8,24.8,24.7
639.2,24.8,24.8
639.6,24.9,24.7
640.0,24.9,24.8
640.4,24.9,24.8
640.8,24.9,24.8
641.2,24.9,24.8
641.6,24.9,24.9
642.0,25.0,24.9
642.4,25.0,24.9
642.8,25.0,24.9
643.2,25.0,24.9
643.6,25.1,25.0
644.0,25.1,25.0
644.4,25.1,25.0
644.8,25.1,25.1
645.2,25.1,25.1
645.6,25.1,25.1
646.0,25.2,25.1
646.4,25.2,25.1
646.8,25.2,25.1
