Time, Height, T_lower, T_upper
0.000000, 0.761432, 29.725000, 29.725000
10.000000, 0.775633, 32.890000, 32.890000
20.000000, 0.766333, 37.025000, 37.025000
30.000000, 0.750218, 42.120000, 42.120000
40.000000, 0.742171, 47.390000, 47.390000
50.000000, 0.734459, 52.945000, 52.945000
60.000000, 0.732965, 56.860000, 56.860000
70.000000, 0.733839, 60.955000, 60.955000
80.000000, 0.738356, 64.815000, 64.815000
90.000000, 0.733729, 67.075000, 67.075000
100.000000, 0.732475, 70.830000, 70.830000
110.000000, 0.734637, 73.430000, 73.430000
120.000000, 0.734452, 75.580000, 75.580000
130.000000, 0.732436, 77.215000, 77.215000
140.000000, 0.733935, 79.615000, 79.615000
150.000000, 0.733041, 82.245000, 82.245000
160.000000, 0.730709, 85.165000, 85.165000
170.000000, 0.724874, 86.940000, 86.940000
180.000000, 0.718685, 89.010000, 89.010000
190.000000, 0.716584, 89.350000, 89.350000
200.000000, 0.721481, 91.060000, 91.060000
210.000000, 0.726444, 92.965000, 92.965000
220.000000, 0.723394, 94.815000, 94.815000
230.000000, 0.724535, 96.105000, 96.105000
240.000000, 0.721348, 97.160000, 97.160000
250.000000, 0.721889, 98.790000, 98.790000
260.000000, 0.722092, 100.845000, 100.845000
270.000000, 0.721013, 102.105000, 102.105000
280.000000, 0.713041, 101.685000, 101.685000
290.000000, 0.711070, 102.690000, 102.690000
300.000000, 0.709811, 103.230000, 103.230000
310.000000, 0.719551, 109.220000, 109.220000
320.000000, 0.718645, 119.580000, 119.580000
330.000000, 0.715863, 125.780000, 125.780000
340.000000, 0.715027, 132.730000, 132.730000
350.000000, 0.723984, 143.155000, 143.155000
360.000000, 0.719066, 145.430000, 145.430000
370.000000, 0.712947, 153.205000, 153.205000
380.000000, 0.711311, 161.135000, 161.135000
390.000000, 0.710371, 165.200000, 165.200000
400.000000, 0.708011, 167.525000, 167.525000
410.000000, 0.706884, 174.405000, 174.405000
420.000000, 0.707804, 178.160000, 178.160000
430.000000, 0.707151, 181.645000, 181.645000
440.000000, 0.705776, 189.070000, 189.070000
450.000000, 0.705733, 191.520000, 191.520000
460.000000, 0.709591, 195.660000, 195.660000
470.000000, 0.699034, 194.510000, 194.510000
480.000000, 0.705028, 197.630000, 197.630000
490.000000, 0.704991, 201.730000, 201.730000
500.000000, 0.692361, 202.310000, 202.310000
510.000000, 0.691071, 206.655000, 206.655000
520.000000, 0.692067, 206.265000, 206.265000
530.000000, 0.692665, 210.450000, 210.450000
540.000000, 0.701345, 217.555000, 217.555000
550.000000, 0.700152, 218.555000, 218.555000
560.000000, 0.692545, 218.295000, 218.295000
570.000000, 0.696030, 225.105000, 225.105000
580.000000, 0.696145, 227.770000, 227.770000
590.000000, 0.698179, 230.300000, 230.300000
600.000000, 0.703498, 229.460000, 229.460000
610.000000, 0.709777, 224.400000, 224.400000
620.000000, 0.721481, 200.875000, 200.875000
630.000000, 0.730499, 184.395000, 184.395000
640.000000, 0.741908, 172.185000, 172.185000
650.000000, 0.762380, 162.790000, 162.790000
660.000000, 0.776506, 156.070000, 156.070000
670.000000, 0.785877, 148.765000, 148.765000
680.000000, 0.791522, 142.610000, 142.610000
690.000000, 0.801093, 134.850000, 134.850000
700.000000, 0.815619, 132.695000, 132.695000
710.000000, 0.814079, 129.250000, 129.250000
720.000000, 0.816439, 124.250000, 124.250000
730.000000, 0.819028, 121.175000, 121.175000
740.000000, 0.819171, 118.590000, 118.590000
750.000000, 0.825225, 115.605000, 115.605000
760.000000, 0.821992, 113.515000, 113.515000
770.000000, 0.819194, 111.115000, 111.115000
780.000000, 0.822665, 108.925000, 108.925000
