Time,HFG_WALL,HFG_FLOOR,HFG_CEILING,HFG_BURNER,TC_TREE_1_1,TC_TREE_1_2,TC_TREE_1_3,TC_TREE_1_4,TC_TREE_1_5,TC_TREE_1_6,TC_TREE_2_1,TC_TREE_2_2,TC_TREE_2_3,TC_TREE_2_4,TC_TREE_2_5,TC_TREE_2_6,BDVP_DOOR_VEL_1,BDVP_DOOR_VEL_2,BDVP_DOOR_VEL_3,BDVP_DOOR_VEL_4,BDVP_DOOR_VEL_5,BDVP_DOOR_VEL_6,HRR
170,13.1,3.7,8.3,71.3,333.3,254.4,189.9,107.1,91.9,100.5,312.6,285.4,255.4,126.4,86,73.4,-1.34,-0.35,0.06,0.14,0.15,0.16,76.8
180,12.3,3.8,8.6,70.1,333.1,260.4,201.3,113.7,96.6,102.3,310.9,285.2,254.6,136.5,87,75.7,-1.38,-0.38,0.14,0.14,0.16,0.2,81.1
190,13.6,3.8,8.9,66.8,335,263.5,205,116.3,96.2,104,313.7,284.6,260.3,143,87.3,74.7,-1.39,-0.31,0.07,0.12,0.14,0.15,75.4
200,15.2,3.9,8.7,68.5,347.7,269.2,196.8,118.7,99.7,105.9,312.2,284.2,257.7,131.3,89.7,76.2,-1.41,-0.27,0.08,0.11,0.14,0.2,71
210,14.3,4,8.5,69.6,356.1,270.8,195.9,120.4,100.3,107.9,316.7,286.2,253.1,127.4,92,78,-1.4,-0.33,0.14,0.12,0.16,0.19,75.9
220,13.6,4,8.9,71.9,354.2,273,198.3,120.4,104.1,110.4,320.7,290.8,262,134,93.5,79.3,-1.38,-0.35,0.08,0.13,0.13,0.2,84.8
230,14.6,4.1,8.9,67.8,353,277.7,192.1,120.4,101.6,111,320.4,292.9,260.9,136.2,96,81.2,-1.4,-0.28,0.16,0.14,0.15,0.17,83.9
240,14,4.1,9,70.6,351.5,282.5,202.3,124.1,104.9,112,323.9,292.7,262.5,134.4,98.4,82.3,-1.4,-0.38,0.09,0.16,0.16,0.2,77.6
250,13.5,4.2,8.8,70.9,349.1,278.6,202.2,120.7,104.4,113,322.1,295.1,268.4,139.4,99.7,84.6,-1.41,-0.34,0.07,0.16,0.14,0.18,79.8
260,14.2,4.3,8.9,72.7,348.5,279.9,205.9,123.3,104.3,115.3,322.5,295.8,269.4,142.6,101.3,86.4,-1.42,-0.42,-0.04,0.15,0.15,0.2,76.1
270,14.4,4.3,9.1,72.2,356.6,282.4,205.1,126.8,110,117.2,323.2,297.3,274.1,143.8,101.2,87,-1.48,-0.5,0.14,0.16,0.16,0.2,81.6
280,13.5,4.4,8.8,74.8,348.5,284.7,206.1,126.7,111.2,117.3,323.6,296.7,277.8,158.6,102.8,86,-1.46,-0.41,0.08,0.15,0.16,0.21,83.3
290,14.6,4.5,8.9,71.7,354.2,289.8,213.1,128.7,113.1,119,320.2,296.5,277.2,160.6,104.4,86.4,-1.46,-0.34,0.14,0.15,0.17,0.18,82.3
300,14,4.5,9.1,72.3,357.1,293.1,220,135.6,115,118.3,326,300.5,278.9,155,106.1,88.2,-1.51,-0.45,0.04,0.15,0.16,0.21,88.3
310,27.1,6.8,15.9,75.9,424.7,305.8,242.3,139.3,116.5,125.9,361.2,328.3,304.9,175.7,110.3,92.6,-1.64,-0.55,-0.05,0.16,0.17,0.19,150
320,34.3,8.6,20.3,76.6,529.3,355.3,280,157.6,128.1,139.4,421.5,378.5,357.3,211.5,123.3,99.8,-1.75,-0.5,0.03,0.16,0.18,0.22,161.2
330,38.8,9.5,21.1,74,566.4,381.3,293.3,177.4,136,146.4,439.3,397.3,371.6,218.5,133.1,105.2,-1.83,-0.48,0.06,0.15,0.18,0.22,160.4
340,37.4,10.2,23,75.9,564.3,393.8,295.6,184.2,143.6,155.3,453.4,408.1,379.7,219,143.2,110.1,-1.79,-0.52,0.05,0.17,0.18,0.25,157.5
350,44.3,10.8,21.9,74.7,617.1,427.4,291.6,192.7,151.1,164.6,463,416.8,382,217.5,150.6,121.7,-1.81,-0.52,0.02,0.19,0.2,0.25,151.3
360,42.5,11.5,23.1,73.4,610.2,432.2,299.1,199.1,155.3,167,460.5,421.8,378.6,218.8,159,123.9,-1.89,-0.61,-0.13,0.21,0.24,0.29,153
370,41.6,11.8,22.8,77.8,593.7,447.6,313.1,208.7,162.2,176.1,461.8,426.6,395.4,237,165.2,130.4,-1.96,-0.62,0.04,0.22,0.24,0.28,159.9
380,42.7,12,23.6,78.8,602.4,450.6,325.4,218.9,171.3,182.4,467.5,428.7,404.2,260.4,171,139.8,-2.02,-0.67,-0.1,0.22,0.23,0.26,157.1
390,44.1,12.1,23.6,78.5,627.4,464.9,325.4,222.4,183.4,188.1,466.4,434.4,411.4,262.6,175,142.3,-1.98,-0.67,-0.03,0.22,0.23,0.29,164
400,44.5,12.7,23.6,78.4,623.2,468.1,334.2,227.9,177.2,193,468.8,438.7,414.9,280.7,179.8,142.1,-2.01,-0.66,0.07,0.23,0.26,0.29,159.8
410,45.4,12.8,22.5,81.3,628.9,485.2,345,236.9,183.7,197.5,469.3,439,412.9,288.2,187.2,151.3,-2.05,-0.7,-0.14,0.23,0.26,0.3,158.2
420,47.9,13.1,24.6,76.8,646.4,490.8,335.3,245.7,200,203.9,477.1,443.1,418.2,278.7,189.7,152.4,-2.04,-0.7,0.07,0.23,0.26,0.29,151.7
430,50.4,13.3,23.7,77.2,652.8,495.2,330,249.9,206.6,209.9,478.4,447.3,416.4,283.1,195.8,153.4,-2.04,-0.71,0.07,0.23,0.25,0.31,157.7
440,46.9,13.6,23,82,634,499.1,347.2,253.5,208.2,214.6,477.3,445.5,420.9,295.6,200.2,163.6,-2.14,-0.77,-0.21,0.28,0.26,0.34,155.9
450,48.7,13.8,23.6,82.2,646,501,350.5,251,213.1,218.8,474.3,447.2,422.6,297.4,205.5,164.3,-2.15,-0.79,-0.01,0.28,0.28,0.34,155.5
460,49.3,14,24.4,83.1,653.6,505.9,344.6,259.9,215,221.9,478.2,449,423.8,288.1,208.9,169.4,-2.11,-0.76,-0.09,0.28,0.26,0.32,149.1
470,48,14.2,24,81.1,645.6,503.1,362.3,265.4,219.6,224,479.2,452.7,431.6,315.3,211.4,165,-2.16,-0.84,-0.22,0.29,0.28,0.34,158.6
480,48.3,14.4,23.6,80.9,653.1,504.8,356.6,266.7,211,226.3,484.7,454.1,432.4,316.8,214.3,168.9,-2.17,-0.81,-0.11,0.24,0.27,0.33,160.4
490,48.2,14.6,24.2,83.5,648.7,513.7,356.9,267.9,219.9,225.7,485.8,454.4,431.5,309.4,217.5,177.7,-2.13,-0.8,0.17,0.27,0.28,0.32,157.2
500,50.4,14.9,23.8,85.1,637,520.5,381.2,274.1,230.1,228.3,478.9,454.1,435.8,332.2,221,176.3,-2.24,-0.86,0.06,0.28,0.27,0.35,154.6
510,47.8,14.9,24.1,85,629.6,514.7,379.1,277.5,237.4,237.9,480.7,457.3,439.1,340.6,224.1,175.4,-2.19,-0.87,-0.12,0.29,0.28,0.32,156.9
520,48.9,15.2,24.2,85.3,626.3,518.1,370.5,274.7,229.3,233.5,483.2,457.2,438,344.4,228,179,-2.19,-0.84,-0.03,0.27,0.28,0.34,156.7
530,50.2,15.4,24.2,81.1,633.7,529.2,387.1,281.9,227.9,236.3,481.2,457.3,436.3,340.9,233.8,184.7,-2.24,-0.9,-0.11,0.28,0.27,0.33,164
540,51.4,15.6,23.4,83.5,653,526.8,384.3,288.7,230,244.5,486.8,461.5,440.3,335.4,235.7,190.6,-2.18,-0.9,-0.15,0.28,0.28,0.34,166.9
550,51.5,15.8,24.5,84.7,652.3,534.5,381.8,282.1,237.4,247.3,489.6,460.8,440.2,337.8,236.9,189.9,-2.19,-0.91,-0.19,0.25,0.29,0.34,163.5
560,53.6,16.2,24,87.7,655.4,542.9,373.1,295.2,251.5,246,491.4,462.5,445.5,340.6,242.2,190.6,-2.19,-0.9,-0.09,0.23,0.29,0.34,170
570,53.9,16.4,23.3,85.9,671.8,548.4,382.2,305.2,256.8,250.8,489.3,466.6,446.1,341.7,242.6,199.4,-2.23,-0.92,-0.21,0.21,0.28,0.35,172.8
580,55.4,16.6,24.1,84.5,666.3,550.7,382.7,306.1,258.1,256.8,489.9,464.8,445.2,346.5,244,198.8,-2.25,-0.94,-0.07,0.25,0.31,0.36,172.5
590,55.9,16.6,24.6,86.3,677.1,552.5,380.1,316,270.2,261.3,492.3,465.1,442.4,331.3,243.6,199.3,-2.24,-0.91,0.02,0.25,0.31,0.34,166.8
600,56.7,16.8,25.1,83.2,688.3,553.9,377.9,306.6,251.9,260.1,492.1,468.6,445.7,333.6,247.1,198.8,-2.25,-0.95,-0.21,0.26,0.32,0.34,157.8
610,28.7,12.3,16.5,36.8,617.1,485.9,348.8,292.7,248.7,254.2,462.4,426.6,400.4,307.9,240.6,194.6,-1.91,-0.75,0.19,0.28,0.33,0.39,60.4
620,13.5,7.8,9.8,12.6,486.5,349.5,295.1,264.4,238.3,228,376.9,331.8,306.8,247.7,209.8,173.8,-1.57,-0.68,0.04,0.21,0.25,0.28,17.8
630,10.6,6.5,8.1,9.6,426.6,298.8,274.3,235.5,211.7,209,335.6,292.3,267.4,225.6,189.7,159.8,-1.46,-0.66,-0.18,0.21,0.25,0.28,10.9
640,9.2,5.6,7.2,8.5,387.2,265.4,231.8,211.7,193.4,193.4,307,265,246.7,210.6,177.7,150.9,-1.37,-0.65,-0.06,0.18,0.24,0.27,7.5
650,8.1,5,6.6,7.4,355.7,228,189.4,190.6,188.4,182.1,287.2,241.7,222,196.8,166.2,143.4,-1.3,-0.61,0.02,0.2,0.25,0.29,5.9
660,7.5,4.6,6.4,6.6,334.7,207.6,174.4,175.7,177.3,170.5,271.7,225.8,210.5,184.6,158.4,141.6,-1.23,-0.57,-0.16,0.17,0.22,0.25,4.9
670,7,4.3,6,6.1,318,194.7,164.3,159.8,164.1,162.3,260,212.1,197,177.7,154.1,135.3,-1.19,-0.55,-0.09,0.17,0.2,0.26,5.2
680,6.5,4,5.5,5.4,302.4,184.9,161.7,154.5,155.9,154.8,249.7,201.3,183.3,165.6,146.4,130.4,-1.13,-0.53,0.04,0.18,0.23,0.23,4.7
690,5.8,3.7,5.1,4.8,289.7,173.1,150.2,140.8,141.6,148,241.4,193.9,180.3,155.6,136.8,121.7,-1.1,-0.52,-0.19,0.18,0.19,0.26,3.7
700,5.5,3.5,4.5,4.7,279,162.6,144,134.3,133.3,143.1,232.8,185.4,172,154.4,135.5,122.3,-1.02,-0.48,-0.03,0.18,0.18,0.23,4.6
710,5.2,3.3,4.4,4.3,271.4,155.2,140.4,133.8,134.9,136.8,225.5,177.6,163.9,150,133.4,121.8,-1.02,-0.47,0.04,0.17,0.2,0.25,4
720,4.8,3.1,4.6,4.1,262.7,149.5,136.1,127.9,129.1,131.7,217.5,171.5,158.9,142.9,126.7,116.8,-1,-0.49,-0.11,0.14,0.2,0.23,1.7
730,4.5,2.9,4.1,3.7,254.3,145.8,130.3,126.6,127.3,128.8,212.4,167,150.9,137.5,122.6,113.6,-0.96,-0.44,-0.1,0.17,0.23,0.25,1.7
740,4.3,2.8,3.8,3.9,247,139.4,126.1,123.9,126.4,125.7,205.5,162.8,147.4,135.7,119.9,111.4,-0.92,-0.45,-0.03,0.15,0.2,0.22,4.3
750,4.1,2.7,3.7,3.7,241.4,134.6,123.6,118.1,120.4,122.5,200.6,157.9,144.7,131.4,117.1,108.7,-0.9,-0.45,-0.01,0.16,0.19,0.22,4
760,4.2,2.6,3.6,3.6,235.9,132.3,118.9,118.1,121.5,119.4,196.3,156,140.2,128.1,115.1,107.6,-0.89,-0.4,0.11,0.16,0.18,0.21,4.2
770,3.7,2.5,3.2,3.3,229.3,129.8,118.7,115.6,118.5,116.4,192.9,152.2,138.8,126.2,113.2,105.8,-0.84,-0.4,0.06,0.14,0.18,0.2,0.8
780,3.7,2.5,3.2,3,224,128.5,117.9,111.7,113.2,113.4,190.1,147.8,134.8,123.9,111.5,104.5,-0.82,-0.4,0.08,0.14,0.17,0.21,1.7
