Time,HFG_WALL,HFG_FLOOR,HFG_CEILING,HFG_BURNER,TC_TREE_1_1,TC_TREE_1_2,TC_TREE_1_3,TC_TREE_1_4,TC_TREE_1_5,TC_TREE_1_6,TC_TREE_2_1,TC_TREE_2_2,TC_TREE_2_3,TC_TREE_2_4,TC_TREE_2_5,TC_TREE_2_6,BDVP_DOOR_VEL_1,BDVP_DOOR_VEL_2,BDVP_DOOR_VEL_3,BDVP_DOOR_VEL_4,BDVP_DOOR_VEL_5,BDVP_DOOR_VEL_6,HRR
90,57.2,16.4,28.5,93.2,585.3,470.7,456.6,299.3,136.6,107.4,510,483.1,469.8,418,233,109.5,-5.06,-2.33,0.58,1.28,1.06,0.35,713.9
100,55,16.7,26.7,95.5,594.8,476.4,464,294.2,138.4,117.5,513.7,496.9,480.9,427.1,235.4,111.5,-5.03,-2.37,0.51,1.29,0.98,0.36,709.8
110,53.7,17.3,27.3,98.7,585.2,491.2,482.8,341.9,146.8,122.4,513.7,493.7,477.5,429.2,237.4,113.2,-5.12,-2.42,0.19,1.28,1.07,0.31,712.7
120,55.8,17.9,26,102.3,572.1,507.2,490.8,346,148.6,130.5,508.8,490.6,477.3,437.1,275.2,122.7,-5.18,-2.45,0.08,1.33,1.02,0.64,717.5
130,51,18.3,25.9,106,587.1,511.7,496.2,342.3,160.9,140.8,514.1,495.6,482.3,449.8,281.3,126.2,-5.22,-2.54,0.04,1.31,1.11,0.44,708.7
140,52.5,18.7,26.2,107.6,579.6,514.5,499.3,364.1,167.9,140.2,527.2,503.3,489.7,454.4,297.1,129.1,-5.33,-2.61,0.24,1.33,1.14,0.49,718.2
150,53.2,19.2,23.5,102.5,599.7,513.4,506.6,370.2,163.7,145.2,517.5,505.7,492.8,457.2,297.4,136.8,-5.39,-2.58,0.26,1.32,1.19,0.73,706.8
160,49.9,19.7,26.2,103.8,599.9,520.7,511.1,388.6,176.6,152,519.6,510.5,498.2,466,327.4,144.7,-5.44,-2.69,0.01,1.42,1.27,0.85,712.7
170,53.4,19.7,25.2,105.1,588.9,517.8,510.3,427.6,176.1,158.6,510.4,501.4,489,461.8,354.7,146,-5.35,-2.74,0.35,1.14,1.27,0.44,731.9
180,61.1,21.6,29.3,101.7,631.3,536.3,523.4,377.2,183.6,167.4,526.7,516,501.9,464.5,327.3,141.6,-5.34,-2.76,0.17,1.28,1.15,0.46,722.9
190,57,21.3,27.4,106,631.1,543.6,529.5,327.1,184.7,162.2,536.7,515.9,502.6,464.8,309.4,144.8,-5.42,-2.68,-0.04,1.27,1.21,0.49,742.7
200,56.5,21.7,26.6,103.9,636.2,559.5,548.6,316.3,186.8,171.9,540.2,525.2,508.9,468.5,318.5,155.4,-5.44,-2.77,-0.02,1.29,1.23,0.81,727.9
210,57.3,21.9,26.7,104.4,625.3,547.9,540.9,326.7,185.4,174.9,534,521.7,508.2,474.4,326.3,154.4,-5.56,-2.91,-0.5,1.3,1.25,0.77,713.4
220,56.4,22.9,26,107.1,638.3,557.7,554.8,354.1,193.3,177.2,537.1,529.8,516,479.8,341.8,157.6,-5.63,-2.81,-0.06,1.28,1.24,0.62,703.6
230,60.7,23,24.7,100.6,639.3,561,548.2,399.4,209.1,177.1,530.5,527.5,514.5,482.3,368.4,160.1,-5.58,-2.83,0.23,1.24,1.21,0.65,726
240,64.3,23.9,27.6,100.1,662.1,574,563.8,352.2,207.1,186,532.9,528.4,514.6,476.5,344,163.3,-5.58,-2.82,0.19,1.31,1.19,0.68,757.2
250,63.5,23.9,28.7,108.9,666.6,577.3,570.8,379.3,216.3,185.1,545,532.3,517.3,477.1,337.4,167.2,-5.57,-2.92,-0.14,1.35,1.18,0.73,766.2
260,62.9,24.2,28.8,107.4,653.9,573.1,562.4,360.3,207.3,196.1,543.6,533.8,519.4,479,347.3,174,-5.62,-2.96,-0.27,1.38,1.22,0.87,765.7
270,62.3,24.6,28.6,114.4,653.9,580.5,572.1,384.9,211.5,208.9,539.5,530.5,518.3,485.3,357.5,174.2,-5.61,-3.1,-0.45,1.41,1.36,0.98,751.4
280,81.3,29.6,34.8,110.4,668.9,586.8,577.5,474.1,238.2,214.1,555.6,543.9,531.9,505.8,421.5,177.4,-5.98,-3.21,-0.85,1.45,1.31,0.8,732.1
290,99.8,34.4,41.5,109.3,756.4,656.4,639.7,532.6,243.4,224.9,582.5,574.8,563.5,537.9,484.1,185.1,-5.93,-3.23,-0.25,1.21,1.36,0.83,729.9
300,108.5,36.7,42,112.6,802.6,692.9,671.2,533.1,259.6,244,599.7,591.6,582.1,558.4,511.7,199,-6.08,-3.4,-1.05,1.38,1.38,0.94,721.7
310,115.8,39.1,43.5,114.6,825.3,727.7,714.8,584.8,285.6,266.5,610.8,604.7,595.3,571.2,532.9,212.9,-6.13,-3.47,-1.02,1.46,1.42,1.16,1000.2
320,108.2,39.6,43.8,113.7,813,715.4,699.7,578.9,301.5,275.5,625,614.6,602.3,580.1,543.9,217.3,-6.24,-3.54,-1.25,1.4,1.5,1.25,1199.6
330,117.3,41.3,50.7,109.1,832.3,733.5,717.9,578.1,312.6,284,642.1,627.1,614.7,592.1,561.9,236.3,-6.4,-3.62,-1.07,1.3,1.46,1.26,1295.7
340,112.2,42,53.4,114.1,855.1,758,730.6,540.4,313.6,297.5,645.9,636.6,626.1,599.2,567.1,244.8,-6.47,-3.7,-1.41,1.43,1.41,1.13,1325.8
350,115.7,43.1,55.5,111.4,851.3,747,723.5,564.8,337.5,306.8,657.9,640.8,628.5,602,567.5,257.8,-6.46,-3.65,-1.1,1.48,1.38,1.11,1384
360,114.5,43.1,53,109.6,882.6,779.5,758.2,521.2,356.2,316.9,668.3,648.5,634.7,604.3,564.1,269,-6.45,-3.69,-1.11,1.41,1.51,1.2,1410.6
370,116.9,45,51.6,114.9,888.9,794.6,775.3,538.3,354.4,321.5,671.3,658.4,647.3,618.6,573.4,271.7,-6.41,-3.76,-1.54,1.45,1.58,1.15,1451.1
380,116.9,44.3,52.6,110.8,851.7,776.9,753.9,592.3,356.1,345.1,674.1,663.1,653.6,628,591.8,289.5,-6.55,-3.86,-1.65,1.49,1.67,1.28,1440.6
390,118.2,44,54.8,113.5,861.6,779.9,763,592.9,357.9,352.1,662.8,658.3,649.6,627.7,601.3,288.8,-6.58,-3.86,-1.44,1.4,1.52,1.37,1423.7
400,124.8,45.1,57.8,110,897.2,806.4,740.6,522.7,363.1,334.8,672.4,665.6,655.4,625.7,580.9,286.2,-6.5,-3.85,-1.13,1.53,1.54,1.2,1419.4
410,127.3,46.6,59.6,104.2,934.5,854.4,736.6,510.1,373,350.5,680.3,669.1,656,624,540.8,307.5,-6.52,-3.85,-1.5,1.55,1.41,1.19,1392
420,132.9,48.9,64.9,114.8,939.5,856.3,779.3,534.8,394.8,362.3,686.5,677.3,662.2,629.5,560.9,318.4,-6.64,-3.99,-1.71,1.66,1.42,1.22,1401.4
430,133.3,48.2,64.1,112.2,907.2,831.4,785.4,595.6,397.1,379.1,681.8,676.8,665.3,640.2,604.7,313.2,-6.59,-4.02,-1.7,1.75,1.53,1.39,1367.1
440,135,48.3,61.3,117.1,889.7,820.3,791.2,663.5,415.8,396.8,689.8,686.2,679.1,656.5,626.9,325,-6.92,-4.07,-1.89,1.8,1.67,1.54,1386.6
450,136.9,48.8,60.4,119.9,875.4,810.9,787.2,652.5,418.1,404,682.1,688.2,682,661.1,636.6,328.6,-6.89,-4.1,-2.02,1.47,1.72,1.52,1377
460,137.5,49.4,66.2,117.1,882.1,812.5,794.1,668.5,427.2,403.2,679.4,683.8,680.2,662.5,642.2,326.8,-7.01,-4.12,-1.92,1.79,1.66,1.52,1379.6
470,149.2,50.9,60.1,125.6,890,822.4,802.3,694.3,443.7,418.5,679.9,690.6,688.2,670.5,652.3,360.6,-6.86,-4.16,-1.84,1.61,1.63,1.57,1444.4
480,139.9,51.2,62.5,127.2,897.4,833.8,804.9,633.6,446.9,408.1,683.2,688.9,685.5,669,652,338,-6.95,-4.16,-1.92,1.51,1.6,1.59,1515.5
490,135,50.2,70.9,106.7,925.2,844.4,787.6,569.9,441.4,394.3,693.6,689.8,680.2,658.5,614.2,351.3,-6.76,-4.13,-1.68,1.56,1.62,1.58,1528.5
500,137.6,51.9,72.2,117.8,942,869.9,789.5,556.7,441.1,394.3,699.9,694.3,676,653.8,604.5,344.8,-6.8,-4.17,-1.87,1.57,1.56,1.54,1550.7
510,133.9,51.3,68.5,122.2,899.4,830.4,798.6,608.5,450.8,401.5,700.3,699.6,689.4,667.8,638.5,340.8,-7.04,-4.27,-1.95,1.51,1.62,1.52,1528.2
520,140.9,52.5,69.9,132.6,897.3,832,798.4,585.5,444.8,410.4,701.5,699.8,691.4,675.9,652.1,346.9,-7.05,-4.32,-2.09,1.78,1.68,1.62,1454.7
530,149.8,52.7,67.1,129.6,899.7,840.4,810,636.7,439.7,423,701.5,706.8,700.4,683,659.7,358.1,-7.09,-4.37,-1.99,1.89,1.82,1.72,1455.8
540,150.7,53.1,68.9,126.3,919.4,850,813.8,646.6,446.2,420.9,702.6,706.1,699.7,681,656.6,361.8,-7.08,-4.29,-2.11,1.54,1.67,1.62,1470.8
550,144.9,53.9,71.6,124.1,923.1,860.8,807.3,601.5,447,408,705.2,709.6,703.1,683.3,656,366.9,-7.04,-4.29,-2.16,1.58,1.68,1.53,1464
560,143.2,54.1,71.8,121.8,917.3,851.2,802.5,617.9,447.6,409.5,711.9,708.9,698.7,676.9,643.8,371.7,-7.01,-4.31,-1.87,1.61,1.6,1.6,1469.2
570,144.7,54.6,76.4,126.5,943.1,864.7,784.3,554.4,449,415.8,716.3,712.4,700.7,673,613.9,385,-6.94,-4.2,-2.09,1.62,1.59,1.52,1512
580,98.9,44.1,57.1,106.7,883.4,819.9,695.4,520.6,436.4,395.6,708.3,699.8,683.2,645.2,571.3,390.6,-6.57,-3.83,-0.77,1.51,1.71,1.68,1443.7
590,44,28.1,36.6,67,713.3,633.1,502.9,433.3,386.4,358,637.2,604,563.7,510,461.3,376.4,-5.82,-3.43,-0.75,1.43,1.59,1.49,1504.2
600,36.3,23.4,34,51,657.3,541,449.2,377.5,341.3,323.8,577.3,530.3,493.3,441.1,405.1,337.7,-5.46,-3.13,-0.71,1.39,1.72,1.4,1528.4
610,31.8,20.4,28.6,34.8,607.7,424.1,379.1,341.5,320.4,310.7,531,451.2,416.7,375.5,368.7,320.6,-4.98,-2.8,-0.25,1.52,1.55,1.24,787.5
620,27.2,18.1,31.7,31.6,562.8,366.3,352.3,334.3,303.1,299.8,493.3,410.7,369.8,338.8,335.7,309.3,-4.78,-2.64,-0.15,1.57,1.42,1.2,417.6
630,24.6,16.5,34.4,26,522.8,339.8,336,312.9,289.9,275.2,465,378.4,352.2,316.3,308,291.8,-4.56,-2.56,0.28,1.34,1.4,1.12,238.8
640,22.6,15.6,32.8,27,498.1,312.5,300.6,291.3,273.3,251.7,443,359.2,324.8,297.3,289.5,281.1,-4.35,-2.42,0.18,1.47,1.28,0.92,143.1
650,21.2,14.2,34.9,23.1,478.8,298.9,291.4,272.6,257.7,239.5,429.1,342.7,307.9,282.9,285.6,280.7,-4.23,-2.3,-0.24,1.46,1.28,0.98,96.2
660,20,13.3,34.9,22.8,458.1,283.8,283,258.4,240.2,225.7,413.2,320.6,265.9,252.4,268.3,267.4,-4.19,-2.21,0.12,1.43,1.3,0.82,63
670,19.3,12.6,32,21,438.1,266.9,265.1,250.7,234.7,215.1,397.7,303.4,253.4,230.1,247.7,254.4,-3.99,-2.15,0.17,1.4,1.22,0.77,63.7
680,17.7,11.9,33.3,21.6,418.1,253.3,255.7,241.7,226.3,212.6,387.3,302.2,248.2,222,232.8,246,-3.88,-2.09,-0.02,1.4,1.22,0.8,54.9
690,16.8,11,33.4,19.1,407.3,239.4,247.2,229.5,216.3,198.8,375.4,285.3,255.3,226.9,231.6,230.8,-3.85,-2.09,-0.18,1.31,1.35,0.79,44.9
700,16.4,10.7,30.7,21.5,401.5,231.1,231.3,219.1,207.1,193.7,366.8,281.4,252.6,219.9,217.4,213,-3.73,-2.08,0.06,1.33,1.19,0.78,44.4
710,15.8,10.3,28.9,22.7,385.2,215.7,217.7,204,193.9,183.3,355.7,260.4,229.4,211.3,217.1,214.3,-3.69,-2,0.49,1.43,1.14,0.73,43
720,15.3,10,28.2,23,377.1,221.9,217.1,196.6,180.7,167.7,347,251.2,231,215.3,220.2,217.7,-3.57,-1.94,-0.24,1.35,1.27,0.84,37.7
730,14.5,9.3,28.5,21.4,364.7,217.8,215.5,196.9,181.9,157.3,339.9,239.2,227.6,215,217.6,220.7,-3.54,-1.93,0.16,1.38,1.18,0.59,41.3
740,14.5,9,26.6,18.6,362.5,220.4,212.5,190.9,178.2,151.5,335.1,245.7,220.5,205.3,212.9,214.4,-3.46,-1.81,0.36,1.33,1.19,0.68,35.9
750,13.5,8.5,30.5,16.5,350.5,209.3,204.6,182.5,170.4,149.4,329.6,232.3,200.6,191.6,202.7,202.7,-3.49,-1.78,0.42,1.35,1.1,0.57,42.3
760,13.6,8.4,29.7,17.8,344.2,193.9,194.4,177,167.9,145.9,322.5,230.2,200.9,180,190.6,191.8,-3.36,-1.77,0.42,1.37,1.08,0.49,37.2
770,13.2,7.8,29.7,17,340,192.4,185.1,168.7,162.2,142,316.7,222.5,195.1,180,186,180,-3.32,-1.75,0.52,1.32,1.13,0.69,34.8
780,12.7,7.6,29.3,15.4,336.2,188.7,186.2,168.6,161.7,145.1,310.4,215.6,201.6,176.8,178.6,175.5,-3.31,-1.78,0.08,1.27,1.12,0.63,33.7
790,12.4,7.4,28.1,15.4,326.4,185.7,183.1,165,154,138.3,307,203.5,196.9,178.5,178.2,169.1,-3.27,-1.71,0.49,1.29,1.1,0.58,36.8
800,11.9,7.2,26.8,16.2,319,185.6,180.6,160.7,148.1,133,299.2,203.5,194.5,175.6,169.4,168.1,-3.28,-1.66,0.29,1.31,1.16,0.56,40
810,11.6,7,27.8,15.5,307.7,186.8,181.1,163.7,150.7,131.3,292.1,203.7,187.4,172.9,172.1,165.6,-3.16,-1.67,0.41,1.3,1.15,0.38,35.3
820,11.7,6.7,24.1,13.4,310.4,179.6,172.7,156.6,148.2,130.5,291.2,197.5,166.9,166,168.9,162.6,-3.07,-1.53,0.53,1.4,1.01,0.78,19.8
830,11.2,6.7,24.3,10.6,306.6,170,165.9,153.1,142.6,130.8,288.3,186.1,157.3,159.7,161.8,158.2,-3.05,-1.57,0.07,1.4,1.13,0.74,0
840,10.9,6.4,26.9,9.8,303.9,174.2,155.4,146.1,138.5,130.9,282.8,177.8,155,149,155,152.2,-3,-1.51,0.05,1.39,1.12,0.35,0
850,10.5,6,24.1,9.2,299.4,169.6,159.2,146.9,138.9,131,276.6,176.1,150.7,144.5,150.6,151,-3.08,-1.5,0.23,1.35,1.04,0.37,0
860,10.4,5.8,23.7,9.4,289.8,160.8,158,148.1,140,130.4,271.5,183.6,156.6,144.4,145.9,147.4,-3.18,-1.56,0.36,1.38,0.99,0.3,0
870,10.1,5.4,24.4,10.4,287.2,154.7,153,144.4,138,128.2,266.7,181.7,158.9,141.4,144.4,148.7,-3.04,-1.52,0.11,1.29,1.13,0.46,0
880,10.2,5.6,23,10.9,282,155.6,145.5,135.1,128.9,120.9,261.4,177.5,163.3,149.7,150.6,145.1,-2.98,-1.52,0.39,1.27,1.03,0.45,0
890,9.9,5.5,22.6,10.1,278.6,148.4,142.8,135.4,126.7,117.7,259.8,169.4,153.6,141.1,148.6,144.8,-2.96,-1.45,0.1,1.32,0.99,0.32,0
900,9.4,5.2,22,9.3,277.7,147.8,138,127.7,123.8,114.7,254.8,168.3,144.9,137.1,144.2,143.2,-2.85,-1.44,0.34,1.33,1.02,0.29,0
910,9.2,5.1,23.5,8.1,274.4,140.1,138.2,130.7,124,117.6,252.3,163.3,140.8,130,132,133,-2.81,-1.4,0.46,1.38,0.97,0.27,0
920,8.9,5.1,20.8,8.2,270.8,140.6,137.3,126.1,119.2,111.1,248.7,166.3,150.6,133.4,131.1,131.9,-2.82,-1.42,0.27,1.33,1.04,0.33,0
930,8.8,4.7,21.4,7.2,265,140.2,135.6,125.3,118,112.6,245.4,165.1,150.6,139.1,133.7,133.5,-2.83,-1.42,0.21,1.28,1.03,0.26,0
940,8.7,4.7,23.3,7.3,265.3,136.9,132.7,129,121.8,112.8,243.6,163.3,150.1,134.8,127.5,133.1,-2.8,-1.45,0.3,1.33,0.99,0.37,0
950,8.1,4.6,22,8.1,258.5,131.1,129.8,126.1,119.4,110.6,240.2,160.1,139.3,127.4,125.4,128.9,-2.79,-1.38,0.35,1.32,0.99,0.29,0
960,8,4.4,22.4,7.1,250.5,136.5,126.6,115.3,114.2,106.4,236.9,152.6,130.9,124.7,123.3,126.1,-2.74,-1.35,0.34,1.34,0.96,0.13,0
970,8,4.3,20.2,7,251.5,131.7,125.4,116.2,113.9,104.8,234.6,159.6,142.5,124.7,120.8,123.1,-2.75,-1.4,0.46,1.3,0.99,0.15,0
980,7.8,4.3,19.6,7.4,246,129.6,122.8,115.6,113.4,102.9,231.8,155.2,140.2,123.7,124.1,121.9,-2.71,-1.33,0.55,1.31,0.92,0.22,0
990,7.8,4.1,21.3,6.3,244.6,130,119.8,112.8,108.8,102.1,229.5,153.1,134.3,114.6,117.1,119.1,-2.7,-1.3,0.53,1.31,0.92,0.13,0
