Time,25,35,50,75
0,0,0,0,0
7.5,0,0,0,0
15,0,0,0,0
22.5,0,0,0,0
30,0,0,0,9.9
37.5,0,0,0,51.8
45,0,0,23.7,83
52.5,0,0,61.3,108
60,0,0,82.8,130.7
67.5,0,0,98.1,161.7
75,0,0,115,196
82.5,0,0,141,224.9
90,0,0,166,245.1
97.5,0,38.6,172.5,251
105,0,85.5,162.1,243.3
112.5,0,92.3,151.2,225.8
120,0,84.9,147.2,214.7
127.5,0,81.6,148.2,204.1
135,0,80.1,149.2,186.6
142.5,0,88.1,150.4,177.7
150,0,100.9,152.3,173.6
157.5,0,110.6,151.9,168.5
165,0,118.4,152.3,162.4
172.5,0,125.1,153.8,157.1
180,0,131.2,154.1,152.9
187.5,0,133.2,151.5,149.7
195,0,132,147.1,147.7
202.5,0,131.1,143,149.1
210,0,130.6,137,150.1
217.5,0,126.7,131.2,150.8
225,0,119,123.5,148.9
232.5,0,110.2,119.5,146.7
240,0,99.7,117.3,148.8
247.5,0,92.9,113.5,150.9
255,0,91.5,109.7,153.8
262.5,0,91.1,105,153.4
270,0,92.5,101.6,154.5
277.5,0,93.4,100.5,155
285,0,93.4,101.1,154.2
292.5,0,93.4,102.3,149
300,0,93.9,103.9,145.7
307.5,0,97.4,106.5,145.4
315,0,110,108.6,146.3
322.5,0,119.1,109.5,145.8
330,0,115.9,108.7,149.3
337.5,0,113.2,105.6,153.5
345,0,113.3,100.9,155.7
352.5,0,113.1,98.4,158.7
360,0,112,95.7,161.6
367.5,0,111,94,161.3
375,0,111.5,93,161.1
382.5,0,111.8,92.6,161.1
390,0,110.2,92.5,158.7
397.5,0,108.6,92.7,154.7
405,0,106.9,92.8,147.9
412.5,0,105.1,93,137
420,0,105,94.5,120.9
427.5,0,104.8,95.2,105.6
435,0,104.8,96.8,91.6
442.5,0,104.8,97.2,80.4
450,0,106.2,98.9,71
457.5,0,107.8,105.5,63.8
465,0,107.6,116.5,59.4
472.5,0,107.1,127,55.8
480,0,102.9,132,53.5
487.5,0,98,134.4,51.3
495,0,97.4,135.9,49.5
502.5,0,98,136.1,48.1
510,0,98.1,136.2,47.8
517.5,0,98.2,137,32.5
525,0,98.7,137.4,0
532.5,0,99.3,136.1,0
540,0,95.9,130.4,0
547.5,0,90.8,120.3,0
555,0,85.5,103.2,0
562.5,0,80.1,84.6,0
570,0,76.8,69.7,0
577.5,0,74.9,58.5,0
585,0,74.2,50,0
592.5,0,74.4,45.2,0
600,0,73.1,42.6,0
607.5,0,70.5,38.8,0
615,0,68.5,27.3,0
622.5,0,67.2,0,0
630,0,65.6,0,0
637.5,0,63.7,0,0
645,0,60.7,0,0
652.5,0,56.3,0,0
660,0,52.5,0,0
667.5,0,49.7,0,0
675,0,47.1,0,0
682.5,0,44.9,0,0
690,0,42.6,0,0
697.5,0,40.2,0,0
705,0,37.8,0,0
712.5,0,35.6,0,0
720,0,33.5,0,0
727.5,0,31.7,0,0
735,0,30.2,0,0
742.5,0,29.1,0,0
750,0,27.1,0,0
757.5,0,20.9,0,0
765,0,0,0,0
772.5,0,0,0,0
780,0,0,0,0
787.5,0,0,0,0
795,0,0,0,0
802.5,0,0,0,0
810,0,0,0,0
817.5,0,0,0,0
825,0,0,0,0
832.5,0,0,0,0
840,0,0,0,0
847.5,0,0,0,0
855,0,0,0,0
862.5,0,0,0,0
870,0,0,0,0
877.5,0,0,0,0
885,0,0,0,0
892.5,0,0,0,0
900,0,0,0,0
907.5,0,0,0,0
915,0,0,0,0
922.5,0,0,0,0
930,0,0,0,0
937.5,0,0,0,0
945,3.5,0,0,0
952.5,27.4,0,0,0
960,51.5,0,0,0
967.5,67.6,0,0,0
975,83.7,0,0,0
982.5,90.7,0,0,0
990,97.6,0,0,0
997.5,96.5,0,0,0
1005,95.3,0,0,0
1012.5,93.6,0,0,0
1020,91.9,0,0,0
1027.5,91.5,0,0,0
1035,91,0,0,0
1042.5,88.7,0,0,0
1050,86.3,0,0,0
1057.5,83.4,0,0,0
1065,80.6,0,0,0
1072.5,74.9,0,0,0
1080,69.1,0,0,0
1087.5,57.1,0,0,0
1095,45,0,0,0
1102.5,34.5,0,0,0
1110,24.1,0,0,0
1117.5,18.1,0,0,0
1125,12.2,0,0,0
1132.5,8,0,0,0
1140,3.9,0,0,0
1147.5,0,0,0,0
