Time,HFG_WALL,HFG_FLOOR,HFG_CEILING,HFG_BURNER,TC_TREE_1_1,TC_TREE_1_2,TC_TREE_1_3,TC_TREE_1_4,TC_TREE_1_5,TC_TREE_1_6,TC_TREE_2_1,TC_TREE_2_2,TC_TREE_2_3,TC_TREE_2_4,TC_TREE_2_5,TC_TREE_2_6,BDVP_DOOR_VEL_1,BDVP_DOOR_VEL_2,BDVP_DOOR_VEL_3,BDVP_DOOR_VEL_4,BDVP_DOOR_VEL_5,BDVP_DOOR_VEL_6,HRR
110,17.5,3.6,7.2,48.9,378.1,230.6,156.1,92.5,88.9,86.4,297.3,260.7,182.3,77.2,62.2,51.2,-0.55,-0.08,0.08,0.09,0.07,0.08,20.8
120,18.8,3.8,6.6,49.2,391.2,243.8,159.2,96.8,92.4,89.7,303.1,266.3,183.3,80.4,64.9,52.8,-0.58,-0.06,0.09,0.09,0.1,0.09,21.2
130,18.4,3.9,7.4,53,397.6,248.5,164.5,101.6,95.2,92.3,307.3,267.1,186.9,82.5,67.8,54.3,-0.6,-0.03,0.11,0.1,0.11,0.11,23.6
140,17,4.1,7.6,54,389.6,252.4,168.6,102,97.4,95.7,311.5,274.6,194.6,88.1,70.1,57.3,-0.62,-0.1,0.06,0.07,0.09,0.1,21.7
150,17.7,4.1,7.7,54.4,391.4,259.9,172.3,106.3,101.2,99.1,314.2,280.7,206.3,93.5,72.7,59.6,-0.64,-0.06,0.07,0.07,0.09,0.08,20.1
160,16.7,4.3,7.6,51.1,385.9,260.4,171.9,108.2,103.4,102,317.8,282,211.3,97.8,75.1,61.4,-0.66,-0.12,0.07,0.08,0.07,0.09,24.1
170,19.6,4.4,7,52.3,394.1,266.1,174.6,111.4,105.3,104.8,317.5,283.1,205.2,96.3,77.4,62.4,-0.69,-0.11,0.06,0.1,0.1,0.05,23.8
180,17.3,4.4,7.4,55,398.5,272.5,178.1,115.7,106.4,107.9,321.1,287.8,210.6,97.7,79.6,63.6,-0.71,-0.15,0.03,0.09,0.05,0.08,21.8
190,18,4.6,7.4,50.5,404.4,276.7,182.5,118.3,107.3,110.1,321.8,288.4,217,100.2,80.3,65,-0.72,-0.16,0.02,0.09,0.09,0,21.9
200,19.5,4.7,7.2,51.5,407.5,278.1,180.9,120.3,110.1,112.2,323.4,288.6,209.9,99.6,82.7,65.9,-0.71,-0.16,0.03,0.09,0.1,0,20.7
210,20.2,4.8,7.4,52,422.7,285.1,183.6,126.3,112,114.1,325.4,294.5,212.6,101.5,84.9,66.6,-0.71,-0.14,0.02,0.1,0.07,-0.02,22.4
220,19.7,4.9,7.8,52.9,428.1,288.4,183,128,114.3,116.7,327.3,294.6,212,103.1,86,68.4,-0.74,-0.18,0,0.09,0.09,0.09,23.1
230,20.5,5,8,52.1,432.7,295.8,186.6,130.8,115.4,119.1,330.8,294.4,214.4,106.2,87.9,69.4,-0.78,-0.15,0.05,0.1,0.07,0.07,19.6
240,19.6,5.1,7.7,52.2,426.6,293.5,188.4,133.7,119.8,121.7,334.1,298.9,221.3,107.7,90.4,70.1,-0.73,-0.12,0.12,0.11,0.12,0.11,19
250,18,5.1,8,53.2,415.1,292.1,187.3,134,120.6,122.9,331.7,297.5,220.9,108.8,92,72.7,-0.73,-0.14,0.11,0.11,0.1,0.11,20.9
260,19.2,5.1,7.9,53.8,413.9,295.1,189.2,133,123.3,124.6,331.1,297.7,224.3,110.9,92.8,74.6,-0.76,-0.14,0.09,0.1,0.13,0.14,26.3
270,20.5,5.3,7.7,53.9,425.5,297.8,195.2,139.5,123,125.2,330.1,299.7,227.6,112.8,94.7,74.5,-0.76,-0.14,0.1,0.12,0.12,0.11,22.1
280,18.1,5.3,7.1,56.3,425.7,299.3,194.5,139.2,124.1,127.1,332.5,301.7,228.9,113.1,96.3,75.4,-0.83,-0.16,0.09,0.08,0.12,0.13,19.6
290,19.3,5.5,7.9,54.2,418,300.6,196.7,140.9,123.4,128.3,332.7,304.1,235.5,114.1,96.4,76.9,-0.79,-0.18,0.03,0.1,0.13,0.13,21.8
300,18.8,5.5,7.7,54.8,426.9,307.4,196.8,141.8,128.5,130.1,333.5,303.5,235,115.4,97.1,78.8,-0.81,-0.17,0.09,0.11,0.13,0.12,20.8
310,24.1,6.4,9.4,57.4,436.2,309.1,194.4,138,132.5,134.3,343.8,313.9,246.7,127,100.6,81.9,-0.88,-0.16,0.02,0.09,0.06,0.04,25.9
320,36,8.6,15.7,57.2,551.7,329.9,220.2,154.2,138,139.2,390.3,347.1,272.7,144.6,107.9,86.5,-0.92,-0.19,-0.06,0.08,0.09,0.08,41.5
330,37.9,9.8,19.8,58,605.6,356.8,244.3,172,147.7,148.3,422.6,372.6,299.1,157.6,116.1,91.9,-1.01,-0.26,-0.1,0.11,0.08,0.05,43.4
340,41.1,10.7,18.9,58.6,637.9,378.7,263.4,183.3,158.4,158.2,441.5,394,320.3,173.9,126.1,98.6,-0.97,-0.24,-0.06,0.09,0.12,0.09,42.3
350,42.2,11.1,19.5,57.6,653.6,391.9,273.6,188.9,171,167.7,450.8,405.6,329,184.8,134.2,106,-1.04,-0.27,-0.05,0.12,0.1,0.05,39.8
360,43,11.6,19.7,56.8,665.3,406.8,280.6,195.6,179,175.7,455.9,413.6,335.5,193.4,141.7,113.7,-1.09,-0.27,0.08,0.15,0.09,0.08,39.2
370,44,11.9,20.3,57.7,671.3,416.3,289.4,208.4,182.5,182.4,464,419.6,344.4,199.1,148.7,118.2,-1.09,-0.29,-0.05,0.13,0.15,0.12,42.4
380,43.7,12.3,20.2,57.3,675.2,427.2,297.5,213.8,189.4,187.6,464.9,423.3,347.7,204.8,155.4,121.9,-1.08,-0.28,0.1,0.14,0.16,0.15,44.8
390,45.6,12.5,20.2,58.2,687.3,427.8,305.3,222.6,194.4,192.9,469.9,426.2,346,206.2,160.1,126,-1.12,-0.27,0.11,0.13,0.16,0.13,41.3
400,44.8,12.7,20.2,56.9,690.9,434.9,308.1,228.5,198.6,197.9,470.5,431.9,354.2,213.2,164.4,130.1,-1.16,-0.33,0.1,0.16,0.17,0.16,42.3
410,43.8,12.8,20.5,56.4,686.4,439.6,314.6,236.3,203.5,202.2,474.6,432.4,362.7,218.2,168.9,133.3,-1.14,-0.31,0.06,0.15,0.18,0.16,42.7
420,46,13.1,20.2,58,707.5,445.1,314.6,240.2,209.4,205.5,472.9,434.5,365.7,230.1,172.7,137,-1.19,-0.29,0.11,0.14,0.18,0.16,42.1
430,45.3,13.3,20.4,58,695.7,442.6,313,239,210.4,207.4,475.7,440.1,373.2,232.7,175,140.5,-1.21,-0.38,-0.12,0.15,0.2,0.19,40.4
440,47.4,13.5,18.8,55.1,709.8,453.7,321.4,248,211.1,210.5,479.5,442.8,372.6,235.1,180.4,142.9,-1.24,-0.37,0.06,0.18,0.19,0.15,39.3
450,45.8,13.6,18.8,57.1,709.2,453.4,321.9,252.1,218.4,214.4,481.9,446.3,375.6,237.3,185.1,146.6,-1.27,-0.4,0,0.14,0.18,0.15,40.2
460,48.5,13.8,17.4,55.7,728.5,458.9,323.5,252.6,218.3,217,480.8,447,383.2,244,188.2,146.8,-1.29,-0.42,-0.11,0.2,0.2,0.16,39.6
470,48.2,14.1,17.6,59.1,718.7,467.5,326.9,253.2,222.3,220.5,480.8,447.7,383.8,250.3,190.8,150,-1.33,-0.42,0.06,0.16,0.17,0.17,40.4
480,47,13.9,17.6,58.8,715.4,467.2,326.8,257.9,226.1,221.3,484.1,450.2,388.5,259.8,195.7,153.2,-1.33,-0.42,-0.08,0.15,0.2,0.18,42
490,46.8,14,19.7,59.1,717.7,467.9,330.5,256.3,225.8,223.2,481.2,451.3,392.4,271.6,197.8,155.5,-1.35,-0.43,-0.01,0.16,0.18,0.18,42.3
500,47.4,13.9,18.9,58.7,719.2,463.3,332.8,261,224.5,222.9,486.1,454.4,395.2,268.8,200.6,155.9,-1.36,-0.45,-0.18,0.14,0.19,0.2,41.8
510,49,14.2,19.3,57.3,721.6,472,332.2,259,229.9,225,485.4,453.6,394.6,270.5,200.5,157.9,-1.36,-0.47,-0.04,0.15,0.2,0.18,40.5
520,48.1,14.3,18.7,57,721.3,477.5,331.9,262.2,230.6,228.4,483.3,452.9,396.9,277.9,204.2,161.7,-1.36,-0.44,0.01,0.17,0.18,0.18,40.3
530,47.9,14.6,18.8,57.2,715.7,476.2,335.3,267.8,232.3,230.6,489.7,458.7,400.6,281.9,206.8,164.9,-1.36,-0.43,0.15,0.17,0.21,0.18,41.2
540,46.6,14.6,19.3,56.4,707.2,476.8,338.1,275.8,235.5,232.5,494.5,459.9,399.7,283,209.3,167.7,-1.38,-0.4,0.16,0.18,0.2,0.17,41.5
550,47.4,14.5,18.9,56.5,711.5,476.5,334.7,275.4,236.6,233.4,494.4,459.7,398.4,284.2,211.5,169.8,-1.42,-0.45,0.1,0.17,0.2,0.15,42.5
560,49.8,14.9,19.4,56.9,720.3,481.3,337.5,276,238.1,236.8,488.2,458.7,401.6,287.6,214.3,172.5,-1.38,-0.44,0.13,0.16,0.2,0.16,41.3
570,46.5,14.8,19.9,56.8,718.6,478.3,337.5,275.8,242.6,240.2,489,462.8,404.8,292.9,216,175.4,-1.41,-0.48,0.02,0.17,0.2,0.18,38.5
580,49.5,15.1,20.5,59.1,724.1,478.2,332.1,277.5,242.2,240.8,494.9,462.9,407.9,288.1,217.2,174.3,-1.44,-0.49,-0.02,0.2,0.22,0.19,36.4
590,50.1,15.1,19.5,59.1,730.9,480.2,331.2,281.3,248.8,243.9,493.2,462.5,408.2,299,219.6,176,-1.42,-0.48,0.01,0.16,0.21,0.18,38.3
600,48.2,15.3,20.4,60.7,710.2,485.2,336.4,274.4,248.4,245.2,496.2,465.2,413.4,316.7,221.8,176.9,-1.42,-0.46,-0.01,0.15,0.2,0.2,41.5
610,40.7,14,16.2,57.1,681.9,481.8,335.3,276,250.4,244.4,490,457.9,411.3,306.2,224.5,176.3,-1.41,-0.45,0.08,0.2,0.24,0.22,37.2
620,18,8.9,7.8,33,543.3,426.2,305.1,257.3,238.7,235.3,426.6,404.6,360.8,268.9,214.9,172.5,-1.24,-0.42,0.01,0.18,0.23,0.21,16.5
630,11.4,6.2,7.6,10.9,463.5,346,264.4,232.1,221.7,217.9,359.4,342,305,233,199,161.8,-1.07,-0.39,0.1,0.19,0.21,0.19,4.6
640,9.3,5.2,7.3,8.1,417.2,299.3,232.3,208.2,207.4,202,319.6,302,268.8,210.4,184.6,150.8,-0.98,-0.38,-0.1,0.12,0.18,0.15,2.2
650,8.2,4.5,7.3,6.2,381.8,268.5,212.4,196.7,194.7,188.5,294.6,274.3,241.5,190.5,171.9,141.2,-0.89,-0.29,0.1,0.13,0.16,0.13,3
660,7.5,4.1,7.2,5.9,357.2,244.2,197.1,186.8,181.9,175.3,274.8,253.7,221.8,179.2,160.7,131.6,-0.89,-0.34,0,0.14,0.15,0.12,2.8
670,6.8,3.7,6.9,5.1,337.9,229.5,181.9,174.6,169.9,164,259.3,235,205,170.7,151.9,123.5,-0.82,-0.33,-0.06,0.13,0.16,0.12,1.2
680,6.2,3.3,6.1,4.7,320.6,219.1,169.5,160.4,159.1,155.2,246.4,219,192.8,161.1,145,117.7,-0.78,-0.32,-0.07,0.11,0.14,0.11,0.2
690,5.7,3.1,5.6,4.2,305.2,201.1,163.9,159.8,153,147.2,235.7,204.7,181.4,155.7,138.3,113.5,-0.78,-0.33,-0.02,0.12,0.15,0.11,1.2
700,5.6,2.9,4.9,3.9,292.3,193.3,155.2,148.2,144.7,140.5,226.2,193.8,172.1,149.4,132.3,108.2,-0.74,-0.33,-0.09,0.13,0.16,0.13,0.2
710,5.5,2.7,4.6,3.8,281.5,188.3,146,140.4,137.7,135.4,217.8,184.2,164.7,144.1,128,103.4,-0.68,-0.25,0,0.13,0.14,0.12,-0.3
720,4.9,2.6,3.9,3.7,270.9,183.5,139.7,131.5,130.6,130.5,210.4,176.5,158.7,139.6,124.6,100.5,-0.68,-0.27,0.1,0.13,0.15,0.12,0.4
730,4.4,2.4,3.6,3.3,259.9,171.3,134.8,131,128.5,125.9,203.6,167.8,152.3,134.7,120.2,98.3,-0.67,-0.25,-0.04,0.12,0.12,0.11,2
740,4.3,2.4,3.2,3.1,251.1,167.7,130.3,126.3,123.6,120.7,196.8,161,146.7,131,114.6,94,-0.67,-0.29,-0.06,0.13,0.13,0.09,2
750,4.2,2.2,2.9,2.9,243.6,163.7,125.4,119.8,117.7,117.1,191.6,155.2,143.2,128,112.3,90.2,-0.63,-0.26,-0.04,0.12,0.13,0.08,0.8
760,3.9,2.2,2.8,2.6,237.2,159.5,121.7,118.4,114.5,114.6,186.9,150.5,139.3,124,111.1,89.3,-0.6,-0.23,0.05,0.11,0.12,0.09,1.2
770,3.7,2,2.5,2.5,230.5,153.6,118.2,115.8,112.6,111.6,182.3,146.1,135.1,119.1,108.7,86.9,-0.6,-0.27,-0.13,0.06,0.11,0.09,1.8
780,3.8,1.9,2.5,2.4,224.4,147.9,115.2,113.2,110.5,109.3,178.3,141.8,130.5,116.5,105.9,84.9,-0.6,-0.25,-0.13,0.1,0.12,0.03,0.2
790,3.4,1.9,2.4,2.2,219.6,145.6,111.7,108.7,106.2,106.9,174.8,138.5,127.3,111,103.5,82.2,-0.56,-0.27,-0.07,0.09,0.11,0.05,1.2
800,3.2,1.8,2.2,2.3,214.1,141.6,107.9,104.8,103.8,103.4,171.1,134.9,123.8,108.4,101.1,81.5,-0.54,-0.23,-0.04,0.11,0.1,0.07,1.7
810,3.1,1.7,2.1,2.1,208.7,138.4,105.8,101.3,99.1,100.2,167.6,131.1,121.5,107.6,99.1,79.6,-0.53,-0.24,-0.03,0.08,0.11,0.07,-1.4
820,2.8,1.7,2,1.9,203.8,133.8,104.1,101.1,99.1,99.1,164.8,128,118.6,106.5,97.9,79.2,-0.51,-0.2,0.11,0.1,0.09,0.06,1.5
830,2.7,1.6,1.8,1.9,199,129,102.4,101.2,98.4,97.3,161.8,124.9,114.4,103.6,96,78.3,-0.52,-0.22,0.06,0.09,0.1,0.05,1
840,2.5,1.6,1.6,1.8,194.7,126.1,99.6,95.9,94.9,95,158.8,121,111.5,100.8,94,76.6,-0.52,-0.24,-0.04,0.1,0.09,0.07,1.6
850,2.5,1.5,1.7,1.7,190.2,123.1,96.8,93.7,92.9,92,156.1,117.4,108.8,99.4,91.6,75,-0.5,-0.26,-0.09,0.08,0.11,0.11,1.9
860,2.6,1.5,1.5,1.5,186.5,119.9,94.4,90.3,91.6,90.2,153.2,114.4,107,98,88.2,72.9,-0.47,-0.22,-0.01,0.1,0.11,0.09,1.4
870,2.4,1.4,1.4,1.6,183.5,118.6,93.8,88.7,90,88.7,150.9,112.4,105.5,95.5,87,71.8,-0.49,-0.27,-0.07,0.1,0.09,0.07,0.1
880,2.3,1.4,1.4,1.5,180,115.8,91.6,87.6,89.1,87.6,148.7,110.5,104.1,93.9,85.7,70.3,-0.47,-0.21,0.03,0.09,0.08,0.08,-0.1
890,2.1,1.3,1.4,1.4,176.8,112.3,90.9,87.9,87.3,86.1,146.5,109.5,102.5,91.4,84.7,69.3,-0.46,-0.23,-0.07,0.08,0.11,0.05,-0.8
900,2.2,1.3,1.1,1.4,174.3,112.4,89.6,86.4,84.6,83.4,144.4,106.6,100.9,91.1,83.2,68.1,-0.45,-0.22,-0.03,0.08,0.05,0.02,1.7
910,1.9,1.3,1.1,1.2,171,111.1,88.3,85,85.1,82.5,142.3,104.6,99.6,89.6,82,67.6,-0.45,-0.21,-0.05,0.04,0.05,0.08,1.3
,,,,,,,,,,,,,,,,,-0.44,-0.21,-0.09,0.08,0.1,0.08,
