Time,T05,T10,T15,T20,T25,T30,T35,T40,T45
330,24.4,26.6,29.8,34.4,42.2,51.8,65.6,91.2,106.8
340,24.9,27.1,30.4,35.1,43.1,52.9,66.8,91.9,106.4
350,25.3,27.6,31,35.9,44.1,53.9,68,92.3,107
360,25.8,28.1,31.7,36.7,45,55,69.2,92.6,107.3
370,26.2,28.7,32.3,37.4,45.9,55.9,70.3,92.9,108.2
380,26.7,29.2,33,38.2,46.7,56.9,71.5,92.4,109
390,27.1,29.8,33.6,38.9,47.6,57.9,72.6,89.3,108.6
400,27.6,30.3,34.3,39.7,48.5,58.9,73.7,88.8,109.9
410,28.1,30.9,34.9,40.4,49.3,59.8,74.9,88.7,109.9
420,28.6,31.4,35.6,41.2,50.2,60.8,76,88.5,109.4
430,29.1,32,36.2,41.9,51.1,61.7,77.2,88.5,109.8
440,29.6,32.6,36.9,42.6,51.9,62.6,78.3,88.6,110.3
450,30.1,33.1,37.5,43.4,52.7,63.6,79.4,95.8,111.5
460,30.6,33.7,38.2,44.1,53.5,64.5,80.6,101,111.1
470,31.1,34.3,38.9,44.9,54.4,65.4,81.7,102.1,111.9
480,31.6,34.9,39.5,45.6,55.2,66.3,82.9,103.4,113.6
490,32.1,35.5,40.2,46.3,56,67.2,84.3,103.9,113.7
500,32.7,36.1,40.8,47.1,56.9,68.2,85.8,104.4,113.4
510,33.2,36.7,41.5,47.8,57.7,69.2,87.3,105.1,114.2
520,33.7,37.2,42.1,48.5,58.5,70.1,88.7,105.4,113.3
530,34.3,37.8,42.8,49.2,59.3,71.1,90,103.9,110.6
540,34.8,38.5,43.5,50,60.2,72.1,91.2,105.2,110
550,35.3,39.1,44.1,50.7,61,73,92,104.7,112.4
560,35.9,39.7,44.8,51.4,61.8,74,92.8,105.6,115.8
570,36.4,40.3,45.5,52.1,62.6,75,93.3,105.9,116.3
580,37,40.9,46.1,52.9,63.4,75.9,93.8,106.1,116
590,37.5,41.5,46.8,53.6,64.2,76.9,94.4,107,116.5
600,38.1,42.1,47.4,54.3,65,77.8,94.7,107.3,116.2
610,38.7,42.7,48.1,55,65.8,78.9,95.2,108.3,117.6
620,39.2,43.3,48.7,55.7,66.6,79.7,94.7,108.3,117.9
630,39.7,43.9,49.4,56.4,67.4,80.7,92.1,109.4,118.6
640,40.3,44.5,50.1,57.2,68.2,81.9,90.4,109.8,118.2
650,40.9,45.2,50.7,57.9,69.1,83.2,89.4,110,118.8
660,41.5,45.8,51.4,58.6,69.9,84.3,89.2,110.6,119
670,42,46.4,52,59.3,70.7,85.5,89.1,110.7,119
680,42.6,47,52.7,60,71.5,86.9,89.3,109.9,118
690,43.2,47.6,53.4,60.7,72.4,88.4,93.6,109.3,118
700,43.7,48.2,54,61.4,73.2,89.3,98.5,110.1,119.5
710,44.3,48.8,54.7,62.1,74,90.4,99.8,108.8,119.3
720,44.9,49.4,55.3,62.9,74.9,91.3,100.2,108.9,116.4
730,45.5,50,56,63.5,75.8,92.1,99.7,105.5,112.3
740,46,50.6,56.6,64.2,76.7,92.8,100.5,106.7,111.2
750,46.6,51.3,57.3,65,77.5,93.5,101.5,109.3,114.3
760,47.2,51.9,58,65.7,78.4,93.8,102.5,112.3,117.7
770,47.8,52.5,58.6,66.4,79.2,93.8,101.6,110.8,118.2
780,48.3,53.1,59.2,67,80,93.7,100.9,109.3,114.7
790,48.9,53.7,59.9,67.8,80.9,94.5,102.7,113.4,117.9
800,49.5,54.4,60.6,68.6,81.8,95.1,103.9,114.4,121.2
810,50.1,55,61.3,69.3,82.8,94.9,104.2,114,121.5
820,50.6,55.6,61.9,70,83.7,93.5,104.9,114.8,120.9
830,51.2,56.2,62.5,70.7,84.7,89.8,103,109.8,115.7
840,51.8,56.8,63.2,71.3,85.5,89.5,102.8,106.8,110.7
850,52.3,57.3,63.8,72,86.4,89.2,103.3,112.7,122.1
860,52.9,58,64.5,72.8,87.5,89.2,105,115.7,125.7
870,53.5,58.6,65.2,73.5,88.7,89.1,102.9,117.4,124.6
880,54.1,59.2,65.8,74.2,89.8,92.4,101.1,113.1,127.6
890,54.6,59.8,66.4,74.9,90.7,91.9,97.1,115,128.2
900,55.3,60.5,67.1,75.7,91.6,98.9,105,116.3,129.3
910,55.8,61,67.7,76.3,92.5,97.1,101.4,116.7,126.8
920,56.4,61.6,68.3,77.1,93.1,95.9,100.8,109.8,120.1
930,57,62.3,69,77.9,93.7,92.7,98.7,114.3,126.1
940,57.6,62.9,69.7,78.7,93.7,94.3,103.5,113.4,128.5
950,58.1,63.5,70.3,79.4,92.4,90.5,99.8,115,127.3
960,58.7,64.1,71,80.2,92,89.2,104.9,112.6,125.4
970,59.2,64.7,71.6,81,91.9,89.2,104.4,114,123.8
980,59.8,65.3,72.3,81.8,92,89.3,106.1,116.1,124.9
990,60.4,65.9,72.9,82.6,92.5,90.4,106.9,119.2,124.5
1000,60.9,66.5,73.5,83.4,92.8,97.2,106.8,118.4,122.2
1010,61.5,67.1,74.2,84.3,91.9,102.3,109.9,120.5,122.3
1020,62.1,67.7,74.8,85.1,89.9,103.7,110.7,119.8,120.8
1030,62.6,68.3,75.5,86.1,89.4,104.1,111.1,119.8,118.9
1040,63.2,68.9,76.1,87.2,89.2,104.9,112,122.2,131.2
1050,63.8,69.5,76.8,88.2,89.1,104.4,111.4,123,133.2
1060,64.3,70,77.5,88.7,94.3,103.8,110.9,122.4,130.6
1070,64.9,70.6,78.1,89.6,98.5,104.6,111.9,123.4,132.5
1080,65.4,71.3,78.9,90.5,99.8,105.3,112.3,120.8,125.2
1090,66,71.9,79.7,91.2,100.8,106.1,113.2,124.3,133.1
1100,66.6,72.5,80.4,92,100.9,105.7,112.2,123,128.3
1110,67.1,73.1,81.2,92.6,101.3,105.7,111.9,122.3,125.2
1120,67.7,73.7,82,93.3,101.6,104.8,110.9,122.8,129.1
1130,68.3,74.3,82.8,93.7,101.3,104.5,111.9,125.3,131.5
1140,68.8,74.9,83.6,93.9,101.2,104.3,111.4,124.8,130.2
1150,69.4,75.5,84.5,94.2,101.6,104.5,110.9,121.5,125.4
1160,70,76.2,85.4,94.6,102.3,105.4,111.7,121.4,124.7
1170,70.6,76.8,86.2,94.8,102.5,105.6,111.5,122.3,128.9
1180,71.1,77.4,87,94.9,102,105.7,111.8,123.3,130.3
1190,71.7,78,87.9,95.1,102.9,107,113.7,123,131.4
1200,72.3,78.7,88.6,95.2,104.1,108.5,115.1,120.8,130.9
1210,72.8,79.3,89.3,94.3,104,109.1,116.4,122.4,131.2
1220,73.4,79.9,90.1,91.9,101.6,108.3,115.7,121,127
1230,74,80.6,90.5,90.2,92.5,108.1,115.7,118.3,129.5
1240,74.5,81.3,90.9,89.7,92.5,109.5,116.6,118.4,130.4
1250,75.1,82,91.2,89.2,92.7,110.1,115.8,116.3,132.5
1260,75.7,82.8,91.5,88.8,98.1,106.5,116.5,115.9,131.7
1270,76.2,83.5,91.8,89.1,94.7,108.4,114.3,115.1,132.3
1280,76.8,84.3,92.2,89.7,102.1,106.6,113.5,115.6,131.9
1290,77.3,85.2,92.4,92.3,101.5,108.9,111.3,116.8,133.7
1300,77.9,86,92.5,90,105.6,110.6,114.9,116.5,135.6
1310,78.5,86.7,92.3,89.3,105.3,109.2,114.3,116.9,137.7
1320,79.1,87.4,92.4,95.2,106.9,108.6,112.7,116.1,137.5
1330,79.6,88,92.2,95.3,104.3,107.4,110.6,113.4,133.3
1340,80.2,88.6,92.2,99.4,106.6,109.9,113.3,116.6,137.2
1350,80.8,88.7,92.6,100.6,107.6,110,111.8,117.1,138.4
1360,81.4,88.7,92.5,100.5,106.4,109.5,111.7,115.4,138.6
1370,82,88.9,92,101,106,109.1,114.8,118,138.3
1380,82.8,89.2,91.5,101.6,103.4,110.4,117.2,120.8,136.5
1390,83.4,89.4,90.8,99,106.9,111.4,119.8,124.5,135.8
1400,84.1,90.1,89.8,103.1,108.3,112.3,120.5,127.4,137.7
1410,85,90.7,89,104.2,109.8,113,121.2,129.3,139.2
1420,85.7,90.9,88.8,105.9,110.8,113.8,121.7,129.3,140.8
1430,86.5,91,88.7,106.3,110.7,114.4,122.9,127,138.5
1440,87.4,91.1,88.6,105.6,110.6,114.4,123.1,127.8,138.5
1450,88.2,91.3,88.8,104.5,110.3,113.9,122.1,126.5,138.6
1460,88.9,91.3,88.7,104.5,109.4,113.3,121.9,128.5,140.3
1470,89.2,91.3,89.1,104.8,109.7,114.2,122.8,128.4,139.4
1480,89.6,91.4,95.6,102.7,109.6,113.7,122.5,128.3,139.1
1490,90.2,91.5,97.1,105.8,110.3,114.2,123.3,130.5,142.5
1500,90.6,91.5,98.5,105.5,110.4,115,123.2,129.5,140.5
1510,90.8,91.4,98.5,104.4,108.8,113.6,121.6,126.7,138.6
1520,91,90.9,98.2,104.8,110.4,114.8,122.8,130.2,140.4
1530,91.7,91.4,99.5,105.9,112,116.5,125.2,131.1,142.4
1540,91.9,91.6,99.9,106.3,112.5,116.6,125.9,134.4,143.6
1550,92,91.5,99,106.6,112.4,116.3,127.4,136.8,145.6
1560,92.1,89.7,98.7,105.8,111.6,116.3,128.5,136.4,143.9
1570,92.2,88.9,99.9,106.9,110.9,116.4,129.2,139.3,145.3
1580,92.5,89.1,100.6,107.5,111.4,116.4,128.5,140.3,149.9
1590,92.6,89,100.5,107.8,114.3,118.2,127,141.1,150.3
1600,92.5,88.9,100.7,107.9,114.1,117.9,126.5,140.9,149.1
1610,92.7,92.8,101.7,108.7,114.9,118.6,127.9,141.9,149.6
1620,92.9,90.2,102,108.4,114.1,118.3,127.6,141.4,149.8
1630,93.3,90,102.6,108.8,114.6,118.9,128.5,142.3,151.3
1640,93.4,90.1,102.5,108.9,114.7,119,129.2,143,152.9
1650,93.8,90.3,102.6,108.7,114.6,119.3,129.9,143.5,154.5
1660,93.9,94.5,102.9,109.1,115.2,120.3,130.8,144.6,155.8
1670,94,96.6,102.9,109.1,115.4,120.3,130.8,144.5,155.1
1680,94.4,97.1,102.9,108.9,115.2,120.3,130.2,143.5,153.7
1690,94.7,100.8,103.1,109.3,115.9,120.9,130.7,144.2,153.8
1700,93.9,101,102.3,108.9,116.2,121.4,130.5,143.5,153.4
1710,92.5,100.9,102.6,109,116.2,122,130.5,143.4,153.6
1720,91.1,102,103.5,110.2,117.7,123.4,132,145.3,156
1730,90.2,101.9,104.1,110.2,117.2,122.8,132.2,145.9,156.8
1740,89.8,100.9,103.3,109.1,115.7,120.9,130.6,143.7,154.3
1750,89.8,103,105.2,111.5,118.1,123.4,133.3,146.4,156.7
1760,89.7,103.8,106,112.5,119.1,124.9,134.8,147.1,157.9
1770,89.7,103.9,105.9,112.2,118.9,124.8,135.1,147.4,157.3
1780,89.8,103.9,106,112.1,119,125,135.2,147,157.6
1790,90,104.3,106.3,112.5,119.1,125.2,135.3,146.7,157.4
1800,96.1,104.8,106.7,112.8,119.6,126.3,135.2,147,158.7
1810,97.8,104.8,106.9,113.4,120.6,127.3,136.4,147.2,160
1820,98.4,105.3,107.3,113.6,121.3,128.3,137,147.7,159.4
1830,100.4,105.4,107.6,114,121.6,128.6,137.5,149,160.9
1840,100.8,105.5,107.6,114.2,121.9,129,137.9,149.5,161.9
1850,101.7,106.4,108.5,115,122.8,130.3,139.3,150.8,162.9
1860,102.1,106.9,109,115.6,123.5,131.3,140.3,150.9,163.1
1870,102.5,107.4,109.4,115.7,123.9,131.8,140,150.8,162.7
1880,103.4,108.1,110.1,116.5,125.4,133.5,141.4,152.5,165.4
1890,104,108.7,110.6,117.2,127.2,135.1,142.1,153.6,167.3
1900,104.6,109.1,111.1,118.1,128.8,136.2,143.7,154.9,173.1
1910,105.7,110.1,112.3,120,131.1,138.1,145.3,157,177.6
1920,107.3,111.7,113.9,122.6,133.1,139.4,146.6,156.6,171.9
1930,115.8,123.1,127.7,137.9,149.8,175.8,267.4,450.8,544.8
1940,151.6,171.7,204,278.5,466.4,656,742.4,841.2,837.5
1950,290.9,373.4,484,575.6,620,635.4,629.5,664.8,666.7
1960,99.4,103.7,108.8,113.6,115.5,116.9,116.4,115.1,117.6
1970,80.7,82.7,85,87,88.3,89.6,90.9,92.3,92.4
1980,83.8,85.4,86.4,87.2,88.2,89.8,91.8,93.9,95.5
1990,74.7,75.1,77.2,78.7,79.9,81,82.5,85.1,87.4
2000,69.9,69.7,70.7,71.9,73.7,75.3,75.3,76,75.8
2010,66.4,66.3,69,70.7,71.9,72.5,72.4,72.6,71.4
2020,72.7,73.1,75.7,77.5,79.3,80.9,82.6,84.9,85.9
2030,70.5,72.8,76.2,78.1,79.6,81.1,82.6,84.2,84.4
2040,70.4,70.9,73,74.8,76.3,77.8,79.9,82,83.2
2050,66.7,68,70.4,72.3,73.4,74.4,76.1,78.1,79.4
2060,68.1,68.8,71.4,73.1,74.6,76.5,77.9,78.7,78.9
2070,69.2,70,72.3,74.1,75.2,76.4,77.5,78.6,79.1
