Time,T05,T10,T15,T20,T25,T30,T35,T40,T45
570,37.8,42.3,47.6,55.9,66.6,82.4,89.3,109,118.7
580,38.4,43,48.4,56.8,67.7,83.9,89.3,110.2,118.9
590,39,43.7,49.1,57.7,68.7,85.3,89.2,109.8,119.1
600,39.5,44.4,49.9,58.5,69.7,86.7,96.7,109.7,119
610,40.2,45.1,50.7,59.5,70.8,88.2,101.3,110.3,119.8
620,40.8,45.8,51.5,60.4,71.9,89.9,102.2,111.4,121
630,41.4,46.5,52.2,61.2,72.9,91.2,101.9,110.8,120.3
640,42,47.2,53,62.1,74.1,92.7,102.8,111.8,120.6
650,42.7,47.9,53.8,63,75.2,94,103.2,111.9,121.4
660,43.3,48.6,54.6,63.9,76.3,95.1,103.7,112.6,122.2
670,43.9,49.3,55.4,64.8,77.4,95.8,104.3,113.1,122.5
680,44.6,50,56.2,65.8,78.6,96.4,104.6,113.3,122.4
690,45.2,50.8,57,66.7,79.9,96.9,105.1,113.8,122.7
700,45.8,51.5,57.7,67.6,81,97.2,105.5,114.1,123.7
710,46.5,52.2,58.5,68.5,82.3,97.2,105.6,113.7,123.2
720,47.1,52.9,59.3,69.4,83.5,96.6,106.1,114.5,124
730,47.8,53.6,60.2,70.4,85,92.5,105.9,114.5,123.6
740,48.4,54.4,61,71.4,86.7,89.8,107,115.4,124.2
750,49.1,55.1,61.7,72.3,88,89.5,107.9,116.4,125
760,49.8,55.9,62.6,73.3,89.6,89.5,108.3,116.6,125.5
770,50.4,56.6,63.4,74.3,90.8,94.5,108.2,116.5,125.5
780,51.1,57.3,64.3,75.3,92.3,95.8,108.4,116.5,125.8
790,51.8,58.1,65.2,76.5,93.4,98.3,108.5,116.5,125.7
800,52.4,58.9,66,77.6,94.4,102.3,109.1,117,126.2
810,53.1,59.7,66.9,78.9,94.7,103,109.4,117.4,126.9
820,53.8,60.5,67.8,80.3,95.3,103.8,110.2,118.4,128.2
830,54.6,61.3,68.7,81.7,95.8,103.8,109.7,116.9,127.1
840,55.3,62.1,69.6,83,96.2,104.1,110,116.5,127
850,55.9,62.8,70.4,84.1,96.9,104.9,110.1,116.2,128.1
860,56.6,63.6,71.3,85.2,97.6,105.6,110.3,116.4,129.6
870,57.3,64.4,72.2,86.2,97.9,105.3,111.3,119.5,130.2
880,58,65.1,73,87.4,96.3,105.1,111.3,119.9,130.2
890,58.7,65.9,73.9,88.4,91.7,106.3,112.7,121.3,131.9
900,59.4,66.7,74.9,89.5,90.2,107.4,113.6,122.1,132.6
910,60.2,67.6,75.9,90.9,89.7,106.9,113.5,121.7,131.3
920,60.8,68.4,76.9,92.1,89.5,107,113.2,121.3,131.1
930,61.5,69.1,77.8,93.1,89.9,107,113,121,131.5
940,62.3,70,78.9,94,90.6,107.9,113.7,121.9,132.7
950,63,70.9,80,94.9,90.8,108.9,114.7,122.7,132.5
960,63.7,71.7,81,95.2,95.7,109.1,114.9,122.8,133.1
970,64.4,72.5,82.1,95.7,104.7,108.7,114.6,122.7,133
980,65.1,73.3,83.1,96.2,105.6,108.8,114.7,122.3,132.5
990,65.8,74.1,84.2,96.4,105.6,108.9,114.3,121.3,131.6
1000,66.5,74.9,85.4,96.6,106.3,109.7,115.1,121.4,130.6
1010,67.3,75.7,86.8,97.1,106.7,110.5,115.7,119.1,129.4
1020,68,76.5,88,97,106.9,110.8,115.7,117.9,129.3
1030,68.7,77.4,89,95.5,107.6,111.5,115.3,117.3,129
1040,69.4,78.2,90.3,92.1,108.2,111.8,116.4,117.9,128.5
1050,70.1,79.1,91.1,90.3,107.6,111.1,116.8,120.7,129.9
1060,70.9,80.1,91.8,89.9,109.2,112.4,118.4,127.7,138.3
1070,71.5,81,92.4,89.7,109.1,112.1,118,127.8,139.2
1080,72.3,81.9,93.2,91.4,110,112.6,117.2,125.8,136.6
1090,73,82.8,94.2,90,109.9,112.3,113.2,114.5,123.4
1100,73.8,83.9,94.6,90.2,110.2,112.6,114.2,116.9,127.3
1110,74.5,85,94.8,90.6,111,113.6,115,116.7,127.4
1120,75.3,85.8,95.3,99.8,110.5,112.5,114.2,117.2,130.3
1130,76.1,87,95.5,101.6,110.6,112.6,113.4,115.6,127.6
1140,76.9,87.8,95.5,101.8,110.7,112.8,114.6,118.1,131.6
1150,77.6,88.8,95.7,101.9,110.3,112,112.5,118.2,133.3
1160,78.5,89.9,95.8,102.8,111.1,111.9,113.8,119.7,135.1
1170,79.3,90.8,95.6,102.6,109.8,111.5,114.6,120.6,135.3
1180,80.1,91.5,96.4,103,110.5,111,113.2,121.5,135.8
1190,80.9,92.4,95.7,102.5,107.9,108.1,114.9,127.3,134.3
1200,81.7,92.9,92.6,103.4,109.9,109.1,114.6,128.9,137.2
1210,82.6,93.2,90.2,104,110.6,110.2,115.7,129.5,137
1220,83.5,93.4,89.6,104.2,110.6,110,118,131.8,139.2
1230,84.6,93.3,89.3,104.5,110.6,111.1,118.7,133.1,141.1
1240,85.8,93.5,89.3,104.7,111.1,111.2,120.4,134.9,143.1
1250,86.9,93.6,89.6,105.4,112.1,112.2,120.8,135.5,144.1
1260,87.6,93.9,89.9,105.1,112.3,112,119.7,135.2,144.6
1270,88.9,94.3,90.2,105.8,114,114.2,119.4,134.7,145.2
1280,90,94.1,90.2,105.2,113.4,113.4,117.8,134.8,144.8
1290,90.8,94,91.3,105.7,112.7,112.8,118.5,134.7,144.1
1300,91.2,94.6,101,107.1,114.7,114.3,119.7,136.4,146.1
1310,91.3,95.1,102,107.3,114.7,113.9,119.2,136.5,145.7
1320,91.8,95.5,101.9,106.7,113.2,113.2,118,136.1,145.4
1330,91.8,93.8,102.3,106.3,113.6,113.9,117.6,135.3,144
1340,92.6,90.8,102.3,106.5,113.6,114.2,117.6,135.4,143.6
1350,92.7,89.2,103.1,106.8,113.4,116,120,135.7,144.7
1360,92.8,89.1,102.1,105.6,111.8,115.3,121.4,134.7,143.7
1370,92.8,89.2,103.7,107.7,114.6,117.6,126.7,136,145.2
1380,93.3,89.3,104,108.3,116.1,119.3,126.9,136.1,147.3
1390,93.3,90.1,103.7,107.9,115.9,119.2,126.4,136,147.6
1400,93.3,90.1,105.2,109.4,117,120.2,127.5,137.2,148.5
1410,93.7,97.2,105.1,109,116.7,120,127.1,137,148.8
1420,93.7,99.4,104.8,108.4,116.4,120,127.3,136.6,147.6
1430,93.9,100.2,104.7,108.6,116.7,120.3,127.5,135.8,147.3
1440,94.2,101.2,105.2,109.4,117.5,121.1,128,136.9,148.7
1450,94.4,101.6,105.5,109.6,118.1,121.7,128.1,137.3,149.5
1460,94.8,102.6,105.7,109.2,118.1,123,129.2,137.7,149.4
1470,94.9,101.9,104.9,108.5,117.2,122.5,128.7,136.8,148
1480,95.3,102.1,104.4,107.9,117.6,123.3,130.1,138.9,148.6
1490,94.9,102.4,105.1,109,118.6,123.6,130.5,139.6,148.3
1500,91.8,102,105.2,109.5,119.3,123.6,129.9,139.1,148.5
1510,89.9,102.2,105.4,110.9,120.7,123.7,129.8,139.4,149.7
1520,89.4,102.5,105.7,111.1,120.9,124.4,131,141.2,151.9
1530,89.5,102.6,106.1,112.7,122.3,125.1,131.8,142.2,153.1
1540,90.8,102.6,106,112.1,121.9,125.1,132.5,142.9,153.6
1550,91.5,103.7,106.8,111.8,122,125.7,133.9,144.3,154.7
1560,95.3,103.1,106.2,110.7,119.5,124.3,134.1,143.1,154.2
1570,95.9,103.6,107.4,113,122.6,127,134.8,144.3,155.8
1580,96.4,104.8,109,114.3,123.3,128,136.2,144.9,156.2
1590,102.1,106.5,110.9,116.4,125.6,130.3,139,148,159.3
1600,103.2,107.8,111.7,116.4,125.6,130.8,139.4,148.1,159.5
1610,104.1,108.2,112,116.7,126.3,132.6,141.2,149.7,161.8
1620,104.9,109.4,113.3,117.3,126.8,134.3,143.2,152.4,165.2
1630,105.8,110.9,114.7,118.7,128.9,137.8,145.4,155.1,169.1
1640,107.4,112.6,116.5,121.1,132.8,141.3,148.3,158.5,173
1650,109.2,114.6,118.8,125.4,137.9,144.8,153.7,166.5,193.5
1660,125.1,135,146.1,163.6,191.9,250,356.5,529,643.3
1670,187.3,296,387.1,551.9,607.8,666.2,815.9,881.5,874.4
1680,155.4,212.8,222.6,243.7,256.1,236.7,257.1,270,262
1690,70.4,70.1,71.8,74.6,77,77.8,79.6,81.1,81.1
1700,68.7,68.5,71.1,74.2,76.1,77,78.1,79.1,79.6
1710,65.9,65,66.2,68.5,70.8,72.2,74.2,75.7,77.1
1720,70.4,71.6,74.3,75.8,77.4,79,80.1,80.4,80.8
1730,69.2,70.1,72.6,74.6,76.3,77.1,78.2,79.1,79.3
1740,65.5,63,64.4,66.6,68,68.9,69.7,70.9,72
1750,64.4,64.3,67.2,69.2,70.3,70.7,71.1,71.5,72
1760,61.4,59.6,61.4,63.4,65,65.9,66.4,66.9,68
1770,62,61.1,63.9,65.8,66.8,67.4,68,68.5,68.9
1780,62.9,61.9,63.3,64.5,65.6,66.6,68,69.2,70.6
1790,63.2,61.9,63.6,65.3,66.2,66.8,67.6,68.5,69.9
1800,60.2,61.8,64.4,65.9,67.1,68,68.9,69.5,70.3
1810,60.4,58.6,60.6,62.8,64.3,64.8,65.7,66.4,66.7
