Original File,Converted File,Label Row,Data Row,Column,Conversion Factor,Conversion Addend,Units
VOLUME3/TH101CR/AP101CR.XLS,RESULTS/AP101CR.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH102/AP102.XLS,RESULTS/AP102.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH102R1/AP102R1.XLS,RESULTS/AP102R1.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH102R/AP102R.XLS,RESULTS/AP102R.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH103/AP103.XLS,RESULTS/AP103.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH104/AP104.XLS,RESULTS/AP104.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH105/AP105.XLS,RESULTS/AP105.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH106/AP106.XLS,RESULTS/AP106.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH107/AP107.XLS,RESULTS/AP107.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH108/AP108.XLS,RESULTS/AP108.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH109/AP109.XLS,RESULTS/AP109.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH110/AP110.XLS,RESULTS/AP110.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH111/AP111.XLS,RESULTS/AP111.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH112A/AP112A.XLS,RESULTS/AP112A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH113A/AP113A.XLS,RESULTS/AP113A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH115A/AP115A.XLS,RESULTS/AP115A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH126B/AP126B.XLS,RESULTS/AP126B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH126BR/AP126BR1.XLS,RESULTS/AP126BR1.csv,5,7,3,4.72E-04,0,m3/s
VOLUME3/TH128B/AP128B.XLS,RESULTS/AP128B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH202/AP202.XLS,RESULTS/AP202.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH203/AP203.XLS,RESULTS/AP203.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH205/AP205.XLS,RESULTS/AP205.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH207A/AP207A.XLS,RESULTS/AP207A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH208A/AP208A.XLS,RESULTS/AP208A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH210/AP210.XLS,RESULTS/AP210.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH212/AP212.XLS,RESULTS/AP212.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH214A/AP214A.XLS,RESULTS/AP214A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH215A/AP215A.XLS,RESULTS/AP215A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH216A/AP216A.XLS,RESULTS/AP216A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH217A/AP217A.XLS,RESULTS/AP217A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH218B/AP218B.XLS,RESULTS/AP218B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH223/AP223.XLS,RESULTS/AP223.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH226/AP226.XLS,RESULTS/AP226.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH227A/AP227A.XLS,RESULTS/AP227A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH244B/AP244B.XLS,RESULTS/AP244B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH247B/AP247B.XLS,RESULTS/AP247B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH248B/AP248B.XLS,RESULTS/AP248B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH249B/AP249B.XLS,RESULTS/AP249B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME4/TH252B/AP252B.XLS,RESULTS/AP252B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH229/AP229.XLS,RESULTS/AP229.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH230/AP230.XLS,RESULTS/AP230.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH231/AP231.XLS,RESULTS/AP231.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH233/AP233.XLS,RESULTS/AP233.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH235/AP235.XLS,RESULTS/AP235.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH236/AP236.XLS,RESULTS/AP236.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH238A/AP238A.XLS,RESULTS/AP238A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH239/AP239.XLS,RESULTS/AP239.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH245B/AP245B.XLS,RESULTS/AP245B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH246B/AP246B.XLS,RESULTS/AP246B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH250B/AP250B.XLS,RESULTS/AP250B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME5/TH251B/AP251B.XLS,RESULTS/AP251B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH301A/AP301A.XLS,RESULTS/AP301A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH302A/AP302A.XLS,RESULTS/AP302A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH303A/AP303A.XLS,RESULTS/AP303A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH305A/AP305A.XLS,RESULTS/AP305A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH306A/AP306A.XLS,RESULTS/AP306A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH309A/AP309A.XLS,RESULTS/AP309A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH312A/AP312A.XLS,RESULTS/AP312A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH313A/AP313A.XLS,RESULTS/AP313A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH338B/AP338B.XLS,RESULTS/AP338B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH339B/AP339B.XLS,RESULTS/AP339B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH340B/AP340B.XLS,RESULTS/AP340B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH341B/AP341B.XLS,RESULTS/AP341B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH342B/AP342B.XLS,RESULTS/AP342B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH343B/AP343B.XLS,RESULTS/AP343B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH344B/AP344B.XLS,RESULTS/AP344B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH345B/AP345B.XLS,RESULTS/AP345B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME6/TH346B/AP346B.XLS,RESULTS/AP346B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME7/TH401A/AP401A.XLS,RESULTS/AP401A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME7/TH403A/AP403A.XLS,RESULTS/AP403A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME7/TH404A/AP404A.XLS,RESULTS/AP404A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME7/TH407B/AP407B.XLS,RESULTS/AP407B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME7/TH408B/AP408B.XLS,RESULTS/AP408B.csv,5,7,3,4.72E-04,0,m3/s
VOLUME8/TH314/AP314.XLS,RESULTS/AP314.csv,5,7,3,4.72E-04,0,m3/s
VOLUME8/TH315A/AP315A.XLS,RESULTS/AP315A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME8/TH316/AP316.XLS,RESULTS/AP316.csv,5,7,3,4.72E-04,0,m3/s
VOLUME8/TH317A/AP317A.XLS,RESULTS/AP317A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME8/TH318A/AP318A.XLS,RESULTS/AP318A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME8/TH319A/AP319A.XLS,RESULTS/AP319A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME8/TH320A/AP320A.XLS,RESULTS/AP320A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME8/TH321A/AP321A.XLS,RESULTS/AP321A.csv,5,7,3,4.72E-04,0,m3/s
VOLUME2/TH501/CO501.XLS,RESULTS/CO501.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH502/CO502.XLS,RESULTS/CO502.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH605/CO605.XLS,RESULTS/CO605.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH606A/CO606A.XLS,RESULTS/CO606A.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH607/CO607.XLS,RESULTS/CO607.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH608/CO608.XLS,RESULTS/CO608.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH610/CO610.XLS,RESULTS/CO610.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH611/CO611.XLS,RESULTS/CO611.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH612B/CO612B.XLS,RESULTS/CO612B.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH615B/CO615B.XLS,RESULTS/CO615B.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH617A/CO617A.XLS,RESULTS/CO617A.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH618A/CO618A.XLS,RESULTS/CO618A.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH621A/CO621A.XLS,RESULTS/CO621A.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH622B/CO622B.XLS,RESULTS/CO622B.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH623B/CO623B.XLS,RESULTS/CO623B.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH624B/CO624B.XLS,RESULTS/CO624B.csv,5,7,3,1.00E+00,0,ppm
VOLUME2/TH625B/CO625B.XLS,RESULTS/CO625B.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH101CR/CO101CR.XLS,RESULTS/CO101CR.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH102/CO102.XLS,RESULTS/CO102.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH102R1/CO102R1.XLS,RESULTS/CO102R1.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH102R/CO102R.XLS,RESULTS/CO102R.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH103/CO103.XLS,RESULTS/CO103.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH104/CO104.XLS,RESULTS/CO104.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH105/CO105.XLS,RESULTS/CO105.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH106/CO106.XLS,RESULTS/CO106.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH107/CO107.XLS,RESULTS/CO107.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH108/CO108.XLS,RESULTS/CO108.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH109/CO109.XLS,RESULTS/CO109.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH110/CO110.XLS,RESULTS/CO110.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH111/CO111.XLS,RESULTS/CO111.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH112A/CO112A.XLS,RESULTS/CO112A.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH113A/CO113A.XLS,RESULTS/CO113A.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH115A/CO115A.XLS,RESULTS/CO115A.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH126B/CO126B.XLS,RESULTS/CO126B.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH126BR/CO126BR1.XLS,RESULTS/CO126BR1.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH128B/CO128B.XLS,RESULTS/CO128B.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH202/CO202.XLS,RESULTS/CO202.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH203/CO203.XLS,RESULTS/CO203.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH205/CO205.XLS,RESULTS/CO205.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH207A/CO207A.XLS,RESULTS/CO207A.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH208A/CO208A.XLS,RESULTS/CO208A.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH210/CO210.XLS,RESULTS/CO210.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH212/CO212.XLS,RESULTS/CO212.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH214A/CO214A.XLS,RESULTS/CO214A.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH215A/CO215A.XLS,RESULTS/CO215A.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH216A/CO216A.XLS,RESULTS/CO216A.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH217A/CO217A.XLS,RESULTS/CO217A.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH218B/CO218B.XLS,RESULTS/CO218B.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH223/CO223.XLS,RESULTS/CO223.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH226/CO226.XLS,RESULTS/CO226.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH227A/CO227A.XLS,RESULTS/CO227A.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH244B/CO244B.XLS,RESULTS/CO244B.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH247B/CO247B.XLS,RESULTS/CO247B.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH248B/CO248B.XLS,RESULTS/CO248B.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH249B/CO249B.XLS,RESULTS/CO249B.csv,5,7,3,1.00E+00,0,ppm
VOLUME4/TH252B/CO252B.XLS,RESULTS/CO252B.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH229/CO229.XLS,RESULTS/CO229.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH230/CO230.XLS,RESULTS/CO230.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH231/CO231.XLS,RESULTS/CO231.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH233/CO233.XLS,RESULTS/CO233.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH235/CO235.XLS,RESULTS/CO235.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH236/CO236.XLS,RESULTS/CO236.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH238A/CO238A.XLS,RESULTS/CO238A.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH239/CO239.XLS,RESULTS/CO239.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH245B/CO245B.XLS,RESULTS/CO245B.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH246B/CO246B.XLS,RESULTS/CO246B.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH250B/CO250B.XLS,RESULTS/CO250B.csv,5,7,3,1.00E+00,0,ppm
VOLUME5/TH251B/CO251B.XLS,RESULTS/CO251B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH301A/CO301A.XLS,RESULTS/CO301A.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH302A/CO302A.XLS,RESULTS/CO302A.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH303A/CO303A.XLS,RESULTS/CO303A.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH305A/CO305A.XLS,RESULTS/CO305A.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH306A/CO306A.XLS,RESULTS/CO306A.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH309A/CO309A.XLS,RESULTS/CO309A.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH312A/CO312A.XLS,RESULTS/CO312A.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH313A/CO313A.XLS,RESULTS/CO313A.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH338B/CO338B.XLS,RESULTS/CO338B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH339B/CO339B.XLS,RESULTS/CO339B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH340B/CO340B.XLS,RESULTS/CO340B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH341B/CO341B.XLS,RESULTS/CO341B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH342B/CO342B.XLS,RESULTS/CO342B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH343B/CO343B.XLS,RESULTS/CO343B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH344B/CO344B.XLS,RESULTS/CO344B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH345B/CO345B.XLS,RESULTS/CO345B.csv,5,7,3,1.00E+00,0,ppm
VOLUME6/TH346B/CO346B.XLS,RESULTS/CO346B.csv,5,7,3,1.00E+00,0,ppm
VOLUME7/TH401A/CO401A.XLS,RESULTS/CO401A.csv,5,7,3,1.00E+00,0,ppm
VOLUME7/TH403A/CO403A.XLS,RESULTS/CO403A.csv,5,7,3,1.00E+00,0,ppm
VOLUME7/TH404A/CO404A.XLS,RESULTS/CO404A.csv,5,7,3,1.00E+00,0,ppm
VOLUME7/TH407B/CO407B.XLS,RESULTS/CO407B.csv,5,7,3,1.00E+00,0,ppm
VOLUME7/TH408B/CO408B.XLS,RESULTS/CO408B.csv,5,7,3,1.00E+00,0,ppm
VOLUME8/TH314/CO314.XLS,RESULTS/CO314.csv,5,7,3,1.00E+00,0,ppm
VOLUME8/TH315A/CO315A.XLS,RESULTS/CO315A.csv,5,7,3,1.00E+00,0,ppm
VOLUME8/TH316/CO316.XLS,RESULTS/CO316.csv,5,7,3,1.00E+00,0,ppm
VOLUME8/TH317A/CO317A.XLS,RESULTS/CO317A.csv,5,7,3,1.00E+00,0,ppm
VOLUME8/TH318A/CO318A.XLS,RESULTS/CO318A.csv,5,7,3,1.00E+00,0,ppm
VOLUME8/TH319A/CO319A.XLS,RESULTS/CO319A.csv,5,7,3,1.00E+00,0,ppm
VOLUME8/TH320A/CO320A.XLS,RESULTS/CO320A.csv,5,7,3,1.00E+00,0,ppm
VOLUME8/TH321A/CO321A.XLS,RESULTS/CO321A.csv,5,7,3,1.00E+00,0,ppm
VOLUME3/TH101CR/FT101CR.XLS,RESULTS/FT101CR.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH102/FT102.XLS,RESULTS/FT102.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH102R1/FT102R1.XLS,RESULTS/FT102R1.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH102R/FT102R.XLS,RESULTS/FT102R.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH103/FT103.XLS,RESULTS/FT103.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH104/FT104.XLS,RESULTS/FT104.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH105/FT105.XLS,RESULTS/FT105.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH106/FT106.XLS,RESULTS/FT106.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH107/FT107.XLS,RESULTS/FT107.csv,5,7,3,5.56E-01,-17.7777777,C
VOLUME3/TH108/FT108.XLS,RESULTS/FT108.csv,5,7,3,5.56E-01,-17.7777777,C
