uw/u2*,"z,resolved contribution"
,m
-0.804226919,172.0360825
-0.796440489,185.5670103
-0.794215795,148.8402062
-0.78865406,204.8969072
-0.785317019,131.443299
-0.783092325,226.1597938
-0.779755284,239.6907216
-0.770856507,114.0463918
-0.768631813,255.1546392
-0.764182425,268.685567
-0.761957731,100.5154639
-0.757508343,280.2835052
-0.754171301,92.78350515
-0.747497219,291.8814433
-0.741935484,307.3453608
-0.741935484,90.85051546
-0.734149055,317.0103093
-0.733036707,88.91752577
-0.726362625,332.4742268
-0.717463849,349.871134
-0.714126808,86.98453608
-0.707452725,365.3350515
-0.698553949,378.8659794
-0.692992214,81.18556701
-0.690767519,390.4639175
-0.68298109,81.18556701
-0.680756396,411.7268041
-0.667408231,431.056701
-0.667408231,73.45360825
-0.661846496,440.7216495
-0.654060067,452.3195876
-0.647385984,67.65463918
-0.64516129,465.8505155
-0.638487208,473.5824742
-0.629588432,492.9123711
-0.629588432,63.78865979
-0.614015573,510.3092784
-0.609566185,59.92268041
-0.600667408,525.7731959
-0.59621802,56.05670103
-0.590656285,545.1030928
-0.581757508,56.05670103
-0.579532814,562.5
-0.565072303,56.05670103
-0.559510567,591.4948454
-0.553948832,603.0927835
-0.552836485,54.12371134
-0.542825362,620.4896907
-0.533926585,48.32474227
-0.527252503,639.8195876
-0.52057842,48.32474227
-0.507230256,48.32474227
-0.506117909,672.6804124
-0.498331479,688.1443299
-0.49054505,697.8092784
-0.49054505,42.5257732
-0.482758621,713.2731959
-0.476084538,42.5257732
-0.472747497,728.7371134
-0.46051168,744.2010309
-0.46051168,42.5257732
-0.454949944,759.6649485
-0.447163515,771.2628866
-0.444938821,42.5257732
-0.436040044,788.6597938
-0.427141268,40.59278351
-0.421579533,811.8556701
-0.411568409,40.59278351
-0.409343715,835.0515464
-0.402669633,850.5154639
-0.397107898,864.0463918
-0.395995551,34.79381443
-0.391546162,873.7113402
-0.381535039,889.1752577
-0.37374861,32.86082474
-0.371523915,912.371134
-0.360400445,931.7010309
-0.359288098,34.79381443
-0.345939933,958.7628866
-0.338153504,28.99484536
-0.333704116,985.8247423
-0.323692992,1009.020619
-0.318131257,25.12886598
-0.307007786,1034.149485
-0.300333704,23.19587629
-0.295884316,1061.21134
-0.280311457,23.19587629
-0.27919911,1084.407216
-0.263626251,19.32989691
-0.262513904,1113.402062
-0.255839822,1132.731959
-0.251390434,1150.128866
-0.240266963,19.32989691
-0.239154616,1163.659794
-0.233592881,1181.056701
-0.22246941,1200.386598
-0.221357063,19.32989691
-0.219132369,1219.716495
-0.203559511,1240.979381
-0.199110122,19.32989691
-0.191323693,1262.242268
-0.185761958,1297.036082
-0.185761958,1279.639175
-0.184649611,1289.304124
-0.180200222,13.53092784
-0.169076752,1312.5
-0.155728587,13.53092784
-0.147942158,1331.829897
-0.145717464,1355.025773
-0.144605117,1374.35567
-0.131256952,11.59793814
-0.120133482,1391.752577
-0.114571746,11.59793814
-0.102335929,1443.943299
-0.102335929,1432.345361
-0.102335929,1414.948454
-0.094549499,9.664948454
-0.088987764,1457.474227
-0.077864294,1474.871134
-0.0756396,9.664948454
-0.06785317,1484.536082
-0.065628476,9.664948454
-0.057842047,1484.536082
-0.051167964,1486.469072
-0.051167964,5.798969072
-0.03003337,1492.268041
-0.023359288,1.932989691
-0.008898776,1496.134021
