vw/u2*,"z,total flux"
,m
-0.301886792,3.851091142
-0.29700333,9.627727856
-0.29345172,15.40436457
-0.290788013,15.40436457
-0.288568257,17.32991014
-0.284128746,23.10654685
-0.281465039,26.957638
-0.27436182,26.957638
-0.27036626,34.65982028
-0.264150943,42.36200257
-0.260599334,44.28754814
-0.253496115,48.13863928
-0.250388457,53.91527599
-0.246836848,57.76636714
-0.244617092,61.61745828
-0.238401776,71.24518614
-0.233962264,80.87291399
-0.229966704,90.50064185
-0.223307436,98.20282413
-0.218867925,109.7560976
-0.211320755,123.2349166
-0.208213097,134.78819
-0.202441731,150.1925546
-0.199778024,157.8947368
-0.197558269,169.4480103
-0.193118757,179.0757381
-0.190899001,192.5545571
-0.186015538,206.0333761
-0.180688124,223.3632863
-0.174028857,240.6931964
-0.170033296,252.2464698
-0.166925638,265.7252888
-0.163374029,283.055199
-0.161154273,288.8318357
-0.158046615,296.534018
-0.157602664,296.534018
-0.157158713,297.4967908
-0.156714761,299.4223363
-0.15627081,301.3478819
-0.155826859,303.2734275
-0.155382908,305.198973
-0.154938957,306.1617458
-0.154495006,307.1245186
-0.154051054,308.0872914
-0.153607103,310.012837
-0.153163152,311.9383825
-0.152719201,312.9011553
-0.15227525,314.8267009
-0.151831299,315.7894737
-0.151387347,317.7150193
-0.150943396,317.7150193
-0.150499445,319.6405648
-0.150055494,321.5661104
-0.149611543,323.491656
-0.149167592,325.4172015
-0.14872364,327.3427471
-0.148279689,328.3055199
-0.147835738,329.2682927
-0.147391787,331.1938383
-0.146947836,333.1193838
-0.146503885,336.0077022
-0.146059933,336.970475
-0.145615982,338.8960205
-0.145172031,340.8215661
-0.14472808,340.8215661
-0.144284129,342.7471117
-0.143840178,344.6726573
-0.143396226,347.5609756
-0.142952275,349.4865212
-0.142508324,350.449294
-0.142064373,352.3748395
-0.141620422,354.3003851
-0.141176471,354.3003851
-0.140732519,357.1887035
-0.140288568,359.114249
-0.139844617,361.0397946
-0.139400666,362.9653402
-0.138956715,363.928113
-0.138512764,365.8536585
-0.138068812,366.8164313
-0.137624861,368.7419769
-0.13718091,370.6675225
-0.136736959,372.593068
-0.136293008,374.5186136
-0.135849057,375.4813864
-0.135405105,376.4441592
-0.134961154,378.3697047
-0.134517203,380.2952503
-0.134073252,382.2207959
-0.133629301,384.1463415
-0.13318535,386.071887
-0.132741398,387.0346598
-0.132297447,387.9974326
-0.131853496,389.9229782
-0.131409545,391.8485237
-0.130965594,394.7368421
-0.130521643,396.6623877
-0.130077691,398.5879332
-0.12963374,400.5134788
-0.129189789,400.5134788
-0.128745838,402.4390244
-0.128301887,404.8459564
-0.127857936,408.2156611
-0.127413984,409.1784339
-0.126970033,411.1039795
-0.126526082,412.0667522
-0.126082131,413.029525
-0.12563818,414.9550706
-0.125194229,418.8061617
-0.124750277,420.7317073
-0.124306326,422.6572529
-0.123862375,424.5827985
-0.123418424,424.5827985
-0.122974473,425.5455712
-0.122530522,427.4711168
-0.12208657,432.2849807
-0.121642619,435.1732991
-0.121198668,437.0988447
-0.120754717,438.0616175
-0.120310766,438.0616175
-0.119866815,440.9499358
-0.119422863,446.7265725
-0.118978912,448.6521181
-0.118534961,450.5776637
-0.11809101,452.5032092
-0.117647059,453.465982
-0.117203108,455.5840822
-0.116759156,461.1681643
-0.116315205,464.0564827
-0.115871254,465.9820282
-0.115427303,465.9820282
-0.114983352,466.7522465
-0.114539401,470.4749679
-0.11409545,475.6097561
-0.113651498,477.5353017
-0.113207547,479.4608472
-0.112763596,479.4608472
-0.112319645,481.3863928
-0.111875694,483.7933248
-0.111431743,487.1630295
-0.110987791,490.0513479
-0.11054384,491.9768935
-0.110099889,491.9768935
-0.109655938,493.902439
-0.109211987,497.2721438
-0.108768036,500.6418485
-0.108324084,502.5673941
-0.107880133,504.4929397
-0.107436182,505.4557125
-0.106992231,506.4184852
-0.10654828,509.4993582
-0.106104329,514.1206675
-0.105660377,516.0462131
-0.105216426,518.9345315
-0.104772475,519.8973042
-0.104328524,521.8228498
-0.103884573,524.2297818
-0.103440622,529.5250321
-0.10299667,531.4505777
-0.102552719,533.3761232
-0.102108768,533.3761232
-0.101664817,537.2272144
-0.101220866,541.0783055
-0.100776915,543.0038511
-0.100332963,546.8549422
-0.099889012,547.817715
-0.099445061,548.7804878
-0.09900111,551.6688062
-0.098557159,556.4826701
-0.098113208,558.4082157
-0.097669256,560.3337612
-0.097225305,561.296534
-0.096781354,564.1848524
-0.096337403,566.5917843
-0.095893452,569.9614891
-0.095449501,571.8870347
-0.095005549,574.775353
-0.094561598,575.7381258
-0.094117647,578.6264442
-0.093673696,583.4403081
-0.093229745,585.3658537
-0.092785794,588.254172
-0.092341842,590.1797176
-0.091897891,593.0680359
