Drection,z
16.17806041,357.0772059
16.18282989,354.3198529
16.18759936,354.3198529
16.19236884,351.5625
16.19713831,350.1838235
16.20190779,348.8051471
16.20667727,346.0477941
16.21144674,346.0477941
16.21621622,343.2904412
16.22098569,341.9117647
16.22575517,340.5330882
16.23052464,337.7757353
16.23529412,336.3970588
16.24006359,335.0183824
16.24483307,332.2610294
16.24960254,332.2610294
16.25437202,329.5036765
16.25914149,328.125
16.26391097,326.7463235
16.26868045,323.9889706
16.27344992,322.6102941
16.2782194,321.2316176
16.28298887,318.4742647
16.28775835,318.4742647
16.29252782,315.7169118
16.2972973,315.7169118
16.30206677,312.9595588
16.30683625,311.5808824
16.31160572,310.2022059
16.3163752,307.4448529
16.32114467,307.4448529
16.32591415,304.6875
16.33068362,304.6875
16.3354531,301.9301471
16.34022258,300.5514706
16.34499205,299.1727941
16.34976153,296.4154412
16.354531,296.4154412
16.35930048,293.6580882
16.36406995,292.2794118
16.36883943,290.9007353
16.3736089,288.1433824
16.37837838,288.1433824
16.38314785,285.3860294
16.38791733,285.3860294
16.3926868,282.6286765
16.39745628,281.25
16.40222576,279.8713235
16.40699523,277.1139706
16.41176471,275.7352941
16.41653418,274.3566176
16.42130366,271.5992647
16.42607313,271.5992647
16.43084261,268.8419118
16.43561208,267.4632353
16.44038156,266.0845588
16.44515103,263.3272059
16.44992051,261.9485294
16.45468998,260.5698529
16.45945946,257.8125
16.46422893,257.8125
16.46899841,255.0551471
16.47376789,252.2977941
16.47853736,252.2977941
16.48330684,249.5404412
16.48807631,248.1617647
16.49284579,246.7830882
16.49761526,244.0257353
16.50238474,244.0257353
16.50715421,241.2683824
16.51192369,241.2683824
16.51669316,238.5110294
16.52146264,238.5110294
16.52623211,235.7536765
16.53100159,235.7536765
16.53577107,232.9963235
16.54054054,231.6176471
16.54531002,230.2389706
16.55007949,228.8602941
16.55484897,227.4816176
16.55961844,226.1029412
16.56438792,224.7242647
16.56915739,221.9669118
16.57392687,221.9669118
16.57869634,219.2095588
16.58346582,219.2095588
16.58823529,216.4522059
16.59300477,216.4522059
16.59777424,213.6948529
16.60254372,213.6948529
16.6073132,210.9375
16.61208267,210.9375
16.61685215,208.1801471
16.62162162,208.1801471
16.6263911,205.4227941
16.63116057,205.4227941
16.63593005,202.6654412
16.64069952,202.6654412
16.645469,201.2867647
16.65023847,199.9080882
16.65500795,199.9080882
16.65977742,197.1507353
16.6645469,197.1507353
16.66931638,194.3933824
16.67408585,194.3933824
16.67885533,191.6360294
16.6836248,191.6360294
16.68839428,190.2573529
16.69316375,188.8786765
16.69793323,188.8786765
16.7027027,186.1213235
16.70747218,186.1213235
16.71224165,183.3639706
16.71701113,183.3639706
16.7217806,180.6066176
16.72655008,180.6066176
16.73131955,177.8492647
16.73608903,177.8492647
16.74085851,177.8492647
16.74562798,175.0919118
16.75039746,175.0919118
16.75516693,172.3345588
16.75993641,172.3345588
16.76470588,169.5772059
16.76947536,169.5772059
16.77424483,169.5772059
16.77901431,166.8198529
16.78378378,166.8198529
16.78855326,165.4411765
16.79332273,164.0625
16.79809221,164.0625
16.80286169,161.3051471
16.80763116,161.3051471
16.81240064,161.3051471
16.81717011,158.5477941
16.82193959,158.5477941
16.82670906,158.5477941
16.83147854,155.7904412
16.83624801,155.7904412
16.84101749,155.7904412
16.84578696,153.0330882
16.85055644,153.0330882
16.85532591,150.2757353
16.86009539,150.2757353
16.86486486,150.2757353
16.86963434,147.5183824
16.87440382,147.5183824
16.87917329,147.5183824
16.88394277,144.7610294
16.88871224,144.7610294
16.89348172,144.7610294
16.89825119,142.0036765
16.90302067,142.0036765
16.90779014,140.625
16.91255962,139.2463235
16.91732909,139.2463235
16.92209857,136.4889706
16.92686804,136.4889706
16.93163752,136.4889706
16.936407,133.7316176
16.94117647,133.7316176
16.94594595,133.7316176
16.95071542,130.9742647
16.9554849,130.9742647
16.96025437,130.9742647
16.96502385,129.5955882
16.96979332,128.2169118
16.9745628,128.2169118
16.97933227,128.2169118
16.98410175,125.4595588
16.98887122,125.4595588
16.9936407,125.4595588
16.99841017,125.4595588
17.00317965,122.7022059
17.00794913,122.7022059
17.0127186,122.7022059
17.01748808,121.3235294
17.02225755,119.9448529
17.02702703,119.9448529
17.0317965,119.9448529
17.03656598,117.1875
17.04133545,117.1875
17.04610493,117.1875
17.0508744,117.1875
17.05564388,114.4301471
17.06041335,114.4301471
17.06518283,114.4301471
17.06995231,113.0514706
17.07472178,111.6727941
17.07949126,111.6727941
17.08426073,111.6727941
17.08903021,108.9154412
17.09379968,108.9154412
17.09856916,108.9154412
17.10333863,107.5367647
17.10810811,106.1580882
17.11287758,106.1580882
17.11764706,106.1580882
17.12241653,103.4007353
17.12718601,103.4007353
17.13195548,103.4007353
17.13672496,103.4007353
17.14149444,100.6433824
17.14626391,100.6433824
17.15103339,100.6433824
17.15580286,99.26470588
17.16057234,97.88602941
17.16534181,97.88602941
17.17011129,97.88602941
17.17488076,95.12867647
17.17965024,95.12867647
17.18441971,95.12867647
17.18918919,95.12867647
17.19395866,92.37132353
17.19872814,92.37132353
17.20349762,92.37132353
17.20826709,89.61397059
17.21303657,89.61397059
17.21780604,89.61397059
17.22257552,88.23529412
17.22734499,86.85661765
17.23211447,86.85661765
17.23688394,86.85661765
17.24165342,84.09926471
17.24642289,84.09926471
17.25119237,84.09926471
17.25596184,82.72058824
17.26073132,81.34191176
17.26550079,81.34191176
17.27027027,81.34191176
17.27503975,78.58455882
17.27980922,78.58455882
17.2845787,78.58455882
17.28934817,75.82720588
17.29411765,75.82720588
17.29888712,75.82720588
17.3036566,75.82720588
17.30842607,73.06985294
17.31319555,73.06985294
17.31796502,73.06985294
17.3227345,70.3125
17.32750397,70.3125
17.33227345,70.3125
17.33704293,68.93382353
17.3418124,67.55514706
17.34658188,67.55514706
17.35135135,67.55514706
17.35612083,64.79779412
17.3608903,64.79779412
17.36565978,64.79779412
17.37042925,62.04044118
17.37519873,62.04044118
17.3799682,62.04044118
17.38473768,62.04044118
17.38950715,59.28308824
17.39427663,59.28308824
17.3990461,59.28308824
17.40381558,56.52573529
17.40858506,56.52573529
17.41335453,56.52573529
17.41812401,55.14705882
17.42289348,53.76838235
17.42766296,53.76838235
17.43243243,53.76838235
17.43720191,51.01102941
17.44197138,51.01102941
17.44674086,51.01102941
17.45151033,49.63235294
17.45627981,48.25367647
17.46104928,48.25367647
17.46581876,48.25367647
17.47058824,45.49632353
17.47535771,45.49632353
17.48012719,45.49632353
17.48489666,44.11764706
17.48966614,44.11764706
17.49443561,44.11764706
17.49920509,44.11764706
17.54213037,30.33088235
17.58505564,16.54411765
17.62321145,11.02941176
