vw/u2*,"z,resolved contribution"
,m
-0.197114317,130.9370988
-0.196670366,125.1604621
-0.196226415,100.1283697
-0.194894562,150.1925546
-0.192230855,167.5224647
-0.19045505,88.57509628
-0.188679245,182.9268293
-0.187347392,84.72400513
-0.185571587,194.4801027
-0.182463929,202.182285
-0.181576027,80.87291399
-0.179800222,215.661104
-0.177136515,221.4377407
-0.176692564,78.94736842
-0.173140954,229.139923
-0.171809101,69.31964056
-0.170477248,244.5442875
-0.168701443,250.3209243
-0.166481687,261.8741977
-0.165149834,63.54300385
-0.162930078,271.5019255
-0.162042175,63.54300385
-0.160710322,292.6829268
-0.160266371,289.7946085
-0.15982242,292.2015404
-0.159378468,295.0898588
-0.158934517,297.3042362
-0.158490566,297.1758665
-0.158046615,297.6037655
-0.157602664,296.534018
-0.157158713,295.5712452
-0.156714761,299.5098611
-0.15627081,301.4548567
-0.155826859,300.6258023
-0.155826859,55.84082157
-0.155382908,304.8138639
-0.154938957,305.3915276
-0.154495006,310.440736
-0.154051054,308.279846
-0.153607103,310.888085
-0.153163152,313.6499786
-0.152719201,311.6976893
-0.15227525,315.5487805
-0.151831299,313.1418485
-0.151387347,316.3396296
-0.150943396,313.3137722
-0.150499445,317.9075738
-0.150055494,320.4963629
-0.149611543,321.5661104
-0.149167592,324.8670457
-0.14872364,325.7381258
-0.14872364,55.84082157
-0.148279689,332.4775353
-0.147835738,326.3799743
-0.147391787,332.7984596
-0.146947836,333.6695397
-0.146503885,335.3658537
-0.146059933,336.1452412
-0.145615982,339.8587933
-0.145172031,344.9935815
-0.14472808,341.1424904
-0.144284129,342.4261874
-0.143840178,345.8761232
-0.143396226,351.4120668
-0.142952275,347.9735925
-0.142508324,348.7644416
-0.142508324,53.91527599
-0.142064373,354.5410783
-0.141620422,355.5038511
-0.141176471,352.6155327
-0.140732519,356.0119812
-0.140288568,363.1028791
-0.139844617,363.3779571
-0.139400666,360.6271777
-0.138956715,363.928113
-0.138512764,367.2978177
-0.138068812,364.4094994
-0.137624861,367.7792041
-0.13718091,371.4163457
-0.136736959,376.3371844
-0.136293008,374.4116389
-0.135849057,374.6255884
-0.135405105,379.7603766
-0.134961154,377.406932
-0.134961154,50.06418485
-0.134517203,381.2580231
-0.134073252,378.9045785
-0.133629301,380.9829452
-0.13318535,385.3841922
-0.132741398,382.0832569
-0.132297447,386.071887
-0.131853496,389.8160034
-0.131409545,393.9116083
-0.130965594,395.01192
-0.130521643,395.8371539
-0.130077691,396.3414634
-0.12963374,397.3042362
-0.129189789,401.2355584
-0.128745838,402.4390244
-0.128301887,404.36457
-0.127857936,409.4993582
-0.127413984,412.3074454
-0.126970033,413.029525
-0.126526082,416.1585366
-0.126082131,413.3504493
-0.12563818,417.1213094
-0.12563818,46.21309371
-0.125194229,422.6572529
-0.124750277,419.2187787
-0.124306326,422.7642276
-0.123862375,423.3449477
-0.123418424,423.9701249
-0.122974473,423.6200257
-0.122530522,427.6636714
-0.12208657,435.1732991
-0.121642619,435.5584082
-0.121198668,439.0243902
-0.120754717,439.4522893
-0.120310766,439.549539
-0.119866815,440.5998366
-0.119422863,446.4858793
-0.118978912,447.7963201
-0.118534961,451.4529117
-0.11809101,452.2892597
-0.117647059,450.0525149
-0.117203108,456.3543004
-0.116759156,463.2312489
-0.116315205,464.0564827
-0.115871254,464.6341463
-0.115427303,465.1262302
-0.114983352,468.3354728
-0.114539401,468.7633718
-0.11409545,473.9249037
-0.11409545,40.436457
-0.113651498,477.5353017
-0.113207547,478.3055199
-0.112763596,478.4980745
-0.112319645,481.3863928
-0.111875694,482.9268293
-0.111431743,490.4639648
-0.110987791,487.7131854
-0.11054384,491.5642765
-0.110099889,495.3465982
-0.109655938,492.9396662
-0.109211987,497.1758665
-0.108768036,501.2195122
-0.108324084,504.7068892
-0.107880133,505.6964056
-0.107436182,505.2150193
-0.106992231,509.1998288
-0.10654828,510.2695764
-0.106104329,515.0834403
-0.105660377,517.6508344
-0.105216426,518.7419769
-0.104772475,519.2554557
-0.104328524,522.593068
-0.103884573,525.8489905
-0.103884573,36.58536585
-0.103440622,527.7599487
-0.10299667,530.4878049
-0.102552719,537.0132649
-0.102108768,533.7262224
-0.101664817,535.9435173
-0.101220866,541.6559692
-0.100776915,544.6084724
-0.100332963,545.7851947
-0.099889012,549.3306437
-0.099445061,549.550706
-0.09900111,553.059478
-0.098557159,554.8780488
-0.098113208,557.4454429
-0.098113208,30.80872914
-0.097669256,558.1942662
-0.097225305,561.6816431
-0.096781354,562.9813864
-0.096337403,567.4582798
-0.095893452,571.6944801
-0.095449501,572.4121835
-0.095005549,576.5939238
-0.094561598,577.2785623
-0.094117647,579.2041078
-0.093673696,584.5956354
-0.093229745,585.8910025
-0.092785794,589.3650637
-0.092341842,590.9674408
-0.091897891,594.8454626
-0.09145394,597.1330766
-0.091009989,599.1655969
-0.090566038,602.3106547
-0.090566038,26.957638
-0.090122087,604.3250716
-0.089678135,607.6700899
-0.089234184,612.7086008
-0.088790233,614.4240868
-0.088346282,618.4852375
-0.087902331,619.8506243
-0.08745838,621.309371
-0.087014428,625.8023107
-0.086570477,630.8087291
-0.086126526,633.8007307
-0.085682575,635.2819196
-0.085238624,636.6553857
-0.084794673,638.4253316
-0.084350721,644.2554557
-0.08390677,645.6502419
-0.08390677,26.957638
-0.083462819,650.982522
-0.083018868,652.2097928
-0.082574917,654.5250321
-0.082130966,662.0375773
-0.081687014,663.4146341
-0.081243063,666.5785698
-0.080799112,669.7500566
-0.080799112,25.03209243
-0.080355161,672.0154044
-0.07991121,675.9948652
-0.079467259,680.1706562
-0.079023307,683.7062168
-0.078579356,690.0330094
-0.078135405,693.6494752
-0.077691454,697.6138337
-0.077247503,701.2596277
-0.076803552,707.2100984
-0.0763596,710.6276603
-0.075915649,713.9495079
-0.075471698,718.5683002
-0.075027747,725.9306804
-0.074583796,728.2616039
-0.074139845,733.512516
-0.073695893,740.1189109
-0.073251942,743.2605905
-0.072807991,746.6837826
-0.07236404,753.0015857
-0.071920089,758.8575096
-0.071920089,21.18100128
-0.071476138,762.2409683
-0.071032186,766.487484
-0.070588235,773.5879332
-0.070144284,778.0121034
-0.069700333,781.4826701
-0.069256382,788.6484504
-0.068812431,791.7660004
-0.068368479,796.534018
-0.067924528,804.3713263
-0.067480577,808.3237619
-0.067036626,812.0453573
-0.066592675,817.9289688
-0.066592675,17.32991014
-0.066148724,823.829471
-0.065704772,827.8832511
-0.065260821,831.8356868
-0.06481687,837.2725213
-0.064372919,843.0680359
-0.063928968,845.2012384
-0.063485017,850.6380729
-0.063041065,854.821887
-0.062597114,859.9967908
-0.062153163,863.2461489
-0.061709212,868.8061617
-0.061265261,873.0209671
-0.06082131,878.8912067
-0.060377358,882.8060107
-0.059933407,886.8836366
-0.059489456,892.7043218
-0.059045505,897.3042362
-0.058601554,902.2143774
-0.058157603,906.9319641
-0.057713651,912.2501375
-0.0572697,915.7038939
-0.056825749,921.8549422
-0.056825749,15.40436457
-0.056381798,927.6062428
-0.055937847,931.660023
-0.055493896,937.7406932
-0.055049945,942.4475824
-0.054605993,946.4563205
-0.054162042,950.7916132
-0.053718091,957.3170732
-0.05327414,963.5430039
-0.052830189,969.127086
-0.052386238,974.9120947
-0.052386238,17.32991014
-0.051942286,979.9276462
-0.051498335,987.2272144
-0.051054384,992.1373556
-0.050610433,999.144202
-0.050166482,1005.8442
-0.049722531,1010.911425
-0.049278579,1016.079995
-0.048834628,1023.213522
-0.048390677,1030.572259
-0.047946726,1036.855618
-0.047502775,1042.070253
-0.047058824,1050.889419
-0.046614872,1059.575213
-0.046170921,1066.227098
-0.04572697,1075.279663
-0.045283019,1082.50671
-0.044839068,1090.408949
-0.044395117,1099.749096
-0.043951165,1104.38791
-0.043951165,11.55327343
-0.043507214,1112.772786
-0.043063263,1118.909416
-0.042619312,1126.330892
-0.042175361,1133.971292
-0.04173141,1139.441592
-0.041287458,1146.181001
-0.041287458,11.55327343
-0.040843507,1152.899481
-0.040399556,1158.570367
-0.039955605,1165.147625
-0.039511654,1171.832019
-0.039067703,1177.420445
-0.038623751,1183.385292
-0.0381798,1187.382013
-0.037735849,1196.619598
-0.037291898,1199.513546
-0.036847947,1201.444159
-0.036403996,1205.648267
-0.035960044,1213.307659
-0.035516093,1219.681103
-0.035072142,1224.433034
-0.034628191,1230.06258
-0.03418424,1234.161444
-0.033740289,1236.392811
-0.033296337,1241.615854
-0.032852386,1250.401155
-0.032852386,11.55327343
-0.032408435,1253.732856
-0.031964484,1259.306804
-0.031520533,1260.697475
-0.031076582,1265.908674
-0.03063263,1270.334928
-0.030188679,1275.673941
-0.029744728,1282.124519
-0.029300777,1285.55503
-0.028856826,1289.687634
-0.028412875,1295.290436
-0.027968923,1298.932505
-0.027524972,1300.919983
-0.027081021,1306.704848
-0.02663707,1309.646066
-0.026193119,1315.275995
-0.025749168,1318.891742
-0.025749168,7.702182285
-0.025305216,1321.82285
-0.024861265,1330.700109
-0.024417314,1332.79846
-0.023973363,1337.646105
-0.023529412,1340.757381
-0.023085461,1347.207959
-0.022641509,1349.073904
-0.022197558,1353.771804
-0.021753607,1362.109542
-0.021309656,1367.45828
-0.020865705,1372.121121
-0.020421754,1377.60751
-0.019977802,1381.522314
-0.019533851,1385.550385
-0.0190899,1389.882863
-0.0190899,3.851091142
-0.018645949,1396.158078
-0.018201998,1402.695764
-0.017758047,1405.500148
-0.017314095,1407.830552
-0.016870144,1409.725893
-0.016426193,1413.457424
-0.015982242,1422.751642
