Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
 9,   0,0.0,565.,-398.,0.2080,0.0005, 29., 29., 29., 29., 29., 33.
 9, 500,4.1,491.,-297.,0.1850,0.0140,126.,113., 59.,101.,100., 90.
 9,1000,4.0,474.,-292.,0.1822,0.0156,140.,125., 66.,111.,110.,101.
 9,2000,4.2,463.,-287.,0.1809,0.0159,152.,140., 73.,123.,122.,111.
 9,3000,3.9,464.,-278.,0.1824,0.0154,154.,140., 75.,126.,123.,114.
 9,4000,4.0,461.,-261.,0.1819,0.0157,161.,146., 80.,132.,129.,118.
