Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
56,   0,0.0,221., -65.,0.2106,0.0005, 28., 25., 25., 26., 26., 25.
56, 500,3.9,207., -50.,0.1812,0.0165, 51.,181.,113.,116.,115., 48.
56,1000,4.0,200., -63.,0.1611,0.0268, 65.,201.,122.,132.,129., 57.
