Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
 2,   0,0.0,  0.,   0.,0.2063,0.0004, 31., 29., 28., 29., 30., 26.
 2, 100,4.0,  0.,  16.,0.1950,0.0070,109., 91., 59., 87., 79., 26.
 2, 200,4.1,  0.,  25.,0.1850,0.0130,132.,115., 79.,109.,101., 24.
 2, 300,4.0,  0.,  28.,0.1720,0.0190,145.,126., 87.,119.,112., 24.
 2, 400,4.0,  0.,  30.,0.1610,0.0260,152.,133., 92.,126.,119., 24.
 2, 500,4.0,  0.,  28.,0.1500,0.0310,158.,138., 96.,132.,125., 24.
