Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
54,   0,0.0,248., -83.,0.2095,0.0005, 31., 28., 28., 29., 29., 27.
54, 500,4.0,234., -71.,0.1789,0.0167, 55.,177.,110.,113.,114., 52.
54,1000,4.0,228., -66.,0.1616,0.0256, 69.,195.,124.,128.,129., 61.
54,2000,4.0,223., -51.,0.1547,0.0289, 87.,213.,140.,144.,147., 70.
54,3000,4.0,220., -56.,0.1544,0.0294, 97.,223.,151.,154.,157., 75.
54,4000,4.0,216., -58.,0.1534,0.0299,105.,231.,158.,161.,165., 78.
