Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
63,   0,0.0,  0.,   0.,0.2088,0.0004, 47., 39., 32., 39., 39., 35.
63, 500,1.0,  0.,   7.,0.2029,0.0041, 73., 70., 40., 61., 61., 33.
63,1000,1.0,  0.,   3.,0.2012,0.0046, 78., 74., 42., 65., 65., 34.
63,2000,1.0,  0.,  12.,0.2020,0.0044, 80., 76., 41., 66., 66., 33.
63,3000,1.0,  0.,   6.,0.2010,0.0044, 83., 78., 43., 68., 68., 33.
