Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
25,   0,0.0,233., -66.,0.2091,0.0005, 36., 35., 33., 35., 34., 34.
25, 500,4.0,218., -63.,0.1762,0.0187, 61.,185.,107.,120.,118., 57.
25,1000,4.0,216., -52.,0.1564,0.0291, 75.,205.,119.,135.,133., 65.
25,2000,4.0,205., -76.,0.1490,0.0339, 93.,216.,134.,147.,148., 72.
