Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
52,   0,0.0,  0.,   0.,0.2094,0.0003, 30., 27., 25., 27., 27., 27.
52, 500,4.0,  0.,  10.,0.2017,0.0045, 39.,142., 51., 80., 78., 28.
52,1000,4.0,  0.,   8.,0.1966,0.0074, 45.,151., 53., 86., 83., 28.
52,2000,4.0,  0.,   9.,0.1933,0.0093, 53.,158., 56., 91., 89., 30.
52,3000,4.0,  0.,  11.,0.1923,0.0098, 58.,165., 65., 99., 96., 31.
52,4000,4.0,  0.,   7.,0.1924,0.0100, 61.,166., 64.,100., 97., 32.
