Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
60,   0,0.0,  0.,   0.,0.2081,0.0004, 21., 21., 21., 21., 21., 24.
60, 500,8.0,  0.,  10.,0.1940,0.0087, 37.,221., 65.,109.,107., 25.
60,1000,8.0,  0.,  13.,0.1845,0.0138, 48.,241., 67.,121.,119., 26.
60,2000,8.0,  0.,  12.,0.1763,0.0177, 64.,255., 88.,139.,136., 29.
