Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
 6,   0,0.0,  0.,   0.,0.2097,0.0003, 20., 20., 19., 19., 20., 28.
 6, 100,2.0,  0.,  17.,0.2060,0.0030, 59., 49., 30., 47., 43., 27.
 6, 200,2.0,  0.,  18.,0.2000,0.0060, 75., 65., 44., 62., 58., 28.
 6, 300,2.0,  0.,  16.,0.1940,0.0090, 83., 73., 51., 69., 65., 28.
 6, 400,2.0,  0.,  13.,0.1900,0.0120, 89., 78., 54., 73., 70., 28.
 6, 500,2.0,  0.,  17.,0.1830,0.0150, 93., 81., 57., 77., 74., 28.
 6,1000,2.0,  0.,  12.,0.1550,0.0280,107., 94., 68., 89., 86., 29.
