Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
13,   0,0.0,474.,-283.,0.2087,0.0004, 43., 37., 35., 38., 38., 37.
13, 500,4.1,426.,-197.,0.1817,0.0156,144.,133., 69.,116.,116., 93.
13,1000,4.0,410.,-192.,0.1797,0.0174,156.,143., 75.,126.,125.,102.
13,2000,4.1,400.,-207.,0.1797,0.0176,168.,156., 83.,136.,136.,110.
13,3000,4.0,394.,-198.,0.1786,0.0180,174.,161., 88.,142.,141.,115.
13,4000,4.0,391.,-189.,0.1776,0.0180,178.,166., 91.,146.,145.,117.
13,5000,4.0,391.,-179.,0.1780,0.0180,181.,168., 93.,148.,147.,119.
