Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
38,   0,0.0,346.,-165.,0.2091,0.0004, 29., 28., 28., 28., 28., 31.
38, 500,4.0,321.,-126.,0.1801,0.0165, 59.,161., 96.,105.,105., 63.
38,1000,4.0,312.,-120.,0.1721,0.0212, 74.,176.,109.,120.,120., 72.
38,2000,4.0,304.,-127.,0.1679,0.0227, 91.,194.,124.,135.,136.,-83.
38,3000,4.0,299.,-118.,0.1679,0.0229,101.,204.,133.,145.,146., 88.
38,4000,4.0,296.,-123.,0.1681,0.0231,107.,210.,139.,152.,152., 92.
