Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
30,   0,0.0,349.,-168.,0.2089,0.0005, 36., 35., 35., 35., 35., 37.
30, 500,5.0,318.,-120.,0.1701,0.0222, 72.,198.,117.,133.,129., 77.
30,1000,5.0,309.,-126.,0.1579,0.0285, 91.,216.,131.,150.,146., 88.
30,2000,5.0,297.,-116.,0.1547,0.0309,111.,237.,148.,167.,166.,100.
30,3000,5.0,295.,-106.,0.1538,0.0315,123.,247.,159.,178.,176.,107.
30,4000,4.9,292.,-118.,0.1523,0.0319,132.,255.,165.,185.,184.,110.
