Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
59,   0,0.0,214., -57.,0.2091,0.0005, 46., 42., 39., 43., 42., 39.
59, 500,4.0,204., -40.,0.1706,2.1300, 75.,196., 85.,118.,119., 62.
59,1000,4.0,199., -44.,0.1506,0.0316, 91.,215., 99.,133.,135., 70.
59,2000,4.0,196., -36.,0.1420,0.0363,109.,232.,114.,149.,152., 76.
59,3000,4.0,192., -40.,0.1404,0.0369,121.,243.,124.,159.,163., 81.
59,4000,4.0,194., -40.,0.1420,0.0367,128.,248.,131.,165.,169., 81.
