Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
19,   0,0.0,351.,-156.,0.2099,0.0002, 27., 23., 23., 24., 24., 23.
19, 500,4.1,322., -98.,0.1784,0.0172, 60.,177., 77.,106.,105., 59.
19,1000,4.1,314., -95.,0.1681,0.0225, 74.,193., 89.,118.,118., 68.
19,2000,4.0,305.,-110.,0.1666,0.0236, 90.,209.,102.,132.,134., 78.
19,3000,3.9,303.,-103.,0.1665,0.0234,101.,216.,109.,139.,142., 84.
19,4000,4.1,300., -97.,0.1653,0.0236,108.,225.,116.,149.,150., 89.
19,5000,4.0,300., -87.,0.1669,0.0240,114.,231.,121.,155.,155., 91.
