Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
42,   0,0.0,206., -64.,0.2092,0.0003, 26., 28., 27., 27., 27., 31.
42, 500,4.0,191., -45.,0.1687,0.0235, 57.,146., 55., 84., 86., 61.
42,1000,4.0,186., -52.,0.1513,0.0326, 77.,162., 71.,100.,103., 68.
42,2000,4.0,185., -38.,0.1402,0.0381,100.,184., 92.,119.,125., 77.
42,3000,4.0,180., -44.,0.1382,0.0393,112.,194.,106.,131.,137., 82.
42,4000,4.0,177., -44.,0.1362,0.0398,120.,206.,116.,140.,147., 85.
42,5000,4.0,179., -38.,0.1366,0.0401,127.,210.,125.,148.,154., 87.
