Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
36,   0,0.0,582.,-424.,0.2086,0.0003, 36., 34., 34., 35., 35., 36.
36, 500,2.0,553.,-373.,0.1985,0.0060, 55., 88., 62., 69., 68., 56.
36,1000,2.0,545.,-375.,0.1977,0.0067, 61., 95., 67., 75., 74., 61.
36,2000,2.0,539.,-368.,0.1978,0.0068, 69.,102., 72., 82., 81., 67.
36,3000,2.0,534.,-358.,0.1970,0.0069, 73.,106., 75., 86., 85., 71.
36,4000,2.0,527.,-368.,0.1965,0.0069, 77.,109., 77., 89., 88., 73.
