Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
33,   0,0.0,230., -73.,0.2091,0.0004, 24., 23., 23., 24., 24., 24.
33, 500,2.0,223., -62.,0.1951,0.0082, 38.,104., 63., 70., 68., 39.
33,1000,2.0,218., -66.,0.1858,0.0132, 46.,116., 73., 80., 78., 45.
33,2000,2.0,213., -65.,0.1814,0.0157, 56.,129., 83., 89., 89., 52.
33,3000,2.0,211., -61.,0.1801,0.0160, 62.,137., 90., 95., 96., 55.
33,4000,2.0,209., -69.,0.1802,0.0162, 67.,142., 94.,100.,101., 58.
33,5000,2.0,208., -61.,0.1808,0.0164, 71.,145., 97.,104.,104., 61.
