Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
23,   0,0.0,249., -85.,0.2083,0.0006, 35., 34., 33., 34., 34., 35.
23, 500,4.0,235., -66.,0.1766,0.0182, 59.,182.,108.,120.,116., 61.
23,1000,4.0,229., -64.,0.1584,0.0278, 73.,200.,119.,136.,131., 69.
23,2000,4.0,224., -66.,0.1519,0.0318, 92.,216.,133.,146.,147., 76.
23,3000,4.0,222., -68.,0.1498,0.0322,103.,227.,143.,157.,157., 80.
23,4000,4.0,223., -52.,0.1515,0.0326,110.,233.,149.,164.,164., 83.
