Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
64,   0,0.0,  0.,   0.,0.2092,0.0003, 26., 22., 20., 23., 22., 20.
64, 500,2.0,  0.,   9.,0.1959,0.0079, 83., 76., 35., 66., 65., 20.
64,1000,2.0,  0.,   8.,0.1954,0.0077, 88., 83., 36., 70., 69., 19.
64,2000,2.0,  0.,   6.,0.1959,0.0075, 96., 88., 37., 75., 73., 20.
64,3000,2.0,  0.,   3.,0.1954,0.0074, 98., 91., 41., 77., 77., 21.
