Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
58,   0,0.0,220., -61.,0.2102,0.0004, 28., 23., 23., 25., 25., 23.
58, 500,4.0,206., -45.,0.1771,0.0186, 55.,183.,103.,113.,113., 47.
58,1000,4.0,201., -43.,0.1531,0.0305, 68.,204.,111.,126.,128., 56.
58,2000,4.0,196., -34.,0.1428,0.0355, 88.,223.,127.,144.,146., 65.
58,3000,4.0,192., -35.,0.1411,0.0364,100.,236.,137.,155.,158., 70.
58,4000,4.0,189., -35.,0.1403,0.0370,109.,243.,145.,163.,165., 73.
