Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
40,   0,0.0,467.,-283.,0.2094,0.0005, 29., 27., 27., 28., 28., 30.
40, 500,4.0,429.,-231.,0.1844,0.0145, 62.,146., 89.,100., 99., 66.
40,1000,4.0,416.,-213.,0.1798,0.0169, 76.,161., 99.,112.,112., 76.
40,2000,4.1,406.,-214.,0.1792,0.0175, 91.,176.,112.,127.,127., 87.
40,3000,4.0,400.,-208.,0.1784,0.0177,101.,185.,120.,136.,135., 93.
40,4000,4.0,394.,-208.,0.1787,0.0180,109.,192.,127.,143.,143., 98.
