Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
32,   0,0.0,110., -20.,0.2087,0.0003, 32., 30., 30., 31., 31., 36.
32, 500,2.0,108., -19.,0.1957,0.0075, 42.,120., 80., 81., 81., 43.
32,1000,2.0,109., -17.,0.1786,0.0166, 48.,135., 91., 92., 91., 46.
32,2000,2.0, 99., -20.,0.1605,0.0264, 59.,150.,102.,103.,103., 50.
32,3000,2.0,102., -17.,0.1535,0.0300, 66.,159.,109.,110.,111., 52.
32,4000,2.0,103., -14.,0.1517,0.0317, 72.,165.,111.,115.,116., 54.
