Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
 4,   0,0.0,  0.,   0.,0.2069,0.0004, 22., 21., 20., 21., 21., 25.
 4, 100,5.9,  0.,  43.,0.1900,0.0110,138.,114., 70.,108., 97., 23.
 4, 200,6.0,  0.,  12.,0.1710,0.0210,168.,141., 93.,135.,123., 23.
 4, 300,6.0,  0.,  19.,0.1530,0.0310,186.,155.,102.,148.,137., 23.
