Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
55,   0,0.0,  0.,   0.,0.2084,0.0005, 45., 44., 36., 42., 41., 37.
55, 500,2.0,  0.,   4.,0.2051,0.0029, 49.,111., 50., 71., 70., 36.
55,1000,2.0,  0.,   5.,0.2016,0.0042, 52.,119., 51., 75., 74., 36.
55,2000,2.0,  0.,   7.,0.1995,0.0057, 56.,122., 54., 79., 78., 35.
55,3000,2.0,  0.,   9.,0.1980,0.0062, 59.,127., 58., 83., 81., 35.
55,4000,2.0,  0.,   6.,0.1976,0.0065, 61.,127., 57., 84., 82., 35.
