Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
20,   0,0.0,240., -75.,0.2093,0.0003, 22., 20., 20., 21., 21., 20.
20, 500,4.0,225., -51.,0.1766,0.0181, 50.,180., 86.,108.,105., 48.
20,1000,4.0,220., -44.,0.1577,0.0285, 64.,197., 99.,121.,120., 57.
20,2000,4.0,214., -34.,0.1501,0.0329, 83.,216.,117.,138.,139., 66.
20,3000,4.0,211., -39.,0.1486,0.0335, 94.,227.,128.,149.,150., 72.
20,4000,4.0,209., -37.,0.1469,0.0338,102.,235.,136.,156.,157., 75.
20,5000,4.0,204., -31.,0.1463,0.0346,108.,240.,144.,162.,164., 77.
20,6000,4.0,203., -36.,0.1442,0.0353,113.,246.,149.,167.,170., 80.
