Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
51,   0,0.0,  0.,   0.,0.2086,0.0004, 40., 40., 35., 38., 38., 39.
51, 500,4.0,  0.,   8.,0.1972,0.0072, 51.,181., 48., 93., 93., 38.
51,1000,4.0,  0.,  11.,0.1879,0.0120, 58.,195., 52.,103.,102., 38.
51,2000,4.0,  0.,  10.,0.1794,0.0171, 70.,208., 58.,114.,112., 39.
51,3000,4.0,  0.,  10.,0.1758,0.0185, 77.,211., 58.,118.,115., 38.
