Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
50,   0,0.0,222., -70.,0.2101,0.0004, 20., 20., 20., 20., 20., 21.
50, 500,4.0,209., -54.,0.1769,0.0183, 47.,171., 78., 98., 99., 50.
50,1000,4.0,200., -35.,0.1564,0.0286, 64.,190., 92.,113.,115., 58.
50,2000,4.0,193., -65.,0.1454,0.0346, 85.,207.,109.,129.,134., 68.
50,3000,4.0,191., -43.,0.1426,0.0359, 98.,218.,120.,140.,146., 74.
50,4000,4.0,188., -40.,0.1410,0.0368,106.,226.,129.,149.,154., 78.
