Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
57,   0,0.0,247., -85.,0.2101,0.0005, 32., 31., 31., 31., 31., 33.
57, 500,4.0,231., -72.,0.1809,0.0168, 57.,184.,116.,120.,119., 59.
57,1000,4.0,227., -67.,0.1630,0.0259, 71.,203.,129.,134.,134., 67.
57,2000,4.0,222., -59.,0.1567,0.0290, 89.,221.,143.,151.,151., 75.
57,3000,4.0,218., -58.,0.1548,0.0299, 99.,234.,153.,162.,162., 80.
57,4000,4.1,208., -60.,0.1537,0.0306,108.,241.,148.,167.,166., 83.
57,5000,4.0,214., -63.,0.1540,0.0308,115.,248.,157.,173.,173., 86.
