Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
12,   0,0.0,366.,-167.,0.2092,0.0003, 24., 23., 23., 23., 23., 23.
12, 500,4.0,320.,-132.,0.1768,0.0183,134.,122., 62.,108.,106., 75.
12,1000,4.0,318.,-109.,0.1702,0.0221,149.,134., 70.,119.,118., 86.
12,2000,4.0,317.,-103.,0.1681,0.0231,162.,146., 79.,130.,129., 96.
12,3000,4.1,315., -93.,0.1669,0.0235,172.,154., 84.,138.,137.,101.
12,4000,4.0,309.,-111.,0.1679,0.0237,176.,160., 90.,143.,142.,104.
12,5000,4.0,308., -94.,0.1675,0.0237,180.,163., 93.,146.,145.,107.
