Test,Time,Fuel Flow,Air Flow,Pressure,O2,CO2,West Upper TCs,West Middle TCs,West Bottom TCs,West TC Average,East TC Average,Exit Duct TC
No.,s,g/s,g/s,Pa,mol/mol,mol/mol,C,C,C,C,C,C
21,   0,0.0,116., -12.,0.2094,0.0005, 49., 49., 40., 46., 46., 38.
21, 500,4.0,114.,  -6.,0.1755,0.0192, 67.,210.,125.,135.,134., 47.
21,1000,4.0,116.,   4.,0.1372,0.0392, 80.,228.,139.,151.,149., 52.
21,2000,4.0,110.,  -1.,0.1030,0.0572, 97.,246.,156.,167.,166., 59.
21,3000,4.0,113.,   6.,0.0954,0.0614,109.,255.,166.,174.,177., 63.
21,4000,4.0,111.,   8.,0.0927,0.0630,116.,260.,173.,180.,183., 66.
21,5000,4.0,105.,   0.,0.0900,0.0650,122.,267.,180.,186.,190., 68.
21,6000,4.0,108.,   1.,0.0867,0.0671,127.,271.,186.,191.,195., 10.
