Time,HRR
0.0,0.0
600.0,0.0
603.8,19.2
603.8,19.2
607.5,21.7
607.5,21.7
611.3,23.6
611.3,23.6
615.0,25.3
615.0,25.3
618.8,27.2
618.8,27.2
622.5,29.3
622.5,29.3
626.3,31.5
626.3,31.5
630.0,33.8
630.0,33.8
633.8,36.0
633.8,36.0
637.5,38.0
637.5,38.0
641.3,40.2
641.3,40.2
645.0,42.5
645.0,42.5
648.8,44.8
648.8,44.8
652.5,46.7
652.5,46.7
656.3,48.3
656.3,48.3
660.0,49.7
660.0,49.7
663.8,51.2
663.8,51.2
667.5,52.3
667.5,52.3
671.3,53.0
671.3,53.0
675.0,53.1
675.0,53.1
678.8,53.0
678.8,53.0
682.5,52.7
682.5,52.7
686.3,52.3
686.3,52.3
690.0,51.8
690.0,51.8
693.8,51.1
693.8,51.1
697.5,50.1
697.5,50.1
701.3,48.9
701.3,48.9
705.0,47.6
705.0,47.6
708.8,46.2
708.8,46.2
712.5,44.9
712.5,44.9
716.3,43.5
716.3,43.5
720.0,42.0
720.0,42.0
723.8,40.4
723.8,40.4
727.5,38.7
727.5,38.7
731.3,36.9
731.3,36.9
735.0,35.1
735.0,35.1
738.8,33.4
738.8,33.4
742.5,32.3
742.5,32.3
746.3,31.5
746.3,31.5
750.0,30.7
750.0,30.7
753.8,29.5
753.8,29.5
757.5,28.2
757.5,28.2
761.3,27.1
761.3,27.1
765.0,26.5
765.0,26.5
768.8,26.4
768.8,26.4
772.5,26.5
776.3,26.5
780.0,26.2
780.0,26.2
783.8,25.7
783.8,25.7
787.5,25.3
787.5,25.3
791.3,25.2
791.3,25.2
795.0,25.1
802.5,25.1
806.3,25.0
806.3,25.0
810.0,24.7
810.0,24.7
813.8,24.2
813.8,24.2
817.5,23.7
817.5,23.7
821.3,23.3
821.3,23.3
825.0,23.0
825.0,23.0
828.8,22.4
828.8,22.4
832.5,21.7
832.5,21.7
836.3,21.2
836.3,21.2
840.0,20.9
840.0,20.9
843.8,20.8
843.8,20.8
847.5,20.6
847.5,20.6
851.3,20.4
851.3,20.4
855.0,20.2
855.0,20.2
858.8,19.9
858.8,19.9
862.5,19.8
862.5,19.8
866.3,19.6
866.3,19.6
870.0,19.4
870.0,19.4
873.8,19.1
873.8,19.1
877.5,18.8
877.5,18.8
881.3,18.7
881.3,18.7
885.0,18.6
885.0,18.6
888.8,18.3
888.8,18.3
892.5,17.9
892.5,17.9
896.3,17.1
896.3,17.1
900.0,15.2
900.0,15.2
903.8,9.7
903.8,9.7
907.5,4.0
