Time,HRRPUA
0.0,0.0
12.1,0.0
24.3,0.0
36.4,0.0
48.5,0.0
60.7,0.0
72.8,0.0
84.9,0.0
97.1,0.0
109.2,0.0
121.3,0.0
133.4,0.0
145.6,0.0
157.7,0.0
169.8,0.0
182.0,0.0
194.1,0.0
206.2,0.0
218.4,0.0
230.5,0.0
242.6,14.0
254.8,65.1
266.9,99.3
279.0,110.6
291.2,112.8
303.3,111.0
315.4,107.5
327.5,104.3
339.7,100.2
351.8,97.6
363.9,95.4
376.1,92.9
388.2,91.6
400.3,89.2
412.5,87.6
424.6,87.7
436.7,87.5
448.9,87.4
461.0,85.9
473.1,86.3
485.3,86.5
497.4,86.4
509.5,85.7
521.6,86.0
533.8,86.4
545.9,85.3
558.0,86.1
570.2,84.7
582.3,84.6
594.4,84.3
606.6,84.0
618.7,82.4
630.8,82.1
643.0,81.8
655.1,79.9
667.2,79.9
679.4,78.9
691.5,77.5
703.6,76.7
715.7,75.1
727.9,74.6
740.0,73.0
752.1,73.0
764.3,71.7
776.4,70.5
788.5,69.9
800.7,68.7
812.8,68.7
824.9,67.6
837.1,67.5
849.2,66.0
861.3,66.1
873.5,65.2
885.6,65.7
897.7,65.8
909.8,65.3
922.0,64.8
934.1,64.5
946.2,64.2
958.4,64.2
970.5,64.0
982.6,63.3
994.8,63.6
1006.9,62.9
1019.0,63.4
1031.2,62.7
1043.3,62.6
1055.4,62.3
1067.6,62.7
1079.7,62.2
1091.8,62.0
1103.9,62.0
1116.1,62.1
1128.2,61.8
1140.3,60.9
1152.5,61.3
1164.6,61.8
1176.7,61.3
1188.9,60.9
1201.0,60.7
