Time,HRRPUA
0.0,0.0
12.1,0.0
24.3,0.0
36.4,0.0
48.6,0.0
60.7,0.0
72.8,0.0
85.0,0.0
97.1,44.3
109.2,92.6
121.4,106.5
133.5,109.2
145.7,109.1
157.8,109.3
169.9,107.5
182.1,102.5
194.2,90.9
206.3,81.5
218.5,72.1
230.6,64.5
242.8,59.0
254.9,56.6
267.0,53.3
279.2,50.7
291.3,47.4
303.4,44.6
315.6,42.8
327.7,41.9
339.9,41.9
352.0,40.5
364.1,39.7
376.3,37.4
388.4,37.1
400.5,35.7
412.7,34.5
424.8,32.8
437.0,32.1
449.1,31.0
461.2,30.1
473.4,29.1
485.5,28.4
497.6,28.2
509.8,28.7
521.9,28.5
534.1,27.7
546.2,27.3
558.3,27.8
570.5,29.5
582.6,29.9
594.7,29.7
606.9,31.8
619.0,32.2
631.2,33.4
643.3,34.6
655.4,34.9
667.6,36.9
679.7,38.6
691.8,39.5
704.0,41.6
716.1,40.6
728.3,41.1
740.4,40.8
752.5,43.4
764.7,44.5
776.8,46.3
788.9,46.5
801.1,48.4
813.2,51.6
825.4,51.6
837.5,53.6
849.6,54.8
861.8,55.9
873.9,57.8
886.0,57.3
898.2,59.0
910.3,61.6
922.5,62.1
934.6,63.1
946.7,63.8
958.9,62.7
971.0,64.2
983.1,64.3
995.3,63.9
1007.4,64.2
1019.6,64.0
1031.7,63.5
1043.8,64.0
1056.0,65.4
1068.1,65.8
1080.2,66.4
1092.4,65.8
1104.5,67.6
1116.7,67.0
1128.8,67.4
1140.9,67.0
1153.1,66.5
1165.2,65.9
1177.3,65.1
1189.5,64.6
1201.6,64.2
1213.8,63.4
1225.9,64.3
1238.0,64.0
1250.2,62.7
1262.3,63.2
1274.4,64.3
1286.6,66.4
1298.7,66.9
1310.9,68.1
1323.0,68.0
1335.1,68.6
1347.3,68.4
1359.4,69.2
1371.5,70.0
1383.7,68.8
1395.8,68.9
1408.0,68.9
1420.1,69.5
1432.2,68.2
1444.4,69.4
1456.5,71.0
1468.6,69.4
1480.8,69.0
1492.9,71.9
1505.1,69.7
1517.2,73.5
1529.3,73.5
1541.5,72.8
1553.6,73.3
1565.7,77.8
1577.9,78.6
1590.0,80.9
1602.2,82.6
1614.3,84.0
1626.4,86.1
1638.6,88.4
1650.7,86.4
1662.8,87.7
1675.0,90.3
1687.1,92.1
1699.3,96.0
1711.4,97.8
1723.5,100.5
1735.7,101.4
1747.8,100.4
1759.9,100.9
1772.1,104.5
1784.2,104.2
1796.4,105.4
1808.5,104.8
1820.6,107.7
1832.8,108.0
1844.9,108.4
1857.0,109.0
1869.2,110.6
1881.3,111.6
1893.5,112.6
1905.6,112.8
1917.7,113.8
1929.9,115.7
1942.0,116.2
1954.1,117.5
1966.3,119.2
1978.4,118.9
1990.6,119.7
2002.7,120.2
2014.8,122.4
2027.0,122.8
2039.1,123.4
2051.2,117.8
2063.4,120.3
2075.5,120.0
2087.7,119.8
2099.8,121.2
2111.9,121.5
2124.1,126.5
2136.2,126.0
2148.3,124.9
2160.5,127.6
2172.6,125.3
2184.8,124.5
2196.9,124.2
2209.0,122.6
2221.2,121.2
2233.3,120.1
2245.4,118.3
2257.6,115.4
2269.7,115.7
2281.9,113.5
2294.0,111.9
2306.1,110.8
2318.3,109.6
2330.4,107.2
2342.5,105.7
2354.7,103.7
2366.8,101.0
2379.0,96.9
2391.1,94.3
2403.2,89.8
2415.4,88.6
2427.5,88.2
2439.6,82.8
2451.8,81.3
2463.9,79.2
2476.1,79.6
2488.2,77.1
2500.3,74.5
2512.5,70.8
2524.6,69.1
2536.7,63.7
2548.9,62.8
2561.0,60.7
2573.2,59.1
2585.3,56.8
2597.4,54.8
2609.6,53.9
2621.7,51.2
2633.8,48.1
2646.0,42.5
2658.1,44.6
2670.3,43.4
2682.4,41.5
2694.5,41.0
2706.7,40.2
2718.8,40.0
2730.9,33.2
2743.1,31.9
2755.2,31.8
2767.4,30.3
2779.5,29.9
2791.6,30.8
2803.8,27.7
2815.9,30.1
2828.0,31.6
2840.2,30.2
2852.3,29.5
2864.5,27.7
2876.6,27.3
2888.7,27.7
2900.9,25.7
2913.0,26.2
2925.1,26.3
2937.3,25.0
2949.4,24.1
2961.6,23.6
2973.7,22.6
2985.8,22.1
2998.0,21.4
3010.1,22.2
3022.2,21.4
3034.4,20.4
3046.5,20.2
3058.7,19.7
3070.8,19.3
3082.9,20.0
3095.1,16.2
3107.2,18.7
3119.3,13.2
3131.5,12.7
3143.6,10.8
3155.8,12.6
3167.9,10.0
3180.0,10.4
3192.2,10.6
3204.3,9.2
3216.4,9.5
3228.6,8.9
3240.7,8.6
3252.9,8.4
3265.0,10.7
