Time,HRRPUA
0.0,0.0
14.9,0.0
29.9,0.0
44.8,0.0
59.7,117.2
74.7,162.0
89.6,158.9
104.5,154.6
119.4,149.8
134.4,125.1
149.3,94.0
164.2,82.1
179.2,74.5
194.1,68.9
209.0,64.7
224.0,61.8
238.9,60.4
253.8,57.9
268.7,56.1
283.7,55.5
298.6,52.6
313.5,53.1
328.5,52.8
343.4,51.4
358.3,50.4
373.3,49.7
388.2,49.9
403.1,50.8
418.0,51.4
433.0,52.6
447.9,53.9
462.8,55.9
477.8,57.3
492.7,59.9
507.6,62.8
522.6,64.5
537.5,67.2
552.4,70.0
567.3,73.7
582.3,75.8
597.2,79.3
612.1,82.1
627.1,84.1
642.0,87.8
656.9,89.7
671.9,92.9
686.8,97.0
701.7,100.9
716.6,105.0
731.6,109.0
746.5,102.8
761.4,106.3
776.4,108.5
791.3,110.6
806.2,110.6
821.2,111.5
836.1,113.5
851.0,111.8
865.9,109.1
880.9,106.9
895.8,107.4
910.7,109.1
925.7,105.5
940.6,105.5
955.5,109.1
970.5,111.3
985.4,113.0
1000.3,116.2
1015.2,116.2
1030.2,119.6
1045.1,123.1
1060.0,123.6
1075.0,124.9
1089.9,123.6
1104.8,127.9
1119.8,136.2
1134.7,145.8
1149.6,158.5
1164.5,169.1
1179.5,183.1
1194.4,193.6
1209.3,208.0
1224.3,218.9
1239.2,225.3
1254.1,232.4
1269.1,239.5
1284.0,237.2
1298.9,240.5
1313.8,239.9
1328.8,236.1
1343.7,231.5
1358.6,223.9
1373.6,214.8
1388.5,200.3
1403.4,184.8
1418.4,171.4
1433.3,155.9
1448.2,140.6
1463.1,125.0
1478.1,108.8
1493.0,95.3
1507.9,83.0
1522.9,75.8
1537.8,68.4
1552.7,60.9
1567.7,55.6
1582.6,51.8
1597.5,47.4
1612.4,43.3
1627.4,39.6
1642.3,36.7
1657.2,34.5
1672.2,32.4
1687.1,29.4
1702.0,27.7
1717.0,25.6
1731.9,24.0
1746.8,21.2
1761.7,19.8
1776.7,18.2
1791.6,16.5
1806.5,15.6
1821.5,14.4
1836.4,13.8
1851.3,12.0
1866.3,11.2
1881.2,10.2
1896.1,9.7
1911.0,9.7
1926.0,9.2
1940.9,7.9
1955.8,7.4
1970.8,6.8
1985.7,5.9
2000.6,6.4
2015.6,6.1
2030.5,5.7
2045.4,5.6
2060.3,6.5
2075.3,6.1
2090.2,5.8
2105.1,5.2
2120.1,4.8
2135.0,4.7
