Time,HRR
0.0,0.0
22.1,0.0
22.200000000000003,83.5
22.200000000000003,83.5
22.3,85.3
22.3,85.3
22.400000000000002,87.0
22.400000000000002,87.0
22.5,88.9
22.5,88.9
22.6,90.7
22.6,90.7
22.700000000000003,92.5
22.700000000000003,92.5
22.8,94.4
22.8,94.4
22.900000000000002,96.3
22.900000000000002,96.3
23.0,98.1
23.0,98.1
23.1,100.0
23.1,100.0
23.200000000000003,101.9
23.200000000000003,101.9
23.3,103.8
23.3,103.8
23.400000000000002,105.6
23.400000000000002,105.6
23.5,107.5
23.5,107.5
23.6,109.4
23.6,109.4
23.700000000000003,111.2
23.700000000000003,111.2
23.8,113.1
23.8,113.1
23.900000000000002,115.0
23.900000000000002,115.0
24.0,116.8
24.0,116.8
24.1,118.7
24.1,118.7
24.200000000000003,120.6
24.200000000000003,120.6
24.3,122.4
24.3,122.4
24.400000000000002,124.3
24.400000000000002,124.3
24.5,126.2
24.5,126.2
24.6,128.0
24.6,128.0
24.700000000000003,129.9
24.700000000000003,129.9
24.8,131.7
24.8,131.7
24.900000000000002,133.6
24.900000000000002,133.6
25.0,135.5
25.0,135.5
25.1,137.3
25.1,137.3
25.200000000000003,139.2
25.200000000000003,139.2
25.3,141.0
25.3,141.0
25.400000000000002,142.9
25.400000000000002,142.9
25.5,144.7
25.5,144.7
25.6,146.6
25.6,146.6
25.700000000000003,148.4
25.700000000000003,148.4
25.8,150.3
25.8,150.3
25.900000000000002,152.1
25.900000000000002,152.1
26.0,154.0
26.0,154.0
26.1,155.8
26.1,155.8
26.200000000000003,157.7
26.200000000000003,157.7
26.3,159.5
26.3,159.5
26.400000000000002,161.4
26.400000000000002,161.4
26.5,163.2
26.5,163.2
26.6,165.1
26.6,165.1
26.700000000000003,166.9
26.700000000000003,166.9
26.8,168.7
26.8,168.7
26.900000000000002,170.6
26.900000000000002,170.6
27.0,172.4
27.0,172.4
27.1,174.3
27.1,174.3
27.200000000000003,176.1
27.200000000000003,176.1
27.3,177.9
27.3,177.9
27.400000000000002,179.8
27.400000000000002,179.8
27.5,181.6
27.5,181.6
27.6,183.4
27.6,183.4
27.700000000000003,185.3
27.700000000000003,185.3
27.8,187.1
27.8,187.1
27.900000000000002,188.9
27.900000000000002,188.9
28.0,190.7
28.0,190.7
28.1,192.6
28.1,192.6
28.200000000000003,194.4
28.200000000000003,194.4
28.3,196.2
28.3,196.2
28.400000000000002,198.1
28.400000000000002,198.1
28.5,199.9
28.5,199.9
28.6,201.7
28.6,201.7
28.700000000000003,203.5
28.700000000000003,203.5
28.8,205.3
28.8,205.3
28.900000000000002,207.2
28.900000000000002,207.2
29.0,209.0
29.0,209.0
29.1,210.8
29.1,210.8
29.200000000000003,212.6
29.200000000000003,212.6
29.3,214.4
29.3,214.4
29.400000000000002,216.3
29.400000000000002,216.3
29.5,218.1
29.5,218.1
29.6,219.9
29.6,219.9
29.700000000000003,221.7
29.700000000000003,221.7
29.8,223.5
29.8,223.5
29.900000000000002,225.3
29.900000000000002,225.3
30.0,227.1
30.0,227.1
30.1,228.9
30.1,228.9
30.200000000000003,230.8
30.200000000000003,230.8
30.3,232.6
30.3,232.6
30.400000000000002,234.4
30.400000000000002,234.4
30.5,236.2
30.5,236.2
30.6,238.0
30.6,238.0
30.700000000000003,239.8
30.700000000000003,239.8
30.8,241.6
30.8,241.6
30.900000000000002,243.3
30.900000000000002,243.3
31.0,245.0
31.0,245.0
31.1,246.8
31.1,246.8
31.200000000000003,248.4
31.200000000000003,248.4
31.3,250.1
31.3,250.1
31.400000000000002,251.7
31.400000000000002,251.7
31.5,253.3
31.5,253.3
31.6,254.9
31.6,254.9
31.700000000000003,256.5
31.700000000000003,256.5
31.8,258.0
31.8,258.0
31.900000000000002,259.5
31.900000000000002,259.5
32.0,261.0
32.0,261.0
32.1,262.5
32.1,262.5
32.2,263.9
32.2,263.9
32.300000000000004,265.4
32.300000000000004,265.4
32.4,266.8
32.4,266.8
32.5,268.1
32.5,268.1
32.6,269.5
32.6,269.5
32.7,270.8
32.7,270.8
32.800000000000004,272.1
32.800000000000004,272.1
32.9,273.4
32.9,273.4
33.0,274.7
33.0,274.7
33.1,275.9
33.1,275.9
33.2,277.1
33.2,277.1
33.300000000000004,278.3
33.300000000000004,278.3
33.4,279.5
33.4,279.5
33.5,280.6
33.5,280.6
33.6,281.7
33.6,281.7
33.7,282.8
33.7,282.8
33.800000000000004,283.9
33.800000000000004,283.9
33.9,285.0
33.9,285.0
34.0,286.0
34.0,286.0
34.1,287.0
34.1,287.0
34.2,288.0
34.2,288.0
34.300000000000004,288.9
34.300000000000004,288.9
34.4,289.9
34.4,289.9
34.5,290.8
34.5,290.8
34.6,291.7
34.6,291.7
34.7,292.5
34.7,292.5
34.800000000000004,293.4
34.800000000000004,293.4
34.9,294.2
34.9,294.2
35.0,295.0
35.0,295.0
35.1,295.8
35.1,295.8
35.2,296.5
35.2,296.5
35.300000000000004,297.2
35.300000000000004,297.2
35.4,297.9
35.4,297.9
35.5,298.6
35.5,298.6
35.6,299.3
35.6,299.3
35.7,299.9
35.7,299.9
35.800000000000004,300.5
35.800000000000004,300.5
35.9,301.1
35.9,301.1
36.0,301.7
36.0,301.7
36.1,302.2
36.1,302.2
36.2,302.7
36.2,302.7
36.300000000000004,303.2
36.300000000000004,303.2
36.4,303.7
36.4,303.7
36.5,304.1
36.5,304.1
36.6,304.6
36.6,304.6
36.7,305.0
36.7,305.0
36.800000000000004,305.3
36.800000000000004,305.3
36.9,305.7
36.9,305.7
37.0,306.0
37.0,306.0
37.1,306.3
37.1,306.3
37.2,306.6
37.2,306.6
37.300000000000004,306.9
37.300000000000004,306.9
37.4,307.1
37.4,307.1
37.5,307.3
37.5,307.3
37.6,307.5
37.6,307.5
37.7,307.7
37.7,307.7
37.800000000000004,307.8
37.800000000000004,307.8
37.9,308.0
37.9,308.0
38.0,308.1
38.1,308.1
38.2,308.2
38.6,308.2
38.7,308.1
38.7,308.1
38.800000000000004,308.0
38.800000000000004,308.0
38.900000000000006,307.9
38.900000000000006,307.9
39.0,307.8
39.0,307.8
39.1,307.6
39.1,307.6
