Time,HF-0.05,HF-0.15,HF-0.35,HF-0.55,HF-0.65,HF-0.75,HF-0.85,HF-0.95,HF-1.25,HF-1.45,HF-1.65,HF-1.75,HF-2.05,HF-2.35,HF-2.65,HF-2.75,HF-2.95,HF-3.25,HF-3.35,HF-3.75,HF-3.85
0,10.3,7.8,7.3,6.5,5.8,5.5,5.9,5.5,4.8,4.8,4.6,4.5,5,4.8,3.8,4.5,5.1,5.3,5.1,4.7,3.5
20,10.3,7.8,7.3,6.5,5.8,5.5,5.9,5.5,4.8,4.8,4.6,4.5,5,4.8,3.8,4.5,5.1,5.3,5.1,4.7,3.5
