Time,HF-0.15,HF-0.35,HF-0.55,HF-0.65,HF-0.75,HF-0.85,HF-0.95,HF-1.25,HF-1.45,HF-1.65,HF-1.75,HF-2.05,HF-2.35,HF-2.65,HF-2.75,HF-2.95,HF-3.25,HF-3.35,HF-3.75,HF-3.85
0,9.9,8.8,7.9,6.8,6.6,6.8,6.4,5.2,5.3,5.2,4.8,4.8,4.8,4,3.9,4.1,4,3.9,3.7,2.6
20,9.9,8.8,7.9,6.8,6.6,6.8,6.4,5.2,5.3,5.2,4.8,4.8,4.8,4,3.9,4.1,4,3.9,3.7,2.6
