"Km/u*h,Andren95",z/h
0.006,1.198295455
0.006045455,1.198295455
0.006045455,0.022159091
0.006090909,1.198295455
0.006136364,1.198295455
0.006181818,1.198295455
0.006227273,1.198295455
0.006272727,1.2
0.006318182,1.201704545
0.006363636,1.201704545
0.006409091,1.2
0.006454545,1.200852273
0.0065,1.201704545
0.006545455,1.201704545
0.006590909,1.201704545
0.006590909,0.816477273
0.006636364,1.202556818
0.006681818,1.202556818
0.006727273,1.202556818
0.006772727,1.202556818
0.006818182,1.202556818
0.006863636,1.203409091
0.006909091,1.203409091
0.006954545,1.203409091
0.006954545,0.022159091
0.007,1.204261364
0.007045455,1.204261364
0.007090909,1.204261364
0.007136364,1.205113636
0.007181818,1.206818182
0.007227273,1.206818182
0.007227273,0.801136364
0.007272727,1.208522727
0.007318182,1.208522727
0.007363636,1.209375
0.007409091,1.210227273
0.007454545,1.211079545
0.0075,1.211079545
0.007545455,1.211079545
0.007590909,1.211079545
0.007636364,1.212784091
0.007681818,1.212784091
0.007681818,0.790909091
0.007727273,1.212784091
0.007727273,0.01875
0.007772727,1.214488636
0.007818182,1.216193182
0.007863636,1.216193182
0.007909091,1.217045455
0.007954545,1.217897727
0.008,1.21875
0.008045455,1.219602273
0.008090909,1.219602273
0.008136364,1.221306818
0.008181818,1.223011364
0.008227273,1.223011364
0.008272727,1.223863636
0.008272727,0.784090909
0.008318182,1.224715909
0.008363636,1.225568182
0.008409091,1.226420455
0.008454545,1.226420455
0.0085,1.228125
0.008545455,1.229829545
0.008590909,1.231534091
0.008636364,1.231534091
0.008681818,1.232386364
0.008727273,1.233238636
0.008772727,1.233238636
0.008772727,0.770454545
0.008818182,1.234090909
0.008863636,1.235795455
0.008909091,1.236647727
0.008954545,1.238352273
0.009,1.238352273
0.009045455,1.238352273
0.009045455,0.025568182
0.009090909,1.239204545
0.009136364,1.240056818
0.009181818,1.240056818
0.009227273,1.240909091
0.009272727,1.242613636
0.009318182,1.249261364
0.009363636,1.254545455
0.009409091,1.255397727
0.009454545,1.25588474
0.0095,1.256980519
0.009545455,1.257102273
0.009590909,1.257102273
0.009636364,1.257102273
0.009681818,1.257954545
0.009681818,0.760227273
0.009727273,1.258295455
0.009772727,1.260511364
0.009772727,0.025568182
0.009818182,1.26089876
0.009863636,1.261534091
0.009909091,1.271590909
0.009954545,1.272443182
0.01,1.273295455
0.010045455,1.273295455
0.010090909,1.273295455
0.010136364,1.273295455
0.010181818,1.273295455
0.010227273,1.273295455
0.010272727,1.274147727
0.010318182,1.274147727
0.010363636,1.274147727
0.010409091,1.274147727
0.010454545,1.275
0.0105,1.275852273
0.0105,0.743181818
0.010545455,1.275852273
0.010590909,1.275852273
0.010636364,1.276704545
0.010681818,1.277556818
0.010727273,1.278409091
0.010772727,1.278409091
0.010772727,0.025568182
0.010818182,1.279261364
0.010863636,1.280113636
0.010909091,1.280113636
0.010954545,1.280113636
0.011,1.280965909
0.011045455,1.281818182
0.011090909,1.281818182
0.011136364,1.282670455
0.011181818,1.283522727
0.011181818,0.729545455
0.011227273,1.285227273
0.011272727,1.286079545
0.011318182,1.288636364
0.011363636,1.288636364
0.011409091,1.290340909
0.011454545,1.292045455
0.0115,1.294602273
0.011545455,1.295454545
0.011590909,1.295454545
0.011636364,1.296306818
0.011681818,1.296306818
0.011681818,0.028977273
0.011727273,1.296306818
0.011772727,1.297159091
0.011818182,1.297159091
0.011863636,1.298863636
0.011909091,1.299715909
0.011954545,1.299715909
0.012,1.299715909
0.012045455,1.299715909
0.012090909,1.299715909
0.012090909,0.7125
0.012136364,1.299715909
0.012181818,1.299715909
0.012227273,1.299715909
0.012272727,1.299715909
0.012318182,1.299715909
0.012363636,1.299715909
0.012409091,1.299715909
0.012454545,1.299715909
0.0125,1.301420455
0.012545455,1.302272727
0.012590909,1.302272727
0.012636364,1.302272727
0.012681818,1.302272727
0.012681818,0.032386364
0.012727273,1.302272727
0.012772727,1.302272727
0.012818182,1.302272727
0.012863636,1.302272727
0.012863636,0.698863636
0.012909091,1.303125
0.012954545,1.303125
0.013,1.303125
0.013045455,1.303125
0.013090909,1.303125
0.013136364,1.303977273
0.013181818,1.303977273
0.013227273,1.303977273
0.013272727,1.303977273
0.013318182,1.303977273
0.013363636,1.303977273
0.013409091,1.303977273
0.013454545,1.303977273
0.0135,1.303977273
0.0135,0.675
0.0135,0.032386364
0.013545455,1.304829545
0.013590909,1.306534091
0.013636364,1.306534091
0.013681818,1.306534091
0.013727273,1.306534091
0.013772727,1.306534091
0.013818182,1.306534091
0.013863636,1.306534091
0.013909091,1.306534091
0.013954545,1.306534091
0.014,1.306534091
0.014045455,1.306534091
0.014090909,1.307386364
0.014136364,1.307386364
0.014181818,1.307386364
0.014227273,1.309090909
0.014272727,1.309090909
0.014318182,1.309090909
0.014363636,1.309090909
0.014363636,0.657954545
0.014409091,1.309090909
0.014454545,1.309090909
0.0145,1.309090909
0.014545455,1.309090909
0.014590909,1.309090909
0.014636364,1.310795455
0.014636364,0.027272727
0.014681818,1.310795455
0.014727273,1.310795455
0.014772727,1.310795455
0.014818182,1.310795455
0.014863636,1.310795455
0.014909091,1.310795455
0.014954545,1.310795455
0.015,1.310795455
0.015045455,1.310795455
0.015090909,1.310795455
0.015136364,1.310795455
0.015181818,1.310795455
0.015181818,0.034090909
0.015227273,1.311647727
0.015272727,1.311647727
0.015272727,0.6375
0.015318182,1.311647727
0.015363636,1.311647727
0.015409091,1.3125
0.015454545,1.313352273
0.0155,1.314204545
0.015545455,1.315056818
0.015590909,1.315909091
0.015636364,1.315909091
0.015681818,1.317613636
0.015727273,1.317613636
0.015772727,1.317613636
0.015818182,1.318465909
0.015863636,1.319318182
0.015909091,1.319318182
0.015909091,0.044318182
0.015954545,1.319318182
0.015954545,0.611931818
0.016,1.319318182
0.016045455,1.319318182
0.016090909,1.322727273
0.016136364,1.322727273
0.016181818,1.323579545
0.016227273,1.324431818
0.016272727,1.324431818
0.016318182,1.324431818
0.016318182,0.58125
0.016363636,1.325284091
0.016363636,0.049431818
0.016409091,1.325284091
0.016454545,1.326136364
0.0165,1.326136364
0.016545455,1.326136364
0.016590909,1.326136364
0.016636364,1.326136364
0.016681818,1.326988636
0.016727273,1.326988636
0.016772727,1.326988636
0.016818182,1.326988636
0.016863636,1.326988636
0.016909091,1.326988636
0.016909091,0.572727273
0.016954545,1.326136364
0.017,1.326136364
0.017045455,1.327840909
0.017090909,1.328693182
0.017090909,0.059659091
0.017136364,1.328693182
0.017181818,1.327840909
0.017227273,1.326988636
0.017272727,1.326988636
0.017318182,1.326988636
0.017363636,1.326988636
0.017409091,1.326988636
0.017454545,1.327840909
0.0175,1.328693182
0.017545455,1.328693182
0.017590909,1.328693182
0.017636364,1.326988636
0.017636364,0.5625
0.017681818,1.326988636
0.017727273,1.326988636
0.017772727,1.326136364
0.017818182,1.326988636
0.017863636,1.326988636
0.017909091,1.326988636
0.017954545,1.326988636
0.018,1.326988636
0.018045455,1.326988636
0.018090909,1.327840909
0.018136364,1.327840909
0.018181818,1.327840909
0.018181818,0.066477273
0.018227273,1.327840909
0.018272727,1.328693182
0.018272727,0.559090909
0.018318182,1.328693182
0.018363636,1.328693182
0.018409091,1.328693182
0.018454545,1.328693182
0.0185,1.328693182
0.018545455,1.328693182
0.018590909,1.328693182
0.018636364,1.328693182
0.018681818,1.327840909
0.018727273,1.327840909
0.018727273,0.548863636
0.018772727,1.328693182
0.018772727,0.071590909
0.018818182,1.328693182
0.018863636,1.328693182
0.018909091,1.328693182
0.018954545,1.328693182
0.019,1.328693182
0.019045455,1.328693182
0.019090909,1.327840909
0.019136364,1.327840909
0.019181818,1.328693182
0.019227273,1.328693182
0.019227273,0.545454545
0.019272727,1.328693182
0.019318182,1.328693182
0.019363636,1.328693182
0.019363636,0.071590909
0.019409091,1.328693182
0.019454545,1.328693182
0.0195,1.328693182
0.019545455,1.328693182
0.019590909,1.328693182
0.019636364,1.328693182
0.019681818,1.328693182
0.019727273,1.328693182
0.019772727,1.328693182
0.019818182,1.328693182
0.019863636,1.328693182
0.019863636,0.530113636
0.019909091,1.328693182
0.019954545,1.328693182
0.02,1.328693182
0.020045455,1.328693182
0.020090909,1.328693182
0.020136364,1.328693182
0.020181818,1.328693182
0.020227273,1.328693182
0.020272727,1.328693182
0.020272727,0.073295455
0.020318182,1.328693182
0.020363636,1.328693182
0.020409091,1.328693182
0.020454545,1.328693182
0.0205,1.328693182
0.020545455,1.328693182
0.020590909,1.328693182
0.020590909,0.514772727
0.020636364,1.328693182
0.020681818,1.328693182
0.020727273,1.328693182
0.020772727,1.328693182
0.020818182,1.328693182
0.020863636,1.328693182
0.020909091,1.328693182
0.020954545,1.328693182
0.021,1.328693182
0.021045455,1.328693182
0.021090909,1.328693182
0.021136364,1.328693182
0.021181818,1.329545455
0.021181818,0.078409091
0.021227273,1.329545455
0.021272727,1.329545455
0.021318182,1.328693182
0.021363636,1.328693182
0.021409091,1.328693182
0.021409091,0.50625
0.021454545,1.328693182
0.0215,1.328693182
0.021545455,1.329545455
0.021590909,1.329545455
0.021636364,1.329545455
0.021681818,1.329545455
0.021727273,1.328693182
0.021772727,1.328693182
0.021818182,1.328693182
0.021863636,1.328693182
0.021909091,1.328693182
0.021954545,1.328693182
0.022,1.328693182
0.022045455,1.329545455
0.022090909,1.329545455
0.022136364,1.329545455
0.022181818,1.329545455
0.022227273,1.328693182
0.022227273,0.090340909
0.022272727,1.328693182
0.022318182,1.328693182
0.022363636,1.328693182
0.022409091,1.328693182
0.022454545,1.328693182
0.0225,1.328693182
0.022545455,1.329545455
0.022590909,1.33125
0.022636364,1.33125
0.022636364,0.496022727
0.022681818,1.33125
0.022727273,1.33125
0.022772727,1.33125
0.022818182,1.329545455
0.022863636,1.330397727
0.022909091,1.33125
0.022954545,1.330397727
0.023,1.330397727
0.023,0.09375
0.023045455,1.33125
0.023090909,1.33125
0.023090909,0.490909091
0.023136364,1.330397727
0.023181818,1.329545455
0.023227273,1.329545455
0.023272727,1.329545455
0.023318182,1.329545455
0.023363636,1.329545455
0.023409091,1.328693182
0.023454545,1.328693182
0.0235,1.328693182
0.023545455,1.328693182
0.023590909,1.328693182
0.023636364,1.328693182
0.023681818,1.328693182
0.023727273,1.328693182
0.023727273,0.475568182
0.023772727,1.329545455
0.023818182,1.330397727
0.023863636,1.33125
0.023909091,1.33125
0.023954545,1.33125
0.024,1.33125
0.024045455,1.329545455
0.024045455,0.098863636
0.024090909,1.329545455
0.024136364,1.329545455
0.024181818,1.33125
0.024227273,1.33125
0.024272727,1.33125
0.024318182,1.33125
0.024363636,1.329545455
0.024409091,1.329545455
0.024454545,1.329545455
0.0245,1.329545455
0.024545455,1.329545455
0.024590909,1.330397727
0.024590909,1.498295455
0.024636364,1.33125
0.024636364,0.455113636
0.024681818,1.33125
0.024681818,0.107386364
0.024727273,1.329545455
0.024772727,1.329545455
0.024818182,1.329545455
0.024863636,1.329545455
0.024909091,1.33125
0.024954545,1.33125
0.025,1.329545455
0.025045455,1.329545455
0.025090909,1.329545455
0.025136364,1.329545455
0.025181818,1.329545455
0.025227273,1.33125
0.025272727,1.33125
0.025318182,1.329545455
0.025363636,1.329545455
0.025409091,1.329545455
0.025409091,1.493181818
0.025454545,1.329545455
0.0255,1.33125
0.025545455,1.33125
0.025590909,1.33125
0.025636364,1.33125
0.025636364,0.439772727
0.025681818,1.33125
0.025681818,0.114204545
0.025727273,1.33125
0.025772727,1.33125
0.025818182,1.33125
0.025818182,1.489772727
0.025863636,1.33125
0.025909091,1.33125
0.025954545,1.33125
0.026,1.33125
0.026045455,1.33125
0.026090909,1.33125
0.026136364,1.33125
0.026181818,1.33125
0.026227273,1.33125
0.026272727,1.33125
0.026318182,1.33125
0.026318182,0.427840909
0.026363636,1.332102273
0.026363636,0.407386364
0.026409091,1.332102273
0.026409091,1.489772727
0.026409091,0.121022727
0.026454545,1.33125
0.0265,1.33125
0.026545455,1.33125
0.026590909,1.33125
0.026636364,1.33125
0.026681818,1.33125
0.026727273,1.33125
0.026772727,1.33125
0.026818182,1.33125
0.026863636,1.33125
0.026909091,1.33125
0.026954545,1.33125
0.027,1.33125
0.027045455,1.33125
0.027090909,1.33125
0.027136364,1.33125
0.027181818,1.33125
0.027181818,0.126136364
0.027227273,1.332102273
0.027227273,0.395454545
0.027272727,1.332102273
0.027318182,1.332102273
0.027363636,1.332102273
0.027409091,1.332102273
0.027454545,1.332102273
0.0275,1.332102273
0.027545455,1.33125
0.027545455,0.335795455
0.027545455,0.31875
0.027590909,1.33125
0.027636364,1.33125
0.027681818,1.332102273
0.027727273,1.332102273
0.027727273,0.351136364
0.027772727,1.332102273
0.027818182,1.332102273
0.027818182,1.491477273
0.027863636,1.332102273
0.027909091,1.332102273
0.027954545,1.332102273
0.027954545,0.306818182
0.028,1.332102273
0.028045455,1.332102273
0.028045455,0.386931818
0.028090909,1.332102273
0.028090909,0.264204545
0.028136364,1.33125
0.028136364,0.247159091
0.028181818,1.33125
0.028227273,1.33125
0.028227273,0.288068182
0.028272727,1.33125
0.028318182,1.33125
0.028363636,1.332102273
0.028363636,0.136363636
0.028409091,1.332102273
0.028409091,0.357954545
0.028454545,1.332102273
0.0285,1.332102273
0.028545455,1.332102273
0.028590909,1.332102273
0.028636364,1.332954545
0.028681818,1.332954545
0.028681818,0.247159091
0.028727273,1.332954545
0.028727273,0.376704545
0.028772727,1.332954545
0.028772727,1.482954545
0.028818182,1.332954545
0.028818182,0.361363636
0.028863636,1.332954545
0.028909091,1.332954545
0.028909091,0.139772727
0.028954545,1.332954545
0.029,1.332954545
0.029045455,1.332954545
0.029090909,1.332954545
0.029090909,0.236931818
0.029136364,1.332954545
0.029136364,0.173863636
0.029181818,1.332954545
0.029227273,1.332954545
0.029227273,0.190909091
0.029227273,0.153409091
0.029272727,1.332954545
0.029318182,1.332954545
0.029363636,1.332954545
0.029409091,1.332954545
0.029454545,1.332954545
0.0295,1.332954545
0.029545455,1.332954545
0.029545455,0.194318182
0.029590909,1.332954545
0.029590909,0.226704545
0.029636364,1.332954545
0.029681818,1.332954545
0.029727273,1.332954545
0.029727273,1.482954545
0.029772727,1.332954545
0.029818182,1.332954545
0.029863636,1.332954545
0.029909091,1.332954545
0.029954545,1.332954545
0.029954545,0.204545455
0.03,1.332954545
0.030045455,1.332954545
0.030090909,1.332954545
0.030136364,1.332954545
0.030181818,1.332954545
0.030227273,1.332954545
0.030272727,1.332954545
0.030318182,1.332954545
0.030363636,1.332954545
0.030409091,1.332954545
0.030454545,1.332954545
0.0305,1.332954545
0.030545455,1.332954545
0.030590909,1.332954545
0.030636364,1.332954545
0.030681818,1.332954545
0.030727273,1.332954545
0.030772727,1.332954545
0.030818182,1.332954545
0.030863636,1.332954545
0.030909091,1.332954545
0.030909091,1.48125
0.030954545,1.332954545
0.031,1.332954545
0.031045455,1.332954545
0.031090909,1.332954545
0.031136364,1.332954545
0.031181818,1.332954545
0.031227273,1.332954545
0.031272727,1.332954545
0.031318182,1.332954545
0.031363636,1.332954545
0.031409091,1.332954545
0.031454545,1.332954545
0.0315,1.332954545
0.031545455,1.332954545
0.031590909,1.332954545
0.031636364,1.332954545
0.031681818,1.334659091
0.031727273,1.335511364
0.031772727,1.333806818
0.031818182,1.333806818
0.031863636,1.333806818
0.031909091,1.333806818
0.031954545,1.333806818
0.032,1.333806818
0.032045455,1.333806818
0.032090909,1.334659091
0.032136364,1.333806818
0.032181818,1.333806818
0.032227273,1.332954545
0.032272727,1.334659091
0.032318182,1.333806818
0.032363636,1.333806818
0.032363636,1.48125
0.032409091,1.333806818
0.032454545,1.333806818
0.0325,1.333806818
0.032545455,1.332954545
0.032590909,1.334659091
0.032636364,1.332954545
0.032681818,1.332954545
0.032727273,1.332954545
0.032772727,1.332954545
0.032818182,1.332954545
0.032863636,1.332954545
0.032909091,1.332954545
0.032954545,1.332954545
0.033,1.332954545
0.033045455,1.332954545
0.033090909,1.332954545
0.033136364,1.332954545
0.033181818,1.332954545
0.033227273,1.333806818
0.033272727,1.334659091
0.033272727,1.471022727
0.033318182,1.335511364
0.033363636,1.335511364
0.033409091,1.335511364
0.033454545,1.335511364
0.0335,1.335511364
0.033545455,1.335511364
0.033590909,1.335511364
0.033636364,1.335511364
0.033681818,1.335511364
0.033727273,1.335511364
0.033772727,1.335511364
0.033818182,1.335511364
0.033863636,1.335511364
0.033909091,1.334659091
0.033954545,1.334659091
0.034,1.335511364
0.034045455,1.335511364
0.034090909,1.335511364
0.034090909,1.433522727
0.034136364,1.335511364
0.034181818,1.335511364
0.034227273,1.334659091
0.034272727,1.334659091
0.034318182,1.334659091
0.034363636,1.334659091
0.034409091,1.334659091
0.034409091,1.464204545
0.034454545,1.334659091
0.0345,1.334659091
0.034545455,1.334659091
0.034590909,1.334659091
0.034636364,1.335511364
0.034681818,1.335511364
0.034727273,1.335511364
0.034772727,1.335511364
0.034818182,1.335511364
0.034818182,1.426704545
0.034863636,1.335511364
0.034909091,1.335511364
0.034954545,1.335511364
0.034954545,1.465909091
0.035,1.335511364
0.035045455,1.335511364
0.035090909,1.335511364
0.035136364,1.335511364
0.035181818,1.335511364
0.035227273,1.335511364
0.035272727,1.335511364
0.035318182,1.335511364
0.035363636,1.335511364
0.035363636,1.423295455
0.035409091,1.335511364
0.035454545,1.335511364
0.035454545,1.433522727
0.0355,1.335511364
0.035545455,1.335511364
0.035590909,1.335511364
0.035636364,1.335511364
0.035681818,1.335511364
0.035727273,1.335511364
0.035772727,1.335511364
0.035818182,1.335511364
0.035818182,1.467613636
0.035818182,1.419886364
0.035863636,1.335511364
0.035909091,1.335511364
0.035954545,1.335511364
0.036,1.335511364
0.036045455,1.335511364
0.036090909,1.335511364
0.036136364,1.335511364
0.036181818,1.335511364
0.036227273,1.335511364
0.036272727,1.335511364
0.036318182,1.335511364
0.036363636,1.335511364
0.036363636,1.414772727
0.036409091,1.335511364
0.036454545,1.335511364
0.036454545,1.436931818
0.0365,1.335511364
0.036545455,1.335511364
0.036590909,1.335511364
0.036636364,1.335511364
0.036681818,1.335511364
0.036681818,1.4625
0.036727273,1.335511364
0.036772727,1.335511364
0.036818182,1.335511364
0.036863636,1.335511364
0.036909091,1.335511364
0.036954545,1.335511364
0.037,1.335511364
0.037045455,1.335511364
0.037090909,1.335511364
0.037090909,1.460795455
0.037136364,1.335511364
0.037136364,1.436931818
0.037181818,1.335511364
0.037227273,1.335511364
0.037272727,1.335511364
0.037272727,1.402840909
0.037318182,1.335511364
0.037363636,1.336363636
0.037409091,1.335511364
0.037454545,1.335511364
0.0375,1.335511364
0.037545455,1.335511364
0.037590909,1.335511364
0.037636364,1.335511364
0.037681818,1.335511364
0.037727273,1.335511364
0.037772727,1.335511364
0.037818182,1.337215909
0.037863636,1.337215909
0.037909091,1.337215909
0.037954545,1.337215909
0.038,1.337215909
0.038045455,1.338068182
0.038045455,1.397727273
0.038090909,1.338068182
0.038136364,1.338068182
0.038181818,1.338068182
0.038227273,1.338068182
0.038227273,1.455681818
0.038272727,1.337215909
0.038318182,1.337215909
0.038363636,1.337215909
0.038409091,1.337215909
0.038454545,1.337215909
0.0385,1.337215909
0.038545455,1.337215909
0.038545455,1.438636364
0.038590909,1.337215909
0.038636364,1.337215909
0.038681818,1.337215909
0.038727273,1.337215909
0.038772727,1.337215909
0.038772727,1.455681818
0.038818182,1.337215909
0.038863636,1.337215909
0.038863636,1.392613636
0.038909091,1.338068182
0.038954545,1.338068182
0.039,1.338068182
0.039045455,1.337215909
0.039090909,1.337215909
0.039136364,1.337215909
0.039181818,1.337215909
0.039227273,1.337215909
0.039272727,1.337215909
0.039318182,1.337215909
0.0395,1.457386364
0.0395,1.3875
0.039545455,1.332954545
0.039954545,1.332954545
0.04,1.44375
0.040090909,1.459090909
0.040136364,1.384090909
