Drection,Z
6.945107399,190.0826446
7.00477327,188.9807163
7.064439141,188.4297521
7.124105012,187.8787879
7.183770883,186.7768595
7.243436754,186.7768595
7.303102625,185.6749311
7.362768496,185.6749311
7.422434368,184.5730028
7.482100239,184.5730028
7.54176611,183.4710744
7.601431981,182.9201102
7.661097852,182.369146
7.720763723,181.2672176
7.780429594,181.2672176
7.840095465,180.1652893
7.899761337,180.1652893
7.959427208,179.0633609
8.019093079,178.5123967
8.07875895,177.9614325
8.138424821,177.4104683
8.198090692,176.8595041
8.257756563,176.3085399
8.317422434,175.7575758
8.377088305,175.2066116
8.436754177,174.6556474
8.496420048,174.1046832
8.556085919,173.553719
8.61575179,173.0027548
8.675417661,172.4517906
8.735083532,171.9008264
8.794749403,171.3498623
8.854415274,170.7988981
8.914081146,170.2479339
8.973747017,169.6969697
9.033412888,169.1460055
9.093078759,168.5950413
9.15274463,168.0440771
9.212410501,167.4931129
9.272076372,166.9421488
9.331742243,166.3911846
9.391408115,165.8402204
9.451073986,165.2892562
9.510739857,164.738292
9.570405728,164.1873278
9.630071599,163.6363636
9.68973747,163.0853994
9.749403341,162.5344353
9.809069212,161.9834711
9.868735084,161.4325069
9.928400955,160.8815427
9.988066826,160.3305785
10.0477327,159.7796143
10.10739857,159.2286501
10.16706444,159.2286501
10.22673031,158.1267218
10.28639618,158.1267218
10.34606205,158.1267218
10.40572792,157.0247934
10.46539379,157.0247934
10.52505967,155.922865
10.58472554,155.922865
10.64439141,155.922865
10.70405728,154.8209366
10.76372315,154.8209366
10.82338902,154.8209366
10.88305489,153.7190083
10.94272076,153.7190083
11.00238663,152.6170799
11.06205251,152.6170799
11.12171838,152.6170799
11.18138425,151.5151515
11.24105012,151.5151515
11.30071599,151.5151515
11.36038186,150.4132231
11.42004773,150.4132231
11.4797136,149.3112948
11.53937947,149.3112948
11.59904535,149.3112948
11.65871122,148.2093664
11.71837709,148.2093664
11.77804296,147.107438
11.83770883,147.107438
11.8973747,147.107438
11.95704057,146.0055096
12.01670644,146.0055096
12.07637232,146.0055096
12.13603819,144.9035813
12.19570406,144.9035813
12.25536993,143.8016529
12.3150358,143.8016529
12.37470167,143.8016529
12.43436754,142.6997245
12.49403341,142.6997245
12.55369928,142.6997245
12.61336516,141.5977961
12.67303103,141.5977961
12.7326969,140.4958678
12.79236277,140.4958678
12.85202864,140.4958678
12.91169451,139.3939394
12.97136038,139.3939394
13.03102625,139.3939394
13.09069212,138.292011
13.150358,138.292011
13.21002387,138.292011
13.26968974,137.1900826
13.32935561,137.1900826
13.38902148,137.1900826
13.44868735,136.0881543
13.50835322,136.0881543
13.56801909,136.0881543
13.62768496,134.9862259
13.68735084,134.9862259
13.74701671,134.9862259
13.80668258,133.8842975
13.86634845,133.8842975
13.92601432,133.8842975
13.98568019,132.7823691
14.04534606,132.7823691
14.10501193,132.7823691
14.1646778,131.6804408
14.22434368,131.6804408
14.28400955,131.6804408
14.34367542,130.5785124
14.40334129,130.5785124
14.46300716,130.5785124
14.52267303,129.476584
14.5823389,129.476584
14.64200477,129.476584
14.70167064,128.3746556
14.76133652,128.3746556
14.82100239,128.3746556
14.88066826,127.2727273
14.94033413,127.2727273
15,127.2727273
15.05966587,126.1707989
15.11933174,126.1707989
15.17899761,126.1707989
15.23866348,125.0688705
15.29832936,125.0688705
15.35799523,125.0688705
15.4176611,123.9669421
15.47732697,123.9669421
15.53699284,123.9669421
15.59665871,122.8650138
15.65632458,122.8650138
15.71599045,122.8650138
15.77565632,121.7630854
15.8353222,121.7630854
15.89498807,121.7630854
15.95465394,120.661157
16.01431981,120.661157
16.07398568,120.661157
16.13365155,120.661157
16.19331742,119.5592287
16.25298329,119.5592287
16.31264916,119.5592287
16.37231504,118.4573003
16.43198091,118.4573003
16.49164678,118.4573003
16.55131265,117.3553719
16.61097852,117.3553719
16.67064439,117.3553719
16.73031026,116.2534435
16.78997613,116.2534435
16.849642,116.2534435
16.90930788,115.7024793
16.96897375,115.1515152
17.02863962,115.1515152
17.08830549,115.1515152
17.14797136,114.0495868
17.20763723,114.0495868
17.2673031,114.0495868
17.32696897,112.9476584
17.38663484,112.9476584
17.44630072,112.9476584
17.50596659,111.84573
17.56563246,111.84573
17.62529833,111.84573
17.6849642,111.2947658
17.74463007,110.7438017
17.80429594,110.7438017
17.86396181,110.7438017
17.92362768,109.6418733
17.98329356,109.6418733
18.04295943,109.6418733
18.1026253,108.5399449
18.16229117,108.5399449
18.22195704,108.5399449
18.28162291,107.4380165
18.34128878,107.4380165
18.40095465,107.4380165
18.46062053,106.3360882
18.5202864,106.3360882
18.57995227,106.3360882
18.63961814,106.3360882
18.69928401,105.2341598
18.75894988,105.2341598
18.81861575,105.2341598
18.87828162,104.1322314
18.93794749,104.1322314
18.99761337,104.1322314
19.05727924,103.030303
19.11694511,103.030303
19.17661098,103.030303
19.23627685,101.9283747
19.29594272,101.9283747
19.35560859,101.9283747
19.41527446,100.8264463
19.47494033,100.8264463
19.53460621,100.8264463
19.59427208,99.72451791
19.65393795,99.72451791
19.71360382,98.62258953
19.77326969,98.62258953
19.83293556,98.62258953
19.89260143,97.52066116
19.9522673,97.52066116
20.01193317,97.52066116
20.07159905,96.41873278
20.13126492,96.41873278
20.19093079,96.41873278
20.25059666,95.31680441
20.31026253,95.31680441
20.3699284,95.31680441
20.42959427,94.21487603
20.48926014,94.21487603
20.54892601,93.66391185
20.60859189,93.11294766
20.66825776,93.11294766
20.72792363,92.01101928
20.7875895,92.01101928
20.84725537,92.01101928
20.90692124,90.90909091
20.96658711,90.90909091
21.02625298,90.90909091
21.08591885,89.80716253
21.14558473,89.80716253
21.2052506,89.80716253
21.26491647,88.70523416
21.32458234,88.70523416
21.38424821,88.70523416
21.44391408,87.60330579
21.50357995,87.60330579
21.56324582,86.50137741
21.62291169,86.50137741
21.68257757,86.50137741
21.74224344,85.39944904
21.80190931,85.39944904
21.86157518,85.39944904
21.92124105,84.29752066
21.98090692,84.29752066
22.04057279,84.29752066
22.10023866,83.19559229
22.15990453,83.19559229
22.21957041,82.09366391
22.27923628,82.09366391
22.33890215,80.99173554
22.39856802,80.99173554
22.45823389,80.99173554
22.51789976,79.88980716
22.57756563,79.88980716
22.6372315,78.78787879
22.69689737,78.78787879
22.75656325,78.2369146
22.81622912,77.68595041
22.87589499,77.68595041
22.93556086,76.58402204
22.99522673,76.58402204
23.0548926,75.48209366
23.11455847,75.48209366
23.17422434,75.48209366
23.23389021,74.38016529
23.29355609,74.38016529
23.35322196,73.27823691
23.41288783,73.27823691
23.4725537,72.17630854
23.53221957,72.17630854
23.59188544,72.17630854
23.65155131,71.07438017
23.71121718,71.07438017
23.77088305,69.97245179
23.83054893,69.97245179
23.8902148,69.97245179
23.94988067,68.87052342
24.00954654,68.87052342
24.06921241,67.76859504
24.12887828,67.76859504
24.18854415,66.66666667
24.24821002,66.66666667
24.30787589,66.66666667
24.36754177,65.56473829
24.42720764,65.56473829
24.48687351,64.46280992
24.54653938,64.46280992
24.60620525,63.36088154
24.66587112,63.36088154
24.72553699,62.25895317
24.78520286,62.25895317
24.84486874,61.70798898
24.90453461,61.15702479
24.96420048,61.15702479
25.02386635,60.05509642
25.08353222,60.05509642
25.14319809,58.95316804
25.20286396,58.95316804
25.26252983,57.85123967
25.3221957,57.85123967
25.38186158,56.74931129
25.44152745,56.74931129
25.50119332,55.64738292
25.56085919,55.64738292
25.62052506,55.64738292
25.68019093,54.54545455
25.7398568,54.54545455
25.79952267,53.44352617
25.85918854,53.44352617
25.91885442,52.3415978
25.97852029,52.3415978
26.03818616,51.23966942
26.09785203,51.23966942
26.1575179,50.13774105
26.21718377,50.13774105
26.27684964,49.58677686
26.33651551,49.03581267
26.39618138,49.03581267
26.45584726,47.9338843
26.51551313,47.9338843
26.575179,46.83195592
26.63484487,46.83195592
26.69451074,45.73002755
26.75417661,45.73002755
26.81384248,44.62809917
26.87350835,44.62809917
26.93317422,43.5261708
26.9928401,43.5261708
27.05250597,42.42424242
27.11217184,42.42424242
27.17183771,41.32231405
27.23150358,41.32231405
27.29116945,40.22038567
27.35083532,40.22038567
27.41050119,39.1184573
27.47016706,39.1184573
27.52983294,38.01652893
27.58949881,38.01652893
27.64916468,36.91460055
27.70883055,36.91460055
27.76849642,35.81267218
27.82816229,35.81267218
27.88782816,34.7107438
27.94749403,34.7107438
28.0071599,33.60881543
28.06682578,33.60881543
28.12649165,32.50688705
28.18615752,32.50688705
28.24582339,31.40495868
28.30548926,31.40495868
28.36515513,30.3030303
28.424821,30.3030303
28.48448687,29.20110193
28.54415274,29.20110193
28.60381862,28.09917355
28.66348449,28.09917355
28.72315036,26.99724518
28.78281623,26.99724518
28.8424821,25.8953168
28.90214797,25.34435262
28.96181384,24.79338843
29.02147971,24.79338843
29.08114558,24.24242424
29.73747017,16.52892562
30.03579952,13.2231405
30.51312649,9.917355372
