Time,HF-0.15,HF-0.35,HF-0.55,HF-0.65,HF-0.75,HF-0.85,HF-0.95,HF-1.25,HF-1.45,HF-1.65,HF-1.75,HF-2.05,HF-2.35,HF-2.65,HF-2.75,HF-2.95,HF-3.25,HF-3.35,HF-3.75,HF-3.85
0,9.2,8.7,7.9,6.9,6.9,7.1,7.5,6.6,6.1,5.9,6.1,5.6,6.1,4.4,5.6,5.9,6,5.7,4.6,3.7
20,9.2,8.7,7.9,6.9,6.9,7.1,7.5,6.6,6.1,5.9,6.1,5.6,6.1,4.4,5.6,5.9,6,5.7,4.6,3.7
