Time,HRRPUA
0.0,0.0
8.8,0.0
17.7,0.0
26.5,0.0
35.4,78.7
44.2,198.8
53.0,231.5
61.9,237.0
70.7,235.4
79.6,230.4
88.4,220.7
97.2,212.0
106.1,203.8
114.9,198.0
123.7,191.3
132.6,182.5
141.4,175.4
150.3,170.8
159.1,167.2
167.9,165.4
176.8,162.1
185.6,159.7
194.5,156.0
203.3,151.8
212.1,147.3
221.0,142.8
229.8,138.2
238.7,131.6
247.5,127.0
256.3,121.1
265.2,116.9
274.0,113.0
282.9,110.8
291.7,107.8
300.5,104.7
309.4,102.8
318.2,101.2
327.0,101.1
335.9,100.8
344.7,101.5
353.6,103.5
362.4,106.3
371.2,110.0
380.1,114.2
388.9,120.3
397.8,128.5
406.6,138.4
415.4,149.6
424.3,160.4
433.1,175.5
442.0,192.2
450.8,211.1
459.6,229.6
468.5,244.2
477.3,260.1
486.2,275.5
495.0,292.8
503.8,313.2
512.7,331.0
521.5,344.8
530.3,351.3
539.2,332.7
548.0,288.1
556.9,218.0
565.7,156.8
574.5,121.0
583.4,103.8
592.2,94.4
601.1,87.9
609.9,83.7
618.7,79.7
627.6,75.8
636.4,73.0
645.3,71.3
654.1,69.6
662.9,68.1
671.8,66.4
680.6,65.1
689.5,64.1
698.3,63.1
707.1,61.5
716.0,60.8
724.8,60.0
733.7,58.5
742.5,57.5
751.3,56.9
760.2,56.0
769.0,56.2
777.8,55.1
786.7,54.7
795.5,54.1
804.4,53.5
813.2,53.3
822.0,52.6
830.9,52.0
839.7,51.8
848.6,51.1
857.4,51.3
866.2,50.9
875.1,51.1
883.9,50.6
892.8,49.8
901.6,49.9
910.4,49.5
919.3,50.1
928.1,49.9
937.0,49.8
945.8,49.4
954.6,49.3
963.5,48.8
972.3,48.9
981.1,48.6
990.0,49.0
998.8,48.7
1007.7,48.5
1016.5,48.4
1025.3,48.0
1034.2,48.3
1043.0,47.8
1051.9,47.4
1060.7,47.3
1069.5,47.1
1078.4,46.6
1087.2,47.0
1096.1,46.7
1104.9,45.6
1113.7,47.2
1122.6,45.8
1131.4,46.3
1140.3,45.4
1149.1,45.8
1157.9,45.7
1166.8,45.9
1175.6,44.9
1184.4,45.2
1193.3,44.3
1202.1,44.7
1211.0,44.3
1219.8,44.9
1228.6,44.5
1237.5,44.8
1246.3,44.6
1255.2,44.7
1264.0,44.4
