Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 720.,  1.199E-01,  5.269E-02,  3.811E-03,  9.200E-05,   NaN,  1.382E-01,  4.162E-02,  1.530E-03,  6.750E-05,   NaN,  20.35,  17.62,  26.4,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 304.0, 312.6, 541.1, 109.1,  27.9, 428.4, 339.3, 253.3,   NaN, 317.5,   NaN, 483.9,   NaN, 116.4, 408.9,   NaN, 304.0, 164.3,   NaN, 140.3,  91.0,  48.5,  43.1,  67.6, -3.49, -1.69, -2.31, -1.84, -0.18,  0.82,  0.77,  0.84,  0.95,  84.6,  74.0, 2.141333,  55.9,  2.071E-01,  2.484E-03,  1.573E-04,  4.000E-06,   NaN,  8.476E-02,  6.472E-02
 750.,  1.224E-01,  5.104E-02,  3.616E-03,  8.717E-05,   NaN,  1.391E-01,  4.104E-02,  1.445E-03,  6.117E-05,   NaN,  20.45,  17.91,  26.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 301.4, 314.0, 542.1, 120.6,  28.0, 430.8, 331.5, 245.2,   NaN, 311.9,   NaN, 479.5,   NaN, 114.9, 403.0,   NaN, 301.0, 162.1,   NaN, 137.0,  94.2,  49.9,  43.8,  67.2, -3.51, -1.71, -2.14, -1.83, -0.25,  0.84,  0.77,  0.83,  0.95,  83.7,  74.1, 2.143000,  55.8,  2.072E-01,  2.506E-03,  1.417E-04,  4.000E-06,   NaN,  8.198E-02,  6.373E-02
 780.,  1.253E-01,  4.943E-02,  3.203E-03,  8.400E-05,   NaN,  1.426E-01,  3.928E-02,  1.467E-03,  6.033E-05,   NaN,  20.30,  17.89,  26.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 309.4, 313.8, 530.2, 130.4,  28.2, 406.1, 322.8, 254.6,   NaN, 302.8,   NaN, 473.5,   NaN, 112.4, 400.5,   NaN, 315.8, 161.8,   NaN, 136.5,  93.1,  48.4,  43.3,  68.3, -3.32, -1.59, -2.51, -1.80, -0.17,  0.81,  0.77,  0.85,  0.96,  83.7,  73.9, 2.207667,  55.8,  2.072E-01,  2.420E-03,  1.295E-04,  4.000E-06,   NaN,  7.895E-02,  6.112E-02
 810.,  1.292E-01,  4.706E-02,  2.800E-03,  7.617E-05,   NaN,  1.412E-01,  3.990E-02,  1.186E-03,  5.333E-05,   NaN,  19.83,  17.57,  26.5, 564.5, 609.8, 125.1, 548.0, 132.4, 543.1, 300.4, 313.0, 543.8, 138.6,  28.5, 413.6, 333.4, 255.2, 492.9, 304.1, 497.1, 474.1,  40.8, 110.1, 401.1, 281.5, 307.5, 168.0,  47.3, 133.5,  90.8,  48.3,  43.7,  68.5, -3.37, -1.80, -2.53, -1.85, -0.16,  0.83,  0.77,  0.83,  0.95,  81.5,  74.1, 2.166333,  55.8,  2.073E-01,  2.383E-03,  1.163E-04,  3.500E-06,   NaN,  7.479E-02,  6.163E-02
 840.,  1.289E-01,  4.751E-02,  2.415E-03,  6.550E-05,   NaN,  1.410E-01,  4.023E-02,  1.073E-03,  5.567E-05,   NaN,  20.09,  17.94,  26.5, 568.8, 615.2, 127.8, 543.8, 130.4, 535.1, 303.5, 314.8, 544.5, 145.6,  28.6, 432.0, 323.9, 252.0, 490.3, 307.6, 505.7, 478.4,  40.6, 112.5, 404.7, 289.4, 312.1, 167.5,  46.5, 131.4,  91.3,  48.3,  43.0,  69.1, -3.51, -1.57, -2.33, -1.84, -0.15,  0.82,  0.77,  0.83,  0.96,  80.5,  74.2, 2.167167,  55.9,  2.073E-01,  2.322E-03,  1.028E-04,  3.000E-06,   NaN,  7.488E-02,  6.196E-02
 870.,  1.283E-01,  4.762E-02,  2.098E-03,  6.267E-05,   NaN,  1.406E-01,  4.009E-02,  9.755E-04,  4.883E-05,   NaN,  20.01,  17.77,  26.5, 578.2, 612.3, 128.1, 551.4, 136.6, 542.4, 302.5, 316.8, 545.9, 150.7,  28.7, 414.6, 328.4, 252.7, 491.3, 304.3, 501.5, 478.1,  40.6, 112.4, 410.6, 292.6, 321.6, 168.6,  45.9, 137.8,  88.8,  49.7,  43.7,  69.0, -3.37, -1.67, -2.68, -1.84, -0.18,  0.85,  0.77,  0.85,  0.95,  81.4,  74.0, 2.161000,  56.6,  2.073E-01,  2.412E-03,  8.967E-05,  3.000E-06,   NaN,  7.457E-02,  6.160E-02
 900.,  1.304E-01,  4.658E-02,  1.946E-03,  6.100E-05,   NaN,  1.430E-01,  3.907E-02,  8.952E-04,  4.533E-05,   NaN,  19.66,  17.49,  26.5, 563.0, 603.7, 128.2, 542.0, 136.2, 542.6, 303.1, 315.1, 543.7, 155.0,  28.8, 447.5, 343.3, 268.9, 488.3, 321.0, 488.2, 466.7,  40.8, 111.0, 391.6, 278.6, 301.9, 168.3,  46.7, 129.1, 100.4,  49.3,  43.2,  69.8, -3.62, -1.90, -2.54, -1.82, -0.17,  0.84,  0.78,  0.84,  0.96,  78.4,  74.0, 2.202500,  56.0,  2.074E-01,  2.331E-03,  7.900E-05,  3.000E-06,   NaN,  7.278E-02,  5.994E-02
 930.,  1.319E-01,  4.548E-02,  1.693E-03,  5.467E-05,   NaN,  1.429E-01,  3.891E-02,  7.858E-04,  4.383E-05,   NaN,  20.11,  17.29,  26.5, 567.0, 606.4, 125.6, 545.6, 134.6, 541.8, 309.7, 312.3, 539.3, 157.9,  29.1, 430.4, 336.7, 258.7, 483.1, 361.9, 493.1, 469.6,  40.9, 112.6, 399.0, 274.6, 302.9, 166.9,  45.0, 137.8,  91.1,  48.4,  43.2,  68.3, -3.49, -1.80, -2.43, -1.81, -0.27,  0.81,  0.78,  0.86,  0.98,  79.8,  73.9, 2.235833,  56.1,  2.074E-01,  2.285E-03,  7.017E-05,  3.000E-06,   NaN,  7.076E-02,  5.954E-02
 960.,  1.338E-01,  4.440E-02,  1.471E-03,  5.200E-05,   NaN,  1.453E-01,  3.756E-02,  7.102E-04,  3.783E-05,   NaN,  19.72,  16.97,  26.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 309.2, 305.7, 523.0, 160.1,  29.4, 398.0, 300.3, 234.2,   NaN, 386.7,   NaN, 464.6,   NaN, 110.3, 395.3,   NaN, 305.5, 164.8,   NaN, 131.5,  91.2,  48.1,  42.5,  67.0, -3.34, -1.59, -2.27, -1.82, -0.18,  0.83,  0.75,  0.83,  0.94,  73.9,  73.9, 2.174167,  55.7,  2.075E-01,  2.155E-03,  6.183E-05,  3.000E-06,   NaN,  6.881E-02,  5.740E-02
 990.,  1.328E-01,  4.493E-02,  1.223E-03,  4.500E-05,   NaN,  1.447E-01,  3.803E-02,  6.550E-04,  4.183E-05,   NaN,  19.91,  17.49,  26.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 304.2, 308.9, 538.6, 161.2,  29.5, 403.0, 316.2, 249.5,   NaN, 500.7,   NaN, 470.6,   NaN, 109.9, 392.3,   NaN, 298.9, 167.2,   NaN, 132.8,  89.0,  48.1,  42.8,  65.7, -3.30, -1.73, -2.72, -1.79, -0.16,  0.82,  0.78,  0.86,  0.97,  78.3,  73.9, 2.172667,  56.4,  2.074E-01,  2.255E-03,  5.233E-05,  3.000E-06,   NaN,  6.922E-02,  5.803E-02
1020.,  1.349E-01,  4.389E-02,  1.050E-03,  4.667E-05,   NaN,  1.442E-01,  3.827E-02,  5.452E-04,  3.567E-05,   NaN,  19.72,  17.32,  26.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 311.4, 310.0, 534.7, 162.0,  29.5, 422.2, 329.7, 250.7,   NaN, 513.3,   NaN, 471.3,   NaN, 107.2, 396.6,   NaN, 310.9, 171.5,   NaN, 137.3,  93.3,  48.7,  42.9,  66.8, -3.47, -1.71, -2.38, -1.81, -0.12,  0.81,  0.76,  0.84,  0.97,  77.4,  74.0, 2.204167,  56.6,  2.075E-01,  2.240E-03,  4.617E-05,  3.000E-06,   NaN,  6.741E-02,  5.823E-02
1050.,  1.354E-01,  4.346E-02,  9.425E-04,  4.683E-05,   NaN,  1.445E-01,  3.818E-02,  4.793E-04,  3.233E-05,   NaN,  19.23,  17.09,  26.5,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 301.8, 307.4, 529.4, 162.6,  29.8, 413.5, 322.4, 239.9,   NaN, 506.3,   NaN, 467.9,   NaN, 108.7, 396.7,   NaN, 319.9, 169.9,   NaN, 134.7,  92.0,  50.3,  43.3,  70.4, -3.38, -1.66, -2.40, -1.81, -0.13,  0.83,  0.75,  0.84,  0.93,  73.5,  81.8, 2.128333,  56.5,  2.075E-01,  2.245E-03,  4.017E-05,  3.000E-06,   NaN,  6.660E-02,  5.799E-02
