Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
s,mol/mol,mol/mol,mol/mol,mol/mol,g/g,mol/mol,mol/mol,mol/mol,mol/mol,g/g,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kW,kW,kg/s,C,mol/mol,mol/mol,mol/mol,mol/mol,mg/m3,mol/mol,mol/mol
   0.,  2.072E-01,  1.389E-03,  1.486E-05,  8.905E-06,   NaN,  2.071E-01,  1.415E-03,  7.381E-05,  1.205E-05,   NaN,   0.12,   0.16,  21.6,  32.1,  31.6,  16.5,  29.1,  16.0,  29.1,  10.0,   NaN,   NaN,   NaN,  10.0,  28.1,  28.2,  28.8,  18.5,  17.8,  19.6,  19.1,  15.2,  15.3,  16.2,  15.1,  15.6,  15.9,  15.2,  15.5,  15.4,  15.8,  15.9,  15.0,  0.57,  0.52,  0.59,  0.03,  0.40,  0.29,  0.33,  0.14,  0.28,  -0.4,   4.8, 2.727762,  18.6,  2.096E-01,  6.902E-04,  0.000E+00,        NaN,   NaN,  2.808E-03,  2.978E-03
  30.,  1.959E-01,  5.900E-03,  2.650E-05,  1.283E-05,   NaN,  1.968E-01,  5.906E-03,  7.750E-05,  1.750E-05,   NaN,   0.57,   0.55,  21.6,  71.4,  78.0,  17.2,  66.5,  16.4,  69.9,  10.0,   NaN,   NaN,   NaN,  10.0,  85.6,  85.1,  79.3,  43.3,  48.9,  49.7,  55.8,  15.4,  15.9,  19.5,  15.3,  16.1,  16.4,  15.5,  16.3,  16.0,  16.3,  16.5,  15.3,  1.18,  1.13,  1.23,  0.11,  0.42,  0.36,  0.39,  0.22,  0.37,   7.5,  43.0, 2.673500,  19.4,  2.094E-01,  7.825E-04,  0.000E+00,        NaN,   NaN,  1.185E-02,  1.197E-02
  60.,  1.810E-01,  1.199E-02,  2.233E-05,  1.117E-05,   NaN,  1.842E-01,  1.091E-02,  7.833E-05,  1.483E-05,   NaN,   1.93,   1.57,  21.7, 145.1, 164.6,  20.0, 144.6,  18.1, 144.6,  10.0,   NaN,   NaN,   NaN,  10.0, 159.5, 168.3, 107.4, 136.4, 162.9, 123.4, 134.9,  15.8,  17.5,  82.9,  19.2,  22.0,  18.3,  15.9,  18.4,  17.3,  17.5,  17.5,  16.2,  2.04,  1.97,  1.85,  0.62,  0.46,  0.42,  0.44,  0.35,  0.44,  25.3,  25.3, 2.634500,  21.8,  2.089E-01,  9.995E-04,  0.000E+00,        NaN,   NaN,  2.403E-02,  2.198E-02
  90.,  1.335E-01,  3.404E-02,  4.517E-05,  3.317E-05,   NaN,  1.496E-01,  2.618E-02,  7.733E-05,  1.700E-05,   NaN,   4.82,   4.63,  21.6, 313.3, 372.0,  25.1, 312.9,  22.6, 314.5,  10.0,   NaN,   NaN,   NaN,  10.0, 356.2, 376.0, 241.0, 327.6, 369.4, 266.7, 284.7,  16.8,  22.4, 190.6,  21.7,  26.7,  25.5,  17.4,  26.7,  20.7,  20.5,  21.2,  17.8,  3.14,  3.02,  2.75,  1.00,  0.44,  0.48,  0.51,  0.45,  0.53,  60.8,  66.9, 2.571167,  26.7,  2.080E-01,  1.506E-03,  0.000E+00,        NaN,   NaN,  6.817E-02,  5.251E-02
 120.,  1.050E-01,  4.745E-02,  7.517E-05,  3.233E-05,   NaN,  1.258E-01,  3.818E-02,  9.317E-05,  2.183E-05,   NaN,   7.31,   7.68,  21.6, 456.9, 554.6,  32.6, 442.5,  26.8, 465.2,  10.0,   NaN,   NaN,   NaN,  10.0, 483.4, 506.0, 358.5, 481.9, 483.5, 379.6, 376.3,  18.7,  30.7, 218.9,  26.2,  36.2,  39.3,  20.1,  39.7,  25.4,  25.3,  26.7,  20.1,  3.67,  3.52,  3.38,  1.12,  0.46,  0.58,  0.59,  0.54,  0.61,  70.4,  76.4, 2.470000,  29.6,  2.077E-01,  1.698E-03,  5.000E-07,        NaN,   NaN,  9.505E-02,  7.654E-02
 150.,  1.070E-01,  4.719E-02,  8.533E-05,  1.650E-05,   NaN,  1.254E-01,  3.804E-02,  9.567E-05,  1.700E-05,   NaN,   8.09,   8.79,  21.7, 482.0, 574.1,  38.0, 471.5,  34.6, 502.1,  10.0,   NaN,   NaN,   NaN,  10.0, 485.0, 517.2, 376.0, 497.0, 488.0, 397.9, 383.9,  19.8,  35.0, 203.9,  30.8,  42.2,  44.7,  21.6,  45.2,  26.6,  26.4,  27.7,  20.7,  3.70,  3.56,  3.42,  1.12,  0.47,  0.58,  0.61,  0.60,  0.65,  69.4,  75.8, 2.430833,  30.8,  2.077E-01,  1.706E-03,  0.000E+00,        NaN,   NaN,  9.455E-02,  7.626E-02
 180.,  1.100E-01,  4.557E-02,  6.233E-05,  1.583E-05,   NaN,  1.240E-01,  3.893E-02,  1.158E-04,  1.733E-05,   NaN,   8.82,   9.94,  21.6, 497.3, 604.9,  44.9, 473.1,  41.9, 486.3,  10.0,   NaN,   NaN,   NaN,  10.0, 499.3, 524.1, 358.6, 535.4, 512.0, 411.0, 396.6,  20.7,  38.4, 221.2,  33.9,  47.2,  48.2,  22.5,  51.5,  28.0,  27.0,  27.0,  21.2,  3.65,  3.53,  3.18,  1.17,  0.48,  0.60,  0.60,  0.60,  0.65,  74.4,  76.1, 2.531000,  31.9,  2.076E-01,  1.791E-03,  1.667E-07,        NaN,   NaN,  9.126E-02,  7.808E-02
 210.,  1.105E-01,  4.526E-02,  7.583E-05,  1.500E-05,   NaN,  1.263E-01,  3.761E-02,  1.067E-04,  1.967E-05,   NaN,   9.21,  10.29,  21.6, 491.3, 610.8,  47.8, 476.8,  43.2, 502.9,  10.0,   NaN,   NaN,   NaN,  10.0, 517.7, 539.8, 397.5, 533.1, 516.7, 416.0, 400.3,  21.3,  40.5, 233.6,  42.3,  55.8,  55.7,  23.6,  56.4,  27.9,  27.4,  28.9,  20.7,  3.88,  3.69,  3.50,  1.25,  0.48,  0.62,  0.64,  0.63,  0.73,  77.7,  76.0, 2.663833,  33.1,  2.076E-01,  1.825E-03,  6.667E-07,        NaN,   NaN,  9.067E-02,  7.543E-02
 240.,  1.113E-01,  4.509E-02,  9.117E-05,  1.567E-05,   NaN,  1.267E-01,  3.758E-02,  1.138E-04,  1.933E-05,   NaN,   9.76,  10.78,  21.5, 500.9, 617.5,  49.8, 474.2,  47.8, 501.9,  10.0,   NaN,   NaN,   NaN,  10.0, 524.9, 536.8, 404.9, 536.9, 524.1, 416.1, 400.3,  21.3,  40.9, 243.5,  40.4,  55.3,  55.1,  23.8,  55.0,  28.5,  28.4,  29.2,  21.2,  3.94,  3.70,  3.58,  1.28,  0.49,  0.65,  0.65,  0.63,  0.71,  78.2,  75.9, 2.652500,  33.5,  2.076E-01,  1.801E-03,  1.000E-06,        NaN,   NaN,  9.035E-02,  7.538E-02
