Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  1.667E-01,  2.472E-02,  9.150E-05,        NaN,   NaN,  1.629E-01,  2.716E-02,  1.188E-04,        NaN,   NaN,   4.44,   4.28,  24.2, 296.2, 286.6,  52.4, 272.4,  60.7, 267.5,  10.0,  66.5, 213.1,  28.1,  10.0,   NaN, 200.4,   NaN,   NaN,   NaN, 260.2, 242.4,   NaN,   NaN, 238.7, 126.8, 159.3,  35.2,  26.3,  36.6,   NaN,  27.5,   NaN,  29.7,   NaN, -2.19,   NaN, -1.14,  0.37,   NaN,  0.63,   NaN,  0.66,  32.2,   NaN, 2.707333,  28.7,  2.086E-01,  1.057E-03,  2.000E-06,        NaN,  10.1,  2.835E-02,  3.118E-02
 300.,  1.680E-01,  2.409E-02,  9.617E-05,        NaN,   NaN,  1.651E-01,  2.609E-02,  1.028E-04,        NaN,   NaN,   4.27,   3.98,  24.2, 290.0, 288.0,  52.6, 270.2,  61.5, 264.1,  10.0,  63.6, 213.7,  29.5,  10.0,   NaN, 189.7,   NaN,   NaN,   NaN, 258.0, 235.7,   NaN,   NaN, 232.9, 128.3, 156.9,  34.8,  26.4,  36.7,   NaN,  27.6,   NaN,  30.5,   NaN, -2.13,   NaN, -1.13,  0.37,   NaN,  0.64,   NaN,  0.66,  30.0,   NaN, 2.663833,  28.6,  2.087E-01,  1.031E-03,  1.833E-06,        NaN,   9.8,  2.764E-02,  2.994E-02
 330.,  1.726E-01,  2.154E-02,  7.717E-05,        NaN,   NaN,  1.693E-01,  2.375E-02,  1.008E-04,        NaN,   NaN,   3.70,   3.87,  24.1, 269.0, 271.8,  56.0, 255.6,  60.8, 250.5,  10.0,  62.7, 204.2,  30.8,  10.0,   NaN, 183.7,   NaN,   NaN,   NaN, 241.8, 220.4,   NaN,   NaN, 222.8, 125.2, 148.6,  33.3,  26.3,  36.7,   NaN,  28.7,   NaN,  30.4,   NaN, -2.12,   NaN, -1.10,  0.39,   NaN,  0.62,   NaN,  0.64,  27.1,   NaN, 2.715667,  28.5,  2.087E-01,  9.950E-04,  2.000E-06,        NaN,   9.2,  2.471E-02,  2.725E-02
 360.,  1.740E-01,  2.068E-02,  8.750E-05,        NaN,   NaN,  1.717E-01,  2.235E-02,  8.633E-05,        NaN,   NaN,   3.85,   3.70,  24.2, 265.7, 266.2,  54.0, 250.5,  60.4, 247.7,  10.0,  63.0, 206.2,  31.5,  10.0,   NaN, 189.4,   NaN,   NaN,   NaN, 242.1, 221.5,   NaN,   NaN, 221.0, 119.9, 143.8,  33.8,  26.6,  36.4,   NaN,  28.4,   NaN,  30.3,   NaN, -2.09,   NaN, -1.07,  0.37,   NaN,  0.62,   NaN,  0.65,  26.4,   NaN, 2.739667,  28.5,  2.088E-01,  9.935E-04,  1.500E-06,        NaN,   9.1,  2.374E-02,  2.564E-02
 390.,  1.741E-01,  2.071E-02,  7.383E-05,        NaN,   NaN,  1.726E-01,  2.163E-02,  9.033E-05,        NaN,   NaN,   3.99,   4.12,  24.1, 272.0, 266.9,  55.6, 252.1,  60.7, 249.3,  10.0,  63.6, 212.6,  33.4,  10.0,   NaN, 190.5,   NaN,   NaN,   NaN, 243.1, 225.5,   NaN,   NaN, 226.8, 116.6, 143.7,  33.7,  26.3,  36.7,   NaN,  28.0,   NaN,  31.3,   NaN, -2.14,   NaN, -1.12,  0.38,   NaN,  0.62,   NaN,  0.66,  26.6,   NaN, 2.695667,  28.7,  2.087E-01,  1.013E-03,  1.500E-06,        NaN,   9.5,  2.375E-02,  2.482E-02
 420.,  1.689E-01,  2.344E-02,  7.500E-05,        NaN,   NaN,  1.683E-01,  2.375E-02,  1.045E-04,        NaN,   NaN,   4.67,   4.93,  24.1, 291.2, 288.4,  61.7, 270.6,  64.8, 266.9,  10.0,  70.7, 226.7,  34.5,  10.0,   NaN, 201.1,   NaN,   NaN,   NaN, 260.3, 243.0,   NaN,   NaN, 238.9, 135.5, 165.6,  36.0,  27.1,  39.0,   NaN,  29.0,   NaN,  32.6,   NaN, -2.19,   NaN, -1.21,  0.37,   NaN,  0.63,   NaN,  0.66,  31.0,   NaN, 2.754333,  29.0,  2.087E-01,  1.029E-03,  2.000E-06,        NaN,  11.3,  2.687E-02,  2.726E-02
 450.,  1.569E-01,  3.021E-02,  9.483E-05,        NaN,   NaN,  1.558E-01,  3.051E-02,  1.240E-04,        NaN,   NaN,   6.60,   7.36,  24.1, 419.9, 342.4,  68.4, 321.6,  75.6, 341.6,  10.0,  84.7, 260.6,  35.7,  10.0,   NaN, 239.0,   NaN,   NaN,   NaN, 306.1, 291.4,   NaN,   NaN, 294.4, 185.0, 225.2,  44.7,  28.1,  43.7,   NaN,  31.2,   NaN,  34.6,   NaN, -2.46,   NaN, -1.43,  0.35,   NaN,  0.69,   NaN,  0.73,  43.7,   NaN, 2.722000,  30.3,  2.084E-01,  1.203E-03,  2.500E-06,        NaN,  15.5,  3.463E-02,  3.501E-02
 480.,  1.335E-01,  4.411E-02,  1.762E-04,        NaN,   NaN,  1.323E-01,  4.397E-02,  1.733E-04,        NaN,   NaN,  10.09,  11.28,  24.1, 456.9, 507.5,  78.1, 472.9,  93.5, 427.7,  10.0, 101.4, 324.2,  36.9,  10.0,   NaN, 301.3,   NaN,   NaN,   NaN, 380.0, 362.4,   NaN,   NaN, 365.0, 252.8, 295.1,  62.0,  30.3,  52.9,   NaN,  33.1,   NaN,  36.4,   NaN, -2.81,   NaN, -1.69,  0.29,   NaN,  0.75,   NaN,  0.82,  65.2,   NaN, 2.656167,  32.0,  2.078E-01,  1.553E-03,  3.667E-06,        NaN,  21.8,  5.061E-02,  5.045E-02
 510.,  1.035E-01,  6.173E-02,  9.188E-04,        NaN,   NaN,  9.951E-02,  6.277E-02,  5.088E-04,        NaN,   NaN,  13.49,  16.92,  24.2, 506.1, 568.6,  96.4, 478.7, 124.3, 536.3,  10.0, 127.4, 410.1,  38.3,  10.0,   NaN, 362.1,   NaN,   NaN,   NaN, 452.2, 419.7,   NaN,   NaN, 430.8, 325.8, 366.6, 100.0,  34.1,  69.1,   NaN,  37.4,   NaN,  44.8,   NaN, -3.02,   NaN, -1.96,  0.07,   NaN,  0.80,   NaN,  0.87,  87.7,   NaN, 2.513833,  34.2,  2.071E-01,  2.021E-03,  1.267E-05,        NaN,  29.1,  7.159E-02,  7.232E-02
 540.,  8.495E-02,  7.238E-02,  1.378E-03,        NaN,   NaN,  6.308E-02,  8.302E-02,  1.959E-03,  5.541E-03,   NaN,  15.68,  21.05,  24.1, 553.5, 630.2, 134.1, 526.5, 165.7, 655.9,  10.0, 152.9, 464.3,  39.8,  10.0,   NaN, 414.3,   NaN,   NaN,   NaN, 507.0, 467.0,   NaN,   NaN, 468.5, 381.9, 416.7, 141.1,  39.9,  85.8,   NaN,  44.0,   NaN,  49.5,   NaN, -3.22,   NaN, -2.10, -0.07,   NaN,  0.88,   NaN,  0.92, 111.2,   NaN, 2.580500,  36.5,  2.065E-01,  2.413E-03,  3.350E-05,        NaN,  33.3,  8.429E-02,  9.711E-02
 570.,  5.456E-02,  8.909E-02,  2.313E-03,        NaN,   NaN,  4.009E-02,  9.513E-02,  3.813E-03,  7.124E-03,   NaN,  19.03,  28.13,  24.1, 595.2, 758.6, 146.8, 564.4, 203.1, 716.7,  10.0, 187.4, 560.7,  41.5,  10.0,   NaN, 472.6,   NaN,   NaN,   NaN, 571.8, 532.3,   NaN,   NaN, 523.8, 443.0, 484.3, 194.2,  44.8, 109.6,   NaN,  48.1,   NaN,  54.0,   NaN, -3.50,   NaN, -2.35, -0.47,   NaN,  0.90,   NaN,  0.98, 128.6,   NaN, 2.530833,  38.9,  2.060E-01,  2.765E-03,  6.133E-05,        NaN,  38.8,  1.045E-01,  1.131E-01
 600.,  4.052E-02,  9.656E-02,  3.081E-03,        NaN,   NaN,  2.674E-02,  1.022E-01,  5.800E-03,  1.652E-03,   NaN,  21.81,  32.61,  24.1, 624.7, 810.4, 170.2, 589.7, 245.2, 783.0,  10.0, 214.1, 615.5,  43.0,  10.0,   NaN, 483.6,   NaN,   NaN,   NaN, 617.4, 569.1,   NaN,   NaN, 543.8, 515.8, 514.1, 239.8,  50.3, 129.4,   NaN,  52.7,   NaN,  62.6,   NaN, -3.69,   NaN, -2.44, -0.59,   NaN,  0.95,   NaN,  1.03, 140.8,   NaN, 2.528000,  41.1,  2.057E-01,  3.000E-03,  9.017E-05,        NaN,  43.6,  1.139E-01,  1.234E-01
 630.,  5.626E-02,  8.868E-02,  2.323E-03,        NaN,   NaN,  3.119E-02,  1.012E-01,  5.865E-03,  5.270E-04,   NaN,  22.04,  31.47,  24.2, 616.8, 756.2, 187.1, 576.0, 252.8, 761.5,  10.0, 212.8, 607.5,  44.6,  10.0,   NaN, 434.8,   NaN,   NaN,   NaN, 600.9, 540.4,   NaN,   NaN, 529.5, 489.5, 480.9, 228.7,  53.4, 130.2,   NaN,  54.8,   NaN,  66.1,   NaN, -3.57,   NaN, -2.36, -0.44,   NaN,  0.95,   NaN,  1.02, 126.1,   NaN, 2.546333,  41.4,  2.061E-01,  2.785E-03,  7.267E-05,        NaN,  38.2,  1.040E-01,  1.223E-01
 660.,  7.705E-02,  7.740E-02,  1.146E-03,        NaN,   NaN,  4.739E-02,  9.369E-02,  3.433E-03,  9.258E-04,   NaN,  22.20,  30.31,  24.2, 589.8, 707.6, 182.7, 564.3, 243.0, 690.6,  10.0, 208.7, 586.8,  47.5,  10.0,   NaN, 413.0,   NaN,   NaN,   NaN, 564.7, 510.2,   NaN,   NaN, 514.7, 465.2, 465.1, 225.2,  53.6, 127.0,   NaN,  54.9,   NaN,  67.3,   NaN, -3.55,   NaN, -2.34, -0.51,   NaN,  0.95,   NaN,  1.03, 111.2,   NaN, 2.561000,  41.0,  2.065E-01,  2.537E-03,  3.650E-05,        NaN,  35.8,  8.977E-02,  1.110E-01
 690.,  7.758E-02,  7.661E-02,  9.290E-04,        NaN,   NaN,  5.049E-02,  9.127E-02,  2.470E-03,  2.359E-03,   NaN,  24.21,  34.16,  24.2, 610.4, 713.9, 197.5, 576.7, 258.6, 738.1,  10.0, 222.7, 605.0,  50.3,  10.0,   NaN, 435.4,   NaN,   NaN,   NaN, 588.2, 539.5,   NaN,   NaN, 532.9, 495.7, 501.4, 262.6,  55.2, 140.2,   NaN,  55.8,   NaN,  69.9,   NaN, -3.68,   NaN, -2.42, -0.60,   NaN,  0.95,   NaN,  1.05, 114.6,   NaN, 2.509333,  41.7,  2.064E-01,  2.568E-03,  3.433E-05,        NaN,  38.7,  8.861E-02,  1.071E-01
 720.,  6.212E-02,  8.512E-02,  1.649E-03,  5.029E-03,   NaN,  3.861E-02,  9.638E-02,  3.861E-03,  5.360E-03,   NaN,  27.57,  38.27,  24.2, 634.3, 753.8, 220.3, 609.4, 283.5, 809.3,  10.0, 250.6, 638.9,  52.9,  10.0,   NaN, 459.8,   NaN,   NaN,   NaN, 626.7, 569.6,   NaN,   NaN, 553.9, 529.4, 527.4, 305.7,  61.0, 153.9,   NaN,  61.6,   NaN,  83.6,   NaN, -3.88,   NaN, -2.55, -0.81,   NaN,  0.97,   NaN,  1.06, 130.2,   NaN, 2.536500,  43.2,  2.060E-01,  2.807E-03,  5.717E-05,        NaN,  43.5,  9.916E-02,  1.146E-01
 750.,  4.842E-02,  9.199E-02,  2.810E-03,  2.652E-02,   NaN,  2.617E-02,  1.017E-01,  6.731E-03,  6.252E-03,   NaN,  29.87,  41.06,  24.2, 658.5, 792.7, 244.9, 627.3, 305.9, 864.5,  10.0, 265.3, 665.2,  55.8,  10.0,   NaN, 486.6,   NaN,   NaN,   NaN, 650.7, 590.1,   NaN,   NaN, 572.2, 552.7, 540.2, 326.9,  64.2, 166.6,   NaN,  64.7,   NaN,  89.7,   NaN, -4.03,   NaN, -2.62, -0.84,   NaN,  0.99,   NaN,  1.08, 138.3,   NaN, 2.551333,  44.9,  2.058E-01,  2.952E-03,  8.567E-05,        NaN,  47.8,  1.083E-01,  1.239E-01
 780.,  4.534E-02,  9.316E-02,  3.890E-03,  7.751E-03,   NaN,  1.599E-02,  1.055E-01,  9.918E-03,  2.619E-02,   NaN,  34.21,  43.01,  24.2, 658.7, 779.6, 270.4, 661.0, 314.0, 895.2,  10.0, 282.0, 675.3,  59.3,  10.0,   NaN, 487.6,   NaN,   NaN,   NaN, 667.9, 600.1,   NaN,   NaN, 587.3, 538.3, 531.8, 349.3,  68.2, 176.9,   NaN,  77.5,   NaN,  99.3,   NaN, -4.08,   NaN, -2.67, -0.99,   NaN,  1.02,   NaN,  1.09, 140.1,   NaN, 2.500167,  45.7,  2.056E-01,  3.027E-03,  1.258E-04,        NaN,  54.0,  1.109E-01,  1.319E-01
 810.,  3.276E-02,  9.973E-02,  4.551E-03,  9.977E-03,   NaN,  1.833E-02,  1.056E-01,  8.635E-03,  2.815E-02,   NaN,  38.97,  48.55,  24.2, 697.7, 804.3, 340.8, 692.5, 357.9, 907.9,  10.0, 306.2, 696.9,  62.7,  10.0,   NaN, 487.9,   NaN,   NaN,   NaN, 705.6, 631.5,   NaN,   NaN, 614.6, 581.3, 572.0, 398.2,  76.6, 193.4,   NaN,  90.8,   NaN, 114.0,   NaN, -4.20,   NaN, -2.79, -1.11,   NaN,  1.05,   NaN,  1.11, 149.0,   NaN, 2.445833,  47.2,  2.053E-01,  3.219E-03,  1.395E-04,        NaN,  60.8,  1.192E-01,  1.306E-01
 840.,  2.824E-02,  1.029E-01,  4.227E-03,  6.228E-03,   NaN,  1.439E-02,  1.083E-01,  8.558E-03,  1.290E-02,   NaN,  41.72,  52.79,  24.3, 701.0, 828.1, 356.4, 702.6, 382.7, 934.5,  10.0, 335.4, 725.3,  66.3,  10.0,   NaN, 505.2,   NaN,   NaN,   NaN, 746.3, 660.2,   NaN,   NaN, 641.4, 611.6, 596.5, 435.2,  80.4, 203.3,   NaN,  94.2,   NaN, 123.1,   NaN, -4.26,   NaN, -2.91, -1.21,   NaN,  1.07,   NaN,  1.14, 154.6,   NaN, 2.455667,  48.7,  2.052E-01,  3.322E-03,  1.328E-04,        NaN,  65.4,  1.224E-01,  1.335E-01
 870.,  2.341E-02,  1.057E-01,  4.304E-03,  2.932E-02,   NaN,  1.822E-02,  1.072E-01,  6.968E-03,  2.901E-02,   NaN,  44.55,  56.42,  24.4, 720.0, 847.5, 400.3, 719.2, 427.5, 958.5,  10.0, 361.7, 745.6,  68.5,  10.0,   NaN, 573.6,   NaN,   NaN,   NaN, 771.1, 680.3,   NaN,   NaN, 660.1, 639.3, 616.6, 465.7,  86.2, 220.7,   NaN,  92.7,   NaN, 134.1,   NaN, -4.45,   NaN, -2.97, -1.27,   NaN,  1.09,   NaN,  1.18, 157.1,   NaN, 2.422500,  50.1,  2.050E-01,  3.442E-03,  1.240E-04,        NaN,  68.1,  1.257E-01,  1.305E-01
 900.,  2.150E-02,  1.065E-01,  4.409E-03,  6.588E-03,   NaN,  1.140E-02,  1.101E-01,  8.036E-03,  9.634E-03,   NaN,  45.50,  58.04,  24.3, 727.6, 856.5, 368.8, 709.9, 435.9, 963.8,  10.0, 369.8, 759.0,  72.4,  10.0,   NaN, 595.2,   NaN,   NaN,   NaN, 789.1, 694.6,   NaN,   NaN, 667.4, 639.4, 618.1, 485.5,  92.4, 238.2,   NaN,  93.2,   NaN, 129.0,   NaN, -4.58,   NaN, -2.98, -1.32,   NaN,  1.06,   NaN,  1.15, 152.0,   NaN, 2.405500,  50.9,  2.052E-01,  3.366E-03,  1.147E-04,        NaN,  67.0,  1.268E-01,  1.350E-01
 930.,  2.338E-02,  1.062E-01,  3.808E-03,  6.590E-03,   NaN,  1.233E-02,  1.113E-01,  6.593E-03,  3.327E-02,   NaN,  47.07,  60.77,  24.4, 731.1, 855.1, 391.8, 716.9, 473.5, 961.9,  10.0, 385.3, 769.8,  76.5,  10.0,   NaN, 638.8,   NaN,   NaN,   NaN, 800.4, 707.8,   NaN,   NaN, 678.9, 648.0, 626.3, 485.2,  98.8, 249.2,   NaN, 102.6,   NaN, 138.8,   NaN, -4.66,   NaN, -2.97, -1.26,   NaN,  1.09,   NaN,  1.16, 152.2,   NaN, 2.464667,  51.0,  2.053E-01,  3.352E-03,  9.467E-05,        NaN,  67.0,  1.257E-01,  1.347E-01
 960.,  2.123E-02,  1.067E-01,  4.380E-03,  3.971E-03,   NaN,  1.142E-02,  1.122E-01,  5.781E-03,  9.668E-03,   NaN,  48.29,  60.72,  24.4, 735.3, 867.6, 388.7, 721.0, 474.8, 962.4,  10.0, 380.8, 779.9,  81.0,  10.0,   NaN, 571.8,   NaN,   NaN,   NaN, 795.3, 704.3,   NaN,   NaN, 676.8, 647.0, 626.2, 491.2,  98.0, 254.6,   NaN,  99.4,   NaN, 140.5,   NaN, -4.48,   NaN, -2.98, -1.30,   NaN,  1.09,   NaN,  1.19, 146.5,   NaN, 2.456833,  51.3,  2.054E-01,  3.264E-03,  8.733E-05,        NaN,  64.7,  1.270E-01,  1.349E-01
 990.,  2.514E-02,  1.052E-01,  3.976E-03,  2.340E-03,   NaN,  1.424E-02,  1.125E-01,  4.747E-03,  9.826E-03,   NaN,  48.59,  59.42,  24.4, 735.3, 864.0, 384.1, 719.2, 467.5, 947.8,  10.0, 372.4, 774.5,  83.0,  10.0,   NaN, 543.2,   NaN,   NaN,   NaN, 770.2, 686.9,   NaN,   NaN, 664.9, 640.2, 621.6, 477.1, 100.4, 252.7,   NaN, 102.7,   NaN, 142.0,   NaN, -4.29,   NaN, -2.95, -1.24,   NaN,  1.09,   NaN,  1.19, 144.7,   NaN, 2.515000,  51.1,  2.055E-01,  3.197E-03,  7.000E-05,        NaN,  60.4,  1.247E-01,  1.340E-01
1020.,  3.044E-02,  1.029E-01,  3.109E-03,  3.658E-03,   NaN,  1.883E-02,  1.106E-01,  3.411E-03,  5.737E-03,   NaN,  49.51,  62.13,  24.4, 736.5, 856.8, 380.2, 720.9, 472.8, 960.2,  10.0, 378.4, 778.7,  87.0,  10.0,   NaN, 581.4,   NaN,   NaN,   NaN, 785.2, 703.8,   NaN,   NaN, 675.6, 646.4, 628.8, 489.8, 100.9, 257.9,   NaN, 100.9,   NaN, 141.8,   NaN, -4.46,   NaN, -2.97, -1.29,   NaN,  1.07,   NaN,  1.21, 142.5,   NaN, 2.509333,  51.3,  2.056E-01,  3.138E-03,  6.400E-05,        NaN,  60.8,  1.211E-01,  1.302E-01
1050.,  3.153E-02,  1.024E-01,  2.687E-03,  3.885E-03,   NaN,  1.892E-02,  1.103E-01,  3.403E-03,  1.508E-02,   NaN,  50.20,  64.39,  24.4, 740.1, 866.2, 384.4, 715.7, 475.8, 973.4,  10.0, 386.3, 788.3,  94.5,  10.0,   NaN, 660.0,   NaN,   NaN,   NaN, 804.8, 721.2,   NaN,   NaN, 686.1, 658.8, 642.0, 500.7, 103.8, 268.3,   NaN,  99.2,   NaN, 145.1,   NaN, -4.71,   NaN, -3.00, -1.32,   NaN,  1.06,   NaN,  1.20, 143.2,   NaN, 2.498667,  51.9,  2.056E-01,  3.176E-03,  5.683E-05,        NaN,  61.7,  1.201E-01,  1.299E-01
