Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
s,mol/mol,mol/mol,mol/mol,mol/mol,g/g,mol/mol,mol/mol,mol/mol,mol/mol,g/g,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kW,kW,kg/s,C,mol/mol,mol/mol,mol/mol,mol/mol,mg/m3,mol/mol,mol/mol
   0.,  2.090E-01,  5.459E-04,  4.400E-05,  3.271E-05,   NaN,  2.091E-01,  5.686E-04,  0.000E+00,  7.119E-05,   NaN,   0.32,   0.34,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  38.4,  36.4,  34.1,  31.0,  54.6,  33.7,  35.2,  33.1,   NaN,  32.6,   NaN,  33.1,   NaN,  30.0,  31.5,   NaN,  30.6,  30.5,   NaN,  30.3,  30.5,  29.3,  29.9,  30.9, -0.44, -0.39, -0.51,  0.37, -0.39, -0.15, -0.06,  0.16, -0.37,   0.2,   9.5, 2.270143,  30.2,  2.095E-01,  5.848E-04,  8.571E-07,  2.095E-06,   0.2,  2.950E-04,  2.762E-04
  30.,  1.897E-01,  1.549E-02,  1.090E-04,  3.508E-04,   NaN,  1.902E-01,  1.690E-02,  5.183E-05,  1.655E-04,   NaN,  11.19,   2.32,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 120.7,  62.2, 323.1,  31.0,  55.4, 127.7, 171.5,  99.8,   NaN, 211.8,   NaN, 270.4,   NaN,  49.8, 207.9,   NaN, 177.4,  46.3,   NaN,  52.7,  37.1,  35.2,  34.2,  36.8, -1.42, -1.36, -1.24, -1.22, -0.46,  0.48,  0.49,  0.56,  0.51,  58.6, 184.6, 2.216833,  37.1,  2.078E-01,  1.632E-03,  6.167E-06,  6.000E-06,  10.8,  7.800E-03,  8.477E-03
  60.,  1.819E-01,  1.643E-02,  1.400E-04,  1.540E-04,   NaN,  1.789E-01,  1.800E-02,  7.950E-05,  1.788E-04,   NaN,   3.03,   1.08,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 119.8,  70.1, 234.1,  31.2,  52.8, 137.9, 163.7, 101.5,   NaN, 153.1,   NaN, 188.7,   NaN,  52.1, 146.3,   NaN, 127.3,  43.9,   NaN,  59.9,  37.5,  31.4,  31.7,  36.7, -1.63, -1.45, -1.72, -0.73, -0.50,  0.54,  0.50,  0.57,  0.52,  27.7,   9.2, 2.291667,  37.8,  2.087E-01,  1.275E-03,  4.000E-06,  3.833E-06,   4.9,  8.285E-03,  9.039E-03
  90.,  1.970E-01,  7.870E-03,  1.168E-04,  1.780E-04,   NaN,  1.942E-01,  9.750E-03,  5.983E-05,  1.900E-04,   NaN,   1.28,   0.72,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  72.5,  55.5, 110.2,  31.6,  51.9,  89.2,  98.4,  64.3,   NaN,  84.1,   NaN,  92.2,   NaN,  40.7,  77.9,   NaN,  64.4,  38.0,   NaN,  47.3,  37.1,  30.1,  30.6,  36.1, -1.26, -1.17, -1.35, -0.46, -0.45,  0.41,  0.39,  0.47,  0.40,   6.0,   0.0, 2.307833,  33.8,  2.093E-01,  7.242E-04,  2.000E-06,  4.333E-06,   1.4,  3.994E-03,  4.905E-03
 120.,  2.021E-01,  4.890E-03,  1.217E-04,  3.095E-04,   NaN,  2.002E-01,  6.198E-03,  5.517E-05,  2.875E-04,   NaN,   1.09,   0.62,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  63.4,  50.7,  90.2,  31.8,  51.7,  75.8,  85.4,  60.4,   NaN,  71.5,   NaN,  76.3,   NaN,  37.9,  68.5,   NaN,  56.7,  36.6,   NaN,  41.5,  34.9,  29.2,  29.8,  34.2, -1.14, -1.06, -1.24, -0.39, -0.44,  0.34,  0.35,  0.45,  0.32,   3.5,   0.0, 2.347833,  32.4,  2.094E-01,  6.227E-04,  2.000E-06,  6.500E-06,   2.3,  2.506E-03,  3.127E-03
 150.,  2.039E-01,  3.895E-03,  1.220E-04,  4.412E-04,   NaN,  2.025E-01,  5.027E-03,  5.500E-05,  4.253E-04,   NaN,   0.95,   0.57,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  59.9,  48.0,  82.5,  31.9,  53.1,  69.9,  77.9,  50.3,   NaN,  66.2,   NaN,  70.8,   NaN,  36.6,  65.2,   NaN,  53.6,  35.7,   NaN,  36.8,  33.7,  29.2,  29.5,  33.2, -1.09, -0.94, -1.20, -0.36, -0.43,  0.34,  0.34,  0.44,  0.27,   2.9,   0.0, 2.367667,  31.9,  2.094E-01,  6.187E-04,  2.000E-06,  8.667E-06,   3.4,  2.009E-03,  2.541E-03
 180.,  2.042E-01,  3.920E-03,  1.148E-04,  3.877E-04,   NaN,  2.020E-01,  5.516E-03,  5.833E-05,  4.035E-04,   NaN,   0.89,   0.59,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  56.6,  46.6,  79.5,  32.2,  53.1,  69.2,  70.0,  50.0,   NaN,  67.1,   NaN,  72.3,   NaN,  36.7,  68.8,   NaN,  53.9,  36.3,   NaN,  36.9,  34.7,  29.8,  30.0,  34.0, -1.15, -0.82, -1.18, -0.42, -0.42,  0.36,  0.36,  0.44,  0.24,   3.6,   0.0, 2.346000,  31.8,  2.094E-01,  6.682E-04,  3.000E-06,  7.833E-06,   6.8,  2.018E-03,  2.787E-03
 210.,  2.029E-01,  4.879E-03,  1.485E-04,  3.548E-04,   NaN,  2.018E-01,  5.330E-03,  8.217E-05,  3.803E-04,   NaN,   1.02,   0.62,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  57.1,  46.3,  86.2,  32.7,  50.2,  70.6,  74.6,  56.2,   NaN,  72.4,   NaN,  81.2,   NaN,  36.0,  78.3,   NaN,  65.3,  36.1,   NaN,  39.8,  35.3,  29.8,  30.3,  34.2, -1.24, -0.88, -1.16, -0.51, -0.45,  0.38,  0.38,  0.44,  0.34,   5.8,   0.0, 2.348333,  32.1,  2.093E-01,  7.257E-04,  4.500E-06,  7.000E-06,  16.3,  2.514E-03,  2.706E-03
 240.,  2.001E-01,  6.820E-03,  2.342E-04,  3.290E-04,   NaN,  2.014E-01,  6.253E-03,  1.448E-04,  3.625E-04,   NaN,   1.73,   0.73,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  62.0,  47.7, 108.7,  33.3,  50.0,  68.7,  78.3,  60.4,   NaN,  86.5,   NaN, 102.2,   NaN,  37.1,  94.9,   NaN,  87.3,  37.1,   NaN,  42.3,  35.4,  30.5,  30.4,  33.8, -1.18, -0.68, -1.00, -0.66, -0.44,  0.45,  0.45,  0.52,  0.43,  11.0,   0.0, 2.310333,  32.9,  2.092E-01,  7.927E-04,  9.000E-06,  7.667E-06,  44.4,  3.527E-03,  3.199E-03
 270.,  1.941E-01,  1.102E-02,  4.497E-04,  3.955E-04,   NaN,  1.965E-01,  9.911E-03,  3.432E-04,  4.212E-04,   NaN,   6.14,   1.04,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  97.8,  51.8, 168.1,  33.8,  49.5,  76.8,  93.4,  76.3,   NaN, 121.4,   NaN, 153.1,   NaN,  42.0, 133.4,   NaN, 132.2,  45.1,   NaN,  47.8,  36.6,  31.7,  31.9,  34.8, -1.17, -0.58, -0.94, -0.94, -0.46,  0.57,  0.56,  0.62,  0.63,  26.3,   0.0, 2.396167,  35.1,  2.088E-01,  1.086E-03,  2.383E-05,  1.250E-05, 131.4,  5.736E-03,  5.127E-03
 300.,  1.848E-01,  1.745E-02,  7.993E-04,  5.795E-04,   NaN,  1.860E-01,  1.794E-02,  7.708E-04,  6.518E-04,   NaN,  15.90,   1.76,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 192.1,  64.7, 268.4,  34.4,  47.7,  87.9, 122.0,  97.0,   NaN, 176.4,   NaN, 238.0,   NaN,  51.0, 202.5,   NaN, 202.0,  75.4,   NaN,  58.3,  39.2,  33.7,  33.3,  36.9, -1.19, -0.39, -0.89, -1.30, -0.31,  0.67,  0.65,  0.75,  0.79,  49.8,   0.0, 2.255666,  38.9,  2.080E-01,  1.652E-03,  5.333E-05,  2.567E-05, 266.1,  9.122E-03,  9.358E-03
 330.,  1.699E-01,  2.789E-02,  1.378E-03,  8.952E-04,   NaN,  1.706E-01,  2.853E-02,  1.384E-03,  1.011E-03,   NaN,  25.87,   2.97,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 299.3,  90.1, 363.0,  35.2,  47.6, 109.2, 157.7, 110.9,   NaN, 223.8,   NaN, 315.7,   NaN,  63.9, 262.6,   NaN, 271.1, 127.7,   NaN,  81.8,  45.0,  37.4,  36.0,  42.2, -1.17, -0.42, -0.96, -1.54, -0.09,  0.77,  0.74,  0.81,  0.93,  71.2,   0.0, 2.114833,  43.6,  2.072E-01,  2.231E-03,  8.600E-05,  4.050E-05, 372.3,  1.463E-02,  1.496E-02
 360.,  1.541E-01,  3.889E-02,  1.969E-03,  1.140E-03,   NaN,  1.560E-01,  3.912E-02,  1.960E-03,  1.256E-03,   NaN,  29.61,   5.44,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 345.9, 130.3, 460.0,  35.9,  47.1, 175.5, 197.7, 163.2,   NaN, 262.6,   NaN, 403.3,   NaN,  90.2, 345.7,   NaN, 372.2, 183.3,   NaN, 115.3,  53.1,  42.1,  39.5,  49.2, -2.00,  0.12, -1.44, -2.02, -0.23,  0.88,  0.87,  0.95,  1.09, 107.3,   0.0, 2.097667,  49.7,  2.061E-01,  3.070E-03,  1.295E-04,  5.200E-05, 459.9,  2.043E-02,  2.054E-02
 390.,  1.363E-01,  5.095E-02,  2.877E-03,  1.041E-03,   NaN,  1.349E-01,  5.395E-02,  2.938E-03,  1.197E-03,   NaN,  47.98,   9.35,  27.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 478.7, 194.5, 610.8,  36.8,  47.4, 292.1, 274.6, 241.2,   NaN, 309.3,   NaN, 527.0,   NaN, 148.1, 458.9,   NaN, 476.5, 284.4,   NaN, 178.1,  68.8,  50.1,  45.6,  61.4, -2.89,  0.17, -1.60, -2.32,  0.13,  0.97,  0.93,  1.01,  1.23, 155.0,   0.0, 2.078333,  58.3,  2.044E-01,  4.282E-03,  2.162E-04,  4.017E-05, 587.3,  2.691E-02,  2.844E-02
 420.,  1.199E-01,  6.487E-02,  2.929E-03,  6.235E-04,   NaN,  1.129E-01,  7.293E-02,  2.900E-03,  8.357E-04,   NaN,  70.82,  14.15,  27.8, 698.3,   NaN, 479.3, 641.0, 450.7, 643.6, 600.6, 275.2, 777.6,  38.0,  46.4, 398.9, 380.1, 297.9, 588.2, 340.1, 625.8, 654.8,  72.6, 235.4, 566.5, 451.8, 561.1, 374.1,  82.1, 260.2,  93.3,  61.1,  55.6,  81.5, -3.69,  0.45, -1.61, -2.63,  0.34,  1.04,  0.99,  1.02,  1.28, 189.7,   0.0, 1.981667,  66.4,  2.030E-01,  5.392E-03,  1.808E-04,  1.283E-05, 610.0,  3.390E-02,  3.791E-02
 450.,  7.930E-02,  9.842E-02,  4.005E-03,  5.950E-04,   NaN,  7.726E-02,  1.010E-01,  1.773E-03,  5.000E-04,   NaN, 136.66,  22.57,  27.8, 988.6,   NaN, 781.2, 928.8, 614.0, 882.1, 796.4, 373.5, 937.4,  39.8,  46.5, 516.2, 510.2, 395.2, 813.6, 395.7, 841.4, 818.8,  93.5, 351.1, 713.0, 602.0, 699.3, 492.4,  90.3, 361.8, 130.5,  82.8,  74.7, 112.8, -4.59,  0.28, -2.07, -2.86,  0.35,  1.10,  1.03,  1.03,  1.37, 253.9,   0.0, 1.986500,  76.0,  2.009E-01,  7.148E-03,  6.300E-05,  5.667E-06, 517.9,  5.121E-02,  5.139E-02
 480.,  2.114E-02,  1.169E-01,  1.307E-02,  1.600E-03,   NaN,  3.536E-02,  1.240E-01,  3.856E-03,  5.292E-04,   NaN, 189.10,  32.17,  27.8,1134.7,   NaN,1153.0,1192.5, 769.8,1032.5,1016.6, 486.6,1055.9,  43.2,  47.1, 593.8, 647.3, 487.3, 971.1, 434.1, 985.8, 953.6, 169.3, 479.2, 850.1, 720.2, 831.1, 610.5, 119.5, 470.0, 176.4, 110.8, 101.1, 154.0, -4.86, -0.27, -2.20, -2.96,  0.43,  1.16,  1.08,  1.09,  1.45, 310.7,   0.0, 2.021500,  85.3,  1.991E-01,  8.408E-03,  6.917E-05,  5.000E-06, 724.6,  6.498E-02,  6.391E-02
 510.,  7.600E-03,  1.115E-01,  2.236E-02,  1.556E-03,   NaN,  1.102E-02,  1.219E-01,  1.357E-02,  7.738E-04,   NaN, 140.53,  43.39,  27.8,1226.3,   NaN,1295.6,1308.0, 856.5,1122.3, 937.9, 585.6,1119.1,  49.9,  46.8, 655.4, 783.9, 540.2,1070.3, 455.3,1082.6,1049.9, 236.6, 578.1, 957.1, 854.4, 924.4, 719.0, 148.6, 560.5, 234.0, 137.7, 124.2, 201.8, -4.44, -0.90, -1.78, -3.29,  0.66,  1.22,  1.10,  1.09,  1.54, 329.8,   0.0, 1.987333,  93.9,  1.983E-01,  8.698E-03,  1.958E-04,  4.667E-06,1085.1,  6.692E-02,  6.772E-02
 540.,  3.619E-03,  1.035E-01,  3.023E-02,  1.107E-03,   NaN,  4.294E-03,  1.145E-01,  2.168E-02,  6.935E-04,   NaN, 126.90,  53.28,  27.8,1251.2,   NaN,1315.1,1323.7, 906.4,1158.9, 917.5, 659.4,1151.6,  64.9,  47.7, 671.3, 857.2, 578.6,1114.8, 467.6,1124.1,1092.5, 276.2, 645.0,1000.5, 920.9, 969.0, 765.3, 181.2, 629.6, 288.7, 165.5, 146.0, 240.8, -4.65, -1.38, -1.74, -3.45,  0.77,  1.27,  1.10,  1.11,  1.59, 344.8,   0.0, 1.996667, 101.2,  1.979E-01,  8.830E-03,  2.430E-04,  4.000E-06,1183.4,  6.689E-02,  6.811E-02
 570.,  2.421E-03,  9.880E-02,  3.484E-02,  9.848E-04,   NaN,  1.915E-03,  1.068E-01,  2.864E-02,  7.218E-04,   NaN, 114.39,  61.67,  27.8,1223.8,   NaN,1266.2,1311.3, 951.0,1182.2, 912.1, 711.7,1177.3,  93.3,  48.4, 690.3, 920.5, 629.1,1126.4, 473.0,1155.4,1120.1, 254.9, 661.6,1027.0, 965.7,1003.2, 793.2, 203.0, 665.6, 306.3, 188.3, 162.0, 291.3, -5.04, -1.44, -2.03, -3.57,  0.96,  1.30,  1.10,  1.10,  1.54, 363.8,   0.0, 2.018833, 107.9,  1.974E-01,  9.061E-03,  2.562E-04,  3.000E-06,1247.0,  6.682E-02,  6.774E-02
 600.,  1.757E-03,  9.261E-02,  3.996E-02,  9.167E-04,   0.1,  1.611E-03,  1.036E-01,  3.096E-02,  5.792E-04,   0.1, 104.07,  70.30,  27.8,1143.9,   NaN,   NaN,1262.1, 975.3,1196.0, 934.7, 749.8,1191.9, 138.2,  46.9, 700.2, 945.5, 670.9,1052.4, 476.2,1170.4,1137.6, 259.4, 690.8,1040.1, 991.4,1016.3, 805.2, 212.7, 680.7, 333.4, 208.1, 176.3, 323.5, -5.24, -1.67, -2.00, -3.66,  0.64,  1.34,  1.15,  1.09,  1.50, 356.8,   0.0, 1.954500, 112.4,  1.972E-01,  9.131E-03,  2.597E-04,  3.000E-06,1318.0,  6.629E-02,  6.730E-02
