Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  1.914E-01,  1.048E-02,  3.517E-05,  1.150E-05,   NaN,  1.936E-01,  9.572E-03,  0.000E+00,  5.500E-06,   NaN,   1.53,   1.46,  25.2, 112.0,  57.2,  37.9,  97.3,  37.2,  97.3,  61.0,  56.3, 147.1,  27.3,  27.5, 132.4, 136.5, 105.9, 101.2, 156.5, 101.4, 144.3,  29.8,  32.9, 125.3,  36.9,  54.9,  28.6,  31.9,  37.3,  30.0,  28.4,  27.7,  27.8, -1.84, -1.60, -1.54, -0.78, -0.32,  0.46,  0.13,  0.20,  0.50,  14.9,  22.5, 2.230000,  31.7,  2.095E-01,  7.620E-04,  0.000E+00,  1.000E-06,   NaN,  1.577E-02,  1.432E-02
 300.,  1.914E-01,  1.057E-02,  2.800E-05,  1.000E-05,   NaN,  1.932E-01,  9.864E-03,  0.000E+00,  7.833E-06,   NaN,   1.83,   1.60,  25.2, 120.8,  60.2,  39.8, 106.1,  39.0, 106.6,  61.9,  58.2, 147.3,  27.5,  27.5, 140.6, 138.9, 107.5, 109.5, 161.6, 108.9, 150.2,  30.4,  34.0, 124.0,  38.6,  58.4,  28.1,  32.9,  39.7,  31.8,  30.8,  28.4,  28.2, -1.84, -1.61, -1.42, -0.71, -0.33,  0.45,  0.18,  0.24,  0.48,  14.6,  22.4, 2.149333,  31.7,  2.095E-01,  7.647E-04,  0.000E+00,  1.000E-06,   NaN,  1.589E-02,  1.477E-02
 330.,  1.910E-01,  1.081E-02,  4.017E-05,  1.167E-05,   NaN,  1.915E-01,  1.067E-02,  0.000E+00,  8.000E-06,   NaN,   1.99,   1.78,  25.1, 129.8,  63.2,  41.7, 115.5,  40.2, 115.7,  67.1,  60.4, 156.4,  27.8,  27.5, 151.1, 156.3, 132.7, 117.2, 175.1, 116.9, 162.2,  31.1,  34.5, 117.8,  40.2,  47.0,  28.9,  33.9,  39.5,  32.1,  30.4,  28.7,  28.3, -1.94, -1.78, -1.71, -0.74, -0.33,  0.47,  0.16,  0.27,  0.52,  16.5,  22.3, 2.184667,  32.2,  2.095E-01,  8.038E-04,  0.000E+00,  1.000E-06,   NaN,  1.627E-02,  1.599E-02
 360.,  1.904E-01,  1.116E-02,  2.717E-05,  1.000E-05,   NaN,  1.920E-01,  1.038E-02,  0.000E+00,  6.500E-06,   NaN,   1.82,   1.69,  25.2, 138.3,  66.0,  43.8, 124.9,  41.5, 125.0,  69.2,  62.8, 158.6,  28.1,  27.5, 128.3, 140.5, 121.2, 124.8, 168.5, 124.6, 152.8,  31.7,  35.6, 139.3,  41.5,  72.1,  29.0,  34.9,  38.9,  31.0,  28.4,  27.9,  28.7, -1.65, -1.57, -1.65, -0.82, -0.34,  0.49,  0.17,  0.27,  0.55,  17.0,  22.3, 2.250500,  32.5,  2.095E-01,  8.055E-04,  0.000E+00,  1.000E-06,   NaN,  1.677E-02,  1.555E-02
 390.,  1.896E-01,  1.154E-02,  3.100E-05,  9.500E-06,   NaN,  1.920E-01,  1.055E-02,  0.000E+00,  5.333E-06,   NaN,   1.96,   1.73,  25.2, 145.4,  68.2,  45.9, 132.9,  43.2, 133.0,  70.5,  64.8, 163.5,  28.3,  27.5, 129.2, 142.7, 124.8, 131.4, 174.1, 130.2, 159.0,  32.3,  36.7, 140.6,  43.5,  65.4,  28.8,  35.8,  39.5,  30.4,  28.0,  27.5,  27.8, -1.64, -1.62, -1.69, -0.82, -0.33,  0.49,  0.18,  0.30,  0.53,  18.0,  22.3, 2.311167,  32.7,  2.094E-01,  8.165E-04,  0.000E+00,  1.000E-06,   NaN,  1.735E-02,  1.580E-02
 420.,  1.896E-01,  1.143E-02,  3.567E-05,  1.000E-05,   NaN,  1.918E-01,  1.060E-02,  0.000E+00,  6.333E-06,   NaN,   1.95,   1.79,  25.2, 151.3,  70.6,  48.0, 140.0,  45.4, 139.8,  72.5,  65.4, 165.3,  28.5,  27.5, 117.4, 147.6, 131.2, 137.3, 176.4, 135.0, 162.4,  32.8,  35.4, 144.4,  45.5,  71.0,  29.3,  36.7,  36.8,  30.9,  28.4,  27.6,  28.3, -1.51, -1.69, -1.85, -0.87, -0.34,  0.49,  0.19,  0.31,  0.54,  18.2,  22.2, 2.313667,  32.8,  2.094E-01,  8.243E-04,  0.000E+00,  1.000E-06,   NaN,  1.720E-02,  1.586E-02
 450.,  1.896E-01,  1.156E-02,  3.267E-05,  1.100E-05,   NaN,  1.916E-01,  1.076E-02,  0.000E+00,  4.333E-06,   NaN,   2.02,   1.93,  25.2, 156.5,  72.8,  50.0, 146.0,  47.6, 145.8,  73.6,  67.5, 168.8,  28.7,  27.5, 130.6, 142.0, 124.5, 143.0, 181.7, 139.4, 165.6,  33.4,  35.7, 145.8,  47.5,  67.1,  29.5,  37.5,  36.1,  30.8,  28.3,  27.8,  28.3, -1.60, -1.54, -1.70, -0.87, -0.33,  0.47,  0.21,  0.35,  0.57,  17.9,  22.2, 2.259833,  32.9,  2.094E-01,  8.240E-04,  0.000E+00,  1.000E-06,   NaN,  1.739E-02,  1.612E-02
 480.,  1.891E-01,  1.192E-02,  3.883E-05,  1.050E-05,   NaN,  1.911E-01,  1.097E-02,  0.000E+00,  4.833E-06,   NaN,   2.05,   2.09,  25.1, 161.2,  74.3,  51.9, 151.7,  50.0, 151.6,  73.2,  69.8, 178.8,  29.2,  27.6, 131.3, 154.6, 137.8, 148.2, 187.7, 143.6, 168.1,  33.9,  36.4, 150.4,  49.0,  58.6,  29.8,  38.2,  35.7,  30.5,  28.3,  27.9,  27.8, -1.53, -1.68, -1.84, -0.89, -0.34,  0.49,  0.23,  0.36,  0.57,  18.6,  22.2, 2.304333,  33.1,  2.094E-01,  8.398E-04,  0.000E+00,  1.000E-06,   NaN,  1.794E-02,  1.644E-02
 510.,  1.888E-01,  1.194E-02,  3.083E-05,  9.333E-06,   NaN,  1.910E-01,  1.101E-02,  0.000E+00,  3.667E-06,   NaN,   2.11,   2.06,  25.2, 165.4,  76.2,  53.7, 157.3,  52.2, 157.2,  75.8,  71.0, 177.2,  29.3,  27.6, 130.3, 150.5, 143.5, 153.1, 187.8, 147.3, 171.6,  34.4,  37.4, 148.8,  50.1,  62.5,  29.7,  38.8,  36.2,  30.9,  28.3,  28.0,  28.1, -1.62, -1.63, -1.97, -0.87, -0.35,  0.47,  0.19,  0.34,  0.52,  18.5,  22.2, 2.269667,  33.2,  2.094E-01,  8.478E-04,  0.000E+00,  1.000E-06,   NaN,  1.796E-02,  1.647E-02
 540.,  1.885E-01,  1.223E-02,  2.950E-05,  9.167E-06,   NaN,  1.907E-01,  1.125E-02,  0.000E+00,  4.667E-06,   NaN,   2.16,   2.12,  25.2, 169.7,  78.0,  55.3, 162.6,  54.2, 162.2,  77.7,  72.9, 179.7,  29.4,  27.7, 140.7, 156.8, 141.1, 157.5, 192.2, 150.6, 172.4,  34.8,  36.1, 148.9,  51.2,  62.7,  30.2,  39.4,  37.2,  31.1,  28.5,  27.9,  28.2, -1.71, -1.72, -1.93, -0.85, -0.34,  0.49,  0.19,  0.31,  0.56,  19.0,  22.2, 2.325833,  33.3,  2.094E-01,  8.797E-04,  0.000E+00,  1.000E-06,   NaN,  1.839E-02,  1.683E-02
 570.,  1.885E-01,  1.204E-02,  3.033E-05,  8.833E-06,   NaN,  1.904E-01,  1.135E-02,  0.000E+00,  5.000E-06,   NaN,   2.21,   2.06,  25.2, 174.1,  79.1,  56.9, 167.5,  55.9, 166.6,  78.3,  73.2, 181.8,  29.8,  27.7, 138.3, 156.4, 132.9, 161.3, 197.0, 153.6, 176.5,  35.3,  37.9, 157.3,  52.3,  64.1,  30.6,  40.0,  39.9,  32.3,  28.6,  28.1,  28.9, -1.70, -1.68, -1.84, -0.89, -0.32,  0.50,  0.22,  0.31,  0.54,  18.8,  22.1, 2.278000,  33.3,  2.094E-01,  8.798E-04,  0.000E+00,  1.000E-06,   NaN,  1.810E-02,  1.701E-02
 600.,  1.892E-01,  1.179E-02,  2.750E-05,  9.667E-06,   NaN,  1.904E-01,  1.132E-02,  0.000E+00,  5.333E-06,   NaN,   2.22,   2.11,  25.2, 178.2,  80.6,  58.3, 171.5,  57.4, 170.2,  80.4,  73.6, 184.5,  30.2,  27.7, 151.4, 157.2, 136.4, 164.9, 193.1, 156.1, 173.0,  35.7,  38.4, 152.7,  53.4,  63.3,  30.7,  40.6,  42.2,  33.4,  28.8,  28.2,  29.4, -1.84, -1.64, -1.84, -0.89, -0.31,  0.50,  0.19,  0.31,  0.57,  18.6,  22.0, 2.272833,  33.4,  2.094E-01,  8.792E-04,  0.000E+00,  1.000E-06,   NaN,  1.772E-02,  1.695E-02
 630.,  1.887E-01,  1.216E-02,  3.183E-05,  1.133E-05,   NaN,  1.902E-01,  1.154E-02,  0.000E+00,  3.500E-06,   NaN,   2.27,   2.19,  25.2, 182.0,  81.8,  59.7, 174.7,  58.8, 173.3,  79.5,  74.9, 187.2,  30.6,  27.7, 146.3, 158.4, 128.1, 167.6, 198.7, 158.1, 179.0,  36.1,  38.1, 156.2,  54.6,  65.3,  30.3,  41.2,  40.0,  32.3,  28.6,  28.1,  29.4, -1.68, -1.70, -1.79, -0.89, -0.33,  0.49,  0.19,  0.33,  0.56,  18.8,  20.3, 2.283833,  33.4,  2.094E-01,  9.013E-04,  0.000E+00,  1.000E-06,   NaN,  1.828E-02,  1.728E-02
 660.,  1.879E-01,  1.247E-02,  2.400E-05,  1.017E-05,   NaN,  1.899E-01,  1.154E-02,  0.000E+00,  4.500E-06,   NaN,   2.35,   2.23,  25.3, 186.2,  82.7,  61.0, 177.9,  60.1, 176.1,  82.1,  76.3, 186.7,  31.0,  27.8, 149.1, 155.0, 146.0, 170.4, 198.4, 160.5, 180.1,  36.5,  37.4, 160.2,  55.6,  67.9,  30.1,  41.8,  40.6,  32.7,  28.8,  28.2,  28.9, -1.78, -1.69, -1.99, -0.89, -0.35,  0.50,  0.24,  0.33,  0.56,  19.4,   0.0, 2.281000,  33.6,  2.094E-01,  9.363E-04,  0.000E+00,  1.000E-06,   NaN,  1.874E-02,  1.727E-02
 690.,  1.883E-01,  1.218E-02,  2.817E-05,  9.833E-06,   NaN,  1.903E-01,  1.136E-02,  0.000E+00,  6.333E-06,   NaN,   2.32,   2.21,  25.2, 189.7,  82.8,  62.2, 180.9,  61.3, 178.6,  81.4,  76.2, 185.2,  31.6,  27.8, 137.5, 155.6, 132.9, 172.7, 197.4, 162.6, 179.2,  36.9,  38.1, 161.2,  56.7,  68.3,  30.6,  42.3,  38.2,  33.4,  28.8,  28.4,  29.5, -1.59, -1.65, -1.81, -0.92, -0.33,  0.49,  0.21,  0.36,  0.55,  18.6,   0.0, 2.281167,  33.4,  2.094E-01,  8.872E-04,  0.000E+00,  1.000E-06,   NaN,  1.831E-02,  1.699E-02
 720.,  1.886E-01,  1.209E-02,  2.000E-05,  9.000E-06,   NaN,  1.904E-01,  1.131E-02,  0.000E+00,  4.000E-06,   NaN,   2.28,   2.28,  25.2, 191.9,  83.1,  63.3, 183.2,  62.4, 180.5,  81.5,  77.4, 186.1,  32.0,  27.8, 137.4, 155.3, 123.9, 174.2, 195.3, 164.1, 179.5,  37.3,  38.9, 160.6,  57.9,  71.1,  30.6,  42.8,  42.9,  34.5,  29.2,  28.4,  30.3, -1.61, -1.65, -1.55, -0.89, -0.32,  0.52,  0.21,  0.29,  0.55,  18.5,   0.0, 2.278500,  33.4,  2.094E-01,  8.585E-04,  0.000E+00,  1.000E-06,   NaN,  1.816E-02,  1.694E-02
 750.,  1.873E-01,  1.290E-02,  3.233E-05,  9.167E-06,   NaN,  1.902E-01,  1.142E-02,  0.000E+00,  5.000E-06,   NaN,   2.42,   2.30,  25.3, 193.4,  83.6,  64.2, 185.0,  63.2, 182.3,  83.4,  78.9, 188.2,  32.5,  27.8, 150.4, 164.5, 139.2, 175.4, 192.7, 165.5, 180.2,  37.6,  39.8, 154.6,  59.0,  64.2,  31.1,  43.3,  43.6,  34.7,  29.4,  28.4,  29.8, -1.82, -1.75, -1.69, -0.88, -0.31,  0.50,  0.16,  0.36,  0.55,  18.2,   0.0, 2.264167,  33.4,  2.094E-01,  8.470E-04,  0.000E+00,  1.000E-06,   NaN,  1.940E-02,  1.708E-02
 780.,  1.876E-01,  1.259E-02,  3.700E-05,  1.100E-05,   NaN,  1.905E-01,  1.123E-02,  0.000E+00,  4.500E-06,   NaN,   2.33,   2.25,  25.3, 194.5,  84.1,  65.0, 186.7,  64.2, 184.0,  84.5,  78.9, 186.8,  32.9,  27.8, 146.5, 159.0, 145.8, 175.7, 194.9, 166.1, 176.2,  37.9,  38.2, 153.6,  59.8,  66.2,  30.4,  43.8,  40.9,  32.9,  28.7,  28.1,  29.2, -1.76, -1.69, -1.92, -0.89, -0.35,  0.49,  0.21,  0.35,  0.56,  18.3,   0.0, 2.256333,  33.4,  2.094E-01,  8.443E-04,  0.000E+00,  1.000E-06,   NaN,  1.894E-02,  1.680E-02
 810.,  1.887E-01,  1.203E-02,  3.933E-05,  8.333E-06,   NaN,  1.907E-01,  1.110E-02,  0.000E+00,  3.167E-06,   NaN,   2.39,   2.27,  25.2, 195.2,  84.3,  65.8, 187.9,  65.2, 185.0,  83.0,  78.1, 184.9,  33.3,  27.8, 145.0, 158.7, 145.2, 176.2, 197.6, 166.3, 176.6,  38.2,  39.0, 158.1,  60.5,  67.6,  31.1,  44.1,  41.5,  32.9,  28.9,  28.3,  29.2, -1.76, -1.74, -2.04, -0.90, -0.32,  0.51,  0.24,  0.32,  0.57,  18.7,   0.0, 2.287000,  33.6,  2.094E-01,  8.402E-04,  0.000E+00,  1.000E-06,   NaN,  1.811E-02,  1.660E-02
 840.,  1.888E-01,  1.200E-02,  3.833E-05,  9.833E-06,   NaN,  1.908E-01,  1.120E-02,  0.000E+00,  2.333E-06,   NaN,   2.37,   2.28,  25.2, 196.1,  84.3,  66.4, 188.8,  66.0, 185.6,  82.1,  79.2, 186.9,  33.9,  27.9, 146.0, 158.0, 138.9, 176.6, 199.3, 166.4, 179.0,  38.4,  40.4, 155.1,  61.2,  66.3,  31.1,  44.4,  43.3,  33.5,  28.9,  28.4,  29.4, -1.67, -1.67, -1.89, -0.89, -0.32,  0.49,  0.20,  0.33,  0.56,  18.0,   0.0, 2.252333,  33.5,  2.094E-01,  8.405E-04,  0.000E+00,  1.000E-06,   NaN,  1.805E-02,  1.676E-02
 870.,  1.889E-01,  1.186E-02,  2.100E-05,  8.667E-06,   NaN,  1.903E-01,  1.131E-02,  0.000E+00,  4.167E-06,   NaN,   2.33,   2.25,  25.3, 197.0,  84.4,  66.9, 189.8,  66.6, 186.5,  81.9,  80.1, 189.4,  34.4,  27.9, 160.1, 157.7, 143.2, 177.4, 201.5, 167.0, 180.9,  38.7,  40.8, 159.5,  61.7,  62.6,  31.5,  44.7,  42.1,  33.5,  28.9,  28.3,  29.7, -1.97, -1.69, -1.97, -0.90, -0.33,  0.51,  0.22,  0.32,  0.55,  18.4,   0.0, 2.241833,  33.5,  2.094E-01,  8.567E-04,  0.000E+00,  1.000E-06,   NaN,  1.782E-02,  1.692E-02
 900.,  1.892E-01,  1.190E-02,  3.317E-05,  9.667E-06,   NaN,  1.907E-01,  1.122E-02,  0.000E+00,  3.000E-06,   NaN,   2.40,   2.24,  25.3, 197.6,  84.8,  67.3, 190.6,  67.1, 187.1,  82.2,  78.7, 186.8,  34.7,  27.9, 157.4, 154.7, 126.3, 177.9, 196.1, 167.6, 178.1,  38.8,  41.2, 150.3,  62.1,  68.1,  31.3,  45.0,  41.1,  32.9,  28.7,  28.4,  29.4, -1.85, -1.64, -1.58, -0.89, -0.33,  0.50,  0.21,  0.30,  0.57,  17.7,   0.0, 2.262167,  33.5,  2.094E-01,  8.448E-04,  0.000E+00,  1.000E-06,   NaN,  1.790E-02,  1.678E-02
 930.,  1.888E-01,  1.185E-02,  2.733E-05,  1.050E-05,   NaN,  1.906E-01,  1.129E-02,  0.000E+00,  5.833E-06,   NaN,   2.47,   2.30,  25.3, 198.4,  85.0,  67.8, 191.5,  67.5, 187.4,  86.0,  79.4, 187.3,  35.4,  27.9, 149.6, 153.9, 134.0, 178.1, 198.4, 167.8, 183.4,  39.0,  41.7, 164.4,  62.6,  66.2,  31.6,  45.2,  39.8,  31.9,  28.8,  28.3,  28.7, -1.81, -1.62, -1.87, -0.93, -0.31,  0.50,  0.24,  0.35,  0.57,  18.9,   0.0, 2.309667,  33.4,  2.094E-01,  8.475E-04,  0.000E+00,  1.000E-06,   NaN,  1.782E-02,  1.689E-02
 960.,  1.896E-01,  1.156E-02,  4.033E-05,  1.167E-05,   NaN,  1.906E-01,  1.121E-02,  0.000E+00,  5.500E-06,   NaN,   2.45,   2.28,  25.3, 199.4,  85.4,  68.2, 192.4,  68.0, 188.2,  85.6,  79.3, 187.5,  36.0,  28.0, 149.9, 155.4, 138.5, 178.3, 197.7, 168.6, 180.2,  39.1,  40.9, 159.6,  62.9,  68.1,  31.6,  45.4,  41.4,  33.2,  29.0,  28.4,  29.6, -1.81, -1.69, -1.82, -0.91, -0.33,  0.50,  0.25,  0.33,  0.58,  17.9,   0.0, 2.240833,  33.5,  2.094E-01,  8.552E-04,  0.000E+00,  1.000E-06,   NaN,  1.740E-02,  1.678E-02
 990.,  1.890E-01,  1.200E-02,  3.250E-05,  1.017E-05,   NaN,  1.906E-01,  1.131E-02,  0.000E+00,  4.667E-06,   NaN,   2.43,   2.37,  25.3, 199.9,  85.8,  68.7, 193.0,  68.3, 188.6,  83.6,  79.4, 190.6,  36.6,  28.1, 163.6, 153.7, 135.8, 178.6, 200.1, 168.8, 181.1,  39.2,  38.8, 156.6,  63.4,  66.6,  30.6,  45.6,  42.3,  34.6,  29.1,  28.4,  29.9, -1.94, -1.63, -1.79, -0.89, -0.34,  0.51,  0.17,  0.30,  0.56,  18.3,   0.0, 2.268500,  33.7,  2.094E-01,  8.740E-04,  0.000E+00,  1.000E-06,   NaN,  1.805E-02,  1.692E-02
1020.,  1.886E-01,  1.204E-02,  3.533E-05,  9.667E-06,   NaN,  1.903E-01,  1.131E-02,  0.000E+00,  5.833E-06,   NaN,   2.44,   2.37,  25.3, 201.0,  86.0,  69.1, 193.9,  68.5, 189.0,  83.0,  80.4, 191.3,  37.1,  28.1, 142.2, 160.4, 128.0, 178.8, 196.1, 169.0, 180.4,  39.4,  40.5, 157.2,  64.0,  69.3,  31.8,  45.8,  42.6,  34.8,  29.1,  28.5,  28.9, -1.63, -1.68, -1.71, -0.90, -0.31,  0.50,  0.23,  0.38,  0.59,  18.1,   0.0, 2.261833,  33.5,  2.094E-01,  8.792E-04,  0.000E+00,  1.000E-06,   NaN,  1.811E-02,  1.692E-02
1050.,  1.888E-01,  1.197E-02,  2.833E-05,  9.167E-06,   NaN,  1.903E-01,  1.131E-02,  0.000E+00,  5.667E-06,   NaN,   2.52,   2.44,  25.3, 201.8,  86.3,  69.5, 194.5,  69.0, 189.4,  86.0,  81.0, 191.5,  37.3,  28.2, 152.3, 152.9, 145.6, 179.2, 198.2, 169.3, 181.6,  39.5,  39.8, 161.4,  64.5,  66.5,  31.2,  46.0,  39.4,  32.9,  29.1,  28.5,  29.2, -1.81, -1.60, -1.98, -0.91, -0.35,  0.50,  0.26,  0.35,  0.59,  19.1,   0.0, 2.282667,  33.7,  2.094E-01,  8.617E-04,  0.000E+00,  1.000E-06,   NaN,  1.799E-02,  1.692E-02
