Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
s,mol/mol,mol/mol,mol/mol,mol/mol,g/g,mol/mol,mol/mol,mol/mol,mol/mol,g/g,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kW,kW,kg/s,C,mol/mol,mol/mol,mol/mol,mol/mol,mg/m3,mol/mol,mol/mol
   0.,  2.074E-01,  1.196E-03,  1.762E-06,  2.543E-05,   NaN,  2.083E-01,  9.240E-04,  0.000E+00,  2.685E-04,   NaN,   0.24,   0.29,  25.3,  36.2,  36.9,  26.0,  34.5,  25.6,  35.0,  10.0,  26.9,  36.4,  27.5,  10.0,   NaN,  33.2,   NaN,   NaN,   NaN,  30.9,  31.4,   NaN,   NaN,  26.7,  23.1,  24.7,  24.3,  24.3,  24.3,   NaN,  24.1,   NaN,  23.2,   NaN, -0.30,   NaN,  0.32, -0.13,   NaN, -0.19,   NaN, -0.25,   0.4,   2.1, 2.558619,  25.2,  2.097E-01,  6.782E-04,  9.524E-08,        NaN,   NaN,  2.384E-03,  1.738E-03
  30.,  1.583E-01,  2.168E-02,  1.517E-05,  3.485E-04,   NaN,  1.974E-01,  5.049E-03,  0.000E+00,  1.268E-04,   NaN,   3.66,   1.25,  25.3, 258.9, 255.5,  30.2, 232.1,  31.1, 243.6,  10.0,  41.9, 236.3,  27.5,  10.0,   NaN, 237.9,   NaN,   NaN,   NaN, 215.0, 244.0,   NaN,   NaN, 147.7,  38.7,  56.1,  31.9,  24.9,  33.2,   NaN,  26.6,   NaN,  26.1,   NaN, -2.05,   NaN, -0.70,  0.08,   NaN,  0.25,   NaN,  0.20,  32.7,  55.5, 2.436833,  27.8,  2.088E-01,  1.095E-03,  8.333E-07,        NaN,   NaN,  4.339E-02,  1.001E-02
  60.,  9.494E-02,  5.079E-02,  1.055E-04,  8.900E-05,   NaN,  1.467E-01,  2.735E-02,  1.000E-06,  1.173E-04,   NaN,   6.36,   2.27,  25.3, 487.4, 505.8,  47.5, 470.2,  47.7, 490.9,  10.0,  59.6, 437.1,  27.7,  10.0,   NaN, 426.0,   NaN,   NaN,   NaN, 422.4, 406.3,   NaN,   NaN, 315.8,  64.1, 102.1,  43.5,  28.0,  50.0,   NaN,  29.8,   NaN,  29.5,   NaN, -2.90,   NaN, -1.20,  0.26,   NaN,  0.53,   NaN,  0.52,  64.0,  75.3, 2.427000,  30.8,  2.080E-01,  1.576E-03,  3.000E-06,        NaN,   NaN,  1.018E-01,  5.467E-02
  90.,  7.926E-02,  5.867E-02,  2.083E-04,  1.218E-04,   NaN,  1.065E-01,  4.564E-02,  4.583E-05,  2.497E-04,   NaN,   7.09,   2.77,  25.3, 552.6, 561.0,  58.6, 499.3,  61.0, 547.1,  10.0,  65.1, 488.8,  28.2,  10.0,   NaN, 447.6,   NaN,   NaN,   NaN, 463.4, 426.6,   NaN,   NaN, 333.0,  76.8, 113.6,  49.1,  29.3,  56.4,   NaN,  31.2,   NaN,  30.2,   NaN, -3.01,   NaN, -1.30,  0.26,   NaN,  0.60,   NaN,  0.58,  69.6,  75.2, 2.376500,  32.2,  2.078E-01,  1.723E-03,  4.500E-06,        NaN,   NaN,  1.178E-01,  9.137E-02
 120.,  8.768E-02,  5.600E-02,  1.928E-04,  1.045E-04,   NaN,  9.233E-02,  5.229E-02,  1.198E-04,  1.695E-04,   NaN,   7.79,   3.32,  25.3, 579.4, 626.5,  64.1, 507.0,  71.3, 535.5,  10.0,  69.8, 526.7,  29.7,  10.0,   NaN, 462.4,   NaN,   NaN,   NaN, 474.1, 440.7,   NaN,   NaN, 349.7,  86.5, 120.4,  54.6,  30.6,  61.9,   NaN,  31.2,   NaN,  30.1,   NaN, -3.12,   NaN, -1.35,  0.26,   NaN,  0.63,   NaN,  0.63,  74.9,  75.2, 2.519000,  33.2,  2.077E-01,  1.758E-03,  5.833E-06,        NaN,   NaN,  1.124E-01,  1.048E-01
 150.,  7.960E-02,  5.841E-02,  1.963E-04,  6.450E-05,   NaN,  9.067E-02,  5.395E-02,  1.617E-04,  1.852E-04,   NaN,   8.65,   3.73,  25.3, 578.1, 624.3,  72.8, 513.3,  79.4, 557.4,  10.0,  73.3, 541.6,  31.5,  10.0,   NaN, 486.1,   NaN,   NaN,   NaN, 483.7, 450.0,   NaN,   NaN, 370.9,  99.4, 133.3,  62.4,  32.5,  70.0,   NaN,  33.9,   NaN,  33.0,   NaN, -3.24,   NaN, -1.45,  0.25,   NaN,  0.66,   NaN,  0.67,  70.7,  75.2, 2.322667,  33.8,  2.077E-01,  1.723E-03,  5.833E-06,        NaN,   NaN,  1.172E-01,  1.082E-01
 180.,  7.562E-02,  6.098E-02,  1.600E-04,  4.967E-05,   NaN,  9.021E-02,  5.413E-02,  1.502E-04,  7.750E-05,   NaN,   9.55,   4.15,  25.3, 585.5, 624.4,  81.9, 524.5,  90.0, 575.2,  10.0,  79.3, 554.4,  34.2,  10.0,   NaN, 506.4,   NaN,   NaN,   NaN, 498.3, 463.6,   NaN,   NaN, 385.1, 108.3, 142.3,  72.9,  33.9,  75.1,   NaN,  36.6,   NaN,  33.3,   NaN, -3.32,   NaN, -1.50,  0.21,   NaN,  0.69,   NaN,  0.69,  75.7,  75.2, 2.510834,  34.5,  2.077E-01,  1.758E-03,  4.833E-06,        NaN,   NaN,  1.223E-01,  1.086E-01
 210.,  7.445E-02,  6.189E-02,  1.623E-04,  4.883E-05,   NaN,  9.008E-02,  5.449E-02,  1.242E-04,  5.917E-05,   NaN,  10.50,   4.52,  25.3, 581.0, 622.9,  90.2, 543.7, 100.0, 595.7,  10.0,  83.0, 553.2,  36.5,  10.0,   NaN, 512.0,   NaN,   NaN,   NaN, 503.3, 468.5,   NaN,   NaN, 396.8, 120.4, 153.5,  78.8,  35.0,  82.0,   NaN,  35.6,   NaN,  34.4,   NaN, -3.39,   NaN, -1.56,  0.15,   NaN,  0.69,   NaN,  0.69,  74.7,  75.2, 2.499500,  35.0,  2.077E-01,  1.737E-03,  4.000E-06,        NaN,   NaN,  1.241E-01,  1.092E-01
 240.,  7.550E-02,  6.110E-02,  1.790E-04,  4.003E-04,   NaN,  9.180E-02,  5.366E-02,  7.750E-05,  4.290E-04,   NaN,  11.26,   4.86,  25.4, 577.9, 630.8,  95.5, 555.1, 106.3, 608.5,  10.0,  87.3, 558.8,  39.1,  10.0,   NaN, 520.7,   NaN,   NaN,   NaN, 511.4, 476.6,   NaN,   NaN, 412.6, 133.9, 167.4,  83.1,  35.8,  85.8,   NaN,  35.6,   NaN,  34.4,   NaN, -3.47,   NaN, -1.61,  0.13,   NaN,  0.71,   NaN,  0.72,  70.1,  75.3, 2.381000,  35.4,  2.078E-01,  1.641E-03,  3.500E-06,        NaN,   NaN,  1.226E-01,  1.075E-01
