Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  1.472E-01,  3.407E-02,  4.017E-05,  2.233E-05,   NaN,  1.555E-01,  2.962E-02,  8.717E-05,  4.167E-05,   NaN,  10.32,   8.89,  25.2, 457.1, 488.3,  78.6, 449.3,  91.4, 445.6, 183.0, 175.6, 470.9,  33.6,  27.0, 262.5, 232.4, 171.3, 454.0, 426.9, 409.2, 396.1,  33.1,  64.9, 335.3, 264.7, 274.5,  83.3,  35.5,  80.0,  49.4,  36.0,  33.7,  44.5, -2.25, -1.01, -1.69, -1.61, -0.27,  0.73,  0.75,  0.80,  0.90,  66.9,  85.0, 2.253833,  47.3,  2.078E-01,  1.891E-03,  8.333E-07,  1.000E-06,   NaN,  6.822E-02,  5.942E-02
 300.,  1.468E-01,  3.419E-02,  5.650E-05,  2.317E-05,   NaN,  1.536E-01,  3.082E-02,  8.050E-05,  4.117E-05,   NaN,  11.00,   9.99,  25.2, 475.3, 508.9,  81.1, 462.2,  95.3, 459.2, 192.8, 184.0, 494.4,  35.2,  27.1, 266.6, 256.4, 185.4, 479.5, 449.6, 422.6, 411.5,  33.8,  68.1, 348.0, 265.1, 283.0,  88.0,  35.8,  83.3,  52.4,  37.3,  34.4,  45.6, -2.10, -1.29, -2.01, -1.65, -0.27,  0.72,  0.74,  0.82,  0.90,  71.1,  85.1, 2.241500,  48.0,  2.077E-01,  1.954E-03,  8.333E-07,  1.000E-06,   NaN,  6.849E-02,  6.181E-02
 330.,  1.469E-01,  3.445E-02,  4.067E-05,  2.217E-05,   NaN,  1.526E-01,  3.115E-02,  8.183E-05,  3.917E-05,   NaN,  11.69,  10.27,  25.2, 490.8, 520.6,  85.4, 469.0,  93.6, 464.9, 197.1, 193.2, 504.8,  36.7,  27.1, 297.4, 249.3, 184.8, 487.2, 443.1, 429.1, 412.4,  34.4,  74.7, 352.2, 266.7, 284.6,  90.7,  37.3,  88.6,  59.4,  38.0,  35.1,  48.8, -2.63, -1.32, -1.81, -1.65, -0.32,  0.73,  0.73,  0.80,  0.91,  69.7,  85.0, 2.188167,  48.7,  2.077E-01,  1.959E-03,  8.333E-07,  1.000E-06,   NaN,  6.898E-02,  6.247E-02
 360.,  1.429E-01,  3.631E-02,  4.233E-05,  2.250E-05,   NaN,  1.528E-01,  3.111E-02,  9.300E-05,  4.017E-05,   NaN,  12.30,  10.16,  25.2, 492.4, 519.6,  87.3, 478.7,  93.1, 471.2, 209.8, 196.5, 501.9,  38.2,  27.2, 302.6, 257.3, 187.2, 490.6, 454.8, 433.3, 419.5,  34.5,  74.4, 356.6, 267.8, 284.5,  95.1,  37.5,  91.6,  57.9,  38.0,  35.3,  48.9, -2.54, -1.29, -1.66, -1.66, -0.28,  0.73,  0.74,  0.80,  0.91,  70.8,  85.0, 2.244500,  48.9,  2.077E-01,  1.942E-03,  6.667E-07,  1.000E-06,   NaN,  7.271E-02,  6.241E-02
 390.,  1.445E-01,  3.561E-02,  4.250E-05,  2.217E-05,   NaN,  1.532E-01,  3.081E-02,  9.067E-05,  4.050E-05,   NaN,  12.32,  10.49,  25.2, 484.0, 519.5,  88.0, 475.8,  95.6, 475.3, 213.2, 197.9, 500.9,  39.6,  27.3, 313.2, 243.6, 193.5, 487.0, 447.4, 434.9, 419.8,  34.6,  75.9, 354.9, 273.1, 288.4,  99.6,  37.7,  90.6,  62.2,  38.5,  35.5,  50.9, -2.69, -1.18, -1.72, -1.68, -0.27,  0.76,  0.75,  0.81,  0.93,  70.1,  85.0, 2.259166,  49.3,  2.078E-01,  1.924E-03,  1.000E-06,  1.000E-06,   NaN,  7.130E-02,  6.180E-02
 420.,  1.429E-01,  3.650E-02,  4.417E-05,  2.250E-05,   NaN,  1.519E-01,  3.158E-02,  8.583E-05,  3.950E-05,   NaN,  12.64,  11.54,  25.2, 499.3, 531.9,  89.1, 486.2,  94.7, 485.2, 218.3, 208.4, 522.1,  41.2,  27.4, 321.3, 259.2, 228.3, 498.6, 459.7, 440.2, 425.9,  34.8,  77.4, 362.6, 270.9, 284.0,  97.0,  37.9,  95.6,  61.7,  39.6,  36.1,  53.4, -2.82, -1.49, -2.19, -1.72, -0.34,  0.77,  0.75,  0.80,  0.90,  75.6,  85.1, 2.270167,  50.5,  2.076E-01,  2.023E-03,  1.000E-06,  1.000E-06,   NaN,  7.308E-02,  6.334E-02
 450.,  1.406E-01,  3.769E-02,  4.167E-05,  2.117E-05,   NaN,  1.526E-01,  3.135E-02,  8.050E-05,  4.017E-05,   NaN,  13.03,  11.90,  25.2, 495.9, 521.0,  88.8, 500.1,  95.4, 515.0, 222.8, 215.5, 513.3,  43.0,  27.5, 346.9, 288.2, 210.3, 477.4, 445.4, 444.6, 427.5,  35.7,  81.8, 366.5, 283.0, 299.2, 106.4,  40.0,  99.2,  70.2,  41.9,  37.4,  53.1, -3.07, -1.50, -1.72, -1.72, -0.25,  0.77,  0.73,  0.80,  0.91,  75.0,  85.0, 2.290167,  50.8,  2.076E-01,  2.012E-03,  8.333E-07,  1.000E-06,   NaN,  7.547E-02,  6.286E-02
 480.,  1.429E-01,  3.635E-02,  4.883E-05,  2.233E-05,   NaN,  1.520E-01,  3.164E-02,  8.267E-05,  4.100E-05,   NaN,  13.26,  11.34,  25.3, 494.1, 532.3,  92.7, 487.4,  96.9, 488.7, 221.2, 213.9, 517.9,  45.1,  27.6, 336.3, 251.9, 204.8, 490.0, 452.9, 446.1, 428.4,  35.6,  84.0, 363.5, 273.8, 286.2, 108.0,  39.2, 101.4,  70.1,  40.1,  36.8,  55.9, -2.92, -1.24, -1.75, -1.71, -0.31,  0.77,  0.72,  0.79,  0.90,  69.7,  85.0, 2.231167,  50.4,  2.077E-01,  1.947E-03,  8.333E-07,  1.000E-06,   NaN,  7.279E-02,  6.345E-02
 510.,  1.429E-01,  3.646E-02,  4.783E-05,  2.183E-05,   NaN,  1.513E-01,  3.189E-02,  8.600E-05,  3.983E-05,   NaN,  13.50,  11.82,  25.3, 501.9, 540.0,  92.8, 486.5, 101.9, 501.6, 231.9, 218.3, 527.0,  48.2,  27.7, 348.8, 263.5, 196.2, 492.6, 450.4, 447.6, 431.9,  36.3,  83.3, 364.4, 270.0, 283.9, 112.7,  40.2, 100.1,  74.5,  42.0,  37.3,  55.2, -2.96, -1.28, -1.68, -1.70, -0.21,  0.78,  0.72,  0.81,  0.94,  70.6,  85.1, 2.213500,  50.5,  2.077E-01,  1.958E-03,  6.667E-07,  1.000E-06,   NaN,  7.301E-02,  6.395E-02
 540.,  1.427E-01,  3.635E-02,  4.750E-05,  2.217E-05,   NaN,  1.501E-01,  3.257E-02,  8.033E-05,  3.933E-05,   NaN,  13.91,  12.07,  25.3, 506.0, 549.6,  95.2, 488.6, 103.2, 488.3, 225.5, 219.6, 534.0,  51.6,  27.9, 340.6, 277.6, 214.8, 514.3, 480.4, 450.1, 435.0,  36.5,  81.9, 366.0, 273.6, 291.4, 116.0,  39.6,  97.3,  69.2,  41.0,  37.2,  53.8, -2.82, -1.38, -2.00, -1.72, -0.27,  0.75,  0.75,  0.82,  0.94,  72.2,  85.0, 2.228167,  51.0,  2.077E-01,  1.989E-03,  3.333E-07,  1.000E-06,   NaN,  7.280E-02,  6.530E-02
 570.,  1.441E-01,  3.578E-02,  3.533E-05,  2.317E-05,   NaN,  1.516E-01,  3.162E-02,  7.950E-05,  4.183E-05,   NaN,  13.59,  11.87,  25.3, 499.6, 535.3,  97.9, 495.4, 102.7, 497.6, 233.5, 221.4, 518.7,  55.0,  27.9, 339.8, 284.2, 199.7, 492.5, 450.4, 450.4, 433.9,  36.6,  84.1, 368.9, 284.0, 298.4, 119.5,  41.3,  96.0,  78.5,  41.7,  37.7,  58.1, -3.06, -1.39, -1.66, -1.74, -0.21,  0.80,  0.76,  0.83,  0.94,  71.7,  85.0, 2.214666,  51.3,  2.077E-01,  2.000E-03,  5.000E-07,  1.000E-06,   NaN,  7.163E-02,  6.340E-02
 600.,  1.427E-01,  3.648E-02,  4.433E-05,  2.100E-05,   NaN,  1.535E-01,  3.080E-02,  7.483E-05,  4.050E-05,   NaN,  13.47,  12.01,  25.3, 494.4, 519.9,  99.6, 494.0, 110.3, 497.0, 237.1, 221.9, 507.7,  59.1,  27.9, 325.3, 285.6, 183.5, 476.4, 440.8, 447.8, 427.7,  36.6,  83.7, 367.7, 286.7, 298.7, 124.0,  40.5,  95.9,  80.8,  42.6,  37.9,  62.2, -2.84, -1.39, -1.72, -1.75, -0.20,  0.78,  0.75,  0.83,  0.87,  71.3,  85.0, 2.263333,  51.2,  2.077E-01,  1.972E-03,  6.667E-07,  1.000E-06,   NaN,  7.304E-02,  6.176E-02
 630.,  1.426E-01,  3.643E-02,  3.950E-05,  2.200E-05,   NaN,  1.512E-01,  3.206E-02,  8.200E-05,  4.017E-05,   NaN,  14.37,  12.19,  25.3, 506.9, 546.0,  98.0, 490.7, 107.0, 491.8, 227.6, 223.8, 536.8,  63.1,  28.0, 357.2, 267.0, 219.5, 502.8, 467.6, 451.2, 439.9,  36.4,  85.9, 370.6, 271.4, 283.7, 123.2,  39.5, 103.1,  72.1,  41.0,  37.8,  57.4, -3.09, -1.37, -2.03, -1.72, -0.28,  0.77,  0.74,  0.80,  0.94,  72.2,  85.1, 2.241333,  51.4,  2.077E-01,  1.989E-03,  1.000E-06,  1.000E-06,   NaN,  7.293E-02,  6.429E-02
 660.,  1.426E-01,  3.662E-02,  3.283E-05,  2.117E-05,   NaN,  1.492E-01,  3.316E-02,  9.583E-05,  4.067E-05,   NaN,  14.60,  12.45,  25.3, 510.2, 558.5,  98.2, 497.1, 105.2, 491.8, 231.4, 227.0, 544.6,  67.2,  28.1, 369.5, 277.5, 220.1, 509.9, 468.0, 454.7, 439.3,  36.4,  85.4, 373.4, 279.7, 295.2, 125.3,  39.8, 105.4,  74.5,  42.1,  37.9,  58.0, -3.17, -1.41, -1.97, -1.74, -0.22,  0.78,  0.75,  0.82,  0.93,  73.0,  85.0, 2.219500,  51.8,  2.076E-01,  2.020E-03,  8.333E-07,  1.000E-06,   NaN,  7.331E-02,  6.651E-02
 690.,  1.411E-01,  3.740E-02,  4.917E-05,  2.167E-05,   NaN,  1.493E-01,  3.283E-02,  9.017E-05,  3.700E-05,   NaN,  14.66,  13.03,  25.3, 508.1, 544.9,  98.2, 512.7, 100.2, 532.9, 247.1, 233.8, 535.7,  71.3,  28.1, 355.2, 296.4, 216.8, 494.2, 454.4, 461.7, 444.5,  37.4,  86.9, 371.2, 281.6, 299.1, 131.2,  42.6, 102.4,  83.4,  43.7,  39.0,  60.5, -3.07, -1.55, -1.88, -1.73, -0.24,  0.80,  0.75,  0.81,  0.95,  73.8,  85.0, 2.194000,  52.1,  2.076E-01,  2.032E-03,  5.000E-07,  1.000E-06,   NaN,  7.491E-02,  6.583E-02
 720.,  1.426E-01,  3.659E-02,  5.600E-05,  2.217E-05,   NaN,  1.534E-01,  3.075E-02,  8.850E-05,  3.283E-05,   NaN,  14.19,  12.15,  25.3, 501.6, 525.0,  99.7, 503.2, 102.6, 509.2, 238.6, 229.0, 513.9,  74.8,  28.3, 332.2, 282.5, 221.6, 487.9, 450.6, 451.6, 433.1,  37.2,  87.8, 369.5, 272.3, 284.6, 125.0,  41.5, 102.0,  83.3,  42.4,  38.3,  60.2, -2.92, -1.51, -2.00, -1.72, -0.28,  0.80,  0.74,  0.82,  0.91,  70.1,  85.0, 2.251167,  51.7,  2.077E-01,  1.923E-03,  1.000E-06,  1.000E-06,   NaN,  7.329E-02,  6.168E-02
 750.,  1.392E-01,  3.876E-02,  4.083E-05,  2.050E-05,   NaN,  1.508E-01,  3.300E-02,  8.250E-05,  2.917E-05,   NaN,  15.67,  13.85,  25.4, 531.7, 567.0,  98.5, 516.2, 109.2, 523.7, 236.5, 236.8, 567.4,  78.2,  28.5, 375.6, 304.1, 244.9, 517.7, 489.8, 470.2, 460.8,  37.5,  91.6, 383.3, 286.9, 305.2, 130.0,  40.9, 108.4,  79.1,  42.8,  38.7,  59.3, -3.21, -1.58, -2.27, -1.78, -0.20,  0.77,  0.75,  0.82,  0.96,  79.0, 112.0, 2.250500,  52.7,  2.075E-01,  2.077E-03,  6.667E-07,  1.000E-06,   NaN,  7.761E-02,  6.617E-02
 780.,  1.233E-01,  4.766E-02,  3.250E-05,  1.967E-05,   NaN,  1.332E-01,  4.270E-02,  2.435E-04,  3.533E-05,   NaN,  20.66,  19.42,  25.4, 607.0, 720.3, 111.7, 597.3, 115.2, 640.2, 270.7, 277.3, 710.1,  81.6,  28.8, 464.1, 346.6, 293.3, 641.5, 595.3, 577.1, 563.9,  39.5, 106.8, 445.6, 326.8, 360.2, 161.7,  45.1, 124.4,  82.2,  48.7,  42.9,  63.7, -3.61, -1.54, -2.31, -2.01,  0.00,  0.81,  0.78,  0.83,  0.98, 105.6, 178.3, 2.179500,  57.1,  2.066E-01,  2.664E-03,  5.000E-07,  1.000E-06,   NaN,  9.538E-02,  8.589E-02
 810.,  1.106E-01,  5.449E-02,  7.650E-05,  2.100E-05,   NaN,  1.194E-01,  5.003E-02,  3.175E-04,  3.700E-05,   NaN,  23.14,  21.95,  25.4, 649.2, 774.9, 122.4, 629.3, 132.7, 693.6, 307.1, 309.9, 742.0,  85.0,  29.0, 490.2, 417.1, 342.8, 682.7, 634.4, 613.9, 590.0,  42.6, 119.3, 466.1, 351.6, 373.1, 176.7,  46.9, 150.8,  84.7,  51.9,  45.3,  68.6, -3.73, -2.08, -2.88, -2.04, -0.16,  0.79,  0.79,  0.88,  1.02, 114.0, 180.0, 2.206333,  60.4,  2.064E-01,  2.858E-03,  8.333E-07,  1.000E-06,   NaN,  1.091E-01,  1.007E-01
 840.,  1.037E-01,  5.838E-02,  7.550E-05,  2.083E-05,   NaN,  1.125E-01,  5.336E-02,  4.397E-04,  3.567E-05,   NaN,  24.47,  23.72,  25.3, 669.2, 811.0, 130.6, 641.4, 141.9, 692.4, 315.6, 328.2, 785.0,  88.3,  29.3, 538.2, 424.6, 357.0, 704.5, 641.8, 623.1, 600.6,  44.7, 133.9, 466.7, 341.6, 360.3, 198.2,  50.4, 165.4,  99.3,  54.4,  47.5,  73.9, -3.98, -1.99, -2.86, -2.08,  0.03,  0.82,  0.78,  0.86,  1.01, 115.3, 180.0, 2.219167,  61.9,  2.064E-01,  2.859E-03,  1.000E-06,  1.000E-06,   NaN,  1.169E-01,  1.076E-01
 870.,  9.776E-02,  6.146E-02,  6.767E-05,  2.100E-05,   NaN,  1.057E-01,  5.682E-02,  4.905E-04,  3.583E-05,   NaN,  26.52,  25.57,  25.4, 691.5, 849.6, 137.4, 651.1, 149.9, 698.5, 334.8, 347.7, 794.2,  91.3,  29.6, 561.2, 448.6, 368.1, 739.0, 675.7, 642.5, 619.8,  46.7, 140.7, 483.1, 352.9, 386.0, 209.6,  52.4, 179.7, 101.0,  57.0,  48.9,  77.3, -4.13, -2.08, -2.72, -2.13, -0.04,  0.81,  0.79,  0.88,  1.05, 119.7, 180.0, 2.192500,  63.3,  2.062E-01,  2.973E-03,  6.667E-07,  1.000E-06,   NaN,  1.230E-01,  1.146E-01
 900.,  9.914E-02,  6.094E-02,  8.783E-05,  2.133E-05,   NaN,  1.009E-01,  5.952E-02,  3.973E-04,  3.600E-05,   NaN,  27.69,  26.80,  25.4, 699.6, 870.4, 141.7, 659.0, 157.6, 696.7, 334.3, 357.8, 812.9,  94.6,  29.8, 575.1, 438.8, 373.0, 758.7, 685.6, 651.5, 627.6,  47.5, 144.7, 490.5, 368.6, 400.6, 220.2,  53.8, 181.2, 108.2,  58.7,  50.6,  80.7, -4.19, -2.03, -2.97, -2.16, -0.05,  0.86,  0.81,  0.87,  1.05, 120.5, 180.1, 2.169167,  64.5,  2.062E-01,  3.022E-03,  3.333E-07,  1.000E-06,   NaN,  1.221E-01,  1.198E-01
 930.,  8.971E-02,  6.595E-02,  4.933E-05,  1.983E-05,   NaN,  1.036E-01,  5.758E-02,  4.185E-04,  3.650E-05,   NaN,  28.99,  28.34,  25.4, 690.0, 817.4, 152.7, 686.8, 157.4, 783.7, 376.4, 369.7, 782.4,  98.3,  29.6, 580.6, 465.4, 349.1, 713.7, 645.6, 662.7, 630.7,  49.6, 147.2, 502.6, 362.4, 392.3, 235.0,  57.2, 177.7, 138.4,  64.2,  54.6,  95.7, -4.31, -2.12, -2.44, -2.19, -0.06,  0.92,  0.81,  0.87,  1.05, 119.8, 180.0, 2.101333,  65.5,  2.061E-01,  3.081E-03,  1.000E-06,  1.000E-06,   NaN,  1.320E-01,  1.160E-01
 960.,  8.896E-02,  6.641E-02,  3.850E-05,  1.967E-05,   NaN,  1.052E-01,  5.729E-02,  3.945E-04,  3.600E-05,   NaN,  29.66,  29.36,  25.4, 687.7, 819.9, 156.9, 686.4, 162.9, 799.8, 382.2, 379.8, 802.8, 102.3,  29.4, 593.2, 503.6, 379.5, 704.1, 653.6, 666.2, 632.9,  50.1, 150.2, 510.2, 368.4, 398.3, 242.1,  58.6, 183.3, 137.5,  66.3,  56.6,  97.7, -4.47, -2.34, -2.60, -2.20, -0.00,  0.90,  0.81,  0.88,  1.08, 121.0, 180.2, 2.119667,  66.4,  2.061E-01,  3.107E-03,  1.000E-06,  1.000E-06,   NaN,  1.329E-01,  1.154E-01
 990.,  8.819E-02,  6.679E-02,  6.317E-05,  2.083E-05,   NaN,  1.025E-01,  5.853E-02,  7.013E-04,  3.588E-04,   NaN,  30.07,  29.87,  25.4, 687.0, 844.9, 162.1, 688.0, 170.4, 822.1, 395.6, 384.8, 807.4, 106.5,  29.3, 600.8, 519.5, 386.8, 725.2, 669.5, 677.5, 647.4,  50.4, 147.5, 517.5, 381.2, 411.1, 255.3,  59.7, 192.1, 126.1,  65.7,  56.5,  93.9, -4.43, -2.38, -2.87, -2.26,  0.04,  0.91,  0.84,  0.91,  1.11, 126.8, 180.4, 2.159500,  67.8,  2.060E-01,  3.186E-03,  1.000E-06,  1.000E-06,   NaN,  1.337E-01,  1.185E-01
1020.,  8.943E-02,  6.609E-02,  1.052E-04,  2.150E-05,   NaN,  9.570E-02,  6.195E-02,  1.365E-03,  4.433E-05,   NaN,  32.56,  31.43,  25.4, 737.3, 914.2, 161.0, 690.8, 178.5, 748.3, 397.5, 395.2, 862.6, 110.9,  29.8, 624.6, 506.2, 383.8, 790.5, 717.6, 676.9, 648.6,  51.2, 155.5, 524.0, 377.4, 413.6, 261.7,  58.6, 202.7, 131.8,  66.9,  55.9,  97.6, -4.45, -2.10, -2.89, -2.28, -0.09,  0.88,  0.80,  0.89,  1.12, 130.2, 180.3, 2.186167,  68.3,  2.059E-01,  3.248E-03,  1.000E-06,  1.000E-06,   NaN,  1.324E-01,  1.266E-01
1050.,  8.465E-02,  6.881E-02,  9.250E-05,  2.250E-05,   NaN,  9.066E-02,  6.415E-02,  2.034E-03,  5.083E-05,   NaN,  33.76,  33.74,  25.5, 750.6, 939.0, 166.4, 700.4, 173.4, 781.4, 398.4, 412.3, 886.6, 115.6,  30.0, 666.2, 533.6, 385.3, 810.0, 728.7, 691.2, 666.9,  54.5, 167.7, 528.1, 380.9, 421.7, 274.2,  62.0, 213.8, 140.3,  72.6,  58.2,  97.2, -4.74, -2.62, -2.88, -2.29,  0.15,  0.89,  0.84,  0.89,  1.10, 131.1, 180.6, 2.139167,  69.5,  2.058E-01,  3.340E-03,  1.000E-06,  1.000E-06,   NaN,  1.378E-01,  1.324E-01
